object_id,ein,LcnsdSttsCd
201530129349300863,410695509,MN
201510129349300331,366069820,AL
201510129349300331,366069820,AK
201510129349300331,366069820,AZ
201510129349300331,366069820,AR
201510129349300331,366069820,CA
201510129349300331,366069820,CO
201510129349300331,366069820,CT
201510129349300331,366069820,DE
201510129349300331,366069820,DC
201510129349300331,366069820,FL
201510129349300331,366069820,GA
201510129349300331,366069820,HI
201510129349300331,366069820,ID
201510129349300331,366069820,IL
201510129349300331,366069820,IN
201510129349300331,366069820,IA
201510129349300331,366069820,KS
201510129349300331,366069820,KY
201510129349300331,366069820,LA
201510129349300331,366069820,ME
201510129349300331,366069820,MD
201510129349300331,366069820,MA
201510129349300331,366069820,MI
201510129349300331,366069820,MN
201510129349300331,366069820,MS
201510129349300331,366069820,MO
201510129349300331,366069820,MT
201510129349300331,366069820,NE
201510129349300331,366069820,NV
201510129349300331,366069820,NH
201510129349300331,366069820,NJ
201510129349300331,366069820,NM
201510129349300331,366069820,NY
201510129349300331,366069820,NC
201510129349300331,366069820,ND
201510129349300331,366069820,OH
201510129349300331,366069820,OK
201510129349300331,366069820,OR
201510129349300331,366069820,PA
201510129349300331,366069820,RI
201510129349300331,366069820,SC
201510129349300331,366069820,SD
201510129349300331,366069820,TN
201510129349300331,366069820,TX
201510129349300331,366069820,UT
201510129349300331,366069820,VT
201510129349300331,366069820,VA
201510129349300331,366069820,WA
201510129349300331,366069820,WV
201510129349300331,366069820,WI
201510129349300331,366069820,WY
201520139349301112,370661231,IL
201520149349301257,560532303,AL
201520149349301257,560532303,AR
201520149349301257,560532303,CA
201520149349301257,560532303,CT
201520149349301257,560532303,FL
201520149349301257,560532303,GA
201520149349301257,560532303,HI
201520149349301257,560532303,IL
201520149349301257,560532303,KS
201520149349301257,560532303,KY
201520149349301257,560532303,MN
201520149349301257,560532303,MS
201520149349301257,560532303,MO
201520149349301257,560532303,NJ
201520149349301257,560532303,NM
201520149349301257,560532303,NC
201520149349301257,560532303,ND
201520149349301257,560532303,OH
201520149349301257,560532303,OK
201520149349301257,560532303,PA
201520149349301257,560532303,RI
201520149349301257,560532303,TN
201520149349301257,560532303,UT
201520149349301257,560532303,VA
201520149349301257,560532303,WV
201520129349301107,240795495,AK
201520129349301107,240795495,AZ
201520129349301107,240795495,CO
201520129349301107,240795495,MA
201520129349301107,240795495,NH
201520129349301107,240795495,PA
201520129349301107,240795495,WA
