object_id,ein,LcnsdSttsCd
201713469349300626,166031585,NY
201713489349300116,390806263,AZ
201713489349300116,390806263,DE
201713489349300116,390806263,FL
201713489349300116,390806263,GA
201713489349300116,390806263,ID
201713489349300116,390806263,IN
201713489349300116,390806263,KS
201713489349300116,390806263,KY
201713489349300116,390806263,MO
201713489349300116,390806263,MT
201713489349300116,390806263,ND
201713489349300116,390806263,NE
201713489349300116,390806263,NM
201713489349300116,390806263,NV
201713489349300116,390806263,OH
201713489349300116,390806263,TX
201713489349300116,390806263,WI
201713489349300116,390806263,WY
201713199349303801,160743900,NY
201743189349312639,231352008,AL
201743189349312639,231352008,AK
201743189349312639,231352008,AZ
201743189349312639,231352008,AR
201743189349312639,231352008,CO
201743189349312639,231352008,CT
201743189349312639,231352008,FL
201743189349312639,231352008,GA
201743189349312639,231352008,HI
201743189349312639,231352008,IL
201743189349312639,231352008,KS
201743189349312639,231352008,KY
201743189349312639,231352008,LA
201743189349312639,231352008,MN
201743189349312639,231352008,MD
201743189349312639,231352008,ME
201743189349312639,231352008,MA
201743189349312639,231352008,MI
201743189349312639,231352008,MO
201743189349312639,231352008,MS
201743189349312639,231352008,NH
201743189349312639,231352008,NM
201743189349312639,231352008,NJ
201743189349312639,231352008,NY
201743189349312639,231352008,NC
201743189349312639,231352008,ND
201743189349312639,231352008,OH
201743189349312639,231352008,OK
201743189349312639,231352008,OR
201743189349312639,231352008,PA
201743189349312639,231352008,RI
201743189349312639,231352008,DC
201743189349312639,231352008,TN
201743189349312639,231352008,UT
201743189349312639,231352008,VA
201743189349312639,231352008,WA
201743189349312639,231352008,WV
201743189349312639,231352008,WI
201743189349312639,231352008,CA
201733149349303423,042104451,MA
201743259349300804,370661231,IL
201733149349303603,410698301,MN
201743459349300439,840442429,AL
201743459349300439,840442429,AK
201743459349300439,840442429,AZ
201743459349300439,840442429,AR
201743459349300439,840442429,CA
201743459349300439,840442429,CO
201743459349300439,840442429,CT
201743459349300439,840442429,DE
201743459349300439,840442429,FL
201743459349300439,840442429,GA
201743459349300439,840442429,HI
201743459349300439,840442429,ID
201743459349300439,840442429,IL
201743459349300439,840442429,IN
201743459349300439,840442429,IA
201743459349300439,840442429,KS
201743459349300439,840442429,KY
201743459349300439,840442429,LA
