object_id,ein,BsnssNmLn1Txt,AddrssLn1Txt,CtyNm,SttAbbrvtnCd,ZIPCd,FcltyTxt
202021969349305657,160743209,EASTMAN DENTAL CENTER,625 ELMWOOD AVENUE,ROCHESTER,NY,14620,OUTPATIENT DENTAL CLINIC
202021969349305657,160743209,UNIVERSITY DENTAL FACULTY GROUP,2400 SOUTH CLINTON AVENUE BLDG H S,ROCHESTER,NY,14618,OUTPATIENT DENTAL CLINIC
202021969349305657,160743209,EASTMAN DENTAL CLINIC AT SCHOOL #17,158 ORCHARD STREET,ROCHESTER,NY,14611,OUTPATIENT DENTAL CLINIC
202021969349305657,160743209,EASTMAN DENTAL-DOWNTOWN CLINIC,228 E MAIN STREET,ROCHESTER,NY,14604,OUTPATIENT DENTAL CLINIC
202021969349305657,160743209,EDC SMILEMOBILE VANS,625 ELMWOOD AVENUE,ROCHESTER,NY,14620,OUTPATIENT DENTAL CLINIC
202021969349305657,160743209,EDC HIGHLAND HOSPITAL CLINIC,990 SOUTH AVENUE SUITE 020,ROCHESTER,NY,14620,OUTPATIENT DENTAL CLINIC
202021969349305657,160743209,CULVER COMPLEX CARE CENTER,905 CULVER ROAD,ROCHESTER,NY,14609,OUTPATIENT DENTAL CLINIC
201923189349314362,263162145,DSI LAFAYETTE DIALYSIS,915 MEZZANINE DR,LAFAYETTE,IN,47905,DIAGNOSTIC AND OTHER OUTPATIENT
201923189349314362,263162145,IU HEALTH ARNETT CARDIOLOGY,1116 N 16TH ST STE A,LAFAYETTE,IN,47904,DIAGNOSTIC AND OTHER OUTPATIENT
201923189349314362,263162145,IU HEALTH ARNETT FAMILY MEDICINE,2800 FERRY ST,LAFAYETTE,IN,47904,DIAGNOSTIC AND OTHER OUTPATIENT
201923189349314362,263162145,IU HEALTH ARNETT HOSP CANCER CARE CTR,420 N 26TH ST,LAFAYETTE,IN,47904,DIAGNOSITC AND OTHER OUTPATIENT
201923189349314362,263162145,IU HEALTH ARNETT HOSP OUTPAT SURG CTR,1327 S 500 E,LAFAYETTE,IN,47905,DIAGNOSTIC AND OTHER OUTPATIENT
201923189349314362,263162145,IU HEALTH ARNETT HOSPITAL SLEEP CENTER,3900 MCCARTY LANE STE 101,LAFAYETTE,IN,47905,DIAGNOSTIC AND OTHER OUTPATIENT
201923189349314362,263162145,IU HEALTH ARNETT MEDICAL OFFICE - DELPHI,651 ARMORY ROAD,DELPHI,IN,46923,DIAGNOSITC AND OTHER OUTPATIENT
201923189349314362,263162145,IU HEALTH ARNETT MED OFFICE - FRANKFORT,550 S HOKE AVE,FRANKFORT,IN,46041,DIAGNOSTIC AND OTHER OUTPATIENT
201923189349314362,263162145,IU HEALTH ARNETT MED OFFICE-MONTICELLO,810 S 6TH ST STE A,MONTICELLO,IN,47960,DIAGNOSTIC AND OTHER OUTPATIENT
201923189349314362,263162145,IU HEALTH ARNETT MED OFFICE - OTTERBEIN,407 N MEADOW ST,OTTERBEIN,IN,47970,DIAGNOSTIC AND OTHER OUTPATIENT
201923189349314362,263162145,IU HEALTH ARNETT MED OFFICES -FERRY ST,2600 FERRY ST,LAFAYETTE,IN,47904,DIAGNOSTIC AND OTHER OUTPATIENT
201923189349314362,263162145,IUH ARNETT MED OFFICES - GREENBUSH ST,2600 GREENBUSH ST,LAFAYETTE,IN,47905,DIAGNOSTIC AND OTHER OUTPATIENT
201923189349314362,263162145,IU HEATLH ARNETT MED OFF - LAFAYETTE,1 WALTER SCHOLER DR,LAFAYETTE,IN,47909,DIAGNOSTIC AND OTHER OUTPATIENT
201923189349314362,263162145,IUH ARNETT MED OFFICES - W LAFAYETTE,253 SAGAMORE PKWY W,WEST LAFAYETTE,IN,47906,DIAGNOSTIC AND OTHER OUTPATIENT
201923189349314362,263162145,IU HEALTH ARNETT NEPHROLOGY,915 MEZZANINE DR,LAFAYETTE,IN,47905,DIAGNOSTIC AND OTHER OUTPATIENT
201923189349314362,263162145,IUH ARNETT OCCUPATIONAL HEALTH SERVICES,2600 GREENBUSH ST,LAFAYETTE,IN,47905,DIAGNOSTIC AND OTHER OUTPATIENT
201923189349314362,263162145,IUH ARNETT OUTPATIENT SURGERY CENTER,1327 VETERANS MEMORIAL PKWY E,LAFAYETTE,IN,47905,DIAGNOSITC AND OTHER OUTPATIENT
201923189349314362,263162145,IU HEALTH ARNETT PAIN MEDICINE,415 N 26TH ST STE 202,LAFAYETTE,IN,47904,DIAGNOSITC AND OTHER OUTPATIENT
201923189349314362,263162145,IUH ARNETT URGENT CARE - W LAFAYETTE,253 SAGAMORE PKWY W,WEST LAFAYETTE,IN,47906,DIAGNOSTIC AND OTHER OUTPATIENT
201923189349314362,263162145,WELLBOUND OF LAFAYETTE,2 EXECUTIVE DR STE B,LAFAYETTE,IN,47905,DIAGNOSTIC AND OTHER OUTPATIENT
201923189349314362,263162145,ARNETT RETAIL PHARMACY,2600 GREENBUSH ST,LAFAYETTE,IN,47904,PHARMACY
201923189349314362,263162145,IU HEALTH ARNETT MCCARTY PHARMACY,5165 MCCARTY LN RM AG320,LAFAYETTE,IN,47905,PHARMACY
201923189349314362,263162145,IUH ARNETT MOB - ONSITE,5177 MCCARTY LANE,LAFAYETTE,IN,47905,DIAGNOSTIC AND OTHER OUTPATIENT
