object_id,ein,FrmAndLnRfrncDsc,ExplntnTxt
201713469349300626,166031585,"Schedule K, Part IV, Line 2c-01/03/2003 3,570,000 Town of Hamburg",Qualified for exception
201713469349300626,166031585,"Schedule K, Part IV, Line 2c-06/22/2010 6,500,000 Town of Hamburg",Qualified for exception
201733429349300628,911838771,"Schedule K, Part II, Line 3-06/12/2012 9,082,859 Metro Community College Facilities Corporation","The total proceeds do not agree to the issue price in Part I, Column (e) due to investment earnings."
201733429349300628,911838771,"Schedule K, Part IV, Line 2c-12/30/2010 1,960,000 Metro Community College Facilities Corporation","Issuer name: Metro Community College Facilities Corporation; Date the Rebate Computation was performed: 06/30/2011: Note regarding the rebate computation on 6/30/2011: Since the bond proceeds have been spent, a spending exception was met, and the debt service fund was operated on a bona fide basis, no further rebate calculations are necessary."
201733429349300628,911838771,"Schedule K, Part IV, Line 2c-06/12/2012 9,082,859 Metro Community College Facilities Corporation","Issuer Name: Metro Community College Facilities Corporation; Date the Rebate Computation was Performed: 03/01/2014; Note regarding the rebate computation on 3/1/14: As no rebatable arbitrage was earned on the advance refunding escrow and the debt service fund was operated on a bona fide basis, no further rebate analysis is necessary."
201743259349300804,370661231,SCHEDULE K - PURPOSE OF ISSUE DESCRIPTION,"CITY OF QUINCY, ILLINOIS TO REFUND SERIES 1997 AND 2001 BONDS"
201733149349303603,410698301,DATE REBATE COMPUTATION PERFORMED,ISSUER NAME: MN HIGHER EDUCATION FACILITIES AUTHORITY DATE THE REBATE COMPUTATION WAS PERFORMED: 12/01/2016 ISSUER NAME: MN HIGHER EDUCATION FACILITIES AUTHORITY DATE THE REBATE COMPUTATION WAS PERFORMED: 07/01/2015 ISSUER NAME: MN HIGHER EDUCATION FACILITIES AUTHORITY DATE THE REBATE COMPUTATION WAS PERFORMED: 12/01/2015 ISSUER NAME: MN HIGHER EDUCATION FACILITIES AUTHORITY DATE THE REBATE COMPUTATION WAS PERFORMED: 12/01/2016
201723389349300157,590624459,"Schedule K, Part II, Line 3 Total proceeds of issue","The University of Tampa issued bonds in April 2012 that had an issue price of $77,561,332. The form 990 instructions indicate that Schedule K, Part II, Line 3 should show the total proceeds of the issue plus investment earnings. The bond proceeds amount of $77,560,524 shown in Part II includes cumulative net investment losses of ($808) from the Project Fund and the Reserve Fund accounts. Thus the amount of proceeds shown in Part II is less than the proceeds from issue due to these net investment losses."
201723389349300157,590624459,"Schedule K, Part III, Line 3a Management or Service contracts",The University of Tampa has incidental service contracts for maintenance of the grounds which meet an exception to private business use.
201723389349300157,590624459,"Schedule K, Part II, Line 3 Total Proceeds of Issue","The University of Tampa issued bonds in April 2015 that had an issue price of $85,618,991. The form 990 instructions indicate that Schedule K, Part II, Line 3 should show the total proceeds of the issue plus investment earnings. The bond proceeds amount of $85,642,238 shown in Part II includes cumulative investment earnings of $23,247 from the Project Fund account. Thus the amount of proceeds shown in Part II is more than the proceeds from issue due to these investment earnings."
201723389349300157,590624459,"Schedule K, Part IV, Line 2c COLUMN A",Issuer name: Higher Educational Facilities Financing Authority The calculation for computing no rebate due was performed on 02/16/2016
201723389349300157,590624459,"Schedule K, Part IV, Line 2c COLUMN B",Issuer name: Higher Educational Facilities Financing Authority The calculation for computing no rebate due was performed on 02/01/2016
201723389349300157,590624459,"Schedule K, Part IV, Line 2c COLUMN C",Issuer name: Higher Educational Facilities Financing Authority The calculation for computing no rebate due was performed on 02/09/2016
