object_id,ein,SttsWhrCpyOfRtrnIsFldCd
201931019349300333,141338498,NY
201931019349300218,910236600,MI
201931019349300218,910236600,NH
201931019349300218,910236600,NY
201931019349300218,910236600,OR
201931019349300218,910236600,SC
201931019349300218,910236600,WI
201920709349301017,263161884,OR
201930599349300903,611312812,KY
201940089349301129,596046500,FL
201930099349300203,231424055,PA
201940799349300809,383001876,MI
201930749349300603,840402707,AK
201930749349300603,840402707,CA
201930749349300603,840402707,CO
201930749349300603,840402707,MA
201930749349300603,840402707,NV
201930749349300603,840402707,NH
201930749349300603,840402707,WA
201930459349300823,222586208,NY
201930459349300823,222586208,VT
201930609349301043,930386890,OR
201930609349301043,930386890,WA
201930659349300838,520591694,MD
201900599349301365,640303093,MS
201940359349301054,231352664,AR
201940359349301054,231352664,CO
201940359349301054,231352664,KY
201940359349301054,231352664,MA
201940359349301054,231352664,MI
201940359349301054,231352664,NH
201940359349301054,231352664,NJ
201940359349301054,231352664,OR
201940359349301054,231352664,SC
201900799349300340,540505922,VA
201900809349300240,030482006,AK
201900809349300240,030482006,KS
201900809349300240,030482006,NH
201900809349300240,030482006,OR
201900809349300240,030482006,KY
201900809349300240,030482006,LA
201900809349300240,030482006,MA
201900809349300240,030482006,MD
201900809349300240,030482006,MO
201900809349300240,030482006,WA
201910429349300411,135596846,NY
201910429349300411,135596846,AK
201910429349300411,135596846,CO
201910429349300411,135596846,KY
201910429349300411,135596846,MD
201910429349300411,135596846,MA
201910429349300411,135596846,MI
201910429349300411,135596846,NH
201910429349300411,135596846,OH
201910429349300411,135596846,OK
201910429349300411,135596846,OR
201910429349300411,135596846,SC
201910429349300411,135596846,WA
201930869349300133,930386858,AK
201930869349300133,930386858,CO
201930869349300133,930386858,DC
201930869349300133,930386858,MA
201930869349300133,930386858,MD
201930869349300133,930386858,MI
201930869349300133,930386858,NH
201930869349300133,930386858,NJ
201930869349300133,930386858,NY
201930869349300133,930386858,OR
201930869349300133,930386858,PA
201930869349300133,930386858,VA
201930869349300133,930386858,WA
201930869349300133,930386858,WV
201910919349300316,231352621,AK
201910919349300316,231352621,CO
201910919349300316,231352621,DC
201910919349300316,231352621,MA
201910919349300316,231352621,MD
201910919349300316,231352621,MI
201910919349300316,231352621,NH
201910919349300316,231352621,NV
201910919349300316,231352621,NY
201910919349300316,231352621,OH
201910919349300316,231352621,OK
201910919349300316,231352621,OR
201910919349300316,231352621,SC
201910919349300316,231352621,WA
201910889349300616,042111203,MA
201940329349300824,460872490,NY
201930949349300013,221487354,AK
201930949349300013,221487354,CO
201930949349300013,221487354,DC
201930949349300013,221487354,MD
201930949349300013,221487354,MI
201930949349300013,221487354,NH
201930949349300013,221487354,NC
201930949349300013,221487354,OR
201930949349300013,221487354,PA
201930949349300013,221487354,SC
201920919349300307,340714687,AK
201920919349300307,340714687,AZ
201920919349300307,340714687,MA
201920919349300307,340714687,NH
201920919349300307,340714687,OH
201920919349300307,340714687,WA
201900889349300810,370673484,AK
201900889349300810,370673484,DC
201900889349300810,370673484,KY
201900889349300810,370673484,MD
201900889349300810,370673484,MA
201900889349300810,370673484,MI
201900889349300810,370673484,NH
201900889349300810,370673484,NY
201900889349300810,370673484,OR
201900889349300810,370673484,SC
201930659349300333,350868096,IN
201900509349300600,750827421,MD
201900509349300600,750827421,MI
201900509349300600,750827421,NH
201900509349300600,750827421,PA
201900509349300600,750827421,SC
201920159349300102,620535755,TN
201910749349300116,941021164,CA
201930959349300628,042103585,MA
201930959349300628,042103585,AK
201930959349300628,042103585,MD
201930959349300628,042103585,MI
201930959349300628,042103585,NH
201930959349300628,042103585,NY
201930959349300628,042103585,OR
201930959349300628,042103585,SC
201930959349300628,042103585,KY
201930979349300603,620485733,TN
201930329349300928,370681530,CO
201930329349300928,370681530,IN
201900079349300305,350868101,IN
201940159349301154,060647016,CT
201940159349301259,930821228,OR
201910919349300006,540505977,VA
201930639349300998,956002998,CA
201900919349300850,160755807,NY
201920589349300117,990240539,HI
201900849349300505,462980755,MD
201900849349300635,344431169,CO
201900849349300635,344431169,KY
201900849349300635,344431169,AK
201900849349300635,344431169,MD
201900849349300635,344431169,MA
201900849349300635,344431169,MI
201900849349300635,344431169,NH
201900849349300635,344431169,SC
201900849349300635,344431169,WA
201930679349300303,261901554,CA
201930679349301138,390833608,MI
201930679349301138,390833608,WI
201930299349300218,042108346,MA
201940999349300919,350868086,IN
201930299349301258,650267991,FL
201930749349301253,941339635,AK
201930749349301253,941339635,CO
201930749349301253,941339635,MD
201930749349301253,941339635,OR
201930749349301253,941339635,WA
201921009349300802,951684793,CA
201900929349300835,250965430,PA
201940149349300984,610660795,KY
201900929349300865,240795495,PA
201900929349300865,240795495,AK
201900929349300865,240795495,CO
201900929349300865,240795495,MA
201900929349300865,240795495,NH
201900929349300865,240795495,WA
201900919349300420,410693979,CA
201900919349300420,410693979,CO
201900919349300420,410693979,MA
201900919349300420,410693979,MD
201900919349300420,410693979,MI
201900919349300420,410693979,MN
201900919349300420,410693979,NH
201900919349300420,410693979,SC
201920849349300032,390806154,WI
201910889349300401,231352641,AZ
201910889349300401,231352641,CA
201910889349300401,231352641,FL
201910889349300401,231352641,GA
201910889349300401,231352641,IL
201910889349300401,231352641,IN
201910889349300401,231352641,ME
201910889349300401,231352641,MD
201910889349300401,231352641,MN
201910889349300401,231352641,NH
201910889349300401,231352641,NY
201910889349300401,231352641,OK
201910889349300401,231352641,OR
201910889349300401,231352641,PA
201910889349300401,231352641,VA
201900199349300800,626047697,TN
201920169349300722,233069199,PA
201920949349300927,520591661,MD
201920439349300852,112157078,NY
201920999349300147,314379515,OH
201900149349300970,201024637,OR
201940459349301644,452926542,NY
201900159349300415,411968798,MN
201900159349300415,411968798,WI
201900159349300415,411968798,OR
201900159349300415,411968798,PA
201900159349300415,411968798,IL
201900159349300415,411968798,NY
201900159349300415,411968798,CT
201910309349300731,731303821,OK
201900109349301770,521555346,MD
201900109349301920,420681046,AK
201900109349301920,420681046,CO
201900109349301920,420681046,FL
201900109349301920,420681046,LA
201900109349301920,420681046,MD
201900109349301920,420681046,MI
201900109349301920,420681046,ND
201900109349301920,420681046,NH
201900109349301920,420681046,NV
201900109349301920,420681046,NY
201900109349301920,420681046,OH
201900109349301920,420681046,OK
201900109349301920,420681046,OR
201900109349301920,420681046,SC
201900109349301920,420681046,UT
201900109349301920,420681046,WA
201901019349300965,240795441,PA
201901019349300960,410693968,MN
201901019349300960,410693968,CO
201900849349301455,942356338,CA
201910529349300116,231352692,PA
201910929349300631,951643992,AK
201910929349300631,951643992,CA
201910929349300631,951643992,CO
201910929349300631,951643992,ME
201910929349300631,951643992,MD
201910929349300631,951643992,MA
201910929349300631,951643992,MI
201910929349300631,951643992,NV
201910929349300631,951643992,NH
201910929349300631,951643992,OH
201910929349300631,951643992,OK
201910929349300631,951643992,OR
201910929349300631,951643992,SC
201910929349300631,951643992,WA
201910929349300631,951643992,WI
201920859349300327,560556753,NC
201920859349300327,560556753,SC
201900849349301450,160743942,NY
201940459349300149,620488046,AK
201940459349300149,620488046,HI
201940459349300149,620488046,MA
201940459349300149,620488046,MD
201940459349300149,620488046,MI
201940459349300149,620488046,MN
201940459349300149,620488046,ND
201940459349300149,620488046,NH
201940459349300149,620488046,NY
201940459349300149,620488046,OR
201940459349300149,620488046,SC
201940459349300149,620488046,WA
201833259349300803,251186257,PA
201920529349300407,580568687,GA
201920319349301202,860711495,AZ
201901009349300800,942155109,CA
201940949349300339,042271070,MA
201910599349300706,344427516,OH
201930859349300728,620475690,TN
201930869349300018,581216007,GA
201920589349300232,250965212,PA
201920589349300232,250965212,AK
201920589349300232,250965212,MS
201920589349300232,250965212,NH
201920589349300232,250965212,NJ
201920589349300232,250965212,VA
201900389349300330,521010577,MD
201940949349300419,570324906,SC
201911009349300226,952592468,CA
201920639349300507,480777079,AL
201920639349300507,480777079,AK
201920639349300507,480777079,AZ
201920639349300507,480777079,AR
201920639349300507,480777079,CA
201920639349300507,480777079,CO
201920639349300507,480777079,CT
201920639349300507,480777079,DE
201920639349300507,480777079,FL
201920639349300507,480777079,HI
201920639349300507,480777079,ID
201920639349300507,480777079,IL
201920639349300507,480777079,IN
201920639349300507,480777079,IA
201920639349300507,480777079,KS
201920639349300507,480777079,KY
201920639349300507,480777079,ME
201920639349300507,480777079,MD
201920639349300507,480777079,MA
201920639349300507,480777079,MI
201920639349300507,480777079,MN
201920639349300507,480777079,MS
201920639349300507,480777079,MO
201920639349300507,480777079,MT
201920639349300507,480777079,NE
201920639349300507,480777079,NH
201920639349300507,480777079,NJ
201920639349300507,480777079,NM
201920639349300507,480777079,ND
201920639349300507,480777079,OR
201920639349300507,480777079,RI
201920639349300507,480777079,SC
201920639349300507,480777079,SD
201920639349300507,480777079,TN
201920639349300507,480777079,TX
201920639349300507,480777079,UT
201920639349300507,480777079,VT
201920639349300507,480777079,VA
201920639349300507,480777079,WA
201920639349300507,480777079,WV
201920639349300507,480777079,WI
201920639349300507,480777079,WY
201910099349300206,381977050,MI
201920379349300432,420680460,CA
201940719349300979,952962604,CA
201930409349300208,201730126,NM
201910729349300631,530196549,DC
201911019349300111,411607453,MN
201911019349300236,941156628,CA
201911019349300441,150545841,NY
201911019349300506,042620216,MA
201911019349301001,480730814,KS
201930809349300813,135562314,NY
201930739349300018,530196583,MA
201930739349300018,530196583,MD
201930739349300018,530196583,MI
201930739349300018,530196583,NH
201930739349300018,530196583,NY
201930739349300018,530196583,OR
201930739349300018,530196583,SC
201930739349300018,530196583,WI
201910859349300346,610448560,KY
201803199349307340,942933165,CA
201930089349301313,586055244,GA
201931009349300243,750926755,NH
201900099349301005,300639724,MA
201930099349300013,590624401,FL
201940469349300739,131632522,NY
201940669349300319,731523469,OK
201920469349301247,272793072,SC
201900889349300000,951744370,CA
201940759349300009,581363100,TN
201911009349300211,111630830,IN
201911009349300211,111630830,KY
201911009349300211,111630830,MD
201911009349300211,111630830,MA
201911009349300211,111630830,MI
201911009349300211,111630830,NH
201911009349300211,111630830,NJ
201911009349300211,111630830,ND
201911009349300211,111630830,OR
201911009349300211,111630830,PA
201911009349300211,111630830,SC
201911009349300211,111630830,VA
201940939349300234,590859121,DC
201940939349300234,590859121,FL
201940939349300234,590859121,IN
201940939349300234,590859121,MD
201940939349300234,590859121,MA
201940939349300234,590859121,MI
201940939349300234,590859121,NH
201910509349301201,341695897,OH
201910509349301201,341695897,IN
201910779349300101,461256842,PA
201940779349300324,231352668,PA
201921009349300427,240795506,PA
201910239349300021,271870108,CA
201920859349301112,250965557,PA
201940789349300019,362167804,IL
201910519349301206,231352620,CA
201910519349301206,231352620,MA
201910519349301206,231352620,ME
201910519349301206,231352620,NJ
201910519349301206,231352620,NY
201910519349301206,231352620,PA
201910519349301206,231352620,TX
201940429349301179,420686467,AL
201940429349301179,420686467,CO
201940429349301179,420686467,DC
201940429349301179,420686467,MA
201940429349301179,420686467,MD
201940429349301179,420686467,MI
201940429349301179,420686467,MN
201940429349301179,420686467,NH
201940429349301179,420686467,NV
201940429349301179,420686467,NY
201940429349301179,420686467,OH
201940429349301179,420686467,SC
201940429349301179,420686467,WA
201940769349300004,472856220,CA
201900319349300410,310747997,CA
201900319349300410,310747997,OH
201940819349301049,630400608,AL
201940829349300304,820200907,OR
201940829349300304,820200907,UT
201940829349300304,820200907,WA
201931059349300828,042103545,CA
201931059349300828,042103545,IN
201931059349300828,042103545,MA
201900499349300015,610444650,CO
201900499349300015,610444650,HI
201900499349300015,610444650,KY
201900499349300015,610444650,AK
201900499349300015,610444650,MD
201900499349300015,610444650,MA
201900499349300015,610444650,MI
201900499349300015,610444650,NV
201900499349300015,610444650,NH
201900499349300015,610444650,NJ
201900499349300015,610444650,ND
201900499349300015,610444650,OH
201900499349300015,610444650,OK
201900499349300015,610444650,OR
201900499349300015,610444650,SC
201900499349300015,610444650,AR
201900499349300015,610444650,WA
201911009349300731,132887929,NY
201930169349300723,742841146,AR
201940459349301599,364479457,IL
201900539349300810,591407629,FL
201920399349301112,530199507,AK
201920399349301112,530199507,CO
201920399349301112,530199507,DC
201920399349301112,530199507,KY
201920399349301112,530199507,MD
201920399349301112,530199507,MA
201920399349301112,530199507,NH
201920399349301112,530199507,NY
201920399349301112,530199507,ND
201920399349301112,530199507,OR
201920399349301112,530199507,SC
201920399349301112,530199507,WA
201910429349300636,311601569,OH
201940919349300214,160743996,NY
201940929349300439,350867954,IN
201900429349301130,800957275,IA
201930989349301213,930309970,OR
201930989349301313,141338488,NY
201920639349300857,410970173,MN
201940359349300349,561065978,NC
201900959349300810,630288811,AL
201901009349300325,363005527,IL
201901009349300325,363005527,CA
201900529349300605,042002060,MA
201900379349301120,390821861,WI
201910389349301501,952882724,CA
201930649349300708,420707114,CA
201940949349300609,741159753,CO
201940949349300609,741159753,GA
201940949349300609,741159753,KY
201940949349300609,741159753,AK
201940949349300609,741159753,MD
