object_id,ein,BsnssNmLn1Txt,AddrssLn1Txt,CtyNm,SttAbbrvtnCd,ZIPCd,FcltyTxt
201543169349301839,263162145,DSI LAFAYETTE DIALYSIS,915 MEZZANINE DR,LAFAYETTE,IN,47905,DIAGNOSTIC AND OTHER OUTPATIENT
201543169349301839,263162145,IU HEALTH ARNETT CARDIOLOGY,1116 N 16TH ST STE A,LAFAYETTE,IN,47904,DIAGNOSTIC AND OTHER OUTPATIENT
201543169349301839,263162145,IU HEALTH ARNETT FAMILY MEDICINE,2800 FERRY ST,LAFAYETTE,IN,47904,DIAGNOSTIC AND OTHER OUTPATIENT
201543169349301839,263162145,IU HEALTH ARNETT GYNECOLOGY,904 SOUTH ST,LAFAYETTE,IN,47901,DIAGNOSTIC AND OTHER OUTPATIENT
201543169349301839,263162145,IU HEALTH ARNETT HOSP CANCER CARE CTR,420 N 26TH ST,LAFAYETTE,IN,47904,DIAGNOSITC AND OTHER OUTPATIENT
201543169349301839,263162145,IU HEALTH ARNETT HOSP OUTPAT SURG CTR,1327 S 500 E,LAFAYETTE,IN,47905,DIAGNOSTIC AND OTHER OUTPATIENT
201543169349301839,263162145,IU HEALTH ARNETT HOSPITAL SLEEP CENTER,3900 MCCARTY LANE STE 101,LAFAYETTE,IN,47905,DIAGNOSTIC AND OTHER OUTPATIENT
201543169349301839,263162145,IU HEALTH ARNETT MEDICAL OFFICE - DELPHI,651 ARMORY ROAD,DELPHI,IN,46923,DIAGNOSITC AND OTHER OUTPATIENT
201543169349301839,263162145,IU HEALTH ARNETT MED OFFICE - FRANKFORT,550 S HOKE AVE,FRANKFORT,IN,46041,DIAGNOSTIC AND OTHER OUTPATIENT
201543169349301839,263162145,IU HEALTH ARNETT MED OFFICE-MONTICELLO,810 S 6TH ST STE A,MONTICELLO,IN,47960,DIAGNOSTIC AND OTHER OUTPATIENT
201543169349301839,263162145,IU HEALTH ARNETT MED OFFICE - OTTERBEIN,407 N MEADOW ST,OTTERBEIN,IN,47970,DIAGNOSTIC AND OTHER OUTPATIENT
201543169349301839,263162145,IU HEALTH ARNETT MED OFFICES -FERRY ST,2600 FERRY ST,LAFAYETTE,IN,47904,DIAGNOSTIC AND OTHER OUTPATIENT
201543169349301839,263162145,IUH ARNETT MED OFFICES - GREENBUSH ST,2600 GREENBUSH ST,LAFAYETTE,IN,47905,DIAGNOSTIC AND OTHER OUTPATIENT
201543169349301839,263162145,IU HEATLH ARNETT MED OFF - LAFAYETTE,1 WALTER SCHOLER DR,LAFAYETTE,IN,47909,DIAGNOSTIC AND OTHER OUTPATIENT
201543169349301839,263162145,IUH ARNETT MED OFFICES - W LAFAYETTE,253 SAGAMORE PKWY W,WEST LAFAYETTE,IN,47906,DIAGNOSTIC AND OTHER OUTPATIENT
201543169349301839,263162145,IU HEALTH ARNETT NEPHROLOGY,915 MEZZANINE DR,LAFAYETTE,IN,47905,DIAGNOSTIC AND OTHER OUTPATIENT
201543169349301839,263162145,IUH ARNETT OBSETRICS AND GYNECOLOGY,938 MEZZANINE DR,LAFAYETTE,IN,47905,DIAGNOSTIC AND OTHER OUTPATIENT
201543169349301839,263162145,IUH ARNETT OCCUPATIONAL HEALTH SERVICES,2600 GREENBUSH ST,LAFAYETTE,IN,47905,DIAGNOSTIC AND OTHER OUTPATIENT
201543169349301839,263162145,IU HEALTH ARNETT PHYSICIANS - DELPHI,651 ARMORY RD,DELPHI,IN,46923,DIAGNOSTIC AND OTHER OUTPATIENT
201543169349301839,263162145,IU HEALTH ARNETT PHYSICIANS - FRANKFORT,550 S HOKE AVE,FRANKFORT,IN,46041,DIAGNOSTIC AND OTHER OUTPATIENT
201543169349301839,263162145,IU HEALTH ARNETT PHYSICIANS - MONTICELLO,810 S 6TH ST STE A,MONTICELLO,IN,47960,DIAGNOSTIC AND OTHER OUTPATIENT
201543169349301839,263162145,IU HEALTH ARNETT PHYSICIANS - OTTERBEIN,407 N MEADOW ST,OTTERBEIN,IN,47970,DIAGNOSITC AND OTHER OUTPATIENT
201543169349301839,263162145,IUH ARNETT OUTPATIENT SURGERY CENTER,1327 VETERANS MEMORIAL PKWY E,LAFAYETTE,IN,47905,DIAGNOSITC AND OTHER OUTPATIENT
201543169349301839,263162145,IU HEALTH ARNETT PAIN MEDICINE,415 N 26TH ST STE 202,LAFAYETTE,IN,47904,DIAGNOSITC AND OTHER OUTPATIENT
201543169349301839,263162145,IU HEATLH ARNETT URGENT CARE - LAFAYETTE,1 WALTER SHCOLER DR,LAFAYETTE,IN,47909,DIAGNOSITC AND OTHER OUTPATIENT
201543169349301839,263162145,IUH ARNETT URGEN CARE - W LAFAYETTE,253 SAGAMORE PKWY W,WEST LAFAYETTE,IN,47906,DIAGNOSTIC AND OTHER OUTPATIENT
201543169349301839,263162145,WELLBOUND OF LAFAYETTE,2 EXECUTIVE DR STE B,LAFAYETTE,IN,47905,DIAGNOSTIC AND OTHER OUTPATIENT
201543169349301839,263162145,ARNETT RETAIL PHARMACY,2600 GREENBUSH ST,LAFAYETTE,IN,47904,PHARMACY
201543169349301839,263162145,IU HEALTH ARNETT MCCARTY PHARMACY,5165 MCCARTY LN RM AG320,LAFAYETTE,IN,47905,PHARMACY
201621349349301252,160743209,EASTMAN DENTAL CENTER,625 ELMWOOD AVENUE,ROCHESTER,NY,14620,OUTPATIENT DENTAL CLINIC
201621349349301252,160743209,UNIVERSITY DENTAL FACULTY GROUP,2400 SOUTH CLINTON AVENUE BLDG H S,ROCHESTER,NY,14618,OUTPATIENT DENTAL CLINIC
201621349349301252,160743209,ENRICO FERMI DENTAL CLINIC AT SCHOOL #17,158 ORCHARD STREET,ROCHESTER,NY,14611,OUTPATIENT DENTAL CLINIC
201621349349301252,160743209,EASTMAN DENTAL DOWNTOWN CLINIC,228 EAST MAIN STREET,ROCHESTER,NY,14604,OUTPATIENT DENTAL CLINIC
201621349349301252,160743209,EDC SMILEMOBILE VANS,625 ELMWOOD AVENUE,ROCHESTER,NY,14620,OUTPATIENT DENTAL CLINIC
201621349349301252,160743209,ORAL MEDICINE SALIVARY DYSFUNCTION,601 ELMWOOD AVENUE,ROCHESTER,NY,14642,OUTPATIENT DENTAL CLINIC
201621349349301252,160743209,EDC-MONROE COMMUNITY HOSPITAL CLINIC,435 EAST HENRIETTA ROAD,ROCHESTER,NY,14620,OUTPATIENT DENTAL CLINIC
201621349349301252,160743209,EDC-HILLSIDE CHILDRENS CENTER CLINIC,1183 MONROE AVENUE,ROCHESTER,NY,14620,OUTPATIENT DENTAL CLINIC
201601319349302115,231352685,PENN MEDICINE AT RADNOR,250 KING OF PRUSSIA ROAD,BALA CYNWYD,PA,19004,OUTPATIENT FACILITY
201601319349302115,231352685,PENN MEDICINE AT BUCKS COUNTY,777 TOWNSHIP LINE ROAD,YARDLEY,PA,19067,OUTPATIENT FACILITY
201601319349302115,231352685,PENN MEDICINE AT VALLEY FORGE,1001 CHESTERBROOK BLVD,BERWYN,PA,19312,OUTPATIENT FACILITY
201601319349302115,231352685,PENN MEDICINE AT WOODBURY HEIGHTS,1006 MANTUA PIKE,WOODBURY HEIGHTS,NJ,08097,OUTPATIENT FACILITY
201601319349302115,231352685,PENN MEDICINE AT RITTENHOUSE,1800 LOMBARD STREET,PHILADELPHIA,PA,19146,INPATIENT REHABILITATION
201601319349302115,231352685,ANATOMY CHEMISTRY,420 GUARDIAN DRIVE,PHILADEPHIA,PA,19104,RESEARCH FACILITY
201601319349302115,231352685,BIOMEDICAL RESEARCH BUILDING 2,500 OSLER CIRCLE,PHILADELPHIA,PA,19104,RESEARCH FACILITY
201601319349302115,231352685,BLOCKLEY HALL,423 GUARDIAN DRIVE,PHILADELPHIA,PA,19104,RESEARCH FACILITY
201601319349302115,231352685,CAROLYN HOFF LYNCH BIOLOGY LAB,435 S UNIVERSITY AVENUE,PHILADELPHIA,PA,19104,RESEARCH FACILITY
201601319349302115,231352685,CHEMISTRY LABORATORIES - 1958 WING,231 S 34TH STREET,PHILADELPHIA,PA,19104,RESEARCH FACILITY
201601319349302115,231352685,CHESTNUT HALL,3900 CHESTNUT STREET,PHILADELPHIA,PA,19104,RESEARCH FACILITY
201601319349302115,231352685,CLINICAL RESEARCH BUILDING,415 CURIE BLVD,PHILADELPHIA,PA,19104,RESEARCH FACILITY
201601319349302115,231352685,GL LABORATORY BUILDING,500 SOUTH RIDGEWAY,GLENOLDEN,PA,19036,RESEARCH FACILITY
201601319349302115,231352685,GODDARD LABORATORIES,3710 HAMILTON WALK,PHILADELPHIA,PA,19104,RESEARCH FACILITY
201601319349302115,231352685,HAYDEN HALL,3320 SMITH WALK,PHILADELPHIA,PA,19104,RESEARCH FACILITY
201601319349302115,231352685,PERELMAN CENTER FOR ADVANCED MEDICINE,3400 CIVIC CENTER BOULEVARD,PHILADELPHIA,PA,19104,OUTPATIENT FACILITY
201601309349301480,620476822,Ambulatory Surgery Ctr of Cool Springs,2009 Mallory Lane Suite 100,Franklin,TN,37067,Ambulatory Surgery Treatment Center
201601309349301480,620476822,SCA Nashville Surgery Center,1161 21st Ave South D-3300,Nashville,TN,37232,Ambulatory Surgery Treatment Center
201601309349301480,620476822,Vanderbilt-Maury Radiation Oncology,1003 Reserve Boulevard,Spring Hill,TN,37174,Ambulatory Surgery Treatment Center
201601309349301480,620476822,Vanderbilt Williamson Cancer Ctr,2107 Edward Curd Lane,Franklin,TN,37067,Ambulatory Surgery Treatment Center
201601309349301480,620476822,One Hundred Oaks Imaging,719 Thompson Lane,Nashville,TN,37204,Outpatient Diagnostic Center
201601309349301480,620476822,Vanderbilt Health & Williamson Medical C,134 Pewitt Drive,Brentwood,TN,37027,Ambulatory Clinic
201601309349301480,620476822,Spring Hill Imaging Center,5421 Main Street,Spring Hill,TN,37174,Outpatient Diagnostic Center
201601309349301480,620476822,Cool Springs Imaging,2009 Mallory Lane Suite 150,Franklin,TN,37067,Outpatient Diagnostic Center
201601309349301480,620476822,Vanderbilt Health & Williamson Medical C,919 Murfreesboro Pike,Franklin,TN,37064,Ambulatory Clinic
201601309349301480,620476822,Vanderbilt Gateway Cancer Center,375 Alfred Thun Road,Clarksville,TN,37040,Ambulatory Surgery Treatment Center
201601309349301480,620476822,Belle Meade Imaging,4525 Harding Road Suite 102,Nashville,TN,37232,Outpatient Diagnostic Center
201601309349301480,620476822,Hillsboro Imaging,1909 Acklen Avenue,Nashville,TN,37212,Outpatient Diagnostic Center
201601309349301480,620476822,Vanderbilt Health & Williamson Medical C,1834 West McEwen Dr Suite B,Franklin,TN,37067,Ambulatory Clinic
201601309349301480,620476822,Vanderbilt Health & Williamson Medical C,3098 Campbell Station Pkwy,Spring Hill,TN,37174,Ambulatory Clinic
201611379349307081,951642394,USC ENGEMANN STUDENT HEALTH CENTER (UPC),1031 WEST 34TH STREET,LOS ANGELES,CA,900893261,OUTPATIENT CLINIC
201601349349301625,160743209,EASTMAN DENTAL CENTER,625 ELMWOOD AVENUE,ROCHESTER,NY,14620,OUTPATIENT DENTAL CLINIC
201601349349301625,160743209,UNIVERSITY DENTAL FACULTY GROUP,2400 SOUTH CLINTON AVENUE BLDG H S,ROCHESTER,NY,14618,OUTPATIENT DENTAL CLINIC
201601349349301625,160743209,EASTMAN DENTAL DOWNTOWN CLINIC,228 EAST MAIN STREET,ROCHESTER,NY,14604,OUTPATIENT DENTAL CLINIC
201601349349301625,160743209,ENRICO FERMI DENTAL CLINIC AT SCHOOL #17,158 ORCHARD STREET,ROCHESTER,NY,14611,OUTPATIENT DENTAL CLINIC
201601349349301625,160743209,EDC SMILEMOBILE VANS,625 ELMWOOD AVENUE,ROCHESTER,NY,14620,OUTPATIENT DENTAL CLINIC
201601349349301625,160743209,EDC HIGHLAND HOSPITAL CLINIC,990 SOUTH AVE SUITE 020,ROCHESTER,NY,14620,OUTPATIENT DENTAL CLINIC
201601349349301625,160743209,EDC-MONROE COMMUNITY HOSPITAL CLINIC,435 EAST HENRIETTA ROAD,ROCHESTER,NY,14620,OUTPATIENT DENTAL CLINIC
201601349349301625,160743209,EDC-HILLSIDE CHILDRENS CENTER CLINIC,1183 MONROE AVENUE,ROCHESTER,NY,14620,OUTPATIENT DENTAL CLINIC
201641339349301489,231352685,PENN MEDICINE AT RADNOR,250 KING OF PRUSSIA ROAD,BALA CYNWYD,PA,19004,OUTPATIENT FACILITY
201641339349301489,231352685,PENN MEDICINE AT BUCKS COUNTY,777 TOWNSHIP LINE ROAD,YARDLEY,PA,19067,OUTPATIENT FACILITY
201641339349301489,231352685,PENN MEDICINE AT VALLEY FORGE,1001 CHESTERBROOK BLVD,BERWYN,PA,19312,OUTPATIENT FACILITY
201641339349301489,231352685,PENN MEDICINE AT WOODBURY HEIGHTS,1006 MANTUA PIKE,WOODBURY HEIGHTS,NJ,08097,OUTPATIENT FACILITY
201641339349301489,231352685,PENN MEDICINE AT RITTENHOUSE,1800 LOMBARD STREET,PHILADELPHIA,PA,19146,INPATIENT REHABILITATION
201641339349301489,231352685,ANATOMY CHEMISTRY,420 GUARDIAN DRIVE,PHILADEPHIA,PA,19104,RESEARCH FACILITY
201641339349301489,231352685,BIOMEDICAL RESEARCH BUILDING 2,500 OSLER CIRCLE,PHILADELPHIA,PA,19104,RESEARCH FACILITY
201641339349301489,231352685,BLOCKLEY HALL,423 GUARDIAN DRIVE,PHILADELPHIA,PA,19104,RESEARCH FACILITY
201641339349301489,231352685,CAROLYN HOFF LYNCH BIOLOGY LAB,435 S UNIVERSITY AVENUE,PHILADELPHIA,PA,19104,RESEARCH FACILITY
201641339349301489,231352685,CHEMISTRY LABORATORIES - 1958 WING,231 S 34TH STREET,PHILADELPHIA,PA,19104,RESEARCH FACILITY
201641339349301489,231352685,CHESTNUT HALL,3900 CHESTNUT STREET,PHILADELPHIA,PA,19104,RESEARCH FACILITY
201641339349301489,231352685,CLINICAL RESEARCH BUILDING,415 CURIE BLVD,PHILADELPHIA,PA,19104,RESEARCH FACILITY
201641339349301489,231352685,GL LABORATORY BUILDING,500 S RIDGEWAY,GLENOLDEN,PA,19036,RESEARCH FACILITY
201641339349301489,231352685,GODDARD LABORATORIES,3710 HAMILTON WALK,PHILADELPHIA,PA,19104,RESEARCH FACILITY
201641339349301489,231352685,HAYDEN HALL,3320 SMITH WALK,PHILADELPHIA,PA,19104,RESEARCH FACILITY
