object_id,ein,BsnssNmLn1Txt,EIN,OrgnztnCd,GvrnngDcmntLstdInd,SpprtAmt,OthrSpprtAmt
202101329349304420,562244952,CENTRAL PIEDMONT COMMUNITY COLLEGE,560797174,6,1,567302,0
202041369349300424,541666531,VIRGINIA COMMONWEALTH UNIVERSITY,546001758,6,1,50382,0
202031839349302108,952988463,CU-KC,446000294,2,true,1170341,0
202013219349308856,201612906,LONGWOOD UNIVERSITY,546001788,6,true,2470444,0
202033259349200008,204273074,Regent University,541061178,2,1,0,0
202041909349302099,464071746,STANFORD HEALTHCARE,946174066,3,true,0,0
202041979349302434,470991892,WILMINGTON COLLEGE,310537514,2,true,0,0
202131379349202128,811308809,CALIFORNIA COLLEGE OF THE ARTS,941156485,2,1,0,0
202121329349202772,202928582,SANTA FE COMMUNITY COLLEGE,850311615,6,1,0,0
202023219349204532,522247526,SALISBURY UNIVERSITY FOUNDATION INC,521127396,7,1,0,0
202032669349301218,562244952,CENTRAL PIEDMONT COMMUNITY COLLEGE,560797174,6,1,631214,0
202011979349308291,472591463,HOWARD UNIVERSITY,530204707,2,1,0,0
202011889349301726,208096718,UNITED LUTHERAN SEMINARY,231365169,1,1,1250000,0
202021969349304182,562247203,DUKE UNIVERSITY,560532129,2,1,64381,0
202003149349304400,760765625,KANSAS STATE UNIVERSITY,480771751,6,0,0,0
202021979349306402,311574931,THE CURATORS OF THE UNIVERSITY OF MISSOURI,436003859,6,1,0,0
202131379349303208,823859330,BREWTON-PARKER COLLEGE INC,580619030,2,1,279000,0
202043039349301824,571021641,PRESBYTERIAN COLLEGE,570314408,2,1,790716,0
202023189349203637,166073701,ROCHESTER INSTITUTE OF TECHNOLOGY,160743140,2,false,11175,0
202121369349301457,562247203,DUKE UNIVERSITY,560532129,2,1,890220,0
202013179349300406,550753754,Charleston Area Medical Center Inc,550526150,3,1,200577,0
202141319349302724,202834636,LOMA LINDA UNIVERSITY MEDICAL CENTER,953522679,3,1,0,0
202031609349201108,341568219,OBERLIN COLLEGE,340714363,2,1,0,0
202140569349301684,800957275,COE COLLEGE,420686467,2,1,324339,0
202141379349306749,237126805,UNIVERSITY OF NEW MEXICO,856000642,6,1,261750,2137111
202033099349302373,541854399,VIRGINIA COMMONWEALTH UNIVERSITY,546001758,6,1,2449036,0
202033099349302398,237008276,UNIVERSITY OF CALIFORNIA SAN DIEGO,956006144,5,1,0,0
202021969349302412,010802914,Cal State UnivChannel Islands,912153805,5,false,0,0
202101309349301975,570933257,CLEMSON UNIVERSITY,576000254,6,1,0,0
202101309349301975,570933257,CLEMSON UNIVERSITY FOUNDATION,570426335,5,1,222916,0
202111379349306941,201415351,NEW MEXICO INSTITUTE OF MINING & TECHNOLOGY,856000411,2,1,0,26656
202043499349301009,911838771,Metropolitan Community College,470557228,6,1,0,0
202001559349300615,271870108,ASPIRE PUBLIC SCHOOLS,943311088,2,1,0,0
202101109349300415,261999384,PURDUE RESEARCH FOUNDATION,351052049,7,true,0,0
202101109349300415,261999384,PURDUE UNIVERSITY,356002041,2,true,0,0
202141339349300314,201304472,UNIVERSITY OF TOLEDO,346401483,2,1,0,0
202131349349303318,311146505,UNIVERSITY OF KENTUCKY,616001218,6,true,398945,0
202101379349304750,942514843,UNIVERSITY OF CALIFORNIA BERKELEY,UNIVERSITY OF CALIFORNIA BERKELEY,943067788,2,true,18000,0
202023189349307747,980150041,METROPOLITAN ANDREY SHEPTYTSKY INST ST PAUL UNIV OTTAWA ONTARIO CANADA,000000000,2,1,127625,0
202100619349301570,486106237,KANSAS STATE UNIVERSITY,480771751,5,1,1226806,0
202033189349308048,264468758,UNIVERSITY PLAZA REHABILITATION AND NURSING CENTER INC,300541840,10,true,0,0
202130579349301603,721304948,LSU HEALTH SCIENCES CENTER - NEW ORLEANS,726087770,6,1,105690564,0
202141189349300914,200118161,FRANCIS MARION UNIVERSITY,570522624,6,1,370370,0
202131379349303868,516017306,UNIVERSITY OF DELAWARE,516000297,2,1,400000,0
202111349349303356,367468174,B'ham Southern College,630288811,2,true,69032,0
202110719349300011,460224603,YANKTON COLLEGE,YANKTON COLLEGE,460224603,2,true,0,0
202011639349301016,541744996,OLD DOMINION UNIVERSITY,546000884,6,true,0,513903
202101379349305570,470991892,WILMINGTON COLLEGE,310537514,2,true,0,0
202101379349305815,271870108,ASPIRE PUBLIC SCHOOLS,943311088,2,1,0,0
202121329349301627,550713410,GLENNVILLE STATE COLLEGE,556000779,2,1,0,0
202131329349300813,800151379,FLORIDA INTERNATIONAL UNIVERSITY,650177616,2,1,2750928,0
202013399349300006,562476876,Commission on Accrediting of the Association of Theological Schools,562476881,10,1,0,0
202121339349305292,570967350,UNIVERSITY OF SOUTH CAROLINA,576001153,2,true,159193,0
202003219349307465,237050293,KIRKWOOD COMMUNITY COLLEGE,420924685,2,1,434211,0
202140859349301304,010802914,Cal State UnivChannel Islands,912153805,5,false,0,0
202001369349302315,800151379,FLORIDA INTERNATIONAL UNIVERSITY,650177616,2,1,2254302,0
202111339349304021,264359927,KYUSHU UNIVERSITY,JAPANESE UNIVERSITY,981083876,2,true,0,0
202041769349300809,320152376,Pitzer College,952261113,2,1,0,0
202140909349300114,420931777,UNIVERSITY OF IOWA CENTER FOR ADVANCEMENT,420796760,5,true,0,0
202131349349306578,570705675,UNIVERSITY OF SOUTH CAROLINA,576001153,6,1,0,0
202111359349300526,550665758,WEST VIRGINIA UNIV,556000842,1,1,131966369,0
202011979349302626,900790361,EMORY UNIVERSITY,580566256,2,true,111723669,0
202121379349304562,320152376,Pitzer College,952261113,2,1,0,0
202141329349301429,391896366,UNIVERSITY OF NORTHERN IOWA FNDN,426058591,5,1,0,0
202131269349302953,833076664,DUKE UNIVERSITY HEALTH SYSTEM INC,562070036,3,1,0,0
202131169349300903,381870664,COVENANT HEALTHCARE,COVENANT HEALTHCARE,383369443,3,true,0,0
202131169349300903,381870664,ASCENSION ST MARY'S,ASCENSION ST MARY'S,380997730,3,true,0,0
