object_id,ein,BsnssNm_BsnssNmLn1Txt
201602799349300315,850303705,SYSCO Foods,601 Comanche Rd NE,Albuquerque,NM,87107,Food Vendor,627663
201602799349300315,850303705,SMR Promotions LLC,2405 Gravel Dr,Fort Worth,TX,76118,Bookstore Vendor,552037
201602799349300315,850303705,Buffalo Design LLC,1113 Rhode Island St NE,Albuquerque,NM,87110,Architect,620747
201613149349302221,420680408,Tri-State Travel,PO Box 307,Galena,IL,61036,Travel services,186191
201603199349310195,390978445,ARAMARK,PO BOX 198532,ATLANTA,GA,30384,FOOD SERVICE,1687943
201603199349310195,390978445,BORTON CONSTRUCTION,2 COPELAND AVE STE 201,LA CROSSE,WI,54603,CONSTRUCTION SERVICES,601617
201603199349310195,390978445,JR CLANCY,7041 INTERSTATE ISLAND RD,SYRACUSE,NY,132099713,CONSTRUCTION SERVICES,490942
201603199349310195,390978445,3RT NETWORKS,3600 HWY 157 STE 205,LA CROSSE,WI,54601,TECHNOLOGY SERVICES,199474
201603199349310195,390978445,REACH LOCAL,6111 West Plano Parkway Suite 1000,PLANO,TX,75093,ADVERTISING,196035
201603199349305315,591092732,ARAMARK SERVICES INC,7513 CENTRAL INDUSTRIAL DR,RIVIERA BEACH,FL,33404,"FOOD, FACILITIES, AND UNIFORM SERVICES",2419233
201603199349305315,591092732,NATIONAL MANAGEMENT RESOURCES,113 CORPORATE PARK E,LAGRANGE,GA,30241,FACILITIES MANAGEMENT,1743514
201603199349305315,591092732,GREENVIEW PLANNING DESIGN AND CONSTRUC,PO BOX 1022,JUPITER,FL,33468,CONSTRUCTION/MAINTENANCE,707968
201603199349305315,591092732,SPORTS TURF ONE INC,9819 US-441,BOYNTON BEACH,FL,33472,SPORTS FIELD CONSTRUCTION,617759
201603199349305315,591092732,BMS CAT INC,303 ARTHUR ST,FORT WORTH,TX,76107,RESTORATION AND CONSTRUCTION SERVICES,266627
201603189349300805,201612906,LITTLE DIVERSIFIED ARCH DESIGN,5815 WESTPARK DRIVE,CHARLOTTE,NC,28217,ARCHITECTURE,366043
201603129349301015,420681049,VENTER SPOONER,6500 NW BEAVER DR,JOHNSTON,IA,501311307,CONSTRUCTION,9890731
201603129349301015,420681049,ARAMARK HIGHER EDUCATION,2300 WARENVILLE ROAD,DOWNERS GROVE,IL,60515,FOOD SERVICE/CATERING,1641048
201603129349301015,420681049,JENSEN CONSTRUCTION,5550 NE 22ND ST,DES MOINES,IA,50316,CONSTRUCTION,955159
201603129349301015,420681049,MARSDEN BUILDING MAINTENANCE LLC,2801 BELL AVE,DES MOINES,IA,50321,JANITORIAL,539565
201603129349301015,420681049,NPI SECURITY,PO BOX 13375,DES MOINES,IA,50310,SECURITY,268333
201643159349303234,810231774,DICK ANDERSON CONSTRUCTION INC,3424 E US HIGHWAY 12,HELENA,MT,59601,CONSTRUCTION CONTRACTOR,6695244
201643159349303234,810231774,SODEXO OPERATIONS LLC,9801 WASHINGTONIAN BLVD,GAITHERSBURG,MD,20878,FOOD SERVICE,2766396
201643159349303234,810231774,ROYALL & COMPANY,1920 E PARHAM RD,RICHMOND,VA,23228,PRINTING/PUBLICATION MATERIALS,494554
201643159349303234,810231774,CTA ARCHITECTS ENGINEERS,316 N LAST CHANCE GULCH,HELENA,MT,59601,ARCHITECT,480397
201643159349303234,810231774,DSA PC,55 W 14TH ST STE 103,HELENA,MT,59601,ARCHITECT,350758
201633139349302173,231501197,Fisher & Phillips LLP,150 N Radnor Chester Rd c300,Wayne,PA,19087,Legal Services,114852
201633139349302173,231501197,Idea Hut,617 Stokes Rd 4,Medford,NJ,08055,Marketing / Consulting,132999
201633139349302173,231501197,NSM Insurance Group,555 E North Ln 6060,Conshohocken,PA,19428,Insurance,345554
201623149349302402,370706154,ARAMARK DINING SERVICES,27310 NETWORK PLACE,CHICAGO,IL,60673,CAMPUS DINING SERVICES,3117803
201623149349302402,370706154,ARAMARK FACILITY SERVICES,2300 WARRENVILLE ROAD,DOWNERS GROVE,IL,60515,CAMPUS GROUNDS/FACILITES SERVICES,2780993
201623149349302402,370706154,EL PRUITT CO MECHANICAL CONTRACTORS,PO BOX 3306 3090 COLT ROAD,SPRINGFIELD,IL,62708,CONSTRUCTION,1187358
201623149349302402,370706154,HASTINGSCHIVETTA,622 EMERSON ROAD STE 200,ST LOUIS,MO,63141,ARCHITECTURAL,590953
201623149349302402,370706154,SPIRTAS WRECKING COMPANY,951 SKINKER PARKWAY,ST LOUIS,MO,63112,CONSTRUCTION,284130
201633109349300603,942992642,QUEST MEDIA AND SUPPLIES INC,5822 ROSEVILLE ROAD,SACRAMENTO,CA,95842,IT SERVICES,636015
201633109349300603,942992642,TOWERS WATSON DELAWARE INC,28025 NETWORK PLACE,CHICAGO,IL,606731280,BENEFITS CONSULTING,581339
201633109349300603,942992642,SYNERGIS EDUCATION INC,1201 SO ALMA SCHOOL RD STE 9500,MESA,AZ,85210,ACADEMIC CONSULTING,509857
201633109349300603,942992642,LYON MEDICAL CONSTRUCTION INC,100 NORTH HILL DRIVE STE 52,BRISBANE,CA,94005,CONSTRUCTION SRVCS,421771
201633109349300603,942992642,ELSEVIER INC,PO BOX 9533,NEW YORK,NY,100879533,ACADEMIC CONSULTING,351097
201603129349302435,136171197,PST SERVICES,PO BOX 742526,ATLANTA,GA,30374,BILLING SERVICES,9101949
201603129349302435,136171197,MEDSCAPE LLC,12186 COLLECTIONS CENTER DRIVE,CHICAGO,IL,60693,REFERRAL SVCS,4709043
201603129349302435,136171197,HEALTHSMART CARE MANAGEMENT,PO BOX 842088,DALLAS,TX,75284,Management,3153861
201603129349302435,136171197,Oxford University Innovation LTD,EWERT HOUSE PLACE,OXFORD,ENGLAND,UK,OX2 7SG,Consultants,4384507
201603129349302435,136171197,JOHNSON CONTROLS,PO BOX 730068,DALLAS,TX,753730068,CONSULTANTS,2140506
201633159349302003,237456795,ESSENTIA HEALTH SERVICES,407 EAST THIRD STREET,DULUTH,MN,55803,MANAGEMENT,6241227
201603209349300635,470424785,The Weitz Company,8715 S 121 Street,LaVista,NE,68128,Construction,4317287
201603209349300635,470424785,Chartwells Dining Services,PO Box 91337,Chicago,IL,60693,Food Service,675038
201603209349300635,470424785,Zaiss & Co,11626 Nicholas Street,Omaha,NE,68154,Advertising,602599
201603209349300635,470424785,Leo A Daly Company,8600 Indian Hills Drive,Omaha,NE,68114,Architectural,167771
201603209349300635,470424785,H & S Contracting Inc,1903 Military Ave,Omaha,NE,68111,Construction,116400
201613089349302451,560529972,Sodexo,PO Box 536922,Atlanta,GA,30353,Cafeteria Services,3766164
201613089349302451,560529972,Rodgers Builders,PO Box 18446,Charlotte,NC,28218,Construction Services,2918574
201613089349302451,560529972,K12 Teachers Alliance,20624 Abbey Woods Court North,Frankfort,IL,60423,Recruiting Services,1590698
201613089349302451,560529972,Clark Ledbetter,1806 Gaffney Road,Shelby,NC,28152,Construction Services,1124579
201613089349302451,560529972,Cleveland Acoustics & Drywall,731 Skinner Road,Shelby,NC,28152,Construction Services,230925
201603149349301725,480543766,DELFELDER ELECTRIC COMPANY,5293 SARATOGA DRIVE,MCLOUTH,KS,66052,ELECTRIC,185224
201603149349301725,480543766,HELIX EDUCATION,175 SOUTH WEST TEMPLE STE 700,SALT LAKE CITY,UT,84101,RECRUITMENT/MKTG,3093580
201603149349301725,480543766,STORMONT VAIL HEALTH,1505 SW 8TH STREET,TOPEKA,KS,66606,NURSING SCHOOL ADMIN,2096223
201623099349301137,540129860,SYNERGIS,1820 EAST RAY ROAD,CHANDLER,AZ,85225,CONTRACT MANAGEMENT,2231591
201623099349301137,540129860,ARAMARK FACILITY SERVICES,24818 NETWORK PLACE,CHICAGO,IL,60673,CONTRACT MANAGEMENT,2120736
201623099349301137,540129860,BON APPETIT,PO BOX 91337,CHICAGO,IL,60693,CONTRACT MANAGEMENT,1706241
201623099349301137,540129860,ENGLISH CONSTRUCTION CO,615 CHURCH STREET,LYNCHBURG,VA,24504,CONSTRUCTION,1438547
201623099349301137,540129860,TWG SOLUTIONS LLC,4330 GAINES RANCH LOOP,AUSTIN,TX,78735,CONTRACT MARKETING,299008
201613129349302061,231382408,SODEXO CAMPUS SERVICES,PO BOX 360170,PITTSBURGH,PA,15251,FOOD SERVICE,1748177
201613129349302061,231382408,SODEXO CAMPUS SERVICES,511 PITTSTOWN BLDV,BEAR CREEK TOWNSHIP,PA,18702,FACILITY MANAGE,1439399
201613129349302061,231382408,SIGNIFICANT SYSTEMS,201 LOMAS SANTE FE DR STE 410,SOLANA BEACH,CA,92075,ONLINE PROGRAM,259596
201613129349302061,231382408,ALLIEDBARTON SECURITY SERVICES,PO BOX 828854,PHILADELPHIA,PA,19182,SECURITY,152844
201613129349302061,231382408,INTEGRATED PROMOTIONS,1104 LANTERN CIRCLE PO BOX 527,KIMBERTON,PA,19442,ADVERTISING,129354
201603099349300500,362167792,The Pursuant Group,PO Box 203421,Dallas,TX,75320,Consultant Fdraising,1756289
201603099349300500,362167792,Ingenooity Inc,25657 South Kensington Lane,Monee,IL,60449,Website development,1006189
201603099349300500,362167792,Oracle America,PO Box 203448,Dallas,TX,75320,Software Support,730439
201603099349300500,362167792,Salem Radio Network,6400 N Belt Line Rd S 210,Irving,TX,75063,Network News Service,336092
201603099349300500,362167792,Salem Web Network,402 BNA Drive Suite 400,Nashville,TN,37217,Advertising,254929
201603169349302535,900893455,Barton Associates Inc,300 Jubilee Drive,Peabody,MA,01960,1139681
201603169349302535,900893455,Radiological Physician Assoc Inc,700 Village Drive,Fairmont,WV,26554,251754
201603169349302535,900893455,West Virginia University Medical,255 Scott Avenue,Morgantown,WV,26507,546666
201603199349308345,910615846,SIGNIIFCANT SYSTEMS,ATTN ACCOUNTING 1 E WASHINGTON S,PHOENIX,AZ,85004,ON-LINE LEARNING,1610189
201603199349308345,910615846,NATIONAL MANAGEMENT RESOURCES,PO BOX 1224,LAGRANGE,GA,30241,FACILITY AND LANDSCAPE MAINTENANCE,1314834
201603199349308345,910615846,PIONEER COLLEGE CATERERS,303 GLENROSE AVE,NASHVILLE,TN,37210,STUDENT FOOD SERVICES,1222260
201603199349308345,910615846,BOELTER,PO BOX 8741,CAROL STREAM,IL,60197,EQUIPMENT,237163
201603199349308345,910615846,SYNERGY CAMPUS SECURITY,PO BOX 1224,LAGRANGE,GA,30241,SECURITY PATROL,187307
201633129349300918,150532053,JOHN GALLIN AND SON INC,102 MADISON AVENUE,NEW YOK,NY,10016,GENERAL CONTRACTING,1230052
201633129349300918,150532053,CAMINO PR,134 W 18TH STREET,NEW YOK,NY,10011,PUBLIC RELATIONS,176959
201632889349300933,160909446,ASCEND LEARNING HOLDINGS LLC,11161 OVERBROOK RD,LEAWOOD,KS,66211,TECHNOLOGY,306781
201632889349301163,161476258,Wiley Deltak edu,1415 W 22nd St,Suite 400,Oak Brook,IL,60523,Online Educational Services,6200955
201632889349301163,161476258,The Hayner Hoyt Corporation,625 Erie Blvd West,Syracuse,NY,13204,Construction,4900884
201632889349301163,161476258,Temco Service Industries Inc,PO Box 8000,Buffalo,NY,14267,Facilities Services,4003836
201632889349301163,161476258,Sodexo Inc & Affiliates,1101 Sherman Drive,Utica,NY,14267,Food Service,3396898
201632889349301163,161476258,Orbis Education Services,11595 North Meridian St,Carmel,IN,46032,Educational Partner,2896373
201622789349300447,042104775,Boston Common Asset Management,84 State St-9th Flr,Boston,MA,02109,Investment Manager,140247
201632799349300248,231608264,Williamson Hospitality Services,97 Great Valley Parkway,Malvern,PA,19355,Food Services,277639
201632799349300248,231608264,Paskill Stapelton and Lord,One Roberts Ave,Glenside,PA,19038,Professional Consulting,121777
201642819349300604,630329409,CULINARY MANAGEMENT SOLUTIONS,5345 ATLANTA HWY,MONTGOMERY,AL,36109,CAFETERIA & CATERING SERVICES,2024989
201642819349300604,630329409,THE LEARNING HOUSE,427 SOUTH 4TH STREET,LOUISVILLE,KY,40202,ON-LINE EDUCATION SOURCE,1513317
201642819349300604,630329409,NATIONAL MANAGEMENT RESOURCES,PO BOX 1224,LAGRANGE,GA,30241,MAINTENANCE OUTSOURCING,1266932
201642819349300604,630329409,HOLLEY MARKETING CONSULTANTS,30 PINE POINT CIRCLE,ECLECTIC,AL,36024,ADVERTISING,1074226
201642819349300604,630329409,EFC SYSTEMS INC,9015 OVERLOOK BLVD,BRENTWOOD,TN,37027,COMPUTER OUTSOURCING SERVICES,1026601
201632999349301133,750827409,ARAMARK,ARAMARK CHICAGO LOCKBOX,27310 NETWORK PLACE,CHICAGO,IL,606731273,CAMPUS SERVICES,4317643
201632999349301133,750827409,RUFFALOCODY LLC,1025 KIRKWOOD PARKWAY SW,CEDAR RAPIDS,IA,52404,SOLICITATION,922589
201632999349301133,750827409,LLOYD PLYLER CONSTRUCTION INC,PO BOX 2406,SHERMAN,TX,750912406,CONSTRUCTION,428210
201632999349301133,750827409,HUNT CONSTRUCTION GROUP INC,4099 MCEWEN,SUITE 400,DALLAS,TX,75244,CONSTRUCTION,168218
201633079349301018,208384273,CONNOR CONTRACTING INC,1100 US ROUTE 2,BERLIN,VT,05602,CONSTRUCTION SERVICES,2563052
201633079349301018,208384273,BUSHWAY BUILDERS,117 NO TEN POND ROAD,EAST CALAIS,VT,05650,CONSTRUCTION SERVICES,177140
201623029349300217,640303086,PROBITY CONTRACTING GROUP LLC,809 NORTH CHURCH STREET,FLORENCE,MS,39073,CONSTRUCTION,6378345
201623029349300217,640303086,CAMPUS DINING,PO BOX 4023,CLINTON,MS,39058,FOOD SERVICES,4107530
201623029349300217,640303086,Independent Roofing Systems Inc,5090 S mcraven road,JACKSON,MS,392042020,ConSTRUCTION,857420
201623029349300217,640303086,PREWITT CONTRACT SERVICES,PO BOX 2268,CLINTON,MS,39060,CLEANING SERVICES,697790
201623029349300217,640303086,Clark Communications,2 Westside Drive,Asheville,NC,288062845,Public relations/printing,559544
201633139349300223,620476661,ARAMARK CORP,1101 MARKET STREET,PHILADELPHIA,PA,19107,FOOD SERVICE,1371992
201633139349300223,620476661,NATIONAL MANGAMENT RESOURCES CORP,PO BOX 1224,LA GRANGE,GA,30241,MAINTENANCE,620215
201633139349300223,620476661,FOLLETT HIGHER EDUCATION GROUP,3146 SOLUTIONS CENTER,CHICAGO,IL,60677,TEXTBOOK SERVICES,275790
201633139349300223,620476661,ROYAL CHARTER & TOUR,PO BOX 2324,CLEVELAND,TN,37320,TRAVELING SERVICES,137006
201633139349300223,620476661,JENZABAR INC,101 HUNTINGTON AVENUE SUITE 2200,BOSTON,MA,02199,SOFTWARE SERVICES,106653
201633139349301738,362310478,BULLEY AND ANDREWS,1755 W ARMITAGE AVE,CHICAGO,IL,60622,CONSTRUCTION,829919
201633139349301738,362310478,KIMCO,PO Box 638556,Cincinnati,OH,45263,CLEANING SERVICES,567133
201633139349301738,362310478,JENSEN AND HALSTED,358 W ONTARIO,CHICAGO,IL,60654,ARCHITECT AND CONSTRUCTION,492380
201633139349301738,362310478,CHICAGO EYE INSTITUTE,3982 MILWAUKEE AVE,CHICAGO,IL,60641,MEDICAL SERVICES,215800
201633139349301738,362310478,LUPE'S CONTRACTING SERVICE,14225 MAGOUN STREET,CEDAR LAKE,IN,46303,CONSTRUCTION CONTRACTING,147401
201603199349305795,710887547,IMRE LLC,909 Ridgebrook Rd Suite 300,Sparks,MD,21152,management consulting,113639
201623129349302022,460224589,PUETZ CORPORATION,800 N KIMBALL ST,MITCHELL,SD,57301,CONSTRUCTION,5833530
201633079349301433,410694721,MCGOUGH CONSTRUCTION INC,NW 5970 PO BOX 1450,MINNEAPOLIS,MN,55485,CONSTRUCTION,3111444
