object_id,ein,SttsWhrCpyOfRtrnIsFldCd
201602219349302255,320237828,OR
201602219349302255,320237828,CA
201602519349300000,611531458,IL
201632249349302773,204781979,CA
201612519349300436,474484212,NY
201612479349300601,850474926,CA
201612599349301401,330611334,CA
201602579349301200,410789397,MN
201622439349300602,200617900,TN
201602459349300930,350715530,IN
201612379349300526,953921204,CA
201612439349300626,237008276,CA
201612959349300701,208757406,OK
201623009349300517,208096718,PA
201602609349300105,582533742,GA
201613059349300756,133705284,NY
201623029349300717,840600653,CO
201643009349300224,743095284,NY
201642539349301214,010833168,CA
201612749349300936,954452381,CA
201622919349301112,951916051,CA
201633029349301093,942881684,CA
201633029349300128,208434503,CO
201602779349300310,451732585,NC
201622599349300892,611124267,AL
201622599349300892,611124267,AK
201622599349300892,611124267,AZ
201622599349300892,611124267,FL
201622599349300892,611124267,GA
201622599349300892,611124267,IL
201622599349300892,611124267,KS
201622599349300892,611124267,KY
201622599349300892,611124267,ME
201622599349300892,611124267,MD
201622599349300892,611124267,MA
201622599349300892,611124267,MI
201622599349300892,611124267,NH
201622599349300892,611124267,NJ
201622599349300892,611124267,NM
201622599349300892,611124267,NY
201622599349300892,611124267,ND
201622599349300892,611124267,OH
201622599349300892,611124267,OK
201622599349300892,611124267,OR
201622599349300892,611124267,PA
201622599349300892,611124267,RI
201622599349300892,611124267,SC
201622599349300892,611124267,UT
201622599349300892,611124267,VA
201622599349300892,611124267,WA
201622599349300892,611124267,WI
201602879349301310,541854399,VA
201642809349301014,452494161,CA
201622729349300122,561065978,NC
201602889349300030,020344073,NH
201602869349301460,452940053,NY
201602779349300960,264789471,IN
201622709349300907,364500805,MI
201623129349302277,912163512,CA
201603199349305315,591092732,FL
201603189349300805,201612906,VA
201643149349302579,912120259,CA
201633109349300603,942992642,CA
201603129349302435,136171197,NY
201633159349302003,237456795,MN
201603179349300045,273002117,CA
201613089349302451,560529972,NC
201603149349301725,480543766,KS
201603169349302320,510205293,TN
201623099349301137,540129860,VA
201623069349301782,953384325,CA
201603099349300500,362167792,CA
201603099349300500,362167792,IL
201603099349300500,362167792,IN
201603099349300500,362167792,MD
201603099349301200,232215278,PA
201633129349300503,272918042,VA
201603199349308345,910615846,WA
201603199349308345,910615846,CA
201603199349308345,910615846,ID
201633129349300918,150532053,NY
201633129349300918,150532053,IL
201633129349300918,150532053,AL
201633129349300918,150532053,AK
201633129349300918,150532053,AZ
201633129349300918,150532053,AR
201633129349300918,150532053,CA
201633129349300918,150532053,CO
201633129349300918,150532053,CT
201633129349300918,150532053,DE
201633129349300918,150532053,FL
201633129349300918,150532053,GA
201633129349300918,150532053,ID
201633129349300918,150532053,IN
201633129349300918,150532053,IA
201633129349300918,150532053,KS
201633129349300918,150532053,KY
201633129349300918,150532053,LA
201633129349300918,150532053,ME
201633129349300918,150532053,MD
201633129349300918,150532053,MA
201633129349300918,150532053,MI
201633129349300918,150532053,MN
201633129349300918,150532053,MS
201633129349300918,150532053,MO
201633129349300918,150532053,MT
201633129349300918,150532053,NE
201633129349300918,150532053,NV
201633129349300918,150532053,NH
201633129349300918,150532053,NJ
201633129349300918,150532053,NM
201633129349300918,150532053,ND
201633129349300918,150532053,OH
201633129349300918,150532053,OK
201633129349300918,150532053,OR
201633129349300918,150532053,PA
201633129349300918,150532053,RI
201633129349300918,150532053,SC
201633129349300918,150532053,SD
201633129349300918,150532053,TN
201633129349300918,150532053,TX
201633129349300918,150532053,UT
201633129349300918,150532053,VT
201633129349300918,150532053,VA
201633129349300918,150532053,WA
201633129349300918,150532053,WV
201633129349300918,150532053,WI
201633129349300918,150532053,WY
201633129349300918,150532053,HI
201633129349300918,150532053,NC
201623159349303032,231937954,PA
201622789349300447,042104775,MA
201632589349301463,943109801,CA
201632799349300248,231608264,PA
201602919349301375,570650419,SC
201623019349300322,383790195,TN
201642819349300604,630329409,GA
201632639349300028,391643640,WI
201642529349300149,920166297,AK
201622879349301617,263031521,MN
201613159349304031,464139065,WA
201603129349302145,200551778,CA
201633129349301688,460229820,SD
201633069349300533,237275328,WA
201603199349310725,954469618,CA
201603079349301485,953104298,CA
201603079349301215,591298070,FL
201642579349300329,830306202,CA
201623029349300217,640303086,MS
201633139349300223,620476661,TN
201603179349300000,460515673,CA
201622899349300307,942254303,CA
201613159349302271,954366755,CA
201633079349301433,410694721,MA
201633079349301433,410694721,MN
201633129349301343,742841146,AR
201612649349300006,161359213,NY
