object_id,ein,Dsc,BsnssCd,TtlRvnClmnAmt,RltdOrExmptFncIncmAmt
201602219349302255,320237828,Other income,900099,3768,3768
201602519349300000,611531458,UNAM - MEXICO SUBSIDY,611600,2447824,2447824
201632249349302773,204781979,OTHER INCOME,900099,46056,46056
201612479349300601,850474926,SANTA FE BUILDING RENTAL,531120,2400,2400
201612479349300601,850474926,MISCELLANEOUS,60,60
201602579349301200,410789397,Software Fee,900099,16831,16831
201612449349300791,750891465,Fees,611310,210703,210703,0,0
201612449349300791,750891465,Fines,611310,40132,40132,0,0
201622519349300787,480851998,REIMBE FOR COPIES,900099,32,32
201602459349300930,350715530,GOLF COURSE INCOME,900099,382045,382045
201613029349301206,750827409,OTHER SOURCES,822166,822166
201613029349301206,750827409,TRAVEL COMMISSIONS,713990,3932,3932
201622889349301537,420680323,K-1 PAXTON/PATTERSON,310000,160150,160150
201602609349300105,582533742,OTHER INCOME,900099,1000,1000
201613059349300756,133705284,RECOVERY FROM NORTH GE,900099,1297,1297
201613009349300146,111802808,Other Income,611710,5830,5830
201612669349300781,463103295,Miscellaneous,900099,1270,1270
201602649349300650,616002351,Actuarial adjustments,611710,-17665,-17665
201602649349300650,616002351,Net appreciation (depr,611710,-1081704,-1081704
201642579349300429,200258004,MISCELLANEOUS INCOME,900099,24442,24442
201623069349300122,980149857,OTHER AGRICULTURAL/AGRIBUSINESS INCOME,611600,218424,218424
201623069349300122,980149857,OTHER TRUST INCOME,900099,73000,73000
201602919349300015,240795439,MISCELLANEOUS (BINGHAM,611710,77343,77343
201602919349300015,240795439,MISCELLANEOUS,611710,48328,48328
201642989349301074,710236867,MISCELLANEOUS INCOME,900099,215128,216418,-1290
201642989349301074,710236867,ADMINISTRATIVE COST ALLOWANCE,900099,50000,50000
201642989349301074,710236867,ACTIVITY FEES,900099,29750,29750
201632879349300938,900131526,MISCELLANEOUS INCOME,531110,51018,51018
201613029349300501,561388743,MISCELLANEOUS,6878,6878
201613029349300501,561388743,RENTAL INCOME,1700,1700
201613029349300501,561388743,INCREASE IN INSURANCE CSV,1392,1392
201602919349301055,344429091,INVESTMENT INCOME FROM K-1,523000,-151061,-151061
201602919349301055,344429091,THE INN REMEDIATION,900099,563740,563740
201622599349300892,611124267,Insurance Settlements,611710,10892,10892
201622599349300892,611124267,Transportation Fees,611710,21525,21525
201622599349300892,611124267,Miscellaneous Income,611710,1355,1355
201602879349301310,541854399,INCOME FROM PARTNERSHI,900099,13272,13272
201602879349301310,541854399,INCOME FROM S-CORP,518210,-3170,-3170
201632859349300403,480559090,OTHER INCOME,611600,52833,52833
201642889349301169,800257911,Other Income,900099,1033,1033
201602779349300900,760765625,OTHER INCOME:OMAHA,611600,100000,100000
201602889349300030,020344073,GAIN ON INVESTMENTS,47,47
201602889349300030,020344073,UNREALIZE LOSS ON BENE. TRUST,-20885,-20885
201632869349301233,460320561,UNREALIZED GAINS/LOSSES,900099,-124372,-124372
201602929349301000,562231069,OTHER INCOME,611710,21261,21261
201622849349301117,461549605,OTHER INCOME,3000,3000
201612949349300501,596605703,VIRTUAL BOOKSTORE COMMISSION,900099,44565,44565
201612949349300501,596605703,VENDING MACHINE,900099,8727,8727
201603129349301210,470553011,MISCELLANEOUS INCOME,900099,18043,18043
201603129349301015,420681049,ADVERTISING,541800,1100,1100
201633139349302173,231501197,Auxiliary Enterprises,990009,3404359,3404359
201633139349302173,231501197,General Income,990009,253318,253318
201623149349302402,370706154,INSURANCE PREM REVENUE,900099,841193,841193
201623149349302402,370706154,STUDENT FEES REVENUE,900099,360797,360797
