object_id,ein,FrmAndLnRfrncDsc,ExplntnTxt
201923169349301547,340714585,"PART I, LINE 32B:",THE CLEVELAND CLINIC FOUNDATION WILL AT TIMES HIRE INDEPENDENT THIRD PARTIES TO SELL CERTAIN NON-CASH CONTRIBUTIONS SUCH AS AUCTION ITEMS OR REAL ESTATE.
201903579349300855,141463151,"PART I, COLUMN (B):","THE DONATION INCLUDED A NUMBER OF DESKS, FILE CABINETS, CHAIRS, AND OTHER OFFICE FURNITURE."
201933199349313523,953797687,"PART I, COLUMN (B):",GIA IS REPORTING THE NUMBER OF CONTRIBUTIONS.
201913519349300816,750827421,"Third party arrangements (Part I, line 32b)",The Seminarys affiliated foundation solicits contributions as a part of the planned giving arm of the Seminary.
202041979349305184,042103542,"Schedule M, Part I, Column b","The Trustees of Amherst College reports the number of contributions in Part I, Column b."
202041979349307414,951664112,NUMBER OF CONTRIBUTIONS OR ITEMS CONTRIBUTED,"FORM 990, SCHEDULE M, PART I, COLUMN (B) COLUMN B REFLECTS THE NUMBER OF ITEMS RECEIVED FROM VARIOUS CONTRIBUTORS, EXCEPT IN THE CASE OF SECURITIES, WHICH RELECTS THE NUMBER OF CONTRIBUTORS."
202041979349307414,951664112,USE OF THIRD PARTIES OR RELATED ORGANIZATIONS FOR NONCASH CONTRIBUTIONS,"FORM 990, SCHEDULE M, LINE 32B ANY GIFT OF UNNEEDED PERSONAL OR REAL PROPERTY IS SOLD BY PROFESSIONAL REPRESENTATIVES."
202041979349307414,951664112,TYPES OF PROPERTY RECEIVED FOR NONCASH CONTRIBUTIONS,"FORM 990, SCHEDULE M, LINE 33 THE COLLEGE FOLLOWS A POLICY TO NOT RECORD OR CAPITALIZE ITS COLLECTIONS. THE COLLEGE'S ART COLLECTIONS CONSIST OF OBJECTS OF HISTORICAL AND AESTHETIC SIGNIFICANCE HELD FOR PUBLIC EXHIBITION AND EDUCATIONAL PURPOSES. ALL WORKS IN THE COLLECTION ARE CATALOGUED, PRESERVED, CARED FOR AND MONITORED ACCORDING TO PROFESSIONAL MUSEUM STANDARDS, AND ARE SUBJECT TO A POLICY THAT REQUIRES PROCEEDS FROM DE-ACCESSION TO BE USED EXCLUSIVELY FOR ACQUISITION."
202021929349302767,820200907,"PART I, COLUMN (B):",COLUMN (B) REPORTS THE NUMBER OF CONTRIBUTORS.
202021929349302767,820200907,"PART I, LINE 32B:",GIFTS OF PROPERTY ARE LISTED WITH A REALTOR.
202041069349300824,160743040,"PART I, LINE 32A",HOBART AND WILLIAM SMITH COLLEGES HAVE AN AGREEMENT IN PLACE WITH A SECURITY BROKER TO PROCESS AND SELL STOCK GIFTS AS SOON AS THEY ARE RECEIVED.
202001909349302800,942340692,"PART I, COLUMN (B):","THE NUMBER OF CONTRIBUTORS REFLECTS THE NUMBER OF DONORS, NOT THE NUMBER OF ITEMS DONATED."
202020699349301007,042111203,"Schedule M, Part I, Line 33","The University received one donation of artwork and one donation of books in FY19. Both are considered collections and were not recorded or capitalized for financial statement purposes. Independent appraisal of the artwork was $15,000. There was no independent appraisal of the books."
201933269349301003,930386890,"SCHEDULE M, PAGE 1, PART I, LINE 32B",STOCK GIFTS ARE SOLD THROUGH AN INVESTMENT ACCOUNT MAINTAINED FOR THE PURPOSE OF RECEIVING AND LIQUIDATING STOCK GIFTS.
202011689349300911,630312914,"Schedule M, Part I Explanations of reporting method for number of contributions",Securities - Publicly traded - Number of contributions Other - Software license Number of contributions
202001149349301525,951641455,"PART I, COLUMN (B):","THE AMOUNT IN PART I, COLUMN (B) REPRESENTS THE NUMBER OF CONTRIBUTIONS."
202000799349300935,520705392,"SCHEDULE M, PART I, LINE 32B",THE UNIVERSITY USES A BROKER TO SELL DONATED SHARES OF PUBLICLY TRADED STOCK.
202010569349300701,560657294,"PART I, LINE 32B:","THE UNIVERSITY UTILIZES ITS BROKERAGE INVESTMENTS FIRMS TO RECEIVE & SELL GIFTS OF STOCK, AS RECEIVED FROM TIME TO TIME."
201913119349301796,810231774,"PART I, LINE 32B:",THE COLLEGE USES APPROPRIATELY CERTIFIED PROFESSIONALS TO SELL NON-CASH GIFTS (SUCH AS SHARES OF STOCK OR REAL ESTATE) ON BEHALF OF THE COLLEGE.
202041369349305314,951664123,"Part I, Column (b):",The college is reporting the number of contributors in column (b).
202040949349300014,560556753,"PART I, LINE 33:","MANAGMENT RETAINS RECORDS OF EACH DONATION, INCLUDING THE DONOR NAME AND DESCRIPTION OF DONATION; HOWEVER, IT IS THE POLICY OF THE UNIVERSITY TO REFRAIN FROM RECORDING CONTRIBUTION REVENUE FOR MINIMAL DONATIONS."
202000379349300105,131624158,"Part I, Column (b):","Contributions receivable are pledges made in the current fiscal year by donors where the cash has not been received as of June 30, 2019."
202000379349300105,131624158,"Part I, Line 32b:",The University utilizes a third party to sell gifts of stock that it receives during the fiscal year.
202010919349301701,952962604,"PART I, COLUMN (B):",THE AMOUNT REPORTED IN COLUMN C FOR LINE 9 REPORTES THE NUMBER OF DONORS OF PUBLICLY TRADED STOCK.
202010919349301701,952962604,"PART I, LINE 32B:","THE UNIVERSITY USES A REGISTERED INVESTMENT FIRM TO SELL ANY STOCK GIFTS RECEIVED. IF A GIFT OF REAL ESTATE IS RECEIVED, THE UNIVERSITY HIRES A LICENSED REAL ESTATE AGENT TO FACILITATE THE SALE."
202010919349301701,952962604,"PART I, LINE 33:","CLU DOES NOT RECOGNIZE NON-CASH GIFTS (OTHER THAN STOCK) WITH A DONOR-STATED VALUE UNDER $5,000. FOR VALUES EXPECTED TO EXCEED $5,000, CLU WILL OBTAIN AN APPRAISAL."
202041419349301659,951699394,"Part I, Column (b):","The number of contributions represent the number of contributions received, not the number of items donated."
202021489349300987,420703280,"PART I, COLUMN (B):",REPORTING THE NUMBER OF CONTRIBUTIONS
202010729349300726,840402707,"SCHEDULE M, PART I, LINE 32B",THE UNIVERSITY USES A THIRD PARTY BROKER TO SELL STOCK GIFTS.
202041419349301764,941156566,"Schedule M, Part I Explanations of reporting method for number of contributions",Securities - Publicly traded - Number of contributions Art - Works of art - Number of contributions Other - Pledge receivable Number of contributions
202031369349300313,560623936,"PART I, COLUMN (B):",THE NUMBER IN COLUMN (B) REPRESENTS THE NUMBER OF CONTRIBUTORS.
202040839349300359,410694747,"PART I, COLUMN (B):","THE COLLEGE REPORTS THE NUMBER OF CONTRIBUTORS ON PART I, COLUMN (B)."
