object_id,ein,Dsc,Amt
201602519349300000,611531458,Federal income taxes
201602519349300000,611531458,TAX LIABILITIES,18658
201612519349300436,474484212,ACCRUED EXPENSES,7027
201622569349300722,650267991,Royalties payable,15626
201622569349300722,650267991,Due to FAU,36758
201612599349301401,330611334,Federal income taxes
201602579349301200,410789397,Federal income taxes
201642529349300604,650267991,Royalties payable,37706
201642529349300604,650267991,Due to FAU
201632419349300203,471994752,SECURITY DEPOSIT,500
201622439349300602,200617900,"DUE TO FREEDOM FORUM/NEWSEUM, INC.",590462
201602459349300930,350715530,ASSETS HELD FOR OTHERS,242026
201602459349300930,350715530,ANNUITIES AND TRUSTS PAYABLE,911205
201602459349300930,350715530,ADVANCES FOR FEDERAL LOANS,168949
201602459349300930,350715530,INTEREST RATE SWAP AGREEMENTS,605147
201622329349301032,880320324,RENT DEPOSITS,2000
201612379349300526,953921204,LONG TERM DEBT,1392895
201612379349300526,953921204,SECURITY DEPOSIT PAYABLE & PREPAID,13328
201612379349300526,953921204,INCOME TAXES PAYABLE
201612379349300526,953921204,PAYROLL TAXES PAYABLE
201612379349300526,953921204,LINE OF CREDIT
201613029349301206,750827409,DEPOSITS,345865
201622889349301537,420680323,STUDENTS' DEPOSITS,586027
201622889349301537,420680323,DUE TO U.S. GOV'T-PERKINS LOAN PROGRAM,1124680
201622889349301537,420680323,ACCRUED LOSS ON INTEREST RATE SWAP,10850728
201622889349301537,420680323,ANNUITY OBLIGATION,324925
201632949349300148,480556726,LINES OF CREDIT,275924
201632949349300148,480556726,U.S. GOVERNMENT GRANTS REFUNDABLE,858323
201612999349300146,330934393,MORTGAGE PAYABLE,337641
201613009349300146,111802808,Other Liabilities,12714
201613009349300146,111802808,Payroll and Sales Tax Liabilities,838
201623029349300717,840600653,SECURITY DEPOSITS,188017
201623029349300717,840600653,TRUSTS PAYABLE,52695
201623029349300717,840600653,"DUE TO INTO-CSU, LLC",952500
201623029349300717,840600653,PROPERTY HELD FOR CSU,5059474
201623029349300717,840600653,FUNDS HELD IN TRUST,479439
201643009349300224,743095284,RESERVE DUE TO US DEPT OF EDUCATION,288355
201643009349300224,743095284,LOANS & EXCHANGES,180882
201643009349300224,743095284,NOTE PAYABLE,65732
201602609349300320,237417722,ACCRUED EXPENSES,83538
201602609349300320,237417722,DONOR FUNDS,3038488
201602609349300320,237417722,LOANS PAYABLE,579330
201602609349300320,237417722,OTHER PAYABLE,5686690
201602609349300320,237417722,PROVISIONS
201612669349300306,751786007,Unapplied Payments,485610
201612669349300306,751786007,Agency Funds,2836133
201612669349300306,751786007,Refunds Owed,166992
201612669349300306,751786007,BoT Designated ECP,628451
201612669349300781,463103295,Due to affiliate,2589593
201602649349300650,616002351,Refundable deposits,214764
201602649349300650,616002351,Actuarial liability for split interest agreements,79394
201602649349300650,616002351,Capital lease obligations,33292
201622679349300547,850164940,STUDENT ORGANIZATION FUNDS,8767
201612749349300936,954452381,SALARY & WAGE PAYABLE,4544
201643029349301114,450231180,Annuities Payable,1021118
201623069349300122,980149857,DUE TO RELATED PARTY,177251
201642989349301074,710236867,DEPOSITS HELD IN CUSTODY FOR OTHERS,138317
201622919349301112,951916051,Trust and Annuity Liabilities,1059682
201633029349301093,942881684,ADVANCE - ED,379390
201633029349301093,942881684,DEFERRED RENT,90248
201633029349300518,263664845,LEASE PAYABLE,15402
201602919349301055,344429091,US GOVT REFUNDABLE ADVANCES,9609620
201602919349301055,344429091,POSTRETIREMENT MEDICAL BENEFIT,13461881
201602919349301055,344429091,ANNUITIES AND TRUSTS PAYABLE,2954213
201602919349301055,344429091,OTHER,1069709
201612779349300556,273343277,accrued wages & taxes,19252
201612779349300556,273343277,SCHOOL NURSE HEALTH AWARD,485
201622599349300892,611124267,Accrued Preceptor Fees,1392503
