object_id,ein,Dsc,BkVlAmt
201602579349301200,410789397,UNAMORTIZED BROADCAST LICENSE,620312
201612999349300146,330934393,ACCREDITATION PREPARATIONS,38247
201612999349300146,330934393,LIBRARY BOOKS,19569
201612999349300146,330934393,LOAN FEE,5892
201623029349300717,840600653,PROPERTY HELD FOR CSU,5059474
201623029349300717,840600653,LONG-TERM RECEIVABLES,153788
201623029349300717,840600653,DEPOSITS AND DEFERRED COSTS,62060
201623029349300717,840600653,CONSTRUCTION IN PROGRESS - OTHER,6026068
201623029349300717,840600653,INVESTMENT IN CSURF AC,1115072
201623029349300717,840600653,"DUE FROM INTO-CSU, LLC",952500
201643009349300224,743095284,SECURITY DEPOSIT,343087
201643009349300224,743095284,OTHER `
201602609349300320,237417722,LONG TERM RECEIVABLES,5627393
201602609349300320,237417722,OTHER ASSETS,63968
201612669349300781,463103295,Website development costs,7474
201612639349300046,462795989,COURSE CREATION - ONLINE COURSE MATERIAL,1628087
201623069349300122,980149857,DUE FROM RELATED PARTIES,1980559
201623069349300122,980149857,INTEREST RECEIVABLE,23296
201623069349300122,980149857,EDUCATIONAL BOOKS,86036
201623069349300122,980149857,BIOLOGICAL ASSETS (LIVESTOCK),5319676
201622919349301112,951916051,Trust and Annuity Assets,1942950
201622919349301112,951916051,Interest Receivable,25667
201622919349301112,951916051,Other Receivable,48831
201633029349301093,942881684,DEPOSITS,25000
201602919349301055,344429091,CHARITABLE REMAINDER TRUSTS,1618614
201602919349301055,344429091,BOND ORIGINATION COSTS,1070407
201602919349301055,344429091,INTEREST IN PERPETUAL TRUSTS,7390479
201602919349301055,344429091,INTEREST IN REMAINDER TRUSTS,3331926
201602919349301055,344429091,OTHER RECEIVABLES,2700279
201602919349301055,344429091,"CASH, RESTRICTED ASSETS",4413794
201602919349301055,344429091,LAND HELD FOR SALE,153415
201602919349301055,344429091,CASH SURRENDER VALUE,858075
201602939349300415,462298596,DEFERRED OUTFLOWS,204416
201622599349300892,611124267,Beneficial Interest in Foundation Assets,17617673
201622599349300892,611124267,Accounts Receivable- Foundation LOC,0
201622599349300892,611124267,Interest Receivable,0
201622599349300892,611124267,Other Assets,11632
201602879349301310,541854399,DUE FROM VIRGINIA COMMONWEALTH UNVERSITY,648302
201602879349301310,541854399,LOAN TO CENTRIEVA,165407
201642809349301014,452494161,Security Deposit,5352
201602889349300030,020344073,BENEFICIAL INTEREST IN TRUST,1124241
201602889349300030,020344073,DEFERRED FINANCING COSTS,26571
201602889349300030,020344073,PROPERTY TAXES HELD IN ESCROW,13327
201602889349300030,020344073,PELL RECEIVABLE,200
201632879349300743,750855633,Beneficial interest,27648130
201603189349300805,201612906,RESTRICTED DEPOSITS AND RESERVES,22029231
201603189349300805,201612906,ACCRUED INTEREST RECEIVABLE,1830038
201603189349300805,201612906,NET LOAN COSTS,1173027
201603189349300805,201612906,DUE FROM LONGWOOD,415128
201603189349300805,201612906,CONSTRUCTION FUNDS RECEIVABLE,55494
201643159349303234,810231774,OTHER ASSETS,122120
201643159349303234,810231774,COLLECTIONS,235082
201643159349303234,810231774,CONSTRUCTION IN PROGRESS,5892269
201633109349300603,942992642,TUITION RECEIVABLE,20507529
201633109349300603,942992642,STUDENT LOANS RECEIVABLE,4190030
201633109349300603,942992642,NOTES RECEIVABLE,1421869
201633109349300603,942992642,OTHER RECEIVABLES,867162
201633109349300603,942992642,OTHER ASSETS,85493
201603129349302435,136171197,OTHER ASSETS,7323210
201603129349302435,136171197,DUE FROM MRO,29632554
201603129349302435,136171197,INSURANCE CLAIMS,152418400
201603069349301115,454620000,DUE FROM RELATED PARTY,7653
201603069349301115,454620000,INTANGIBLES,22642000
201603069349301115,454620000,GOODWILL,1278444
201603179349300045,273002117,DEPOSITS,3400
201603169349302320,510205293,DEPOSITS,1555
201603169349302320,510205293,INTELLECTUAL PROPERTY,937393
201603099349300500,362167792,Investments in land and buildings,730791
201603099349300500,362167792,Investments other,2698819
201603099349300500,362167792,Other,364829
201603099349300500,362167792,Trust Holdings,160475840
201633129349300918,150532053,BENEFICIAL INTEREST IN PERPETUAL TRUST,112000
201633129349300918,150532053,ART WORK,166000
201633129349300918,150532053,INVESTMENT PROCEEDS RECEIVABLE,2699817
201632799349301308,480543782,STUDENT LOAN FUNDS RECEIVABLE,2264251
201632799349301308,480543782,CASH SURRENDER VALUE OF LIFE INSURANCE,55515
201632799349301308,480543782,DEPOSITS WITH BOND TRUSTEE,207939
201603129349302145,200551778,CHINESE ARTIFACT COLLECTION,55450
201623149349302412,341726619,Interest in net assets of Foundation,2025678
201613159349302271,954366755,DEPOSITS,66
201612649349300006,161359213,MALPRACTICE CAPITAL CONTRIBUTIONS,73033
201612649349300006,161359213,SECURITY DEPOSITS,7495
201612649349300006,161359213,"ELECTRONIC HEALTHCARE SYSTEM ACCESS, NET",315826
201623149349302467,364303682,DEFERRED COMPENSATION PLAN ASSETS,149517
201623149349302467,364303682,DUE FROM AFFILIATES,121796
201633079349300333,272008529,SECURITY DEPOSIT,16432
201623079349300022,562195966,ART COLLECTION,116275
201613179349300046,593722760,DEPRECIABLE ASSETS NOT PLACED IN SERVICE,42005
201613179349300046,593722760,PATENT - BRIDGE BIDDING SYSTEM,7815
201613199349308441,274188208,SECURITY DEPOSITS,264870
201613199349308441,274188208,DUE FROM CKGSB-CHINA,691128
201623199349310302,870641318,Media Rights,0
201623199349310302,870641318,Rights in Subsidiary,10000
201623209349305812,753220279,OTHER RECEIVABLE,1900
201623209349305812,753220279,WELLS FARGO INVESTMENT,36400
201603199349310290,770495439,Deposit,1142300
201603199349310290,770495439,Deposit,554323
201603199349310290,770495439,Foreign Branch Accounts,60939
201603199349310290,770495439,Interest Receivable,45571
201633209349307343,260337511,Library book,13720
201633209349307343,260337511,Other current assets,30000
201613209349318556,731679393,SECURITY DEPOSIT,1300
201623169349300232,391453493,Construction in Progress,527580
201613209349311661,112705352,SECURITY DEPOSITS AND PROGRAM DEVELOPMENT,505052
201613209349311661,112705352,LIBRARY COLLECTION AND FINE ARTS,11560229
201613209349311661,112705352,INTANGIBLE ASSETS,30476857
201613209349311661,112705352,NEW PRODUCT DEVELOPMENT,282667
201623209349315977,263453472,ROUNDING,1
201623209349315977,263453472,LIBRARY BOOKS,61053
201643199349305324,043250289,CSV LIFE INSURANCE,152631
201643199349305324,043250289,SECURITY DEPOSITS,2218
201603209349312985,470724387,DEFERRED FINANCING COSTS,10419
201603209349312985,470724387,OTHER ASSETS,5688386
201603209349312985,470724387,BENEFICIAL INTEREST IN THE NET ASSETS OF THE FOUNDATION,6598823
201603209349312985,470724387,CONSTRUCTION IN PROGRESS,417412
201623449349301102,954573427,PLEDGE RECEIVABLE,10000
201623439349300127,660540331,RESTRICTED FUND HELD BY TRUSTEE,14280469
201623439349300127,660540331,REIMBURSABLE TENANT IMPROVEMENTS RECEIVABLE,1534378
201623439349300127,660540331,OTHER ASSETS,1586743
201613409349300801,953890724,LIBRARY BOOKS,246466
201613409349300801,953890724,SECURITY DEPOSIT,16515
201643199349310564,560767736,BENEFICIAL INTEREST IN CHARITABLE RE,5330544
201643199349310564,560767736,CASH/EQUIVALENTS RESTRICTED TO INVES,3599021
201643199349310564,560767736,LAND HELD FOR RESALE,1153277
201643199349310564,560767736,CONSTRUCTION IN PROGRESS,895405
201643199349310564,560767736,OTHER ASSETS,19374
201643169349301529,580593438,SHORT-TERM INVESTMENTS,3572057
201643169349301529,580593438,BENEFICIAL INTEREST IN TRUST,888158
201643169349301529,580593438,CONSTRUCTION IN PROGRESS,868925
201643169349301529,580593438,CASH SURRENDER VALUE OF LIFE INS,497534
201643169349301529,580593438,ISSUANCE COSTS,122881
201643209349307444,116039909,MARKETABLE SECURITIES,37
201643209349307444,116039909,UNIVERSAL LIFE POLICIES,114937
201603269349300230,480548361,DEFERRED FINANCING COSTS,72410
201603269349300230,480548361,PREPAID LONG-TERM LEASE,1019718
201603269349300230,480548361,INSURANCE DEPOSITS,735136
201603269349300230,480548361,TRUSTS & LIFE INCOME PLANS,210844
201603269349300230,480548361,BENEFICIAL INTEREST IN ASSETS HELD BY OTHERS,204188
201633379349300108,476025325,LIBRARY INVENTORY,301377
201603469349300300,043663198,Due from affiliates,608772
201633449349301108,460623034,SECURITY DEPOSITS,2170
201603479349301105,010802914,Related Party Receivables,1508122
201623569349300307,593086453,CASH WITH FISCAL AGENT,997210
201643209349318044,954457666,Construction In Progress,424604
201643359349300224,630771624,CASH - DEFERRED COMPENSATION,241315
201643359349300224,630771624,CASH - SCHOLARSHIP FUND,188654
201603499349300810,954860047,Loan Receivable,60000
201603499349300810,954860047,Loan Receivable,4896
201643209349300414,550753754,"Interest in Net Assets: CAMC Foundation, Inc.",3583349
201643209349300414,550753754,"Affiliate Receivable - CAMC, Inc.",1852285
201633269349300908,566007078,Endowment,1955130
201643209349300034,550357056,INTEREST IN PERPETUAL TRUSTS,10101809
201643209349300034,550357056,DEPOSIT HELD BY TRUSTEE,208632
201623279349300337,480554341,ASSETS HELD IN CHARITABLE REMAINDER UNITRUST,89020
201623279349300337,480554341,CASH TEMPORARILY RESTRICTED,3144674
201623279349300337,480554341,UNCONDITIONAL PROMISES TO GIVE,432688
201623279349300337,480554341,GRADUATE STUDENT LOANS RECEIVABLE,25409
201623279349300337,480554341,BENEFICIAL INTEREST IN ASSETS HELD BY OTHERS,96165
201623279349300337,480554341,BENEFICIAL INTEREST IN ASSETS HELD IN TRUST,3131816
201643209349312824,230973290,ASSETS HELD IN TRUST BY AFFILIATE,17777146
201720419349300832,390806202,Beneficial Interest in private Foundation,13773752
201720419349300832,390806202,Investment in Joint Venture,72717
201740069349300269,750827421,Perpetual trusts held by others,519218
201700279349300335,650807808,LIBRARY COLLECTION,276032
201740169349300564,370661211,ACCRUED INTEREST RECEIVABLE,139779
201740169349300564,370661211,BENEFICIAL INTEREST NONPERPETUAL TRUST,758411
201740169349300564,370661211,DEFERRED UNDERWRITING CHARGES,213728
201740169349300564,370661211,REAL ESTATE,18031091
201740169349300564,370661211,OTHER ASSETS,40822
201700319349300510,610510937,"Due from related party (Hillcrest Burial Park, Inc.)",8670
201700319349300510,610510937,"Debt issuance costs, net",84129
201700319349300510,610510937,Related party notes receivable,104969
201700319349300510,610510937,Beneficial interest in perpetual trust,886409
201700319349300510,610510937,Student loans receivable,759889
201730329349300023,846024048,ACCRUED INTEREST RECEIVABLE,35347
201730329349300023,846024048,"PREPAID RENT, NET OF CURRENT PORTION",251943
201720169349300537,620485733,LIFE INSURANCE POLICIES,2026196
201720169349300537,620485733,CASH FROM BOND PROCEEDS RESTRICTED FOR CAPITAL PROJECTS,24777072
201710319349300836,237075717,CHARITABLE REMAINDER UNITRUST,194758
201710319349300836,237075717,CONSTRUCTION IN PROGRESS,1648373
201700309349300700,381393841,ARTWORK,1112963
201700309349300700,381393841,ART HELD FOR RESALE,323150
201700309349300700,381393841,CHARITABLE REMAINDER UNITRUST INTEREST,463852
201730449349301208,135596846,ASSETS HELD IN TRUST,108601180
201710239349300116,626047697,"INVESTMENT IN TENNERA, LLC",63264035
201700379349300710,720467515,ACCRUED INTEREST RECEIVABLE,44300
201700379349300710,720467515,FUNDS HELD BY TRUSTEE,24299879
201700379349300710,720467515,DEPOSITS - CATERING CONTRACT,91906
201700379349300710,720467515,DEBT SERVICE FUND - TIME DEPOSITS,7
201720379349300822,640303805,OTHER ASSETS,6344216
201720399349300422,610470593,ASSETS HELD IN TRUST BY OTHERS,12897303
201720399349300422,610470593,OTHER ASSETS,187819
201720399349300422,610470593,ASSETS LIMITED AS TO USE,1805460
201720399349300422,610470593,REAL ESTATE,24468841
201700339349300720,440556862,BENEFICIAL INTEREST IN TRUSTS,149740023
201700339349300720,440556862,LIFE INSURANCE,156919
201740389349301309,474548573,SECURITY DEPOSITS,117430
201720449349302367,640303094,Funds Held in Trusts by Others,101652
201700289349300410,231352692,ASSETS HELD IN TRUST UNDER SPLIT INTEREST AGREEMENTS,10459947
201700249349300700,580566143,Works of art,8302840
201700249349300700,580566143,Other assets,529606
201710469349302606,161554414,Contribution Receivable from Split-Interest Agreements,376789
201720119349300112,316064854,BENEFICIAL INTEREST IN TRUSTS,170550
201720409349301417,370673484,CSV LIFE INSURANCE,224738
201720409349301417,370673484,ESTATES,3314318
201720409349301417,370673484,ART & SPECIALTY ITEMS,30966
201720409349301417,370673484,OTHER INVESTMENTS,1000
201720409349301417,370673484,REAL ESTATE,540050
201700809349300765,330683684,"security deposits, non-current",82600
201700809349300765,330683684,"security deposits, current",42548
201730459349300333,410696906,Funds Held by Third-Party Trustees,12926855
201730459349300333,410696906,Cash Value of Life Insurance,757041
201730459349300333,410696906,Funds on Deposit with Bond Trustee,513257
201730459349300333,410696906,Bond Issuance Costs - Net,464108
201730469349303928,941312349,Miscellaneous other assets,595006
201730469349303928,941312349,Debt Issuance Costs,228690
201730469349303928,941312349,Restricted Cash for Debt Service,231271
201730469349303928,941312349,Land and buildings held for resale,3990000
201730559349300148,010377494,PERPETUAL TRUST,299643
201740419349301084,550357021,FUNDS HELD IN TRUST BY OTHERS,2701644
201740419349301084,550357021,DUE FROM OPERATING FUNDS,3701199
201710449349302236,470378777,Funds Held by Third Party Trustees,1829955
201710449349302236,470378777,Deposits,4635
201710449349302236,470378777,Split Interest Agreements Held by 3rd Party,2769852
201710449349302236,470378777,Cash Surrender Value of Life Insurance,568866
201710449349302236,470378777,Art Work,46850
201710449349302236,470378777,Accrued Interest Receivable,1580
201710449349302236,470378777,Bequest Receivable,98000
201720729349300032,521555346,DUE FROM RELATED ENTITY,36181
201730709349300313,204811544,pledges receivable - non-current,97996
201720449349300007,540505892,Deferred Loan Costs,335409
201720449349300007,540505892,Funds Held in Trust,3034682
201710489349300226,470376551,Cash surrender value of life insurance policies,395706
201710489349300226,470376551,Deferred debt acquisition costs,208342
201710489349300226,470376551,Beneficial interest in trust,4305532
201710489349300226,470376551,Deposits held by trustees,1821773
201710489349300226,470376551,ACCRUED INTEREST & OTHER ASSETS,185757
201730559349300718,231365953,ASSETS HELD IN CHARITABLE REMAINDER,4750000
201730559349300718,231365953,BENEFICIAL INTEREST IN REMAINDER TRUST,5048796
201710469349302271,160743126,Contributions Receivable from split-interest agreements,448739
201710469349302271,160743126,"Due from Northeastern Seminary, Net",1522464
201710469349302271,160743126,Endowment Receivable,5244792
201700739349301015,430653369,DEPOSITS HELD WITH TRUSTEES,12533695
201700739349301015,430653369,BENEFICIAL INTEREST HELD IN TR,68908
201730459349301048,462980755,SECURITY DEPOSIT,100000
201740469349302724,620550981,LIBRARY,537075
201730469349302973,480543728,LOANS RECEIVABLE FROM STUDENTS,978603
201730469349302973,480543728,RESTRICTED CASH FOR BOND RESERVE,546247
201730469349302973,480543728,RESTRICTED CASH FOR PROPERTY & EQUIP,432936
201730469349302973,480543728,BOND ISSUANCE COSTS,50873
201730469349302973,480543728,BEQUEST RECEIVABLE,25561
201740619349300514,362181973,DUE FROM RELATED ORGANIZATION,14128414
201720469349303837,362662739,Interest Receivable,18925
