object_id,ein,Dsc,BkVlAmt,MthdVltnCd
201623149349302402,370706154,REAL ESTATE,23832359,F
201603199349302670,421351526,BENEFICIARY INTEREST IN MEMORIAL FOUNDATION OF ALLEN HOSPITAL,9044237,F
201633139349301738,362310478,Student Loan Portfolio,8873130,F
201633079349301198,570324916,Wells Fargo,25979668,F
201633079349301198,570324916,Charitable Trust,530297,F
201633079349301198,570324916,Annuity Contracts,121872,F
201633079349301198,570324916,Real Estate,84496,C
201633079349301198,570324916,Various Stock,608,C
201623199349302557,042104451,LAND HELD FOR INVESTMENT - BOARD DESIGNATED FOR ENDOWMENT,17100000,F
201623439349300127,660540331,Net Investment Direct Fin Lease,57779316,C
201603169349303535,426081293,STUDENT LOANS,9588523,F
201710109349300626,620475691,Private Equities,2286803,F
201710109349300626,620475691,US Equities,27437814,F
201710109349300626,620475691,International Equities,11183465,F
201710109349300626,620475691,Fixed Income,20967381,F
201710109349300626,620475691,REITS,69560,F
201710109349300626,620475691,Other Investments,2364233,F
201700319349300425,131628149,Deposits with Trustees,60934708,F
201710389349301511,340714629,STUDENT LOANS,3909879,F
201710389349301511,340714629,KCM I,16411827,F
201710389349301511,340714629,KBS,13052838,F
201710179349301581,370711798,FARMLAND,7139605,F
201730309349301303,560530240,Certificate of Deposit,2105265,F
201700459349303115,560532296,Art Collection,2709821,F
201710129349300606,231424055,Student Loans Receivable,1870445,F
201710259349301171,942356338,Investments in Commons at Fair Oaks LLC,3275774,C
201740469349301424,480543734,STUDENT LOANS RECEIVABLE,1786930,C
201710679349300706,264028305,DOMESTIC AND INTERNATIONAL STOCKS,2632247,F
201710679349300706,264028305,MUTUAL FUNDS,154902,F
201740469349301394,131632522,STUDENT LOAN RECEIVABLES,5115482,F
201710469349300746,383001876,Mutual fuunds,35238180,F
201710469349300746,383001876,Hedge funds,3815835,F
201710469349300746,383001876,Private equity,1242123,F
201710469349300746,383001876,Real estate,1050000,F
201710469349300746,383001876,Cash and cash equivalents,112951,F
201730449349303013,431742297,Annuity,301000,C
201730449349303013,431742297,Money Market,102113,F
201700839349300400,261999384,Equity in start-up,267800,F
201711039349301511,221508627,CASH & CASH EQUIVALENTS,1183461,F
201711039349301511,221508627,MONEY MARKET FUNDS,380019,F
201711039349301511,221508627,CORPORATE STOCKS,7842352,F
201711039349301511,221508627,CORPORATE BONDS,1338161,F
201711039349301511,221508627,MUTUAL FUNDS,17902656,F
201711039349301511,221508627,CLOSED END FUNDS,593269,F
201711039349301511,221508627,US GOVERNMENT SECURITIES,700435,F
201711039349301511,221508627,LIMITED PARTNERSHIPS,1145206,F
201701319349303070,620202000,VARIOUS ART COLLECTIONS,15191450,F
201701319349303070,620202000,INVESTMENT IN AFFILIATE,49330163,F
201701319349301595,480730814,Student Loan Receivables,3248727,C
201741239349301679,381360586,Student loan receivable,16128580,C
201721029349300812,951684793,Student Loans,8388554,C
201721029349300812,951684793,Employee Housing Investment,4610466,C
201721029349300812,951684793,Investment assets whose use is limited,3467961,F
201711009349300331,237133739,Net Student Loan notes receivable,743218034,C
201731509349300403,850365964,MUSEUM COLLECTIONS,5681810,C
201731509349300403,850365964,CONSTRUCTION IN PROGRESS,677626,C
201731509349300403,850365964,MUSEUM ART PARK,229578,C
201710939349300206,510198454,Endowed Funds: Invested @ ACEF,6750874,F
201731079349301018,741400699,REAL ESTATE,22244538,F
201731079349301018,741400699,MINERAL RIGHTS,1292093,F
201730399349301813,201415351,INVESTMENT IN RISKSENSE,1753380,C
201711529349300716,341695897,Federal agency mortgage backed securites,1543929,F
201711529349300716,341695897,certificate of deposit,60000,F
201741359349308714,941196211,ARTWORK,9557500,F
201731329349306643,951246140,Student Loans,10454170,C
201711329349304511,560543261,INTERCOMPANY INVESTMENT,1535405,F
201701329349305250,231413680,GOVERMENT LOANS TO STUDENTS,15679659,F
201711359349311231,941279803,Land,5085160,F
201721329349303462,581357177,INVESTMENT IN FOREIGN CAMPUS,42370463,C
201731309349302628,620544854,INVESTMENTS,4575003,F
201731289349300113,240772407,"Bison Ventures, Inc",45000,F
201731289349300113,240772407,Fraternity Mortgages,110000,C
201731289349300113,240772407,"Bucknell Real Estate, Inc.",433814,F
201731289349300113,240772407,Equity in subsidiaries earn(loss),-4621215,F
201731319349303728,710448822,RJ,F
201731319349303728,710448822,Dortch Cash Fnd,F
201731319349303728,710448822,Dortch Equity Fnd,F
201731319349303728,710448822,CF Teach,F
201731319349303728,710448822,cash,F
201731319349303728,710448822,Investment accounts,292280,F
201731299349300633,741109641,Bond Issue Proceeds Construction & Cap Int,37283519,F
201731299349300633,741109641,University Maintenance Fund,967248,F
201731299349300633,741109641,Other Investments,659637,F
201721359349304317,480577656,STUDENT LOANS RECEIVABLE,1798846,C
201711329349302451,237126805,REAL ESTATE INVESTMENTS,228697,C
201702239349301885,475148345,INT IN NA OF TAX EXEMPT SUBS,4890367,C
201711959349301016,410684657,STUDENT LOANS,6449466,F
201733199349302298,472553196,Investment in Health Professionals of Wisconsin,3438244,C
201733199349302298,472553196,Investment in Unity Health Plans Insurance Corporation,67800750,C
201733199349302298,472553196,"Investment in e-Care of Wisconsin, LLC",121985,C
