object_id,ein,DsrgrddEnttyNm_BsnssNmLn1Txt,USAddrss_AddrssLn1Txt,USAddrss_CtyNm,USAddrss_SttAbbrvtnCd,USAddrss_ZIPCd,IdDsrgrddEntts_EIN,IdDsrgrddEntts_PrmryActvtsTxt,IdDsrgrddEntts_LglDmclSttCd,IdDsrgrddEntts_TtlIncmAmt,IdDsrgrddEntts_EndOfYrAsstsAmt,DrctCntrllngEnttyNm_BsnssNmLn1Txt
201923169349301547,340714585,ADEO LLC,9500 EUCLID AVENUE,CLEVELAND,OH,44195,465704174,TECHNOLOGY SERVICES,OH,5814,173371,THE CLEVELAND CLINIC FOUNDATION
201923169349301547,340714585,ADVANCED INFUSION SERVICES LTD,1 HOME CARE PLACE,AKRON,OH,44320,341847339,HOME INFUSION SERVICES,OH,28259,181463,VISITING NURSE SERVICE INC
201923169349301547,340714585,CC CHINA LLC,9500 EUCLID AVENUE,CLEVELAND,OH,44195,205776477,INACTIVE,OH,0,0,THE CLEVELAND CLINIC FOUNDATION
201923169349301547,340714585,CC WEB SOLUTIONS LLC,6801 BRECKSVILLE RD,INDEPENDENCE,OH,44131,263222020,DOMAIN HOLDING COMPANY,OH,0,0,THE CLEVELAND CLINIC FOUNDATION
201923169349301547,340714585,CCF AMBULATORY SURGERY CENTERS LLC,9500 EUCLID AVENUE,CLEVELAND,OH,44195,341939710,HEALTH CARE SERVICES,OH,17841855,392486,THE CLEVELAND CLINIC FOUNDATION
201923169349301547,340714585,CCF HOTEL SERVICES LLC,9500 EUCLID AVENUE,CLEVELAND,OH,44195,340666034,HOTEL OPERATIONS,OH,34659045,133139807,THE CLEVELAND CLINIC FOUNDATION
201923169349301547,340714585,CHV HOME MEDICAL EQUIPMENT CO LLC,1 HOME CARE PLACE,AKRON,OH,44320,204760456,DURABLE MEDICAL EQUIPMENT,OH,376380,0,VISITING NURSE SERVICE INC
201923169349301547,340714585,CLEVELAND CLINIC CARE COORDINATION LLC,6801 BRECKSVILLE RD,INDEPENDENCE,OH,44131,455282492,HEALTH CARE SERVICES,OH,0,0,THE CLEVELAND CLINIC FOUNDATION
201923169349301547,340714585,CLEVELAND CLINIC FLORIDA CONCIERGE MEDICINE LLC,1301 EAST BROWARD BLVD STE 330,FT LAUDERDALE,FL,33301,823186835,MEDICAL SERVICES,FL,0,0,CLEVELAND CLINIC FLORIDA (A NONPROFIT CORPORATION)
201923169349301547,340714585,CLEVELAND CLINIC FLORIDA NAPLES LLC,2950 CLEVELAND CLINIC BLVD,WESTON,FL,33331,311741150,HEALTH CARE SERVICES,FL,0,0,CLEVELAND CLINIC FLORIDA (A NONPROFIT CORPORATION)
201923169349301547,340714585,CLEVELAND CLINIC GLOBAL SOLUTIONS LLC,9500 EUCLID AVENUE,CLEVELAND,OH,44195,263666730,HELATH CARE SERVICES & IP LICENSING,OH,3600448,22978513,THE CLEVELAND CLINIC FOUNDATION
201923169349301547,340714585,CLEVELAND CLINIC MEDICARE ACO LLC,9500 EUCLID AVENUE,CLEVELAND,OH,44195,471281189,HEALTH CARE SERVICES,OH,0,2647096,THE CLEVELAND CLINIC FOUNDATION
201923169349301547,340714585,CLEVELAND CLINIC OBGYN SPECIALTIES LLC,9500 EUCLID AVENUE,CLEVELAND,OH,44195,341938153,HEALTH CARE SERVICES,OH,6229215,0,THE CLEVELAND CLINIC FOUNDATION
201923169349301547,340714585,CLEVELAND CLINIC WELLNESS ENTERPRISE LLC,1950 RICHMOND ROAD,LYNDHURST,OH,44124,263859233,HEALTH CARE SERVICES,OH,3438266,0,THE CLEVELAND CLINIC FOUNDATION
201923169349301547,340714585,CLINIC MEDICAL SERVICES COMPANY LLC,9500 EUCLID AVENUE,CLEVELAND,OH,44195,341932969,HEALTH CARE SERVICES,OH,56322127,0,THE CLEVELAND CLINIC FOUNDATION
201923169349301547,340714585,CLINIC PHYSICIAN SERVICES COMPANY LLC,9500 EUCLID AVENUE,CLEVELAND,OH,44195,341907574,HEALTH CARE SERVICES,OH,30071893,0,THE CLEVELAND CLINIC FOUNDATION
201923169349301547,340714585,CLINIC REGIONAL PHYSICIANS LLC,25875 SCIENCE PARK DR,BEACHWOOD,OH,44122,262636530,HEALTH CARE SERVICES,OH,0,0,THE CLEVELAND CLINIC FOUNDATION
201923169349301547,340714585,EDWIN SHAW REHAB LLC,330 BROADWAY STREET EAST,CUYAHOGA FALLS,OH,44221,270119182,REHABILITATION FACILITY,OH,-586129,1798164,AKRON GENERAL MEDICAL CENTER
201923169349301547,340714585,INTELLIS EPM LLC,6801 BRECKSVILLE RD,INDEPENDENCE,OH,44131,270645368,MEDICAL TECHNOLOGY,OH,0,0,THE CLEVELAND CLINIC FOUNDATION
201923169349301547,340714585,IVHR LLC,6801 BRECKSVILLE RD,INDEPENDENCE,OH,44131,454657632,MEDICAL TECHNOLOGY,OH,0,0,THE CLEVELAND CLINIC FOUNDATION
201923169349301547,340714585,MEDINA HEALTH VENTURES LLC,1000 E WASHINGTON STREET,MEDINA,OH,44256,INACTIVE,OH,0,0,MEDINA HOSPITAL
201923169349301547,340714585,MERIDIA MEDICAL GROUP LLC,6801 BRECKSVILLE RD,INDEPENDENCE,OH,44131,341898545,INACTIVE,OH,0,0,CLEVELAND CLINIC HEALTH SYSTEM - EAST REGION
