object_id,ein,BsnssNmLn1Txt,TrnsctnTxt,InvlvdAmt,MthdOfAmntDtrmntnTxt
201913189349302876,541854399,VIRGINIA COMMONWEALTH UNIVERSITY,P,461665
201913189349302876,541854399,VIRGINIA COMMONWEALTH UNIVERSITY,C,131410
201912889349300246,344429091,THE INN AT OHIO NORTHERN UNIVERSITY MGMT CO,Q,2031393,FMV
201912889349300246,344429091,THE INN AT OHIO NORTHERN UNIVERSITY MGMT CO,P,1009481,FMV
201912849349301461,480543782,KANSAS INDEPENDENT COLLEGE FOUNDATION,M,199285
201912849349301461,480543782,KANSAS INDEPENDENT COLLEGE ASSOCIATION,M,87835
202041979349305184,042103542,Amherst College Foundation Trust,a(i),750000,Cash
202041979349305184,042103542,Amherst Inn Owner,a(i),83923,Cash
202041979349305184,042103542,AC Harry Elwin Harkness Class of 1898,a(i),68640,Cash
202041979349305184,042103542,Amherst Inn Company-DE,a(i),60000,Cash
202041979349305184,042103542,Woodside Children's Center,b,61304,Cash
202041979349305184,042103542,Amherst Inn Company-DE,d,6000000,Cash
202041979349305184,042103542,Amherst Inn Owner,d,2812703,Cash
202041979349305184,042103542,Woodside Children's Center,j,37835,Cash
202041979349305184,042103542,Associated Kyoto Program Inc,m,33310,Cash
202041979349307414,951664112,CHARITABLE REMAINDER TRUSTS,c,8015750,CASH & STOCK
202020699349301007,042111203,Jonas Realty Corp,d,9700000,Original principal on four loans.
202020699349301007,042111203,Jonas Realty Corp,k,182000,Negotiated rate-deemed fair market value.
202042249349300309,980391928,ATIDIM COMPANY FOR SCIENCE - BASED INDUSTRIE,F,18667433,DIVIDEND PAID
202042249349300309,980391928,ELITE SPORTS CENTER OF TEL AVIV UNIVERSITY LT,R,258472,ISSUED ORD. SHA
202042249349300309,980391928,THE ECONOMIC COMPANY OF TEL AVIV UNIVERSITY L,S,723722,ADVANCE PAYMENT
202042249349300309,980391928,ELITE SPORTS CENTER OF TEL AVIV UNIVERSITY LT,S,4137277,ADVANCE PAYMENT
202001149349301525,951641455,SISTERS OF ST JOSEPH OF CARONDELET,M,190028,CONTRACT
202001149349301525,951641455,SISTERS OF ST JOSEPH OF CARONDELET,C,20100,CASH/PLEDGE
202001149349301525,951641455,SISTERS OF ST JOSEPH OF CARONDELET,E,7800000,LOAN AGREEMENT
202010569349300701,560657294,METHODIST UNIVERSITY DEVELOPMENT CORP,A,17250,FMV CASH
202010569349300701,560657294,METHODIST UNIVERSITY DEVELOPMENT CORP,J,155800,FMV CASH
202010569349300701,560657294,METHODIST UNIVERSITY DEVELOPMENT CORP,K,186000,FMV CASH
202010569349300701,560657294,DE MINIMIS,O,0,FMV CASH
202010569349300701,560657294,DE MINIMIS,O,0,FMV CASH
201943579349300209,562476876,Commission on Accrediting of the Association of Theological Schools,j,0,"The Association of Theological Schools (ATS) is related to the Commission on Accrediting (COA) through overlapping membership. In order to seek accreditation through COA, an institution must first become a member of ATS. Through a support services agreement between ATS and COA, ATS provides personnel, operational, and facility services to COA. ATS charges COA for the direct cost of personnel provided for COA work and for indirect support services. The total charged from ATS to COA was $1,118,155 during fiscal year 2019."
201943579349300209,562476876,Commission on Accrediting of the Association of Theological Schools,l,1118155,"The Association of Theological Schools (ATS) is related to the Commission on Accrediting (COA) through overlapping membership. In order to seek accreditation through COA, an institution must first become a member of ATS. Through a support services agreement between ATS and COA, ATS provides personnel, operational, and facility services to COA. ATS charges COA for the direct cost of personnel provided for COA work and for indirect support services. The total charged from ATS to COA was $1,118,155 during fiscal year 2019."
201943579349300209,562476876,Commission on Accrediting of the Association of Theological Schools,m,0,"The Association of Theological Schools (ATS) is related to the Commission on Accrediting (COA) through overlapping membership. In order to seek accreditation through COA, an institution must first become a member of ATS. Through a support services agreement between ATS and COA, ATS provides personnel, operational, and facility services to COA. ATS charges COA for the direct cost of personnel provided for COA work and for indirect support services. The total charged from ATS to COA was $1,118,155 during fiscal year 2019."
201943579349300209,562476876,Commission on Accrediting of the Association of Theological Schools,n,0,"The Association of Theological Schools (ATS) is related to the Commission on Accrediting (COA) through overlapping membership. In order to seek accreditation through COA, an institution must first become a member of ATS. Through a support services agreement between ATS and COA, ATS provides personnel, operational, and facility services to COA. ATS charges COA for the direct cost of personnel provided for COA work and for indirect support services. The total charged from ATS to COA was $1,118,155 during fiscal year 2019."
201943579349300209,562476876,Commission on Accrediting of the Association of Theological Schools,o,0,"The Association of Theological Schools (ATS) is related to the Commission on Accrediting (COA) through overlapping membership. In order to seek accreditation through COA, an institution must first become a member of ATS. Through a support services agreement between ATS and COA, ATS provides personnel, operational, and facility services to COA. ATS charges COA for the direct cost of personnel provided for COA work and for indirect support services. The total charged from ATS to COA was $1,118,155 during fiscal year 2019."
201943579349300209,562476876,Commission on Accrediting of the Association of Theological Schools,q,0,"The Association of Theological Schools (ATS) is related to the Commission on Accrediting (COA) through overlapping membership. In order to seek accreditation through COA, an institution must first become a member of ATS. Through a support services agreement between ATS and COA, ATS provides personnel, operational, and facility services to COA. ATS charges COA for the direct cost of personnel provided for COA work and for indirect support services. The total charged from ATS to COA was $1,118,155 during fiscal year 2019."
202040949349300014,560556753,PIEDMONT EDUCATIONAL FOUNDATION INC,S,457071,GAAP
202000379349300105,131624158,THE ROCKEFELLER UNIVERSITY FACULTY & STUDENTS CLUB INC,M,268360,Actual
202000379349300105,131624158,THE ROCKEFELLER UNIVERSITY FACULTY & STUDENTS CLUB INC,N,114572,Actual
202000379349300105,131624158,THE ROCKEFELLER UNIVERSITY FACULTY & STUDENTS CLUB INC,A,-235879,Actual
202010919349301701,952962604,WOSKOW,C,57000,ACTUAL EXPENSES
201913119349301786,237050293,KIRKWOOD COMMUNITY COLLEGE,L,134007,FAIR MARKET VALUE
202041419349301659,951699394,The Fuller Foundation,K
202041419349301659,951699394,The Fuller Foundation,O
202041419349301659,951699394,The Fuller Foundation,P
202010729349300726,840402707,regis jesuit holdings inc,D,2068572,NEG CASH AMT
202010729349300726,840402707,REGIS JESUIT HOLDINGS INC,P,1011826,EXP PD BY REG
202031369349303828,020274509,Motivis Learning Systems Inc,B,4999995,CASH
202031369349303828,020274509,Motivis Learning Systems Inc,D,1700000,CASH
202040839349300359,410694747,CHARITABLE REMAINDER TRUSTS,S,757030,FMV AT DATE OF DEATH
202040839349300359,410694747,S EUGENE BAILEY SCHOLARSHIP TRUST,S,237811,FMV
202040839349300359,410694747,PATRICIA V DAMON SCHOLARSHIP FUND,S,95367,FMV
202011919349301236,131624067,Institute of Musical Art,a,153324,FMV
202041979349301854,210634501,STANLEY SEEGER HELLENIC FUND,C,2390522,CASH
202041979349301854,210634501,FORRESTAL AGRICULTURAL CORPORATION,B,66995813,CASH
202041979349301854,210634501,FORRESTAL AGRICULTURAL CORPORATION,S,63286199,CASH
202041979349301854,210634501,PRINCETON UNIVERSITY PRESS,A,54740,CASH
202041979349301854,210634501,PRINCETON UNIVERSITY PRESS,K,151157,CASH
202041979349301854,210634501,PRINCETON UNIVERSITY PRESS,Q,150390,CASH
202041979349301854,210634501,PRINCETON UNIVERSITY PRESS,R,6724539,CASH
202041979349301854,210634501,NASSAU CAPITAL FUNDS,B,259224,CASH
202041979349301854,210634501,NASSAU CAPITAL FUNDS,S,17103043,CASH
202041979349301854,210634501,WHITECREST PARTNERS LP,S,36721495,CASH
202041979349301854,210634501,FARALLON SPECIAL SITUATION PARTNERS LP,B,247815,CASH
202041979349301854,210634501,GC VENTURES VIII LLC,B,20085714,CASH
202041979349301854,210634501,DYNAMO BRASIL I LLC,B,36251365,CASH
202041979349301854,210634501,THE ORANGE PARTNERS FUND,B,25000000,CASH
202041979349301854,210634501,BPI LTD,S,30000000,CASH
202041979349301854,210634501,PETRO TIGER I LTD,B,126839,CASH
202041979349301854,210634501,PETRO TIGER I LTD,S,6341970,CASH
202041979349301854,210634501,PETRO TIGER IV LTD,S,309759,CASH
202041979349301854,210634501,BRAIT IV FUND LP,S,871582,CASH
202041979349301854,210634501,GEOLOGIC RESOURCE FUND LP,S,4037292,CASH
202041979349301854,210634501,PETROTIGER III LTD,S,934629,CASH
202041979349301854,210634501,FARALLON CAPITAL INSTITUTIONAL PARTNERS III LP,B,600000,CASH
202041979349301854,210634501,FARALLON CAPITAL INSTITUTIONAL PARTNERS III LP,S,887622,CASH
202041979349301854,210634501,TIGRIS REALTY PARTNERS LP,B,30069780,CASH
201913199349319751,541954969,MAVI CONSULTING LLC,K,1265439,FMV
201913199349319751,541954969,MAVI CONSULTING LLC,L,130520,FMV
201913199349319751,541954969,MAVI CONSULTING LLC,D,495510,FMV
202001369349301620,330413730,PACIFIC UNION CONFERENCE,C,3850627,CASH RECEIPTS
202021409349300347,362181973,ROSALIND FRANKLIN UNIVERSITY HEALTH CLINICS,D,21561731,TOTAL ACTUAL OUTSTANDING LOAN AT YEAR END
202021409349300347,362181973,ROSALIND FRANKLIN UNIVERSITY HEALTH CLINICS,P,550411,ACTUAL COST
201902959349300845,581418202,AUGUSTA UNIVERSITY,B,56760271,AUDITED FINANCIAL STATEMENT
201902959349300845,581418202,AUGUSTA UNIVERSITY,P,73511,AUDITED FINANCIAL STATEMENT
201903179349302475,160743126,NORTHEASTERN SEMINARY,R,3953639,ENDOWMENT
201903179349302475,160743126,HOUSING DEVELOPMENT FOUNDATION INC,A,1098215,FMV
201903179349302475,160743126,NORTHEASTERN SEMINARY,B,400000,FMV
201903179349302475,160743126,NORTHEASTERN SEMINARY,E,1076311,FMV
201903399349301020,237099472,Us foundation for Queen's University at Kings,C,824284,Cash
201913129349302851,541863192,CHRISTOPHER NEWPORT UNIVERSITY,B,1729052,CASH
201913129349302851,541863192,CHRISTOPHER NEWPORT UNIVERSITY,J,8941960,CASH
202041329349302209,516017306,UNIVERSITY OF DELAWARE,B,400000,CASH TRANSFERRED
202041329349302209,516017306,UNIVERSITY OF DELAWARE,N,AMOUNT NOT READILY DETERMINABLE
202041329349302209,516017306,UNIVERSITY OF DELAWARE,O,AMOUNT NOT READILY DETERMINABLE
202011959349303621,462470807,BIG PICTURE COMPANY INC,O,162077,SALARY ALLOCATION
202011959349303621,462470807,BIG PICTURE COMPANY INC,L,39636,FMV
202011959349303621,462470807,THE METROPOLITAN REGIONAL CAREER AND TECHNICAL CENTER,K,15086,FMV
202021959349303612,050258810,BRYANT CHINA (HK) LIMITED,P,2606804,FMV
202021959349303612,050258810,BRYANT CHINA (HK) LIMITED,Q,2401573,FMV
202030569349300503,455507328,MONTANA STATE UNIVERSITY,C,106521,CASH RECEIVED
202030569349300503,455507328,MSU FOUNDATION,E,53271,LINE OF CREDIT DRAWS
202020289349301607,596046500,FIT MUSEUM OF ART INC,FIT MUSEUM OF ART INC,D,1214891,COST
