object_id,ein,FrmAndLnRfrncDsc,ExplntnTxt
201623209349312427,263162145,"Schedule H, Part I, Line 3c - Other Factors Used in Determining Elig.","IU Health Arnett uses several factors other than Federal Poverty Guidelines (""FPGs"") in determining eligibility for free or discounted care under its FAP. These factors include the following: 1. Indiana Residency Requirement IU Health Arnett only makes Financial Assistance available to residents of the State of Indiana. IU Health Arnett employs the same residency test as set forth in Indiana Code 6-3-1-12 to define as resident any individual who was domiciled in Indiana during the taxable year, or any individual who maintains a permanent place of residence in this state and spends more than one hundred eighty-three (183) days of the taxable year in Indiana. 2. Alternate Sources of Assistance When technically feasible, patients must exhaust all other state and federal assistance programs prior to receiving an award from IU Health Arnett's Financial Assistance Program. Patients who may be eligible for coverage under an applicable insurance policy, including, but not limited to, health, automobile, and homeowners, must exhaust all insurance benefits prior to receiving an award form IU Health Arnett's Financial Assistance Program. This includes patients covered under their own policy and those who may be entitled to benefits from a third-party policy. Patients may be asked to show proof that such a claim was properly submitted to their insurance provider at the request of IU Health Arnett. Eligible patients who receive medical care from an IU Health Arnett facility as a result of an injury proximately caused by a third party, and later receive a monetary settlement or award from said third party, may receive Financial Assistance for any outstanding balance not covered by the settlement or award to which IU Health Arnett is entitled. Said patients may be asked to complete a financial assistance application. 3. Presumptive Financial Assistance Eligibility Patients who are deemed to be presumptively eligible for Financial Assistance will receive a Financial Adjustment to their final statement balance based on the patients individual scoring criteria. Patients are considered to be presumptively eligible if the financial need has been determined by the following third parties: Eskenazi Health, formerly Wishard Memorial Hospital, Project Health, Indiana Childrens Special Health Care Services, Medicaid, Out-of-State Medicaid, Healthy Indiana Plan, or Volunteers in Medicine. Patients may also be considered presumptively eligible if they are pending Medicaid approval or have a hospital bill with a maximum balance to be determined by the Financial Assistance Committee and who meet certain risk segmentation scoring criteria. 4. Additional Considerations Financial Assistance may be granted to a deceased patients account if said patient is found to have no estate. IU Health Arnett will deny or revoke Financial Assistance for any patient or guarantor who falsifies any portion of a Financial Assistance Application. A patients income and/or ability to pay may be taken into consideration in the calculation of a financial assistance award. 5. Patient Assets IU Health Arnett will consider patient Assets in the calculation of a patients true financial burden. A patients primary residence and one (1) motor vehicle will be exempted from consideration in most cases. IU Health Arnett will apply the definitions set forth in Indiana Administrative Code 405 IAC 2-3-15 to define a patients primary residence and motor vehicle. A patients primary residence is defined as the patients principal place of residence. The patients primary residence will be excluded from a patients extraordinary asset calculation so long as the patients equity is less than five-hundred thousand dollars ($500,000) and the home is not occupied by the patients spouse or child under twenty-one (21) years of age. One (1) motor vehicle, regardless of its fair market value, may be excluded in limited circumstances defined in Indiana Administrative Code 405 IAC 2-3-15(d)(6). IU Health Arnett reserves the right to adjust a patients Federal Poverty Level (""FPL"") if the patient demonstrates a claim or clear title to any extraordinary Asset not excluded from consideration under the above guidance. IU Health Arnett will not seek the title to discovered Assets without the express authorization of the Financial Assistance Committee."
201623209349312427,263162145,"Schedule H, Part I, Line 6a - C.B. Report Prepared by a Related Org.","IU Health Arnett's community benefit and other investments, encompassing its total community investment, are included in the IU Health Community Benefit Report which is prepared on behalf of and includes IU Health and its related hospital entities in the State of Indiana (""IU Health Statewide System""). The IU Health Community Benefit Report is made available to the public on IU Healths website at http://iuhealth.org/communitybenefit/. The IU Health Community Benefit Report is also distributed to numerous key organizations throughout the State of Indiana in order to broadly share the IU Health Statewide Systems community benefit efforts. It is also available by request through the Indiana State Department of Health or IU Health."
201623209349312427,263162145,"Schedule H, Part I, Line 7, Column (f) - Bad Debt Expense","The amount of bad debt expense included on Form 990, Part IX, Line 25, column (A), but subtracted for purposes of calculating the percentage of total expense on Line 7, column (f) is $27,697,891."
201623209349312427,263162145,"Schedule H, Part I, Line 7 - Total Community Benefit Expense","Percentage of Total Expenses listed on Schedule H, Part I, Line 7, Column (f) is calculated based on Net Community Benefit Expense. The Percentage of Total Expenses calculated based on Total Community Benefit Expense is 17.67%."
201623209349312427,263162145,"Schedule H, Part II - Promotion of Health in Communities Served","IU Health participates in a variety of community-building activities that address the social determinants of health in the communities it serves. IU Health and its related hospital entities across the State of Indiana (""IU Health Statewide System"") invest in economic development efforts across the state, collaborate with like-minded organizations through coalitions that address key issues, and advocate for improvements in the health status of vulnerable populations. This includes making contributions to community-building activities by providing investments and resources to local community initiatives that addressed economic development, community support and workforce development. Several examples include IU Healths support of the following organizations and initiatives that focus on some of the root causes of health issues, such as lack of education, employment and poverty: - Riggs Community Health Center - Starfish Initiative - Teach for America - United Way Additionally, through the IU Health Statewide Systems team member community benefit service program, ""Strength That Cares"", team members across the state make a difference in the lives of thousands of Hoosiers every year."
201623209349312427,263162145,"Schedule H, Part III, Line 2 - Bad Debt Expense Methodology","The amount reported on line 2 as bad debt is reported at cost, as calculated using the cost to charge ratio methodology."
201623209349312427,263162145,"Schedule H, Part III, Line 4 - Bad Debt Expense","IU Health Arnett is a subsidiary in the consolidated financial statements of IU Health. IU Healths bad debt expense footnote is as follows: The provision for uncollectible accounts, for all payors, is recognized when services are provided based upon managements assessment of historical and expected net collections, taking into consideration business and economic conditions, changes and trends in health care coverage, and other collection indicators. Periodically, management assesses the adequacy of the allowance for uncollectible accounts based upon accounts receivable payor composition and aging, the significance of individual payors to outstanding accounts receivable balances, and historical write-off experience by payor category, as adjusted for collection indicators. The results of this review are then used to make any modifications to the provision for uncollectible accounts and the allowance for uncollectible accounts. In addition, the Indiana University Health System follows established guidelines for placing certain past due patient balances with collection agencies. Patient accounts that are uncollected, including those placed with collection agencies, are initially charged against the allowance for uncollectible accounts in accordance with collection policies of the Indiana University Health System and, in certain cases, are reclassified to charity care if deemed to otherwise meet financial assistance policies of the Indiana University Health System."
201623209349312427,263162145,"Schedule H, Part III, Line 8 - Medicare Shortfall","The amount reported on Schedule H, Part III, Line 6 is calculated, in accordance with the Form 990 instructions, using ""allowable costs"" from the IU Health Arnett Medicare Cost Report. ""Allowable costs"" for Medicare Cost Report purposes, however, are not reflective of all costs associated with IU Health Arnett's participation in Medicare programs. For example, the Medicare Cost Report excludes certain costs such as billed physician services, the costs of Medicare Parts C and D, fee schedule reimbursed services, and durable medical equipment services. Inclusion of all costs associated with IU Health Arnett's participation in Medicare programs would significantly increase the Medicare shortfall reported on Schedule H, Part III, Line 7. IU Health Arnett's Medicare shortfall is attributable to reimbursements that are less than the cost of providing patient care and services to Medicare beneficiaries and does not include any amounts that result from inefficiencies or poor management. IU Arnett accepts all Medicare patients knowing that there may be shortfalls; therefore it has taken the position that any shortfall should be counted as part of its community benefit. Additionally, it is implied in Internal Revenue Service Revenue Ruling 69-545 that treating Medicare patients is a community benefit. Revenue Ruling 69-545, which established the community benefit standard for nonprofit hospitals, states that if a hospital serves patients with governmental health benefits, including Medicare, then this is an indication that the hospital operates to promote the health of the community."
201623209349312427,263162145,"Schedule H, Part III, Line 9b - Written Debt Collect. Policy and Fin. Assi","IU Health Arnetts FAP and Bad Debt Referral Policy describe the collection practices applicable to patients, including those who may qualify for financial assistance. 1. Financial Assistance Application Patients or their guarantors wishing to apply for Financial Assistance must submit a Financial Assistance Application within twenty-one (21) days of receiving their first billing statement from IU Health Arnett. Individuals other than the patient, such as the patients physician, family members, community or religious groups, social services or hospital personnel may request a Financial Assistance Application to be mailed to a patients primary mailing address free of charge. IU Health Arnett keeps all applications and supporting documentation confidential. 2. Eligibility Determination IU Health Arnett informs patients or guarantors of the results of their application by providing the patient or guarantor with a Financial Assistance Determination within ninety (90) days of receiving a completed Application and all requested documentation. If a patient or guarantor is granted less than full assistance and the patient or guarantor provides additional information for reconsideration, Revenue Cycle Services may amend a prior Financial Assistance Determination. If a patient or guarantor seeks to appeal the Financial Assistance Determination further, a written request may be submitted, along with the supporting documentation, to the Financial Assistance Committee for additional review/reconsideration. All decisions of the Financial Assistance Committee are final. A patients Financial Assistance Application and eligibility determination will remain in effect for three-hundred-sixty-five (365) days from the date of receipt of a completed application. 3. Extraordinary Collection Actions IU Health Arnett only implements its ""Bad Debt Referral Policyother Extraordinary Collection Action after it has made reasonable efforts to determine whether the patient account is eligible for assistance under its FAP. When it is necessary to engage in such action, IU Health Arnett, and its contracted third parties, will engage in fair, respectful and transparent collections activities. Patients or guarantors who have not applied for Financial Assistance and whose accounts have been engaged in Extraordinary Collection Actions may request Financial Assistance, complete an Application with requested documentation, and be considered for a reduction in their bill if it is within the two-hundred-forty (240) days of receiving their first billing statement. IU Health Arnett may also suspend collection activity on an account while an Application is being processed and considered. IU Health Arnett and its collection agencies will not provide assistance after an account has entered into legal proceedings without first obtaining written consent from its Financial Assistance Committee. The award of Financial Assistance may be subject to successful completion of a payment plan. In the event a patient or guarantor who is receiving Financial Assistance fails to complete the terms of their payment plan, IU Health Arnett reserves the right to submit the unadjusted account balance, less any amount previously paid by the patient, to an Extraordinary Collection Action."
201623209349312427,263162145,"Schedule H, Part VI, Line 2 - Needs Assessmnet","Communities are multifaceted and so are their health needs. IU Health Arnett understands that the health of individuals and communities are shaped by various social and environmental factors, along with health behaviors and additional influences. IU Health Arnett assesses the health care needs of the communities it serves by utilizing the detailed community needs assessments undertaken by organizations such as the Tippecanoe County Health Department, the Wabash Center, Riggs Community Health Center and the United Way. After completion of the CHNA, IU Health Arnett reviewed the information gathered from community leader focus groups, community input surveys and statistical data. The needs identified were analyzed and ranked using the Hanlon method of prioritization to determine the prevalence and severity of community health needs and which ones were most critical. Additionally, the effectiveness of an intervention for each need and IU Healths ability to impact positive change was evaluated."
