object_id,ein,FrmAndLnRfrncDsc,ExplntnTxt
202011689349300911,630312914,"Schedule L, Part III GRANTS OR ASSISTANCE BENEFITING INTERESTED PERSONS","COLLEGES AND UNIVERSITIES ARE NOT REQUIRED TO IDENTIFY INTERESTED PERSONS TO WHOM THEY PROVIDE SCHOLARSHIPS, GRANTS, FELLOWSHIPS OR SIMILAR FINANCIAL ASSISTANCE."
202041359349301949,591023117,"Schedule L, Part III GRANTS OR ASSISTANCE BENEFITING INTERESTED PERSONS","COLLEGES, UNIVERSITIES AND PRIMARY AND SECONDARY SCHOOLS ARE NOT REQUIRED TO IDENTIFY INTERESTED PERSONS TO WHOM THEY PROVIDED SCHOLARSHIPS, FELLOWSHIPS, AND SIMILAR FINANCIAL ASSISTANCE. PURSUANT TO THE INSTRUCTIONS TO FORM 990, SCHEDULE L, PART III, COLUMNS (A) AND (B) HAVE BEEN MARKED N/A."
202041979349301854,210634501,"Schedule L, Part II LOANS TO AND/OR FROM INTERESTED PERSONS","IN ACCORDANCE WITH A MORTGAGE LOAN PROGRAM, THE UNIVERSITY PROVIDES HOME FINANCING ASSISTANCE ON RESIDENTIAL PROPERTIES IN THE AREA SURROUNDING THE UNIVERSITY TO ELIGIBLE EMPLOYEES, INCLUDING OFFICERS AND KEY EMPLOYEES, UNDER THE AUTHORITY OF RESOLUTIONS ADOPTED BY THE COMMITTEE ON FINANCE OF THE BOARD OF TRUSTEES."
202001919349303150,951644048,"Schedule L, Part V Supplemental Information","Whittier College acted as Executive Producer for a documentary filmmaking project on textile recycling. College Trustee, Mr. Keh is an Officer of the company that developed the recycling technology. Whittier College received funding from a foundation and real estate developer and paid film production expense during the year totaling $58,417. No payments were issued by Whittier College to Mr. Keh for this project. Whittier College has since determined that this project does not align well with the academic mission and in April 2020 transferred its rights and obligations in the project to the other parties."
202001429349300900,440545813,"SCHEDULE L, PART IV","A) JE DUNN CONSTRUCTION COMPANY (ROBERT DUNN)B) ROBERT P DUNN IS A TRUSTEE OF ROCKHURST & THE VICE PRESIDENT - COMMUNITY AFFAIRS OF JE DUNNC) $3,650,945D) JE DUNN IS THE GENERAL CONTRACTOR FOR THE CONSTRUCTION OF THE UNIVERSITY'S HEALTH AND WELLNESS CENTERE) NO"
202001259349300000,953127273,"Schedule L, Part IV",The employment contract between WesternU and the individual is independent of his family relationship with the interested person of WesternU. All transactions are deemed arms length.
202041609349301094,590949880,"SCHEDULE L, PART IV","MR. DOMINIC MINIACI IS A MEMBER OF THE BOARD OF TRUSTEES AND HIS FAMILY BUSINESS, PARAMOUNT REFRESHMENTS, HAS A CONTRACT WITH ST. THOMAS UNIVERSITY ON A COMPETITIVE BID PROCESS. ST. THOMAS UNIVERSITY PAID PARAMOUNT REFRESHMENTS $22,551 DURING FISCAL YEAR 2019."
202011369349303671,020222182,GRANTS OR ASSISTANCE BENEFITING INTERESTED PERSONS,"SCHEDULE L, PART III THE COLLEGE GRANTED A SCHOLARSHIP TO TWO STUDENTS WHO ARE CHILDREN OF CURRENT BOARD TRUSTEES. THE COLLEGE ENSURED THE GRANT WAS AWARDED BASED ON MERIT TO THE ELIGIBLE STUDENTS, WHO MET THE REQUIRED ACADEMIC STANDING. THE TRUSTEES DID NOT HAVE ANY INFLUENCE IN THE DECISION MAKING PROCESS FOR AWARDING SCHOLARSHIPS."
202011369349303706,141338580,"SCHEDULE L, PART IV - INTERESTED PERSONS","former VICE PRESIDENT OF FINANCE AND ADMINISTRATION DIANE BLAKE'S BROTHER-IN-LAW, SCOTT MONTGOMERY, IS AN EMPLOYEE OF THE COLLEGE. AMOUNTS REPORTED ON SCHEDULE L REPRESENT COMPENSATION AND BENEFITS RECEIVED BY MR. MONTGOMERY ON A FISCAL YEAR BASIS. CHAIR OF the BOARD OF TRUSTEES JOHN KELLY'S SISTER, MARGARET AMODEO IS AN EMPLOYEE OF THE COLLEGE. AMOUNTS REPORTED ON SCHEDULE L REPRESENT COMPENSATION AND BENEFITS RECEIVED BY MS. AMODEO ON A FISCAL YEAR BASIS. Former Board of Trustees Members, Hans Friedrich Mueller and John Spinelli are current faculty members at Union College; the amounts reported on Schedule L represent the compensation and benefits received by virtue of their employment relationship."
202001649349301100,830686168,"SCHEDULE L, PART III, COLUMN A - NAME OF INTERESTED PERSON","AS PER IRS INSTRUCTIONS FOR FORM 990 SCHEDULE L, SCHOOLS ARE NOT REQUIRED TO IDENTIFY INTERESTED PERSONS TO WHOM THEY PROVIDED SCHOLARSHIPS, FELLOWSHIPS AND SIMILAR FINANCIAL ASSISTANCE. THEREFORE, COLUMNS (A) AND (B) HAVE BEEN LEFT BLANK FOR THESE LINES."
