object_id,ein,CntrctrNm_PrsnNm,USAddrss_AddrssLn1Txt,USAddrss_CtyNm,USAddrss_SttAbbrvtnCd,USAddrss_ZIPCd,CntrctrCmpnstn_SrvcsDsc,CntrctrCmpnstn_CmpnstnAmt
202041929349300504,111630741,EAB GLOBAL INC,2445 M STREET NW,WASHINGTON,DC,20037,CONSULTING,1826555
202041929349300504,111630741,NCS PEARSON INC,5601 GREEN VALLEY DRIVE,BLOOMINGTON,MN,55347,ONLINE COURSE MGMT,1254650
202041929349300504,111630741,ENVIRONETICS GROUP ARCHITECTS PC,180 SYLVAN AVENUE,ENGLEWOOD CLIFF,NJ,07632,ARCHITECTURAL SVCS,589393
202041929349300504,111630741,CUTLASS INDUSTRIAL INC,193 HORTON AVENUE,LYNBROOK,NY,11563,CONTRACTOR,538236
202002879349301325,910615846,NATIONAL MANAGEMENT RESOURCES,PO BOX 1224,LAGRANGE,GA,30241,FACILITY AND LANDSCAPE MAINT,1453811
202002879349301325,910615846,PIONEER COLLEGE CATERERS,303 GLENROSE AVE,NASHVILLE,TN,37210,STUDENT FOOD SERVICES,1288819
202002879349301325,910615846,SYNERGY CAMPUS SECURITY,PO BOX 1224,LAGRANGE,GA,30241,SECURITY PATROL,511719
202002879349301325,910615846,FRED STEVIE DBA EVERLASTING FLOOR COVERI,481 GALAXY DRIVE,ELLENSBURG,WA,98926,FLOORING INSTALLATION,276213
202002879349301325,910615846,UNIVERSAL MECHANICAL SERVICE,PO BOX 2649,REDMOND,WA,98052,MAINTENANCE,223472
202021909349302852,620475697,American Constructors Inc,PO Box 120129,Nashville,TN,37212,Construction,1761140
202021909349302852,620475697,Edgehill Endowment Partners,205 Whitney Avenue,Suite 201,New Haven,CT,06511,Endowment Management,1114620
202021909349302852,620475697,Ebsco Information Services,17 19 Washington St,Tenafly,NJ,07670,Research Databases,473199
202021909349302852,620475697,Gallaher and Associates,3351 Regal Dr,Alcoa,TN,37701,Security and Networking,278937
202021909349302852,620475697,Ruffalo Noel Levitz,PO Box 718,Des Moines,IA,50303,Research Data Analytics,277391
202001979349306230,951816009,LAYTON CONSTRUCTION CO INC,8961 RESEARCH DRIVE STE 100,IRVINE,CA,92618,CONSTRUCTION SERVICES,11227952
202001979349306230,951816009,LOMA LINDA DEPT OF RISK MGMT,101 E REDLANDS BLVD,SAN BERNARDINO,CA,92408,RISK MGMT & INSURANCE SERVICES,10180497
202001979349306230,951816009,SKANSKA USA BUILDING INC,633 W FIFTH ST 68TH FLOOR,LOS ANGELES,CA,90071,CONSTRUCTION SERVICES,9402559
202001979349306230,951816009,LOMA LINDA UNIVERSITY FACULTY MEDICAL GR,11234 ANDERSON ST,LOMA LINDA,CA,92354,HEALTHCARE SERVICES,1529139
202001979349306230,951816009,SOCAL CUSTOM INC,24230 BARTON ROAD,LOMA LINDA,CA,92354,CONSTRUCTION SERVICES,1180255
202023169349300827,273339369,CDL MARKETING GROUP,302 E PARENT AVE,ROYAL OAK,MI,48067,LEAD SUPPLIER,419540
202023169349300827,273339369,YNOT MARKETING LLC,2001 HOLLYWOOD BLVD SUITE 310,HOLLYWOOD,FL,33020,DIALER AND LEAD MANAGEMENT SYSTEM,226662
202023169349300827,273339369,SALTED CREATIVE LLC,36757 HUMMINGBIRD WAY N,SELBYVILLE,DE,19975,WEB DEVELOPER/MAINTAINS CANVAS/COURSE DE,209967
202023169349300827,273339369,NATIONAL HEALTHCAREER ASSOCIATION,62280 COLLECTION CENTER DRIVE,CHICAGO,IL,60693,TEXTBOOK/CERTIFICATION FOR ALLIED HEALTH,196427
202023169349300827,273339369,I3 GROUP LLC,1100 W LAKE COOK ROAD SUITE 110,BUFFALO GROVE,IL,60089,OURSOURCED DEFAULT MANAGEMENT GROUP,189996
202021979349305962,741238438,United Mechanical,PO Box 551206,Dallas,TX,75355,Maintenance,163286
202021979349305962,741238438,Champion National Security,PO Box 975243,Dallas,TX,75397,Security,415350
202021979349305962,741238438,Aladdin Food Management Services In,16567 Collection Center Dr,Chicago,IL,60693,Food Service,920191
202021979349305962,741238438,SEBT,27500 Detriot Rd Suite 202,Westlake,OH,44145,Educational Services,221573
202131349349304613,540524516,ALTERNATIVE ROOFING SOLUTIONS INC,326 BROWNS COVE RD SUITE E,RIDGELAND,SC,29936,ROOFING CONTRACTOR,323810
202131349349304613,540524516,MCQUIRE WOODS,800 EAST CANAL STREET,RICHMOND,VA,23219,LEGAL SERVICES,286487
202131349349304613,540524516,HIRSCHLER FLEISCHER,2100 E CARY STREET,RICHMOND,VA,23223,LEGAL SERVICES,123933
202131349349304613,540524516,RALPH DICKERSON,2 HUDSON WAY,GARNET VALLEY,PA,19060,CONSULTING,100175
202131349349304868,160743209,ABBOTT LABORATORIES INC,100 Abbott Park Road,ABBOTT PARK,IL,60064,LABORATORY SRVCS,16084347
202131349349304868,160743209,DGA BUILDERS INC,1170 PITTSFORD-VICTOR ROAD,PITTSFORD,NY,14534,CONSTRUCTION SRVCS,11722465
202131349349304868,160743209,EPIC SYSTEMS CORPORATION,1979 MILKY WAY,VERONA,WI,53593,TECH SUPPORT SRVCS,10729459
202131349349304868,160743209,MAINLINE INFORMATION SYSTEMS INC,1700 SUMMIT LAKE DRIVE,TALLAHASSEE,FL,32317,IMPLEMENTATION SRVCS,9399979
202131349349304868,160743209,LECHASE CONSTRUCTION SERVICES,205 INDIGO CREEK DRIVE,ROCHESTER,NY,14626,CONSTRUCTION SRVCS,6669025
202021829349300917,350715530,MICHAEL KINDER AND SONS,5206 DECATUR RD,FORT WAYNE,IN,46802,CONSTRUCTION,12147470
202021829349300917,350715530,BON APPETIT MANAGEMENT COMPANY,91337 COLLECTIONS DRIVE,CHICAGO,IL,60693,FOOD SERVICE,5534471
202021829349300917,350715530,JICI,319 POKAGON TRAIN,ANGOLA,IN,46703,CONSTRUCTION,4022576
202021829349300917,350715530,FOLLETT HIGHER EDUCATION GROUP,624 S MICHIGAN AVE 1,CHICAGO,IL,60605,BOOKSTORE,440606
202021829349300917,350715530,ESCO COMMUNICATIONS INC,7506 HONEYWELL DR,FORT WAYNE,IN,46825,COMMUNICATIONS,457228
202001349349300410,361557840,WB Olson Inc,3325 Arnold Ln,Northbrook,IL,60062,General Building Contractor,3875644
202001349349300410,361557840,ARAMARK Corp,1101 Market St,Philadelphia,PA,19107,Food Service Provider,2403945
202001349349300410,361557840,Imperial Service Systems,PO Box 2938,Glen Ellyn,IL,60138,Facility Maint/Cleaning Svc,794932
202001349349300410,361557840,General Mechanical Services,18 Congress Circle West,Roselle,IL,60172,Mechnical Contractor,542042
202001349349300410,361557840,Chicago Transit Authority,Transportation Service,567 W Lake St,Chicago,IL,60661,Transportation Service,513082
202041359349302329,472507725,Grand Canyon Education Inc,2600 W Camelback Road,Phoenix,AZ,85017,SUPPORT SERVICES,265111844
202041359349302329,472507725,Pono Construction LLC,515 E Carefree Hwy 1241,Phoenix,AZ,85085,Construction svcs,40786082
202041359349302329,472507725,Sodexo Inc Affiliates,18052 N Black Canyon Hwy,Phoenix,AZ,85053,Food svc provider,9752990
202041359349302329,472507725,Elsevier Inc,230 Park Avenue Suite 800,New York,NY,10169,Textbook Publisher,1531396
202041359349302329,472507725,Groupware Technology Inc,541 Division Street,Campbell,CA,95008,IT service provider,790710
202001929349302310,550683361,Stites and Harbison PLLC,400 W Market St Ste 1800,Louisville,KY,40202,Legal Patent Services,131180
202041969349300244,540525605,Howard Shockey & Sons Inc,PO Box 2530,Winchester,VA,22604,Construction,9265966
202041969349300244,540525605,Sodexo Campus Services,PO Box 360170,Pittsburgh,PA,15251,Food Service,3262497
202041969349300244,540525605,OakCrest Builders Inc,126 N Kent St,Winchester,VA,22601,Construction,552216
202041969349300244,540525605,Earl Swensson Associates,2100 W End Ave,Suite 1200,Nashville,TN,37203,Architect,469032
202041969349300244,540525605,Ebsco Subscription Services,Payment Processing Center,Dallas,TX,753204661,Periodical Subscription Service,462186
202011959349303736,410711610,BON APPETIT MANAGEMENT COMPANY,1701 AMERICAN BLVD E 8,BLOOMINGTON,MN,55425,FOOD SERVICE,3236181
202011959349303736,410711610,PCL CONSTRUCTION SERVICES INC,12200 NICOLLET AVENUE SOUTH,BURNSVILLE,MN,55337,CONSTRUCTION SERVICES,1132925
202011959349303736,410711610,VAN BUSKIRK CONSTRUCTION,2571 WESTLAKE DRIVE,SIOUX FALLS,SD,57106,CONSTRUCTION SERVICES,792644
202011959349303736,410711610,BWBR ARCHITECTS INC,380 ST PETER STREET SUITE 600,SAINT PAUL,MN,55102,ARCHITECT SERVICES,603679
202011959349303736,410711610,TODD DEXTER & ASSOCIATES,17950 PRESTON ROAD SUITE 340,DALLAS,TX,75252,DIRECT MAIL,509814
202031919349301613,042103580,TURNER CONSTRUCTION,TWO SEAPORT LANE,SUITE 200,BOSTON,MA,02210,CONTRACTOR,199812331
202031919349301613,042103580,CONSIGLI CONSTRUCTION CO INC,72 SUMMER ST,MILFORD,MA,01757,CONTRACTOR,192278771
202031919349301613,042103580,BOND BROTHERS INC,10 CABOT ROAD SUITE 300,MEDFORD,MA,02155,CONTRACTOR,126634272
202031919349301613,042103580,SHAWMUT DESIGN AND CONSTRUCTION,560 HARRISON AVE,BOSTON,MA,02118,CONTRACTOR,77620238
202031919349301613,042103580,WALSH BROTHERS,210 COMMERCIAL STREET,BOSTON,MA,02109,ARCHITECT/ENGINEER,56957655
202121349349302757,311308555,BVK,6950 AMERICANA PARKWAY A,REYNOLDSBURG,OH,43068,ADVERTISING SERVICES,600948
202001979349308755,750818183,Izaias Jaimes,240 Pinehurst Drive,Marshall,TX,75670,Construction Contractor,202390
202001979349308755,750818183,Sodexo USA,9801 Washingtonian Boulevard,Gaithersburg,MD,20878,Food Service,870917
202001979349308755,750818183,Aladdin Food Management Services,300 South Tryon Street Suite 400,Charlotte,NC,28202,Food Service,483377
202001979349308755,750818183,Law Office of Renee Higginbotham-Brooks,5601 Bridge Streer Suite 300,Fort Worth,TX,76112,Legal Services,229084
202001979349308755,750818183,Jenzabar,P O Box 55018,Boston,MA,022055018,Software Services,231452
202011969349301046,660259904,DND CONSTRUCTION SERVICES,165 PONCE DE LEON AVE,STE 201,SAN JUAN,PR,00917,CONSTRUCTION,1509801
202011969349301046,660259904,C&F COTTO INC,BO SUMIDERO,AGUAS BUENAS,PR,00703,CONSTRUCTION,649398
202011969349301046,660259904,ELEKTRON CORP,HDA SAN JOSE 665,VIA DESTELLO SU-40,CAGUAS,PR,00727,ENERGY,271835
202011969349301046,660259904,SURVEILLANCE NET FORCE INC,PLAZA DE LAS FUENTES 1019,CALLE ITALIA,TOA ALTA,PR,00954,SECURITY,269041
202011969349301046,660259904,MOZART ADVERTISING LLC,560 PEDRO BIGAY,BALDRICH,SAN JUAN,PR,00918,ADVERTISING,254022
202011969349302061,381988915,CLEAN TEAM USA,4055 ENGLISH OAK DR SUITE 20001A,LANSING,MI,48911,HOUSEKEEPING SERVICES,554918
202011969349302061,381988915,DUHADWAY KENDALL & ASSOCIATES INC,5160 FALCONVIEW AVE SE,KENTWOOD,MI,49512,ACCESS CONTROL SERVICES,545962
202011969349302061,381988915,INVERVE MARKETING,1035 N WASHINGTON AVE,LANSING,MI,48906,MARKETING SERVICES,292630
202011969349302061,381988915,JOHN NUGENT CBC,PO BOX 662,NEW PORT RICHEY,FL,34656,ROOFING SERVICES,154862
202011969349302061,381988915,SEYFERTH PR,40 MONROE CENTER NW SUITE 202,GRAND RAPIDS,MI,49503,MARKETING SERVICES,148055
202011969349303456,570314402,SODEXO,1115 COLLEGE DRIVE,GAFFNEY,SC,29340,FOOD SERVICE,4517371
202011969349303456,570314402,CHA TECH SERVICES LLC,3 WINNERS CIRCLE,ALBANY,NY,12205,CONSTRUCTION CONTRACTOR,4294596
202011969349303456,570314402,CAMPUS WORKS INC,1767 LAKEWOOD RANCH BLVD 305,BRADENTON,FL,34211,IT SERVICE CONTRACT,883388
202011969349303456,570314402,CRAIG GAULDEN DAVIS INC,19 WASHINGTON PARK,GREENVILLE,SC,29601,ARCHITECT FIRM,469938
202011969349303456,570314402,CLARK COMMUNICATIONS,2 WESTSIDE DRIVE,ASHEVILLE,NC,28806,PRINTING & PUBLICATIONS,414438
202131369349301843,314379435,ALADDIN FOOD MANAGEMENT SERVICES LLC,PO BOX 71612,CHICAGO,IL,60694,DINING SERVICES,3874028
202131369349301843,314379435,ATALIAN US OHIO VALLEY,PO BOX 74008995,CHICAGO,IL,60674,JANITORIAL SERVICE,1438925
202131369349301843,314379435,ASTER INDUSTRIES,275-299 N ARLINGTON,AKRON,OH,44305,CONSTRUCTION SERVICES,1198161
202131369349301843,314379435,FAHLGREN INC,4030 EASTON STATION STE 300,COLUMBUS,OH,43219,MARKETING & ADVERTISING SERVICES,457208
202131369349301843,314379435,ELLUCIAN INC,2003 EDMUND HALLEY DRIVE,RESTON,VA,20191,SOFTWARE SERVICES,351822
202111379349307746,590949880,NV2A GROUP,ONE DATRAN CENTER 9100 S DADELAND B,MIAMI,FL,33156,CONTRACTOR GUS MACHADO SCHOOL OF BUSINES,3773558
202111379349307746,590949880,ACADEMIC PARTNERSHIPS,600 N PEARL SUITE 900,DALLAS,TX,75201,ON LINE LEARNING,1838083
202111379349307746,590949880,METZ CULINARY MANAGEMENT,2 WOODLAND DRIVE DALLAS P,DALLAS,PA,18612,FOOD SERVICES,1691156
202111379349307746,590949880,ELLUCIAN COMPANY LP,4375 FAIR LAKES COURT FAIRFAX VA 22,FAIRFAX,VA,22033,IT SOFTWARE / SUPPORT,1380581
202111379349307746,590949880,FOLLETT'S BOOKSTORE,FHEG ST THOMAS BOOK CENTER STORE 31,CHICAGO,IL,606773007,CAMPUS BOOK STORE,1091510
202041979349302454,042271070,ADVANTAGE MARKETING LLC,300 FOXBOROUGH BLVD,FOXBOROUGH,MA,02035,MARKETING & ADVERTISING,371342
202041979349302454,042271070,LONGWOOD SECURITY SERVICES,429 NEWBURY STREET,BOSTON,MA,02115,SECURITY SERVICES,267482
202041979349302454,042271070,SPOTLESS CLEANING SERVICES,56 FAIRFIELD STREET,DEDHAM,MA,02026,CLEANING SERVICES,120492
202041979349302454,042271070,ELLUCIAN,2003 EDMOND HALLEY DRIVE,RESTON,MA,20191,SOFTWARE MAINTENANCE FEE,112970
202041979349302454,042271070,GASPARI'S INC,225 STEDMAN STREET,LOWELL,MA,01851,CONSTRUCTION,107255
202021829349301112,350715530,BON APPETITE MANAGEMENT COMPANY,91337 COLLECTIONS DRIVE,CHICAGO,IL,60693,FOOD SERVICE,5601205
202021829349301112,350715530,JICI,319 POKAGON TRAIL,ANGOLA,IN,46703,CONSTRUCTION,4501581
202021829349301112,350715530,FOLLETT HIGHER EDUCATION GROUP,624 S MICHIGAN AVE 1,CHICAGO,IL,60605,BOOKSTORE,377645
202021829349301112,350715530,FERGUSON ADVERTISING,347 W BERRY STREET,FORT WAYNE,IN,46802,ADVERTISING,356630
202021829349301112,350715530,PRESIDIO NETWORKED SOLUTIONS GROUP,12120 SUNSET HILLS RD STE 202,RESTON,VA,20190,IT SERVICES,343204
202011899349300446,720642832,TOM'S SEWER & DRAIN SERVICE,PO BOX 369,BELLE CHASSE,LA,70037,PLUMBING REPAIR/REPLACEMENT,672911
202011899349300446,720642832,SAGE DINING SERVICES INC,1402 YORK RD,LUTTHERVILLE,MD,21093,FOOD SERVICE,488481
202011899349300446,720642832,WOODWARD DESIGN GROUP,1000 S JEFFERSON DAVIS PKWY,NEW ORLEANS,LA,70125,MOREAU CENTER RENOVATION,404281
202011899349300446,720642832,EAB GLOBAL INC,PO BOX 603519,CHARLOTTE,NC,282603519,RECRUITING SERVICE,246915
202011899349300446,720642832,OCHSNER CLINIC FOUNDATION,PO BOX 54294,NEW ORLEANS,LA,70154,MEDICAL EDUCATION,207375
202021359349300947,591083502,Rise Sharks LLC,129 Patterson Street,Valdosta,GA,31601,Construction,18332058
202021359349300947,591083502,Grycon LLC,4101 Ravenswood Rd Ste 325,Dania Beach,FL,33312,Construction,9827728
202021359349300947,591083502,Chartwells,PO BOX 50196,Los Angeles,CA,90074,Food Services,7769849
202021359349300947,591083502,Panza Maurer & Maynard PA,2400 E Commercial Blvd Ste 905,Fort Lauderdale,FL,33308,Legal,6487245
202021359349300947,591083502,Prestige Maintenance & Contracting,5103 SW 92 Terrace,Cooper City,FL,33328,Construction,4445690
202011349349301611,231365954,BENCHMARK CONSTRUCTION COMPANY INC,4121 OREGON PIKE,BROWNSTOWN,PA,175080806,CONSTRUCTION,5120624
202011349349301611,231365954,DANISH INSTITUTE FOR STUDY ABROAD,2233 UNIVERSITY AVE W STE 201,ST PAUL,MN,55114,STUDY ABROAD PROGRAMS,1532925
202011349349301611,231365954,JEM GROUP LLC,509 N 2ND ST,HARRISBURG,PA,171011003,CONSTRUCTION,686239
202011349349301611,231365954,CENTURION CONSTRUCTION GROUP LLC,516 INDUSTRIAL DR,LEWISBERRY,PA,17339,CONSTRUCTION,505559
202011349349301611,231365954,ARCHITECTURE RESEARCH OFFICE,170 VARICK ST 7TH FLOOR,NEW YORK,NY,10013,ARCHITECTURE,308181
202043039349301824,571021641,HOGAN CONSTRUCTION GROUP OF SOUTH CAROLI,10703 ANDERSON RD,EASLEY,SC,296429309,GENERAL CONTRACTING SERVICES,5572820
202043039349301824,571021641,HG REYNOLDS COMPANY INC,113 CONTRACT DR,AIKEN,SC,298017004,GENERAL CONTRACTING SERVICES,2328994
202043039349301824,571021641,PMC COMMERCIAL INTERIORS INC,3000 PERIMETER PARK DR,MORRISVILLE,NC,275600175,INTERIOR DESIGN,411795
202043039349301824,571021641,BRAILSFORD & DUNLAVEY INC,1140 CONNECTICUT AVE NW STE 400,WASHINGTON,DC,200364014,ADVISORY SERVICES,374299
202043039349301824,571021641,THE BRILL COMPANY INC,715 S JAMES ST,LUDINGTON,MI,494312362,FURNITURE,151078
202001979349302435,310537514,SODEXO INC AND AFFILIATES,PO BOX 360170,PITTSBURGH,PA,152516170,CAFETERIA,1594390
202001979349302435,310537514,ALPHA AND OMEGA BUILDING SERVCIES,2843 CULVER AVE,KETTERING,OH,45429,CLEANING,703354
202001979349302435,310537514,RUFFALO CODY HOLDINGS,1025 KIRKWOOD PARKWAY,CEDAR RAPIDS,IA,52404,ADMISSION CONSULTING,421769
202001979349302435,310537514,JENZABAR,PO BOX 55018,BOSTON,MA,02205,IT SUPPORT,329746
202001979349302435,310537514,TURNBULL WAHLERT CONSTRUCTION,5533 FAIR LANE,CINCINNATI,OH,45227,CONSTRUCTION MGMT,197095
202001979349302485,041843040,SHAWMUT WOODWORKING AND SUPPLY INC,560 HARRISON AVE SUITE 200,BOSTON,MA,02118,CONSTRUCTION,13586864
202001979349302485,041843040,KEITER BUILDING INC,51A HATFIELD STREET,NORTHAMPTON,MA,01060,CONSTRUCTION,1290615
202001979349302485,041843040,INVESTURE LLC,126 GARRETT STREET,CHARLOTTESVILLE,VA,22902,INVESTMENT MANAGER,5151240
202001979349302485,041843040,SHEPLEY BULFINCH RICHARDSON ABBOT,2 SEAPORT LANE,BOSTON,MA,02210,ARCHITECTURAL DESIGN,2542411
202001979349302485,041843040,FIVE COLLEGES INC,97 SPRING STREET,AMHERST,MA,01002,CAM SFTY/SHARED SVS,1934982
202001989349300705,910916534,Northwest Security Services Inc,14824 Westminster Way N,Seattle,WA,98133,Security services,565465
202001989349300705,910916534,COCM Student Housing Professionals,1500 Urban Center Drive,Suite 400,Birmingham,AL,35242,Student Housing Management,151175
202001959349302330,530196549,Aramark,1101 Market Street,PHILADELPHIA,PA,19107,Food & Cleaning,26687396
202001959349302330,530196549,The Fulcrum Group,80 Broad St,NEW YORK,NY,10004,Construction,16411788
202001959349302330,530196549,2U Inc,7900 Harkins Rd,LANHAM,MD,20706,Online Education,15784537
202001959349302330,530196549,Whiting Turner Contracting,300 East Joppa Road,BALTIMORE,MD,21286,Construction,13905946
202001959349302330,530196549,Camson Construction,1 BANK STREET SUITE 250,GAITHERSBURG,MD,20878,Construction,5408559
202001959349304465,660561027,NUGEN GROUP INC,URB VALLE SAN LUIS C VIA,DE LA MONTANA F29,CAGUAS,PR,00725,FOOD SERVICES,1426304
202001959349304465,660561027,CARDINAL HEALTH PR 220 INC,PO BOX 70220,SAN JUAN,PR,00936,FAN SERVICES,1292292
202001959349304465,660561027,NORTH JANITORIAL,PO BOX 362617,SAN JUAN,PR,00936,MAINTENANCE,1050000
202001959349304465,660561027,CONTINIUM CARE SOLUTIONS INC,PO BOX 1250,TRUJILLO ALTO,PR,00977,PLANIFICATION,929140
202001959349304465,660561027,AXISCARE HEALTH LOGISTICS INC,PO BOX 1366,DORADO,PR,00646,RESP. THERAPY,872411
202011969349302901,060646973,DIMEO CONSTRUCTION COMPANY,75 CHAPMAN STREET,PROVIDENCE,RI,02905,CONSTRUCTION & RELATED SERVICES,124517343
202011969349302901,060646973,AZ CORPORATION,46 NORWICH WESTERLY ROAD,NORTH STONINGTON,CT,06359,CONSTRUCTION & RELATED SERVICES,32154442
202011969349302901,060646973,Hillhouse Capital Advisors Ltd,20 Genesis Close,George Town,CJ,Investment Management,32024179
202011969349302901,060646973,THE WHITING-TURNER CONTRACTING COMPANY,300 EAST JOPPA ROAD,BALTIMORE,MD,21286,CONSTRUCTION & RELATED SERVICES,30016380
202011969349302901,060646973,STANDARD BUILDERS INC,52 HOLMES ROAD,NEWINGTON,CT,06111,CONSTRUCTION & RELATED SERVICES,19205940
202011979349304531,356071917,Sodexo Inc & Affiliates,PO Box 360170,Pittsburgh,PA,15251,Food Service in Dining Hall,443769
202011979349304161,314379585,STORBECK PIMENTEL & ASSOC LP,1400 N PROVIDENCE ROAD 3500,MEDIA,PA,19063,SEARCH FIRM,250570
202011979349304161,314379585,BRADLEY A KELLEY DBA BKM CONSTRUCTION,237 CURTIS STREET,DELAWARE,OH,43015,CONSTRUCTION,230156
202011979349304161,314379585,IGS REALTY COMPANY,336 W 37TH STREET,NEW YORK,NY,10018,RENTAL PROPERTY,109465
202011369349301841,060646701,Centerbrook,67 Main Street,PO Box 955,Centerbrook,CT,06409,Architect,956812
202011369349301841,060646701,91 Leffingwell Road LLC,140 North Branford Rd,Branford,CT,06405,Real Estate,840000
202011369349301841,060646701,R2i Holdings LLC,400 E Pratt St,11th floor,Baltimore,MD,21202,Web and band development,526539
202011369349301841,060646701,All Area Landscaping LLC,PO Box 185399,Hamden,CT,06518,Landscaping,472016
202011369349301841,060646701,Wiggin & Dana,One Century Tower,New Haven,CT,06508,Attorneys,466498
202011369349302146,050258809,SHAWMUT DESIGN CONSTRUCTION,3 DAVOL SQUARE SUITE A275,PROVIDENCE,RI,02903,Construction,69779521
202011369349302146,050258809,AZ Corporation,PO Box 370,NORTH STONINGTON,CT,06359,Construction,8695367
202011369349302146,050258809,Ecosystem Energy Services USA Inc,462 7th Ave FL 22,NEW YORK,NY,10018,Consulting,6330501
202011369349302146,050258809,REX Architecture PC,20 Jay Street Suite 920,BROOKLYN,NY,11201,Construction,6151672
202011369349302146,050258809,nextSource Inc,1040 Avenue of the Americas 24th F,NEW YORK,NY,10018,Temporary Employment,3937433
202023119349301557,452459482,Netdemics LLC,2544 Technical Drive,Miamisburg,OH,45342,Education services,111858
202023119349301557,452459482,Arlene's Cuisine,3000 W 5th Avenue,Columbus,OH,43204,Food Services,165270
202023119349301557,452459482,United Schools Network,1469 E Main Street,Columbus,OH,43205,Management,195872
202001979349304835,640303084,WG YATES SONS CONSTRUCTION,PO BOX 456,PHILADELPHIA,MS,39350,CONSTRUCTION,9021671
202001979349304835,640303084,ARAMARK CORPORATION,ARAMARK DALLAS LOCKBOX,DALLAS,TX,75397,FOOD SERVICES,2441831
202001979349304835,640303084,EAB,PO BOX 603519,CHARLOTTE,NC,28260,MARKETING,809692
202001979349304835,640303084,Prewitt Contract Services Inc,PO Box 2268,CLINTON,MS,39060,Cleaning & Maint,416539
202001979349304835,640303084,Hellas Construction Inc,12710 Research Blvd,AUSTIN,TX,78759,Construction,377658
202001919349300835,240839402,METZ CULINARY MANAGEMENT,2 WOODLAND DRIVE,DALLAS,PA,18612,FOOD SERVICE,933858
202001919349300835,240839402,CRAFT & ASSOCIATES INC,PO BOX 88337,SIOUX FALLS,SD,57109,MARKETING SERVICE,302748
202001919349300835,240839402,A BOOK COMPANY LLC,2573 APALUMBO DRIVE,LEXINGTON,KY,40509,BOOKSTORE,156993
202001929349301040,590936101,Barton Marlow Company,5337 Millenia Lakes Dr Ste 235,ORLANDO,FL,32839,Construction Svcs,21313437
202001929349301040,590936101,Sundt Construction Inc,2620 S 55th St,TEMPE,AZ,85282,Construction Svcs,15888877
202001929349301040,590936101,Perry McCall Construction Inc,6262 Greenland Rd,JACKSONVILLE,FL,32258,Construction Svcs,11841194
202001929349301040,590936101,Sodexo Inc and Affiliates,600 S Clyde Morris Blvd,DAYTONA BEACH,FL,32114,Dining Services,3123659
202001929349301040,590936101,Coleman Goodemote Construction Inc,619 N Beach St,DAYTONA BEACH,FL,32114,Construction Svcs,2573514
202012829349301346,480556726,VOGTS CONSTRUCTION COMPANY,717 N MAIN,NEWTON,KS,67114,CONSTRUCTION CONTRACTOR,1743489
202012829349301346,480556726,PIONEER COLLEGE CATERERS INC,303 GLENROSE AVE,NASHVILLE,TN,37201,FOOD SERVICE,1100602
202012829349301346,480556726,MBS DIRECT,PO BOX 617,COLUMBIS,MO,65205,TEXTBOOKS,266468
202012829349301346,480556726,KANSAS INDEPENDENT COLLEGE FOUNDATION,700 S KANSAS AVE SUITE 622B,TOPEKA,KS,66603,TECHNOLOGY SUPPORT AND EDUCATIONAL,185660
202012829349301346,480556726,BAKER BROS PRINTING,113 S MAIN ST,HILLSBORO,KS,67063,PRINTING SERVICES,166863
202011979349304206,460224588,SODEXO INC,2001 S SUMMIT AVE,SIOUX FALLS,SD,57197,FOOD SERVICE,4201732
202011979349304206,460224588,HENDRY CARLSON CO,1205 W RUSSELL ST,SIOUX FALLS,SD,57104,CONSTRUCTION,979291
202011979349304206,460224588,SEMINARS INTERNATIONAL INC,55 E MONROE ST STE 2870,CHICAGO,IL,60603,TRAVEL ARRANGEMENTS,489328
202011979349304206,460224588,LEARNERS EDGE,10523 W 165 ST,LAKEVILLE,MN,55044,TEACHING COURSES,396507
202011979349304206,460224588,MINITEX,309 19TH AVE S,MINNEAPOLIS,MN,55455,ELECTRONIC SUBSCRIPTIONS,253070
202041979349304849,952789388,SO CAL PRIVATE PATROL,PO BOX 6128,SAN PEDRO,CA,90734,SECURITY,562634
202041979349304849,952789388,HC CLEANING SERVICES LLC,2801 1/2 S LA SALLE AVE,LOS ANGELES,CA,90018,JANATORIAL,439070
202041979349304849,952789388,AW LITHO LLC,22596 LAMPLIGHT PLACE,SANTA CLARITA,CA,91350,PRINTING & MAILING SERVICES,200683
202041979349304849,952789388,SEAN MORRIS,907 NOMAD PRD 606 HOLLY TRL PATH,SIERRA MADRE,CA,91204,VIDEO PRODUCTION,111296
202041979349304849,952789388,ALLEN MATKINS LECK GAMBLE MALLORY & NATS,865 S FIGUEROA STREET 2800,LOS ANGELES,CA,900172543,LEGAL,103111
202011909349301611,381308480,CARETECH,901 WILSHIRE DR SUITE 100,TROY,MI,48084,IT SYSTEMS SUPPORT,1800130
202011909349301611,381308480,THE YAFFE GROUP,26100 AMERICAN DR SUITE 401,SOUTHFIELD,MI,48034,MARKETING,747439
202011909349301611,381308480,MEDIA GENESIS INC,1441 E MAPLE RD SUITE 200,TROY,MI,48083,MARKETING,488000
202011909349301611,381308480,KOSCH FOOD SERVICE,324 EAST STREET,ROCHESTER HILLS,MI,48307,FOOD SERVICE,315541
202011909349301611,381308480,EAB GLOBAL INC,2445 M STREET NW,WASHINGTON,DC,20037,ENROLLMENT SERVICES,284720
