object_id,ein,FrmAndLnRfrncDsc,ExplntnTxt
201903199349311450,980149857,"Schedule I, Line 1","EARTH University Foundation was formed to support the educational mission of the Escuela de Agricultura de La Region Tropical Humeda through generous gifts from the global community and other programs and initiatives. The Foundation is a registered 501(c)(3) public charity headquartered in Atlanta, Georgia. EARTH University is an international institution created out of a deep conviction that the environmental and social challenges confronting the planet can be resolved through education that promotes science, technology and entrepreneurship while focusing on essential human values, leadership and a commitment to social and environmental service. The University provides support to the Earth University Foundation to cover administrative expenses. The Foundation intends that most of the money it raises be directed to the University to support its educational mission. The University requires periodic reports from the Foundation on the expenses it incurs and the manner in which it is using monies provided by the University. Since the Foundation's primary exempt purpose is to support the University's mission, there is no concern that monies sent to the Foundation will be used other than for a purpose that furthers the University's mission."
201903579349300855,141463151,PART III LINE 1,THE COLLEGE PROVIDES SCHOLARSHIP ASSISTANCE TO STUDENTS TO HELP DEFRAY THE COST OF ATTENDANCE. SUCH ASSISTANCE IS CREDITED DIRECTLY TO THE STUDENT'S BILLING ACCOUNT IN ACCORDANCE WITH FEDERAL REGULATIONS AND DONOR STIPULATIONS.
201903579349300855,141463151,PART III LINE 2,THE COLLEGE PROVIDES TUITION DISCOUNT ASSISTANCE TO STUDENTS AFFILIATED WITH CERTAIN ORGANIZATIONS AND PROGRAMS. SUCH ASSISTANCE IS CREDITED DIRECTLY TO THE STUDENT'S BILLING ACCOUNT.
201933579349300468,201730126,"SCHEDULE I, PAGE 1, PART I, LINE 2","COLLEGE HORIZONS PROVIDES NEED-BASED AID FOR THE TUITION FEE AND ROUNDTRIP AIRFARE FOR THE COLLEGE HORIZONS, SCHOLARS AND GRADUATE HORIZONS PROGRAMS. GRANT PROCESS: AT THE TIME OF APPLICATION, STUDENTS REQUEST FINANCIAL ASSISTANCE AND MUST PROVIDE FINANCIAL INFORMATION (TAX RETURNS, IC/WELFARE VERIFICATION, UNEMPLOYMENT VERIFICATION, A STUDENT AID REPORT OR COLLEGE FINANCIAL AID AWARD LETTER) TO DEMONSTRATE THEIR LEVEL OF NEED. COLLEGE HORIZONS USES THE FEDERAL METHODOLOGY OF THE FEDERAL GOVERNMENT TO DETERMINE FEDERAL GRANT PELL ELIGIBILITY AND CH NEED BASED AID."
201933129349303308,752760831,"Part I, Line 2:","The University provides scholarships to individuals to attend the University. Scholarship receipients are selected based on a written application which is reviewed by the University's faculty and staff. Scholarships are awarded based on a combination of student financial need, academic merit, and other factors. The University monitors each recipient student to ensure that he/she remains an active, enrolled student and satisfies the academic and other criteria for maintaining the scholarship."
201923179349302332,954529650,"PART I, LINE 2:",GRANTS ARE ISSUED TO COVER THE EDUCATION COST OF THE WCMS PROGRAMS.
201912889349300246,344429091,"SCHEDULE I, PART I, LINE 2","SCHOLARSHIPS AND FINANCIAL AID ARE AWARDED ON THE BASIS OF NEED AND MERIT. FUNDS ARE APPLIED TO INDIVIDUAL ACCOUNTS, AND RECORDS ARE MAINTAINED IN ACCORDANCE WITH THE UNIVERSITY'S DOCUMENT RETENTION AND DESTRUCTION POLICY."
201943529349300639,620481463,"PART I, LINE 2:",SCHOLARSHIPS TO ELIGIBLE STUDENTS WHO MEET THE CRITERIA OF THE COLLEGE OR TRUST INSTRUMENT WHO ESTABLISHED THE SCHOLARSHIP FUND.
201913439349300841,620548913,"PART I, LINE 2:","SCHOLARSHIPS AWARDED TO ENROLLED STUDENTS ARE CREDITED TO THE STUDENTS' ACCOUNTS TO COVER TUITION AND FEES. GRADE REPORTS ARE GENERATED FOR EACH TERM, AND EACH INDIVIDUAL STUDENT IS REVIEWED TO ENSURE THEY ARE MAKING SATISFACTORY ACADEMIC PROGRESS TO MAINTAIN THEIR GRANT/SCHOLARSHIP FUNDING. ALSO, FINANCIAL AID RUNS ENROLLMENT REPORTS EACH TERM TO CHECK THE NUMBER OF CREDIT HOURS FOR EACH STUDENT."
201913519349300816,750827421,"Monitoring procedures (Part I, line 2)",Emergency aid: Students are required to substantiate a legitimate need for benevolence before money is awarded. No attempt to verify the use of the money is made.Tuition assistance: Tuition is discounted to apply aid.
202020979349300507,221487354,"Grants and Other Assistance in U.S. PART I, LINE 2","Scholarships and grants are awarded as financial assistance to students attending Stevens Institute of Technology. Distribution and application of financial assistance are based on the specific criteria of each scholarship and grant and are administered consistent with federal, state, and institutional student aid policies. Situations such as changes in financial need, changes in federal aid eligibility, changes in enrollment and receipt of aid from outside sources may affect a students eligibility to receive funding. Stevens' administration monitors these situations on an on-going basis and makes any appropriate adjustments."
202030989349301708,391353508,"PART I, LINE 2:","DECISIONS REGARDING FINANCIAL AID ARE MADE BY THE STUDENT FINANCIAL AID OFFICE. THE GOAL IS TO PROVIDE ADEQUATE FINANCIAL AID TO APPLICANTS WHO, WITHOUT SUCH AID, WOULD BE UNABLE TO ATTEND THE UNIVERSITY."
201932839349301028,616002351,"Part I, Line 2:",The college has policies and procedures to determine eligibility for student financial assistance. They also comply with the Federal requirements for awarding student aid.
202041979349305184,042103542,"Schedule I, Part I, Line 2",Disbursements in furtherance of the institution's exempt programs are made in accordance with procedures or subject to conditions established by the Institution's governing board designed to ensure that individuals and organizations receiving disbursements from the institution in furtherance of its exempt purpose are adequately investigated to insure that they are qualifying recipients. Students receiving scholarships and fellowships are judged worthy by the institution on the basis of criteria such as academic achievement (fellowships) and financial need (scholarships and fellowships).
202041979349307414,951664112,PROCEDURES FOR MONITORING GRANT FUNDS,"FORM 990, SCHEDULE I, PART I, LINE 2 ADMISSION TO POMONA COLLEGE IS ON A NEED BLIND BASIS. THIS POLICY IS MAINTAINED TO ACCOMPLISH DIVERSIFICATION OF THE STUDENT BODY REGARDLESS OF THE FINANCIAL STATUS OF THE APPLICANTS. A PERMANENT FILE OF ALL STUDENTS WHO ARE RECIPIENTS OF SCHOLARSHIPS AND GRANTS IS MAINTAINED IN THE FINANCIAL AID OFFICE OF POMONA COLLEGE. AN ACCOUNTING SYSTEM TRACKS ALL AWARDS TO INDIVIDUAL STUDENTS FOR TUITION AND OTHER COSTS OF ATTENDING THE COLLEGE."
202031969349302723,580603153,"PART I, LINE 2:",THE UNIVERSITY'S FINANCIAL AID DEPARTMENT MONITORS AND MAINTAINS RECORDS REGARDING ALL FINANCIAL AID AWARDS.
202021929349302767,820200907,"PART I, LINE 2:",NORTHWEST NAZARENE UNIVERSITY MONITORS THE USE OF ITS GRANT FUNDS AS REQUIRED BY THE INDIVIDUAL GRANT PROGRAMS AND DONOR CRITERIA ESTABLISHED AT THE TIME OF THE ORIGINAL DONATION. THESE ARE MONITORED THROUGH THE ANNUAL AUDITING PROCESS AS WELL AS THROUGH FEDERAL AND STATE REPORTING REQUIREMENTS. ISIR/FAFSA AND HIGH SCHOOL TRANSCRIPTS SHOWING ELIGIBILITY FOR GRANTS ARE MAINTAINED IN THE STUDENT'S FILE FOR A PERIOD OF 7 YEARS AFTER THE STUDENT WITHDRAWS OR FINISHES THEIR PROGRAMS. GRANT AMOUNTS APPEAR ON THE AWARD LETTER IN THE FILE AS WELL AS ON THE INDIVIDUAL'S FINANCIAL AID RECORD IN THE DATABASE.
201912849349300401,381443369,Part I Line 2,The financial aid office of the University tracks the scholarships and grants issued to students through the financial aid module of our ERP system. It tracks the information from the awarding process through the posting and disbursement processes. Award amounts are posted directly to the student accounts. No cash is distributed directly to the students.
202031019349301603,231937954,Additional Supplemental Information,PART I LINE 2:FINANCIAL AID APPLICATIONS ARE PROCESSED AND MONITORED BY THE STUDENT ADVANCEMENT DEPARTMENT. ENDOWMENT SCHOLARSHIP AWARDS AND ENTITLEMENT AWARDS ARE ALSO COORDINATED AND MONITORED BY THE STUDENT ADVANCEMENT DEPARTMENT. ALL FINANCIAL AID OFFERS ARE REVIEWED BY THE ASMINISTRATIVELY APPOINTED STUDENT FINANCE COMMITTEE. WORK STUDY POSITIONS ARE OFFERED AND REGULATED BY THE PERSONNEL OFFICER IN CONJUNCTION WITH THE FACULTY MEMBER OR ADMINISTRATIVE SUPERVISOR
