object_id,ein,LcnsdSttsCd
201602459349300930,350715530,AZ
201602459349300930,350715530,IN
201622729349300122,561065978,NC
201622819349300402,381443369,MI
201613149349302221,420680408,IA
201623099349301137,540129860,VA
201603099349300500,362167792,AL
201603099349300500,362167792,AK
201603099349300500,362167792,AZ
201603099349300500,362167792,AR
201603099349300500,362167792,CA
201603099349300500,362167792,CO
201603099349300500,362167792,CT
201603099349300500,362167792,DE
201603099349300500,362167792,DC
201603099349300500,362167792,FL
201603099349300500,362167792,GA
201603099349300500,362167792,HI
201603099349300500,362167792,ID
201603099349300500,362167792,IL
201603099349300500,362167792,IN
201603099349300500,362167792,IA
201603099349300500,362167792,KS
201603099349300500,362167792,LA
201603099349300500,362167792,ME
201603099349300500,362167792,MD
201603099349300500,362167792,MA
201603099349300500,362167792,MI
201603099349300500,362167792,MN
201603099349300500,362167792,MS
201603099349300500,362167792,MO
201603099349300500,362167792,MT
201603099349300500,362167792,NE
201603099349300500,362167792,NV
201603099349300500,362167792,NH
201603099349300500,362167792,NJ
201603099349300500,362167792,NM
201603099349300500,362167792,NY
201603099349300500,362167792,NC
201603099349300500,362167792,ND
201603099349300500,362167792,OH
201603099349300500,362167792,OK
201603099349300500,362167792,OR
201603099349300500,362167792,PA
201603099349300500,362167792,RI
201603099349300500,362167792,SC
201603099349300500,362167792,SD
201603099349300500,362167792,TN
201603099349300500,362167792,TX
201603099349300500,362167792,UT
201603099349300500,362167792,VT
201603099349300500,362167792,VA
201603099349300500,362167792,WA
201603099349300500,362167792,WV
201603099349300500,362167792,WI
201603099349300500,362167792,WY
201603099349300500,362167792,KY
201633129349300918,150532053,NY
201633129349300918,150532053,IL
201633129349300918,150532053,AL
201633129349300918,150532053,AK
201633129349300918,150532053,AZ
201633129349300918,150532053,AR
201633129349300918,150532053,CA
201633129349300918,150532053,CO
201633129349300918,150532053,CT
201633129349300918,150532053,DE
201633129349300918,150532053,FL
201633129349300918,150532053,GA
201633129349300918,150532053,ID
201633129349300918,150532053,IN
201633129349300918,150532053,IA
201633129349300918,150532053,KS
201633129349300918,150532053,KY
201633129349300918,150532053,LA
201633129349300918,150532053,ME
201633129349300918,150532053,MD
201633129349300918,150532053,MA
201633129349300918,150532053,MI
201633129349300918,150532053,MN
201633129349300918,150532053,MS
201633129349300918,150532053,MO
201633129349300918,150532053,MT
201633129349300918,150532053,NE
201633129349300918,150532053,NV
201633129349300918,150532053,NH
201633129349300918,150532053,NJ
201633129349300918,150532053,NM
201633129349300918,150532053,ND
201633129349300918,150532053,OH
201633129349300918,150532053,OK
201633129349300918,150532053,OR
201633129349300918,150532053,PA
201633129349300918,150532053,RI
201633129349300918,150532053,SC
201633129349300918,150532053,SD
201633129349300918,150532053,TN
201633129349300918,150532053,TX
201633129349300918,150532053,UT
201633129349300918,150532053,VT
201633129349300918,150532053,VA
201633129349300918,150532053,WA
201633129349300918,150532053,WV
201633129349300918,150532053,WI
201633129349300918,150532053,WY
201633129349300918,150532053,HI
201633129349300918,150532053,NC
201633079349301433,410694721,AZ
201633079349301433,410694721,MA
201633079349301433,410694721,MN
201633079349301433,410694721,OR
201633129349301458,420730347,AK
201633129349301458,420730347,AL
201633129349301458,420730347,AR
201633129349301458,420730347,CA
201633129349301458,420730347,CO
201633129349301458,420730347,CT
201633129349301458,420730347,DC
201633129349301458,420730347,FL
201633129349301458,420730347,GA
201633129349301458,420730347,HI
201633129349301458,420730347,IL
201633129349301458,420730347,KS
201633129349301458,420730347,KY
201633129349301458,420730347,LA
201633129349301458,420730347,MA
201633129349301458,420730347,MD
201633129349301458,420730347,ME
201633129349301458,420730347,MI
201633129349301458,420730347,MN
201633129349301458,420730347,MO
201633129349301458,420730347,MS
201633129349301458,420730347,NC
201633129349301458,420730347,ND
201633129349301458,420730347,NH
201633129349301458,420730347,NJ
201633129349301458,420730347,NM
201633129349301458,420730347,NV
201633129349301458,420730347,NY
201633129349301458,420730347,OH
201633129349301458,420730347,OK
201633129349301458,420730347,OR
201633129349301458,420730347,PA
201633129349301458,420730347,RI
201633129349301458,420730347,SC
201633129349301458,420730347,TN
201633129349301458,420730347,UT
201633129349301458,420730347,VA
201633129349301458,420730347,WA
201633129349301458,420730347,WI
201633129349301458,420730347,WV
201633149349300528,350885591,AL
201633149349300528,350885591,AK
201633149349300528,350885591,AR
201633149349300528,350885591,CA
201633149349300528,350885591,CO
201633149349300528,350885591,CT
201633149349300528,350885591,DC
201633149349300528,350885591,FL
201633149349300528,350885591,HI
201633149349300528,350885591,LA
201633149349300528,350885591,MD
201633149349300528,350885591,MI
201633149349300528,350885591,MN
201633149349300528,350885591,MS
201633149349300528,350885591,MT
201633149349300528,350885591,NV
201633149349300528,350885591,NH
201633149349300528,350885591,NJ
201633149349300528,350885591,NY
201633149349300528,350885591,NC
201633149349300528,350885591,OR
201633149349300528,350885591,SC
201633149349300528,350885591,UT
201633149349300528,350885591,VA
201633149349300528,350885591,WA
201623199349302557,042104451,MA
201613209349309286,160743900,NY
201613209349304336,231352008,AL
201613209349304336,231352008,AK
201613209349304336,231352008,AZ
201613209349304336,231352008,AR
201613209349304336,231352008,CO
201613209349304336,231352008,CT
201613209349304336,231352008,FL
201613209349304336,231352008,GA
201613209349304336,231352008,HI
201613209349304336,231352008,IL
201613209349304336,231352008,KS
201613209349304336,231352008,KY
201613209349304336,231352008,LA
201613209349304336,231352008,MN
201613209349304336,231352008,MD
201613209349304336,231352008,ME
201613209349304336,231352008,MA
201613209349304336,231352008,MI
201613209349304336,231352008,MO
201613209349304336,231352008,MS
201613209349304336,231352008,NH
201613209349304336,231352008,NM
201613209349304336,231352008,NJ
201613209349304336,231352008,NY
201613209349304336,231352008,NC
201613209349304336,231352008,ND
201613209349304336,231352008,OH
201613209349304336,231352008,OK
201613209349304336,231352008,OR
201613209349304336,231352008,PA
201613209349304336,231352008,RI
201613209349304336,231352008,DC
201613209349304336,231352008,TN
201613209349304336,231352008,UT
201613209349304336,231352008,VA
201613209349304336,231352008,WA
201613209349304336,231352008,WV
201613209349304336,231352008,WI
201613209349304336,231352008,CA
201633209349304203,620497990,TN
201643199349310374,350868181,AL
201643199349310374,350868181,AK
201643199349310374,350868181,AZ
201643199349310374,350868181,AR
201643199349310374,350868181,CO
201643199349310374,350868181,CT
201643199349310374,350868181,DE
201643199349310374,350868181,DC
201643199349310374,350868181,FL
201643199349310374,350868181,GA
201643199349310374,350868181,HI
201643199349310374,350868181,ID
201643199349310374,350868181,IL
201643199349310374,350868181,IN
201643199349310374,350868181,IA
201643199349310374,350868181,KS
201643199349310374,350868181,KY
201643199349310374,350868181,LA
201643199349310374,350868181,ME
201643199349310374,350868181,MD
201643199349310374,350868181,MA
201643199349310374,350868181,MI
201643199349310374,350868181,MN
201643199349310374,350868181,MS
201643199349310374,350868181,MO
201643199349310374,350868181,MT
201643199349310374,350868181,NE
201643199349310374,350868181,NV
201643199349310374,350868181,NH
201643199349310374,350868181,NM
201643199349310374,350868181,NC
201643199349310374,350868181,ND
201643199349310374,350868181,OH
201643199349310374,350868181,OK
