object_id,ein,FrmAndLnRfrncDsc,ExplntnTxt
201612439349300006,042662873,"FORM 990, PAGE 2, PART III, LINE 4D",OPERATION OF THE LODGE FOR THE CHARITABLE AND RECREATIONAL ENJOYMENT OF ITS MEMBERS.
201612439349300006,042662873,"FORM 990, PAGE 6, PART VI, LINE 11B",TAX RETURNS ARE REVIEWED BY THE BOARD OF DIRECTORS BEFORE FILING.
201612439349300006,042662873,"FORM 990, PAGE 6, PART VI, LINE 19",TAX RETURN IS AVAILBLE FOR PUBLIC INSPECTION UPON REQUEST.
201612439349300026,042964630,"FORM 990, PART VI, SECTION B, LINE 11","THE FORM 990 IS REVIEWED BY THE EXECUTIVE DIRECTOR AND DIRECTOR OF FINANCE FIRST, THEN BY THE EXECUTIVE AND FINANCE COMMITTEES, AND FINALLY BY THE BOARD BEFORE IT IS FILED."
201612439349300026,042964630,"FORM 990, PART VI, SECTION B, LINE 12C","NOAH AND AFFILIATES BOARD OF DIRECTORS AND MANAGEMENT ARE REQUIRED TO FILE AN ANNUAL CONFLICT OF INTEREST FORM. THESE FORMS ARE COLLECTED AND MAINTAINED AT NOAH'S ADMINISTRATIVE OFFICE. IF A CONFLICT ARISES, IT IS DISCUSSED AT THE BOARD MEETING AND NOTED IN THE MINUTES. THE PARTICULAR BOARD MEMBER IS EXCLUDED FROM VOTING ON A PARTICULAR ISSUE THAT HE/SHE HAS A CONFLICT."
201612439349300026,042964630,"FORM 990, PART VI, SECTION B, LINE 15",THE BOARD REVIEWS AND EXAMINES ALL INFORMATION PRESENTED BY THE BOARD PRESIDENT AND EXECUTIVE COMMITTEE AFTER REVIEW OF THE EXECUTIVE DIRECTOR. THE EXECUTIVE DIRECTOR REVIEWS THE COMPENSATION FOR ALL SENIOR STAFF.
201612439349300026,042964630,"FORM 990, PART VI, SECTION C, LINE 19",FINANCIAL AND PROGRAMMATIC INFORMATION IS AVAILABLE ON THE ORGANIZATION'S WEBSITE AND SUPPLIED UPON REQUEST.
201612439349300026,042964630,"FORM 990, PART IX, LINE 11G","CONSULTANTS AND CONTRACT LABOR: PROGRAM SERVICE EXPENSES 131,930. MANAGEMENT AND GENERAL EXPENSES 821. FUNDRAISING EXPENSES 0. TOTAL EXPENSES 132,751. OTHER PROFESSIONAL FEES: PROGRAM SERVICE EXPENSES 134,468. MANAGEMENT AND GENERAL EXPENSES 27,611. FUNDRAISING EXPENSES 2,971. TOTAL EXPENSES 165,050."
201612439349300026,042964630,"FORM 990, PART XII, LINE 2C",THE BOARD OF DIRECTORS ASSUMES RESPONSIBILITY FOR THE OVERSIGHT OF THE AUDIT OF THE COMBINING FINANCIAL STATEMENTS. THE BOARD OF DIRECTORS APPROVES THE COMBINING FINANCIAL STATEMENTS AT THE BOARD MEETING FOLLOWING THE AUDIT.
201612439349300341,382912028,"FORM 990, PAGE 2, PART III, LINE 4D","TREES AND SEEDLINGS WERE PLANTED IN COOPERATION WITH COMMUNITY ORGANIZATIONS. IN ADDITION, RELEAF MICHIGAN, INC. MADE SEVERAL PRESENTATIONS ON THE EFFECT OF GLOBAL WARMING AND THE BENEFIT OF PLANTING TREES."
201612439349300341,382912028,"FORM 990, PAGE 6, PART VI, LINE 11B",NO REVIEW WAS OR WILL BE CONDUCTED.
201612439349300341,382912028,"FORM 990, PAGE 6, PART VI, LINE 19",NO DOCUMENTS AVAILABLE TO THE PUBLIC
201612439349300341,382912028,"FORM 990, PART XI, LINE 9",DEPRECIATION NOT TAKEN ON 2014 FORM 990 -154 TOTAL -154
201612439349300516,200509226,FORM 990 - ORGANIZATION'S MISSION,"1. PROMOTING THE AMATEUR SPORT OF FOOTBALL WITHIN THE LOCAL COMMUNITY. 2. FACILITATING A SAFE AND COMPETITIVE ACTIVITY FOR CHILDREN AND TEENAGERS FROM DIFFERENT BACKGROUNDS; AND 3. PROVIDING A STRUCTURED ENVIRONMENT FOR TEACHING, COACHING AND EDUCATING CHILDREN, TEENS AND THEIR PARENTS ABOUT THE GAME OF FOOTBALL."
201612439349300516,200509226,"FORM 990, PAGE 6, PART VI, LINE 11B",NO REVIEW WAS OR WILL BE CONDUCTED.
201612439349300516,200509226,"FORM 990, PAGE 6, PART VI, LINE 19",NO DOCUMENTS AVAILABLE TO THE PUBLIC
201612439349300516,200509226,"FORM 990, PART IX, LINE 11G","GAME WORKERS 2,000 0 0 COACHING FEES 31,206 0 0 GAME OFFICIAL FEES 475 0 0"
201612439349300516,200509226,"FORM 990, PART IX, LINE 24E","SUPPLIES 3,931 0 0 PROGRAMS 2,000 0 0 ENTRY FEES 1,751 0 0 SCHOLARSHIPS 1,500 0 0 WEBSITE 1,500 0 0 MISCELLANEOUS 1,114 0 0 POSTAGE/OFFICE SUPPLIES 963 0 0 BANQUET 724 0 0 AWARDS 703 0 0 TRAINER FEES 230 0 0 BANK CHARGES 0 30 0 STATE ANNUAL FEES 0 25 0"
201612439349300546,202699020,"FORM 990, PAGE 6, PART VI, LINE 2",TOM SMITH PRESIDENT FAMILY RELATIONSHIP KEVIN SMITH VICE PRES FAMILY RELATIONSHIP FRAN SMITH SEC/TREAS FAMILY RELATIONSHIP EMILY SMITH DIRECTOR FAMILY RELATIONSHIP
201612439349300546,202699020,"FORM 990, PAGE 6, PART VI, LINE 11B",FORM 990 IS DISTRIBUTED TO ALL BOARD MEMBERS THAT THEN REVIEW AND DISCUSS BEFORE APPROVAL OF FILING RETURN.
201612439349300546,202699020,"FORM 990, PAGE 6, PART VI, LINE 15A",COMPENSATION IS DETERMINED BY THE BOARD OF DIRECTORS AND ADVISORY COUNCIL
201612439349300546,202699020,"FORM 990, PAGE 6, PART VI, LINE 15B",COMPENSATION IS DETERMINED BY THE BOARD OF DIRECTORS AND ADVISORY COUNCIL
201612439349300546,202699020,"FORM 990, PAGE 6, PART VI, LINE 19",UPON WRITTEN REQUEST
201612439349300546,202699020,"FORM 990, PART XI, LINE 9",BOOK/TAX DEPRECIATION DIFFERENCE -868 TOTAL -868
201612439349300601,251525572,"Form 990, Part VI, Section B, line 11",The organization provided a copy of the 990 to all members of the board for review and changes before filing the form.
201612439349300601,251525572,"Form 990, Part VI, Section B, line 12c","OFFICERS AND DIRECTORS ARE REQUIRED TO DISCLOSE ANY SUSPECTED CONFLICT OF INTEREST ANNUALLY, DOCUMENTED BY SIGNED STATEMENTS."
201612439349300601,251525572,"Form 990, Part VI, Section C, line 19","The organization makes its governing documents, conflict of interest policy, and financial statements available to the public upon request."
201612439349300601,251525572,"Form 990, Part XII, Line 2c:",THE OVERSIGHT PROCEDURES OF THE REVIEW OF THE AUDIT AND FINANCIAL STATEMENTS HAS NOT CHANGED FROM THE PRIOR YEAR.
201612439349300621,810593280,"FORM 990, PAGE 2, PART III, LINE 4A",HCANJ FOUNDATION WORKS WITHIN THE NEW JERSEY HEALTHCARE ASSOCIATIONS EMERGENCY PREPAREDNESS ALLIANCE (NJHAEPA) TO ADVANCE THE DEVELOPMENT OF THE NJDHSS HEALTH EMERGENCY PREPAREDNESS AND RESPONSE MASTER PLAN COVERING THE EMERGENCY PREPAREDNESS AND RESPONSE ACTIVITIES. THE ACTIVITIES DESCRIBED IN THE MASTER PLAN CONFORM TO THE FRAMEWORK SET FORTH IN NJDHSS DOCUMENT: RESPONDING TO PUBLIC HEALTH EMERGENCIES: NEW JERSEY STRATEGY.
201612439349300621,810593280,"FORM 990, PAGE 6, PART VI, LINE 11B",NO REVIEW WAS OR WILL BE CONDUCTED.
201612439349300621,810593280,"FORM 990, PAGE 6, PART VI, LINE 19",NO DOCUMENTS AVAILABLE TO THE PUBLIC
201612439349300746,561434187,"FORM 990, PAGE 1, PART I, LINE 6",VOLUNTEERS ARE ELIGIBLE FOR A SMALL PENSION BENEFIT AND BROTHERHOOD PAYMENT.
201612439349300746,561434187,"FORM 990, PAGE 6, PART VI, LINE 11B",TREASURER APPROVES TAX RETURN BEFORE PROCESSING.
201612439349300746,561434187,"FORM 990, PAGE 6, PART VI, LINE 19",GOVERNING DOCUMENTS ARE MADE AVAILABLE ON REQUEST.
201612439349300861,936027198,"Form 990, Part VI, Section A, line 8b",The organization does not have committees.
201612439349300861,936027198,"Form 990, Part VI, Section B, line 11",The board reviews a draft of the Form 990 before it is finalized.
201612439349300861,936027198,"Form 990, Part VI, Section C, line 18",All organization documents are available for public inspection upon request.
201612439349300861,936027198,"Form 990, Part VI, Section C, line 19",ALL ORGANIZATION DOCUMENTS ARE AVAILABLE FOR PUBLIC INSPECTION UPON REQUEST.
201612449349200001,510183497,"FORM 990-EZ, PART I, LINE 4 - OTHER INVESTMENT INCOME",DESCRIPTION: INTEREST AND DIVIDEND INCOME. AMOUNT: 5.
201612449349200001,510183497,"FORM 990-EZ, PART I, LINE 16 - OTHER EXPENSES","DESCRIPTION: BANK CHARGES. AMOUNT: 81. DESCRIPTION: CREDIT CARD CHARGES. AMOUNT: 193. DESCRIPTION: DUES AND SUBSCRIPTIONS. AMOUNT: 1,000. DESCRIPTION: EQUIPMENT RENTAL. AMOUNT: 724. DESCRIPTION: INFORMATION SERVICES. AMOUNT: 80. DESCRIPTION: INSURANCE. AMOUNT: 2,713. DESCRIPTION: LOGISTIC SERVICES. AMOUNT: 247. DESCRIPTION: OFFICE SUPPLIES AND EXPENSE. AMOUNT: 684. DESCRIPTION: OUTSIDE SERVICES. AMOUNT: 1,759. DESCRIPTION: SUPPLIES. AMOUNT: 16,685. DESCRIPTION: TAXES & LICENSES. AMOUNT: 556. TOTAL TO FORM 990-EZ, LINE 16: 24,722."
201612449349200001,510183497,"FORM 990-EZ, PART II, LINE 24 - OTHER ASSETS","DESCRIPTION: SECURITY DEPOSITS. BEG. OF YEAR AMOUNT: 2,750. END OF YEAR AMOUNT: 0."
201612449349200001,510183497,"FORM 990-EZ, PART II, LINE 26 - OTHER LIABILITIES","DESCRIPTION: RALLY DEPOSITS FOR NEXT YEAR. BEG. OF YEAR AMOUNT: 12,705. END OF YEAR AMOUNT: 0."
201612449349200101,272212300,"FORM 990-EZ, PART I, LINE 4 - OTHER INVESTMENT INCOME",DESCRIPTION: MERCHANTS BANK. AMOUNT: 15.
201612449349200101,272212300,"FORM 990-EZ, PART I, LINE 14",DESCRIPTION: DEPRECIATION. AMOUNT: 442.
201612449349200101,272212300,"FORM 990-EZ, PART I, LINE 16 - OTHER EXPENSES","DESCRIPTION: OFFICE EXPENSE . AMOUNT: 3,293. DESCRIPTION: PROGRAM EXPENSE . AMOUNT: 11,384. TOTAL TO FORM 990-EZ, LINE 16: 14,677."
201612449349200101,272212300,"FORM 990-EZ, PART II, LINE 24 - OTHER ASSETS","DESCRIPTION: OTHER DEPRECIABLE ASSETS. BEG. OF YEAR AMOUNT: 0. END OF YEAR AMOUNT: 9,515."
201612449349200111,274033935,"Grants and Similar Amounts Paid In Excess of $5,000.1",| Donee's Name: NATIVIDAD MEDICAL CENTER | Donee's Address: 1441 CONSTITUTION BLVD. SALINAS CA 93906 | Relationship of Donee: NONE | Cash Amount Given: $8692
201612449349200111,274033935,"Grants and Similar Amounts Paid In Excess of $5,000.3",| Donee's Name: FOOD BANK FOR MONTEREY COUNTY | Donee's Address: 815 W MARKET ST #5 SALINAS CA 93901 | Relationship of Donee: NONE | Cash Amount Given: $9000
201612449349200111,274033935,Other Expenses.1002,Office Expenses $2834
201612449349200111,274033935,Other Expenses.1007,"Conferences, Conventions, and Meetings $18325"
201612449349200111,274033935,Other Expenses.1,CREDENTIALING COSTS $13215
201612449349200111,274033935,Other Expenses.2,OTHER $1296
201612449349200111,274033935,Other Expenses.3,GIFTS & FLOWERS $126
201612449349200111,274033935,Other Expenses.4,BANK SERVICE CHARGES $4
201612449349200121,273276308,Description of other expenses Part I line 16,"DESCRIPTION AMOUNTDEPRECIATION FROM 4562 2,801FOOD PURCHASED 38,561ACCOUNTING FEE 1,625BOOKKEEPING SERVICE 6,092INSURANCE 630COMPUTER EXPENSE 1,385CORP REGISTRATION 30COMMUNITY SUPPORT 1,585PAYROLL TAX 658DUES 400OFFICE AND FUNDRAISING 1,048"
201612449349200121,273276308,Description of total liabilities Part II line 26,CATEGORY BEGINNING OF YEAR END OF YEARPAYROLL TAXES 590 565
201612449349200756,930717774,Other Expenses.1001,Advertising and Promotion $25
201612449349200756,930717774,Other Expenses.1002,Office Expenses $311
201612449349200756,930717774,Other Expenses.1005,Travel $245
201612449349200756,930717774,Other Expenses.1009,Depreciation $57
201612449349200756,930717774,Other Expenses.1012,Insurance $1152
201612449349200756,930717774,Other Expenses.1,TELEPHONE $1817
201612449349200756,930717774,Other Expenses.2,FOOD $1531
201612449349200756,930717774,Other Expenses.3,CLASSROOM SUPPLY $741
201612449349200756,930717774,Other Expenses.4,REPAIRS & MAINTANENCE $525
201612449349200756,930717774,Other Expenses.5,FEES $496
201612449349200756,930717774,Other Expenses.6,TRAINING $300
201612449349200756,930717774,Other Expenses.7,SPECIAL EVENTS $102
