object_id,ein,FndrsrActvtyInf_PrsnNm,USAddrss_AddrssLn1Txt,USAddrss_CtyNm,USAddrss_SttAbbrvtnCd,USAddrss_ZIPCd,FndrsrActvtyInf_ActvtyTxt,FndrsrActvtyInf_FndrsrCntrlOfFndsInd,FndrsrActvtyInf_RtndByCntrctrAmt
201930509349300228,750851900,RUFFALOCODY LLC,1025 KIRKWOOD,CEDARRAPID,IA,52404,FUNDRAISING,0,150537,86501,75689
201900159349300855,362167773,RUFFALO NOEL LEVITZ,PO BOX 718,DES MOINES,IA,503030718,STAFF AND MANAGEMENT OF PHONATHON,0,0,63016,0
201900799349300340,540505922,McAllister and Quinn,1368 N Washington Ave,Scranton,PA,18509,Consultant for the University of Lynchburg Office of Advancement for particular assistance with Grant-writing.,0,0,98470,-98470
201900799349300340,540505922,Alexander Haas Inc,3520 Piedmont Rd,Suite 300,Atlanta,GA,30305,Consultant for the University of Lynchburg Office of Advancement for the purpose of studying the feasibility of a capital campaign.,0,0,75739,-75739
201930949349300013,221487354,ROYALL AND COMPANY,DBA HARDWICK DAY,1920 E PARHAM RD,RICHMOND,VA,23228,DIG. & DIR. MAIL MKT.,false,82679,-82679
201920919349300307,340714687,AMPLO,CONSULTING,false,201743,18000,175029
201900509349300600,750827421,Todd Dexter Associates,17950 Preston Rd Ste 340,Dallas,TX,75252,Process Direct Mail,false,1620169,445729,1174440
201900509349300600,750827421,Next After LLC,6175 Main St Ste 385,Frisco,TX,750343442,Consultation,false,920958,158056,762902
201900509349300600,750827421,Westfall Group Inc,1300 Peachtree Indust Blvd Ste 3216,Suwanee,GA,30024,Event Consulting,false,1757147,180753,1576394
201930959349300628,042103585,BENEFACTOR GROUP,450 S FRONT ST,COLUMBUS,OH,43215,FUNDRAISING COUNSEL,0,0,22081,0
201900079349300305,350868101,GONSER GERBER LLP,CONSULTING,false,71603
201930639349300998,956002998,COMMUNITY COUNSELING SERVICES,PO BOX 824885,PHILADELPHIA,PA,191824885,FUNDRAISING,0,0,65000,-65000
201930299349300218,042108346,GERALD D'AMICO,358 SALISBURY STREET,WORCESTER,MA,01609,FUNDRAISER,0,0,17500,-17500
201900929349300865,240795495,ROBERTS EVENT GROUP,491 YORK RD,JENKINTOWN,PA,19046,EVENT MANAGEMENT,0,1096177,20000,1076177
201900919349300420,410693979,GIVECAMPUS INC,903 G ST,WASHINGTON DC,DC,20003,CONSULTING AND TRAINING,0,0,47275,-47275
201900919349300420,410693979,REEHER LLC,VB BOX 159 PO BOX 9202,MINNEAPOLIS,MN,554809202,CONSULTING AND TRAINING,0,0,39850,-39850
201900919349300420,410693979,RUFFALO NOEL LEVITZ,PO BOX 718,DES MOINES,IA,50303,CONSULTING AND TRAINING,0,0,12173,-12173
201900919349300420,410693979,WEST WIND CONSULTING,120 BRINDLEY ST STE 7,ITHICA,NY,14850,CONSULTING AND TRAINING,0,0,62525,-62525
201910959349301001,560530242,CROUCH AND ASSOCIATES,3434 EDWARDS MILL RD,RALEIGH,NC,27612,FUNDRAISING,0,1310994,22100,1288894
201920949349300927,520591661,THE PURSUANT GROUP,GIVING CONSULT,false,11625
201920949349300927,520591661,EVER TURE INC,GIVING CONSULT,false,31212
201900709349300125,340714629,Campbell and Company,1 Easr Wacker Drive,Chicago,IL,60601,Consulting,false,133151
201900109349301920,420681046,RUFFALO NOEL LEVITZ,1025 PARKWAY SW,CEDAR RAPIDS,IA,52404,"RESEARCH, MAIL, EMAIL",0,89952,48549,41403
201900109349301920,420681046,DE NOVO ALTERNATIVE MARKETING,329 10TH AVE SE SUITE 112,CEDAR RAPIDS,IA,52401,VIDEOGRAPHY & SOCIAL MEDIA PLANNING,0,85811,15185,70626
201900989349300705,420680408,Ruffalo Noel Levitz LLC,PO Box 718,Des Moines,IA,50303,Phone-a-thon,0,46129,27104,19025
201900989349300705,420680408,EAB-Advancement Services,PO Box 603519,Charlotte,NC,28260,"Fall, holiday, and spring appeals",0,13275,27465,-14190
201900989349300705,420680408,Crescendo Interactive Inc,110 Camino Ruiz,Camarillo,CA,93012,Planned giving website and newsletter,0,0,5500,-5500
201940459349300149,620488046,DirectMailcom,5351 Ketch Road,Prince Frederick,MD,20678,Direct mail.,0,661487,80247,581240
201930929349300113,381308480,RUFFALO NOEL LEVITZ,PO BOX 3018,CEDAR RAPIDS,IA,524063018,FUNDRAISING SERVICES,0,7905,15750,-7845
201910599349300706,344427516,REGISTRY FOR COLLEGE AND UNIVERSITY,SEE PART IV,false,48546
201930369349300113,131628149,Blackbaud Inc,2000 Daniel Drive,Charleston,SC,29462,Fundraising Analyst,0,0,7555,-7555
201930369349300113,131628149,Reeher LLC,165 Wesrern Ave North,Saint Paul,MN,55102,Fundraising Analyst,0,0,14000,-14000
201930369349300113,131628149,Development Guild Ddi Inc,233 Harvard Street,Suite 107,Brookline,MA,02446,Campaign Counsel,0,0,45154,-45154
201930369349300113,131628149,Columbia University,116th Street and Broadway,New York,NY,10027,Telemarketing,0,118815,67161,51654
201940949349300419,570324906,PhilanthroCorp,111 South Tejon Street,Colorado Springs,CO,80903,Fundraising consultant,0,0,30000,-30000
201930949349300733,570474291,Ramona Munsell & Associates Consulting Inc,5208 Village Parkway Suite 1,Rogers,AR,72758,Title III grant consultant,0,0,42660,-42660
201930949349300733,570474291,Mary Gene Ryan,107 Brailsford Street,Charleston,SC,29492,"Teacher Quality (C500), and Title III (C591) Evaluator",0,0,12500,-12500
