object_id,ein,Dsc,Amt
201542269349301474,650000627,DEPOSITS,12213
201542269349301474,650000627,DEFERRED COMPENSATION,1654819
201542269349301474,650000627,DEFERRED RENT,812228
201542269349301474,650000627,UNCLAIMED FUNDS,19912
201542269349301474,650000627,OTHER MISCELLANEOUS LIABILITY,1530
201532279349300813,592548486,Federal income taxes
201530129349300863,410695509,SPLIT INTEREST AGREEMENTS,250653
201530129349300863,410695509,FUNDS HELD FOR OTHERS,548330
201510159349300611,042105776,Obligations under split interest agreements,726900
201510159349300611,042105776,Asset retirement obligation,109241
201510159349300611,042105776,Liability under interest rate swap agreements,1527104
201510159349300611,042105776,Refundable government student loans,2944407
201510159349301406,350867954,FEDERAL SOCIAL SECURITY TAXES,-1304
201510159349301406,350867954,FEDERAL MEDICARE TAXES,-199
201510159349301406,350867954,ANNUITIES PAYABLE,1244076
201510159349301406,350867954,LIABILITY FOR AMOUNTS HELD FOR OTHERS,3100243
201510159349301406,350867954,LIABILITY FOR FEDERAL STUDENT LOANS,3830119
201510099349301501,592139553,U.S. GOVT REFUNDABLE LOAN PROGRAM,180556
201510099349301501,592139553,STUDENT DAMAGE DEPOSITS,76780
201510099349301501,592139553,ACCRUED EXPENSES
201500149349300810,560530240,Deferred Revenue Sale Leaseback,3878708
201500149349301025,272793072,ACCRUED LIABILITIES,35470
201500129349300710,131916574,FEDERAL STUDENT LOANS PAYABLE,1648686
201500129349300710,131916574,ASSET RETIREMENT OBLIGATION,1840200
201520139349301112,370661231,ANNUITY OBLIGATIONS,62231
201520139349301112,370661231,BANK OVERDRAFT,489130
201520139349301112,370661231,GOVERNMENT ADVANCES-STUDENT LOANS,1129555
201540099349301174,750859801,Annuities Payable,1167112
201540099349301174,750859801,Deposits,59464
201510099349301271,560547478,Federal income taxes
201510099349301271,560547478,Capital Lease Obligations,754590
201500129349301310,390806297,POSTRETIREMENT OBLIGATIONS,2699292
201500129349301310,390806297,U.S. GOVERNMENT GRANTS REFUNDABLE,1695570
201500129349301310,390806297,ANNUITIES PAYABLE,2138993
201500129349301310,390806297,ASSET RETIREMENT OBLIGATIONS,3271170
201500129349301310,390806297,DUE TO MEMBERS,274357
201510159349300311,420707124,Annuities Payable,30837
201510159349300311,420707124,Government Loans Refundable,2466442
201520149349301257,560532303,OBLIGATION UNDER INTEREST RATE SWAP,7641891
201520149349301257,560532303,AGENCY OBLIGATIONS & REFUNDABLE ADV.,5202688
201520149349301257,560532303,STUDENT DEPOSITS,5959106
201520149349301257,560532303,FEDERAL ADV. - PERKINS STUDENT LOANS,3426995
201520149349301257,560532303,CAPITAL LEASE OBLIGATIONS,1205000
201520149349301262,620518288,LIABILITY UNDER UNITRUST AGREEMENTS,238162
201520149349301262,620518288,ANNUITIES PAYABLE,1128981
201510129349300731,620548913,ANNUITIES PAYABLE,-551
201510129349300731,620548913,FEDERAL GOVERNMENT FOR STUDENT LOAN,411781
201520129349301462,710239383,HOUSING DEPOSITS,148258
201520129349301462,710239383,ANNUITIES PAYABLE,76390
201520129349301462,710239383,REFUNDABLE ADVANCES GOVT. LOANS,755683
201530149349300748,370661217,Capital Lease Obligations,155321
201530149349300748,370661217,Liability for Split Interest Agreements,191688
201530149349300748,370661217,Deposits held for others,86461
201500089349300400,610444825,Annuity liability payable,894851
201500139349300035,560554199,FEDERAL CAPITAL CONTRIBUTIONS,631692
201500099349301400,330934393,MORTGAGE PAYABLE,316600
201520129349301107,240795495,SPLIT INTEREST AGREEMENTS,1530734
201520129349301107,240795495,PREMIUMS ON UNIVERSITY BONDS,3397395
201520129349301107,240795495,CAPITAL LEASE OBLIGATIONS,173120
201540219349300119,610444671,FV ADJUSTMENT IN INTEREST RATE SWAPS,7632550
201540219349300119,610444671,ANNUITY PAYMENT & LIFE INCOME OBLIGATIONS,902331
201540219349300119,610444671,ADVANCES FROM FEDERAL GOVT. FOR STUDENT LOANS,650897
201500219349300605,420698196,Student Deposits,506412
201500219349300605,420698196,Advance Payments,13850
201500219349300605,420698196,Miscellaneous Liabilities,596348
201500219349300605,420698196,Annuity Payable,1116090
201500169349300030,042720310,DEFERRED RENT,377126
201520229349300902,131740285,Federal income taxes
201520229349300902,131740285,Post-retirement liability,1181875
201520229349300902,131740285,US Govt refundable grants,451179
201520229349300902,131740285,Deposits anc other liabilities,99850
201520229349300902,131740285,Mortgage payable to related party -
201520229349300902,131740285,-Alliance Development Fund,381716
201520229349300902,131740285,Deferred rent,828353
201530229349300623,271870108,INTERCOMPANY PAYABLE,1082533
201510199349300201,020309681,LINE OF CREDIT,494957
201510199349300201,020309681,PENSION ANNUITY OBLIGATION,322785
201510199349300201,020309681,CHARITABLE GIFT ANNUITY,58619
201530219349300203,133800725,Green Meadow,6000
201530219349300203,133800725,LINE OF CREDIT,27653
201530219349300503,381977050,UNEMPLOYMENT LIABILITY,39191
201530219349300503,381977050,PSYCHOLOGY BOOK RESERVE,967
201520169349300027,362216176,ANNUITIES & TRUST PAYABLE,1059542
201520169349300027,362216176,REFUNDABLE GOVT. LOAN ADVANCE,2632654
201530139349301413,480914282,CAPITAL LEASE PAYABLE,22965
201540229349301114,650621012,ADVANCE TUITION PAYMENTS,3749
201520099349301152,310970262,U.S. DEPT. OF EDUCATION LIABILITY,192050
201520099349301257,460224589,ADV FROM FED FOR STUDENT LOANS,1495942
201520099349301257,460224589,ANNUITIES PAYABLE & SPLIT INT AGREEM,592996
201520099349301257,460224589,OTHER LIABILITIES,283049
201500219349300245,610444788,ANNUITY LIABILITIES,17170
201500219349300245,610444788,SHORT TERM NOTES PAYABLE,2250000
201500219349300245,610444788,DUE FROM RELATED PARTIES,-154375
201520299349300737,510175975,OTHER LOANS PAYABLE,0
201520299349300737,510175975,TENANT SECURITY DEPOSITS,87640
201520299349300737,510175975,DUE TO FOUNDERS,42816
201520299349300737,510175975,DUE TO FOUNDERS,138447
201520299349300007,430653369,ANNUITIES PAYABLE,346680
201520239349300007,951716809,Deferred Rent,250140
201520239349300007,951716809,Due to Affiliates,6271
201530299349300113,541251090,ACCRUED PAYROLL TAXES,1257
201530299349300113,541251090,ACCRUED VACATION,10705
201530299349300113,541251090,DEFERRED REVENUE,21129
201530299349300113,541251090,CAPITALIZED LEASES PAYABLE,15897
201520239349300722,430655867,ANNUITIES,1136609
201520239349300722,430655867,PERKINS LOANS,77681
201500239349300505,800477644,Due to Affiliates,3536464
201500239349300505,800477644,Deferred Rent,2055030
201520279349300217,440545280,Refundable Govt Loan Programs,2976080
201520279349300217,440545280,CRAT Payable,93694
201500239349300105,952592468,Capital Lease Obligation,618892
201500239349300105,952592468,Due to Affiliates,32124
201500239349300145,460229820,ACCRUED PAYROLL,67891
201500239349300145,460229820,INTEREST PAYABLE,17603
201500239349300145,460229820,AGENCY LIABILITY,14362
201500239349300145,460229820,OTHER PAYABLES,1056
201530269349300908,912037146,ACCRUED RENT EXPENSE,447719
201540239349300839,111733439,REFUNDABLE GOV'T GRANTS,695225
201540239349300839,111733439,BENEFICIAL INTEREST IN TRUSTS,831203
201540239349300839,111733439,CAPITAL LEASE OBLIGATION,7358
201510239349300106,363005527,Due to Related Entities,988247
201510239349300106,363005527,Deferred Rent,1448559
201500359349300125,131632522,REFUNDABLE LOAN PROGRAM,4279081
201500359349300125,131632522,LINE OF CREDIT,4900000
201500359349300125,131632522,CAPITAL LEASE OBLIGATION,499926
201500309349301800,042111203,Annuities payable,7789310
201500309349301800,042111203,Perkins federal liability contra,5480196
201500309349301800,042111203,PILOT liability,1309142
201500309349301800,042111203,Conditional Asset Retirement Obligation,1090699
201500309349301800,042111203,FIN 48 liability,89495
201500309349301800,042111203,Deferred compensation-VP,69883
201500309349301800,042111203,Capital lease obligation,33319
201500309349301800,042111203,UBI tax liability,9409
201510309349300546,340868798,INTEREST PAYABLE,189337
201510309349300546,340868798,US GOVT GRANTS REFUNDABLE,1079995
201510309349300546,340868798,INTEREST RATE SWAP,625213
201510309349300546,340868798,TUITION DEPOSITS,317485
201500349349300965,910473310,STUDENT DEPOSITS,2007974
201500349349300965,910473310,ASSET RETIREMENT OBLIGATION,891272
201500349349300965,910473310,INTEREST RATE EXCHANGE LIABILITY,1058281
201530369349300718,362181973,FEDERAL EQUITY IN STUDENT LOAN PROGRAM,12902748
201530369349300718,362181973,POSTRETIREMENT HEALTHCARE BENEFITS,27161630
201530369349300718,362181973,DERIVATIVE INSTRUMENT,7738634
201500309349300205,350845258,DEPOSIT FUNDS HELD FOR OTHERS,871367
201510369349301501,930309970,REFUNDABLE FEDERAL ADVANCES,2766367
201510369349301501,930309970,INTEREST RATE SWAP LIABILITY,1166991
201510369349301501,930309970,ASSET RETIREMENT OBLIGATIONS,38600
201530349349300408,410693977,DEPOSITS,1797448
201530349349300408,410693977,ANNUITIES PAYABLE,18742440
201530349349300408,410693977,DEPOSITS HELD IN CUSTODY FOR OTHERS,3922569
201530349349300408,410693977,GOVERNMENT GRANTS REFUNDABLE,7975682
201500349349300345,742599785,ADVANCE PAYMENTS FROM STUDENTS,152482
201500349349300345,742599785,ADVANCE FROM BGCT,180792
201500349349300510,310544271,CHARITABLE TRUSTS,8963
201500349349300510,310544271,ANNUITIES PAYABLE,354991
201500339349300905,233069199,DUE TO RELATED PARTY,83396
201500339349300705,470377991,AGENCY FUNDS HELD FOR OTHERS,134391
201500339349300705,470377991,SPLIT INTEREST AGREEMENTS,1120437
201500339349300705,470377991,REFUNDABLE STUDENT LOANS,1080403
201510359349300401,030213180,Perkins Loans,117708
201530309349301008,231382408,FED'L GOV'T QUITCLAIM DEEDS RESTRICT,1652697
201530309349301008,231382408,PREPAID RENT,692864
201530309349301008,231382408,ACCRUED WAGES AND PAYROLL TAXES,614283
201530309349301008,231382408,US GOV'T LOAN FUND REFUNDABLE,218027
201530309349301008,231382408,DEPOSITS HELD IN CUSTODY OF OTHERS,5996
201530309349301108,420680351,STUDENT DEPOSITS,1069817
201530309349301108,420680351,ANNUITIES PAYABLE,2853330
201530309349301108,420680351,DEPOSITS HELD IN CUSTODY,115702
201530309349301108,420680351,ASSET RETIREMENT OBLIGATION,570000
201530309349301658,381369604,DEPOSITS FROM STUDENTS,1193669
201530309349301658,381369604,FAIR VALUE OF INTEREST RATE SWAP,1631806
201510339349300726,161476258,Post Retirement Liability,6259464
201510339349300726,161476258,Charitable Trust Obligations,211750
201510339349300726,161476258,Perkins Loan Federal Contribution,617466
201510339349300726,161476258,Interest Rate Swap,1062281
201520419349301407,150533545,ASSET RETIREMENT OBLIGATION,1098862
201520419349301407,150533545,FEDERAL STUDENT LOAN FUNDS,601873
201520419349301407,150533545,CAPITAL LEASE EQUIPMENT PAYMENTS,181438
201520419349301407,150533545,CHARITABLE GIFT ANNUITY,91221
201520419349301982,540505922,Interest rate swap agreement liability,1613214
201520419349301982,540505922,U.S. Government grants refunable,979648
201530409349300408,420772559,Student and Other Deposits,1214264
201530409349300408,420772559,Annuities Payable,602167
201530409349300408,420772559,US Government Grants Refundable,2522729
201520419349300217,340714629,ANNUITY OBLIGATIONS,3582175
201520419349300217,340714629,US GOVERNMENT ADVANCES FOR PERKINS LOANS,2330797
201520419349300217,340714629,ASSET IMPAIRMENT EXTIMATES,844568
201520419349300217,340714629,FUNDS HELD FOR STUDENT GROUPS,505910
201520419349300217,340714629,DEFERRED COMPENSATION,84435
201530439349302343,930845182,STUDENT DEPOSITS,28000
201530439349302343,930845182,ACCRUED VACATION PAYABLE,75777
201530439349302343,930845182,EQUITY IN DEFICIT OF SUBSIDIARIES,606617
201520439349301372,510413351,DUE TO AFFILIATE,91647
201540429349301964,010271210,DUE TO FEDERAL GOVERNMENT,391408
201540429349301964,010271210,ASSET RETIREMENT OBLIGATION,810650
201540429349301964,010271210,CAPITAL LEASE OBLIGATION,254054
201540429349301964,010271210,FAIR VALUE OF INTEREST RATE SWAP,64293
201540429349301289,231352652,DUE TO OTHERS,176079
201540429349301289,231352652,DEPOSITS PAYABLE,536963
201540429349301289,231352652,OTHER POST-EMPLOYMENT BENEFITS,5830978
201540429349301289,231352652,ANNUITIES PAYABLE,2765592
201540429349301289,231352652,ADVANCE FROM FEDERAL GOVERNMENT FOR STUDENT LOANS,1446664
201530429349301023,440545271,Damage Deposits,17075
201530429349301023,440545271,Annuity Payable,97810
201530429349301023,440545271,Liability under Unitrust,522372
201530429349301108,237373765,ACCRUED COMPENSATION AND VACATION,149373
201530429349301108,237373765,ACCRUED RETIREMENT,85727
201510429349301836,043349703,CAPITAL LEASE OBLIGATIONS,961036
201530439349301208,440545286,REFUNDABLE GOVERNMENT ADVANCES,1050067
201540429349301729,061013935,SPLIT-INTEREST AGREEMENT,125716
201510409349300646,370864020,Deferred Lease Incentives,260524
201510409349300646,370864020,Interest Rate Swap Contract,1012322
201510409349300646,370864020,Deferred Rent Obligations,14629000
201510409349300646,370864020,Perkins Student Loan Advances,4045350
201530409349300913,310536647,Deposits,679898
201530409349300913,310536647,Life income payments,3517050
201530409349300913,310536647,Deferred compensation,110414
201530409349300913,310536647,Fair value of swap agreements,383262
201530409349300913,310536647,Advances from government for federal students loans,2062271
201530379349301253,470378777,Capital Lease,426045
201530379349301253,470378777,Deposits Payable,378800
201530379349301253,470378777,Funds Held in Custody of Others,53880
201530379349301253,470378777,Asset Retirement Obligation,567318
201530379349301253,470378777,Refundable Advances Federal Perkins,880910
201530379349301253,470378777,Due to Foundation,488370
201530419349301803,042104778,DEFERRED TUITION AND FEES,1340696
