object_id,ein,Dsc,BkVlAmt,MthdVltnCd
201510159349301406,350867954,NOTES RECEIVABLE,71729,C
201510159349301406,350867954,REAL ESTATE,2212463,F
201510159349301406,350867954,LIFE INSURANCE,205865,F
201510159349301406,350867954,BENEFICIAL INTEREST IN PERPETUAL TRUSTS,3753426,F
201510159349301406,350867954,DEPOSITS WITH EXTERNAL TRUSTEES,3598007,F
201500129349300710,131916574,FOREIGN EQUITY SECURITIES,10376267,F
201500129349300710,131916574,HEDGE FUNDS,19058020,F
201500129349300710,131916574,REAL ASSETS,8017887,F
201510099349301271,560547478,Financial derivatives and other financial products
201510099349301271,560547478,Closely-held equity interests
201500129349301310,390806297,VENTURE CAPITAL,68120993,F
201520149349301257,560532303,ALTERNATIVE INVESTMENTS,176570089,F
201520149349301257,560532303,OTHER,1367683,F
201520149349301257,560532303,REAL ESTATE,938648,F
201520149349301262,620518288,ALTERNATIVE INVESTMENTS(LEVEL 2) WITH SIGNIFICANT OTHER OBSERVABLE INPUTS,7292575,F
201520149349301262,620518288,ALTERNATIVE INVESTMENTS (LEVEL 3) WITH SIGNIFICANT UNOBSERVABLE INPUTS,1958577,F
201520149349301262,620518288,PRIVATE EQUITY FUNDS,1436974,F
201530149349300748,370661217,Certificates of Deposit,38389,F
201530149349300748,370661217,Closed end Mutual Funds,7095706,F
201530149349300748,370661217,Funds held in Trust by others,1155643,F
201510129349300846,042037931,RESTRICTED BANK CD,148079,F
201520129349301107,240795495,SILCHESTER INTERNATIONAL INVESTORS,15734920,F
201520129349301107,240795495,ABS OFFSHORE SPC CLASS B,8484776,F
201520129349301107,240795495,STATE STREET GLOBAL ADVISORS,31012167,F
201520129349301107,240795495,GROSVENOR CAPITAL MANAGEMENT,13917827,F
201520129349301107,240795495,EII GLOBAL PROPERTY FUND,7494836,F
201520129349301107,240795495,"MFS INTERNATIONAL GROWTH, LLC",11170898,F
201520129349301107,240795495,"IR&M CORE BOND FUND, LLC",11500000,F
201520129349301107,240795495,"PICTET EMERGING LOCAL CURRENCY DEBT FUND, LLC",950000,F
201520129349301107,240795495,"MBIA, INC. 29.7 YEAR GIC",4374322,F
201540219349300119,610444671,PRIVATE EQUITY SECURITIES,66671977,F
201540219349300119,610444671,SMALL CAP EQUITIES,23088870,F
201540219349300119,610444671,ALTERNATIVE EQUITY STRATEGIES,30270120,F
201540219349300119,610444671,NOTES RECEIVABLE AND OTHER,1536888,F
201540219349300119,610444671,LARGE CAP EQUITIES,36193312,F
201510139349301301,042596491,CERTIFICATES OF DEPOSIT,125474,F
201510139349301301,042596491,EQUITY MUTUAL FUNDS,153463,F
201510139349301301,042596491,CORPORATE BONDS,231814,F
201520229349300902,131740285,Financial derivatives and other financial products
201520229349300902,131740285,Closely-held equity interests
201520169349300027,362216176,ALTERNATIVE INVESTMENTS,7087826,F
201530299349300113,541251090,CORPORATE BONDS,11277,F
201530299349300113,541251090,EQUITY SECURITIES,460207,F
201500309349301800,042111203,Partnerships/Alternative Investments,336608911,F
201500309349301800,042111203,Other,321179,F
201510309349300546,340868798,BENEFICIAL INTEREST IN PERPETUAL TRUST,368775,F
201510309349300546,340868798,ASSETS DESIGNATED FOR LONG-TERM INVESTMENT,7461344,F
201500349349300965,910473310,EQUITY INDEX FUND,9417360,F
201500349349300965,910473310,COMMODITIES,2743898,F
201500349349300965,910473310,REAL ESTATE INVESTMENT,9161109,F
201500349349300965,910473310,NOTES REC. COLL/REAL ESTATE,222800,F
201500349349300965,910473310,SINGLE PREMIUM LIFE INS. POLICY,143546,F
201500349349300965,910473310,LIMITED PARTNERSHIPS,5239015,F
201500349349300965,910473310,PRIVATE EQUITY FUNDS,4381326,F
201500349349300965,910473310,HEDGE FUNDS,8039454,F
201500349349300965,910473310,OTHER INVESTMENTS,257464,F
201530369349300718,362181973,REAL ASSETS,2417807,F
201530369349300718,362181973,PRIVATE EQUITY,1973324,F
201530369349300718,362181973,HEDGE FUNDS,22982810,F
201530349349300408,410693977,REAL ESTATE FUNDS,2696195,F
201530349349300408,410693977,FUNDS HELD IN TRUST,2958192,F
201530349349300408,410693977,NOTES RECEIVABLE,106855,F
201530349349300408,410693977,PRIVATE EQUITY FUNDS,5092630,F
201530349349300408,410693977,HEDGE FUND,9518674,F
201530349349300408,410693977,INTERNATIONAL EQUITY FUNDS,13170883,F
201530349349300408,410693977,DOMESTIC FIXED INCOME FUNDS,1794387,F
201530349349300408,410693977,INTERNATIONAL FIXED INCOME FUNDS,1991491,F
201500339349300705,470377991,MONEY MARKET & CERT. DEPOSIT,10667390,F
201500339349300705,470377991,ALTERNATIVE INVESTMENTS,15716143,F
201500339349300705,470377991,REAL ESTATE & REITS,9753419,F
201530309349301108,420680351,CSV - LIFE INSURANCE,2549709,F
201530309349301108,420680351,OTHER,7146803,F
201530309349301108,420680351,FUND OF HEDGE FUNDS,12032733,F
201530309349301318,620479365,ENDOWMENT FUNDS INVESTMENTS,72958,F
201530309349301318,620479365,ANNUITY FUND INVESTMENTS,230158,F
201520419349301982,540505922,Hedged funds,11830343,F
201520419349301982,540505922,Commodities,1223677,F
201520419349301982,540505922,Private capital,3932614,F
201520419349301982,540505922,Distressed debt,616190,F
201520419349301982,540505922,Real estate,2199114,F
201520419349301982,540505922,Natural Resources,2465741,F
201500439349302555,364479457,US TREASURY NOTES,135557802,F
201500439349302555,364479457,TMCC NOTES,35036843,F
201530429349301023,440545271,Fund of Funds,23996066,F
201530429349301023,440545271,Managed Futures,3497821,F
201530429349301023,440545271,Beneficial Interest in Perpetual Trust,9344486,F
201520389349300307,020222154,AEW REAL ESTATE INVESTMENT,1785209,F
201520389349300307,020222154,WEATHERLOW OFFSHORE FUND,3893586,F
201520389349300307,020222154,NYES LEDGE CAPITAL OFFSHORE FUND,1969196,F
201520389349300307,020222154,FORESTER DIVERSIFIED,1913731,F
201520389349300307,020222154,GMO INTERNATIONAL EQUITY ALLOCATION III,3054601,F
201520389349300307,020222154,FIDELITY SPARTAN TOTAL MARKET INDEX FUND,2985042,F
201530419349301803,042104778,MONEY MARKET FUNDS,112387,C
201530419349301803,042104778,MUTUAL FUND - EQUITIES,3724040,F
201530419349301803,042104778,MUTUAL FUNDS - BONDS,4778340,F
201510419349300416,440545914,PRIVATE EQUITY,1138873,F
201510419349300416,440545914,REAL ESTATE,25006638,F
201510419349300416,440545914,INVESTMENT IN CONSOLIDATED ENTITY - COLLEGEHILL INVESTMENTS,-37708,C
201510419349300416,440545914,RESTRICTED INVESTMENTS HELD BY BOND TRUSTEE,1241461,F
201510419349300416,440545914,INTEREST IN INVESTMENTS HELD BY OTHER,4060888,F
201510419349300416,440545914,BENEFICIAL INTEREST IN PERPETUAL TRUST,1322008,F
201510419349300416,440545914,OTHER,772953,F
201530429349301473,941585735,ALTERNATIVE INVESTMENTS,7763436,F
201530429349301473,941585735,SPLIT INTEREST TRUSTS,799183,F
201510429349300816,042103701,CASH AND EQUIVALENTS,69681,F
201510429349300816,042103701,PUBLIC SECURITIES,1218361,F
201510429349300816,042103701,MUTUAL FUNDS,12024692,F
201510429349300816,042103701,INVESTMENTS HELD IN TRUST,1882534,F
201530439349301828,150532239,mutual funds and limited partnerships,196260548,F
201520429349300812,620484185,LONG-TERM INVESTMENTS,21600424,F
201510439349300711,390806263,Hedge Funds,4970161,F
201510439349300711,390806263,Private Equity Funds,556113,F
201510439349300711,390806263,Real Estate Funds,1233713,F
201520429349300032,430652675,ALTERNATE STRATEGIES,49178546,F
201520429349300032,430652675,REAL ESTATE,9212768,F
201520419349301562,540505892,Alternatives-Real Assets,8822948,F
201520419349301562,540505892,Alternatives-Hedge Funds,11725803,F
201520419349301562,540505892,Alternatives-Defensive Equity Fund,3701560,F
201530439349302123,591146751,Financial derivatives and other financial products
201530439349302123,591146751,Closely-held equity interests
201520379349301252,381374230,Common Stocks,29680497,F
201520379349301252,381374230,Gov't & Agency Bonds,8552793,F
201520379349301252,381374230,Corporate Bonds,38334979,F
201520379349301252,381374230,Hedge Funds,1964782,F
201520379349301252,381374230,Other,5062939,F
201500439349302020,131628149,Private Equity,74700544,F
201500439349302020,131628149,Hedge Funds,181014599,F
201500439349302020,131628149,Real Assets,2345978,F
201500439349302020,131628149,Mutual Funds,6457233,F
201500379349301315,530199507,HEDGE FUNDS,42121073,F
201500379349301315,530199507,PRIVATE REAL ASSET FUNDS,4882121,F
201500379349301315,530199507,PRIVATE EQUITY FUNDS,7561501,F
201500379349301315,530199507,COMMINGLED FUNDS-FIXED INCOME,2774988,F
201500439349300100,951744369,Limited partnerships,99583,F
201500439349300100,951744369,Real estate,40667936,F
201500439349300100,951744369,Other investments,899585,F
201540459349300014,560529982,EQUITY SECURITIES,61896715,F
201540459349300014,560529982,BOND FUNDS,12488685,F
201530509349300018,620475690,Financial derivatives and other financial products
201530509349300018,620475690,Closely-held equity interests
201510479349302271,952501387,OTHER SECURITIES,59436697,F
201530479349301653,750917417,Financial derivatives and other financial products
201530479349301653,750917417,Closely-held equity interests
201520479349301632,570314374,MONEY FUNDS,1785007,F
201520479349301632,570314374,UMC BOARD COLLEGE FUND,373229,F
201520479349301632,570314374,UMC BOARD INV. POOL,1102541,F
201520479349301632,570314374,MONEY MARKET,861583,F
201520479349301632,570314374,FUNDS HELD IN TRUSTS,481821,F
201520479349301632,570314374,CORPORATE STOCKS,6184144,F
201520479349301632,570314374,CORPORATE BONDS,5301680,F
201520479349301632,570314374,GOVERNMENT BONDS,4604303,F
201520479349301632,570314374,MUTUAL FUNDS,4546548,F
201530479349301393,362593545,PRIVATE EQUITY AND HEDGE FUNDS,15210089,F
201540449349301824,620502739,MONEY MARKET CASH ACCOUNTS,690589,F
201540449349301824,620502739,CERTIFICATE OF DEPOSITS,2112490,F
201540449349301824,620502739,COMMON STOCKS,8145681,F
201540449349301824,620502739,INTERNATIONAL EQUITY FUNDS,1310763,F
201540449349301824,620502739,U.S. GOVERNMENT INSTRUMENTS,5124332,F
201540449349301824,620502739,"REGIONS SOUTHEAST TIMBER FUND II, LLC",485450,F
201520449349302627,133508093,MULTI-STRATEGY EQUITY FUND,62939579,F
201520449349302627,133508093,MULTI STRATEGY BOND FUND,20936963,F
201520449349302627,133508093,GOVERNMENT MONEY MARKET FUND,10542339,F
201520449349302627,133508093,MULTI-STRATEGY COMMODITIES FD,3435398,F
201520449349302627,133508093,LIMITED PARTNERSHIPS,1043472,F
201520449349302627,133508093,CASH VALUE OF LIFE INSURANCE,38380,F
201500489349301365,610444763,INVESTMENTS - OTHER,4672623,F
201530489349300713,620483210,IN-KIND ENDOWMENT (LAND),450000,C
201530489349300713,620483210,OPERATING INVESTMENT (LAND HELD FOR RESALE),1831750,C
201500569349300300,540505977,LIMITED PARTNERSHIP INTERESTS,798716222,F
201500569349300300,540505977,FUNDS HELD IN TRUST BY OTHERS,451768221,F
201530449349301713,540506306,Non-publicly traded investments,46056853,F
201530489349302068,310971599,EDWARD JONES,3279382,F
201530489349302068,310971599,QUASI ENDOWMENT,764452,F
201530489349302068,310971599,COMMUNITY FOUNDATION,34143,F
201530489349302068,310971599,INLAND WESTERN R.E. TRUST,19078,F
201510449349300026,141468399,LIMITED PARTNERSHIPS - INTERNATIONAL INVESTMENTS,12425234,F
201510449349300026,141468399,HEDGE FUNDS,3370197,F
201510449349300026,141468399,DOMESTIC EQUITY FUND,4483798,F
201510449349300026,141468399,INTERNATIONAL EQUITY FUND,4402628,F
201540449349301429,410747165,ANNUITY CONTRACTS,20916,F
201540449349301429,410747165,CSV OF LIFE INSURANCE POLICIES,315556,F
201540449349301429,410747165,DYNAMIC ASSET ALLOCATION OVERLAY FUND,9810648,F
201540449349301429,410747165,FUNDS OF HEDGE FUNDS,6864117,F
201520449349300407,231433899,NEW CHURCH INVESTMENT FUND,160213225,F
201520449349300407,231433899,EQUITY SECURITIES,54932773,F
201520449349300407,231433899,OTHER INVESTMENTS,516556,F
201520449349300407,231433899,INVESTMENTS HELD UNDER PLANNED GIVING AGREEMENTS,3271137,F
201520449349300407,231433899,FIXED INCOME AND SHORT TERM INVESTMENTS,28891086,F
201510519349300311,480543736,REAL ESTATE & FARM PROPERTY,4350905,C
201510519349300311,480543736,MISCELLANEOUS,472409,C
201500449349301470,951958142,ALTERNATIVE INVESTMENTS,98515780,F
201530449349301608,314379435,REAL ESTATE,13701,C
201530449349301608,314379435,HEDGE FUNDS,7219301,F
201530449349301608,314379435,PRIVATE EQUITY FUNDS,4770147,F
201520489349300107,236297362,CERTIFICATE OF DEPOSIT,250000,F
201500559349300515,420680466,INVESTMENT IN SUBSIDIARY,1947487,C
201510449349301706,381459365,SPLIT INTEREST AGREEMENTS,3260347,F
201530549349300703,160759798,Funds held by bond trustees,3280926,F
201540479349300419,560530242,DOMESTIC EQUITIES FUNDS,22655390,F
201540479349300419,560530242,INT. EQUITIES FUNDS,24187886,F
201540479349300419,560530242,FIXED INCOME FUNDS,7577678,F
201540479349300419,560530242,CHARITABLE TRUSTS INV.,613227,F
201540479349300419,560530242,FUND OF FUNDS,15392576,F
201540479349300419,560530242,PRIVATE EQUITY,4561865,F
201540479349300419,560530242,PRIVATE REAL ESTATE FUNDS,602675,F
201540479349300419,560530242,TIMBER,9320737,F
201540479349300419,560530242,REITS,6024228,F
201500479349301665,350868086,FUND OF FUNDS,9202006,F
201500479349301665,350868086,FUNDS OF HEDGE FUNDS,13574383,F
201500479349301665,350868086,REAL ESTATE AND PERSONAL PROPERTY,4520000,F
201500479349301665,350868086,PRIVATE EQUITY,900088,F
201500479349301665,350868086,PRIVATE PARTNERSHIPS,6596076,F
201520489349301002,420680404,REAL ESTATE INVESTMENTS,524300,F
201520489349301002,420680404,CASH SURRENDER VALUE - LIFE INSURANCE,271024,F
201520489349301002,420680404,OTHER,273814,F
201520489349301002,420680404,"COMMINGLED FUNDS, DIVERSIFIED GROWTH",11219908,F
201520489349301002,420680404,"HEDGE FUNDS, DIVERSIFIED GROWTH",28867149,F
201520489349301002,420680404,"PRIVATE EQUITY FUNDS, DIVERSIFIED GROWTH",9432412,F
201510489349301166,730579298,HEDGE FUNDS,188905845,F
201510489349301166,730579298,PRIVATE EQUITY,34026789,F
201520589349300817,231365953,ASSETS OF POOLED INCOME FUND,129607,F
201520589349300817,231365953,ASSETS HELD IN CHARITABLE REMAINDER,4095000,F
201520589349300817,231365953,BENEFICIAL INTEREST IN REMAINDER TRUST,3323965,F
201500619349300720,716056774,EQUITY SECURITIES,68021990,F
201500619349300720,716056774,FIXED INCOME SECURITIES,24385936,F
201500619349300720,716056774,SHORT-TERM INVESTMENTS,14681356,F
201500619349300720,716056774,COMMINGLED FUNDS-EQUITIES,302698578,F
201500619349300720,716056774,OTHER PARTNERSHIPS,135402888,F
201500619349300720,716056774,NON-MARKETABLE ALTERNATIVES,126478530,F
201500619349300720,716056774,MARKETABLE ALTERNATIVES,143517077,F
