object_id,ein,BsnssNmLn1Txt,AddrssLn1Txt,CtyNm,SttAbbrvtnCd,ZIPCd,FcltyTxt
201531339349302918,231352685,PENN MEDICINE AT RADNOR,250 KING OF PRUSSIA ROAD,BALA CYNWYD,PA,19004,OUTPATIENT FACILITY
201531339349302918,231352685,PENN MEDICINE AT BUCKS COUNTY,777 TOWNSHIP LINE ROAD,YARDLEY,PA,19067,OUTPATIENT FACILITY
201531339349302918,231352685,PENN MEDICINE AT VALLEY FORGE,1001 CHESTERBROOK BLVD,BERWYN,PA,19312,OUTPATIENT FACILITY
201531339349302918,231352685,PENN MEDICINE AT WOODBURY HEIGHTS,1006 MANTUA PIKE,WOODBURY HEIGHTS,NJ,08097,OUTPATIENT FACILITY
201531339349302918,231352685,PENN MEDICINE AT RITTENHOUSE,1800 LOMBARD STREET,PHILADELPHIA,PA,19146,INPATIENT REHABILITATION
201531339349302918,231352685,ANATOMY CHEMISTRY,420 GUARDIAN DRIVE,PHILADEPHIA,PA,19104,RESEARCH FACILITY
201531339349302918,231352685,BIOMEDICAL RESEARCH BUILDING 2,500 OSLER CIRCLE,PHILADELPHIA,PA,19104,RESEARCH FACILITY
201531339349302918,231352685,BLOCKLEY HALL,423 GUARDIAN DRIVE,PHILADELPHIA,PA,19104,RESEARCH FACILITY
201531339349302918,231352685,CAROLYN HOFF LYNCH BIOLOGY LAB,435 S UNIVERSITY AVENUE,PHILADELPHIA,PA,19104,RESEARCH FACILITY
201531339349302918,231352685,CHEMISTRY LABORATORIES - 1958 WING,231 S 34TH STREET,PHILADELPHIA,PA,19104,RESEARCH FACILITY
201531339349302918,231352685,CHESTNUT HALL,3900 CHESTNUT STREET,PHILADELPHIA,PA,19104,RESEARCH FACILITY
201531339349302918,231352685,CLINICAL RESEARCH BUILDING,415 CURIE BLVD,PHILADELPHIA,PA,19104,RESEARCH FACILITY
201531339349302918,231352685,GL LABORATORY BUILDING,500 S RIDGEWAY,GLENOLDEN,PA,19036,RESEARCH FACILITY
201531339349302918,231352685,GODDARD LABORATORIES,3710 HAMILTON WALK,PHILADELPHIA,PA,19104,RESEARCH FACILITY
