object_id,ein,BsnssNmLn1Txt,TrnsctnTxt,InvlvdAmt,MthdOfAmntDtrmntnTxt
201703479349300920,910615846,NORTHWEST UNIVERSITY FOUNDATION,A,76552,ACTUAL COSTS
201703479349300920,910615846,NORTHWEST UNIVERSITY FOUNDATION,C,47148,ACTUAL COSTS
201703479349300920,910615846,NORTHWEST UNIVERSITY FOUNDATION,Q,47149,ACTUAL COSTS
201703429349300225,750800653,Baptist General Convention of Texas,C,0,Book
201713469349300631,943204136,Menlo School and Menlo College,Q,194450,FMV
201713469349300631,943204136,Menlo School and Menlo College,P,1270,FMV
201713489349300116,390806263,School Sisters of St Francis,US Province,r,417159
201713189349309806,161359213,STATE OF NEW YORK,P,311723,MARKET VALUE
201713189349309806,161359213,STATE OF NEW YORK,E,52642,MARKET VALUE
201733429349300628,911838771,Metropolitan Community College,i,1100400,Cash Payment
201703189349310400,452880238,HOLY SPIRIT PREPARATORY SCHOOL INC,O,46261,LEASED EMPLOYEES-PART IX LINE 11G
201703429349300000,010802914,California St UniversityChannel Islands,p,287157,Payment
201703429349300000,010802914,California St UniversityChannel Islands,q,857747,Payment
201703429349300000,010802914,CI University Auxiliary Services Inc,o,151641,Payment
201703429349300000,010802914,CI University Auxiliary Services Inc,p,617292,Payment
201703429349300000,010802914,CI University Auxiliary Services Inc,q,32441,Payment
201703429349300000,010802914,CSU Channel Islands Foundation,p,30,Payment
201703429349300000,010802914,CSU Channel Islands Foundation,q,2684,Payment
201703429349300000,010802914,CSU Channel Islands Site Authority,p,12655,Payment
201703429349300000,010802914,CSU Channel Islands Site Authority,q,8500,Payment
201703189349308560,581418202,AUGUSTA UNIVERSITY,B,56764724,AUDITED FINANCIAL STATEMENT
201703189349308560,581418202,aUGUSTA UNIVERSITY,P,774605,aUDITED FINANCIAL STATEMENT
201713189349306656,980148939,Auckland Uniservices Limited,a,1015610,FMV
201713189349306656,980148939,Auckland Uniservices Limited,e,42838019,FMV
201713189349306656,980148939,Auckland Uniservices Limited,n,5915685,FMV
201713189349306656,980148939,Auckland Uniservices Limited,o,4875349,FMV
201713189349306656,980148939,Auckland Uniservices Limited,s,584182,FMV
201713189349306656,980148939,The University of Auckland Foundation,c,3732039,FMV
201713189349306656,980148939,The University of Auckland Foundation,l,20037483,FMV
201713189349306656,980148939,The University of Auckland Foundation,o,175323,FMV
201713199349303801,160743900,Alfred University Housing Corporation,q,0,Transactions are below the threshold.
201713199349303801,160743900,Saxon Inn Inc,p,0,Transactions are below the threshold.
201713199349300126,550753754,CAMC Foundation Inc,C,230562,Fair Market Value
201713199349300126,550753754,Charleston Area Medical Center Inc,S,6120047,Fair Market Value
201713199349300126,550753754,Charleston Area Medical Center Inc,K,264857,Contract
201713199349300126,550753754,Charleston Area Medical Center Inc,L,17361977,Contract
201713199349300126,550753754,Charleston Area Medical Center Inc,M,418836,Fair Market Value
201713199349300126,550753754,Charleston Area Medical Center Inc,P,3331828,Fair Market Value
201713199349300126,550753754,Charleston Area Medical Center Inc,Q,448480,Fair Market Value
201703179349307890,680298406,University of Northern California Found,b,214577,Cash value
201703189349308925,480543728,ASSOCIATED COLLEGES OF CENTRAL KANS,M,264286,COST
201713189349313481,351358522,FIRST BAPTIST CHURCH OF HAMMOND INDIANA,c
201723489349300207,620548913,CUMBERLAND PRESBYTERIAN CHURCH,C,134071,FMV
201713149349301601,136171197,THE MOUNT SINAI HOSPITAL,C,26196000,COST
201713149349301601,136171197,THE MOUNT SINAI MEDICAL CENTER INC,S,670420,COST
201713149349301601,136171197,THE MOUNT SINAI HOSPITAL,J,7013360,COST
201713149349301601,136171197,THE MOUNT SINAI HOSPITAL,N,11078525,COST
201713149349301601,136171197,THE MOUNT SINAI HOSPITAL,O,23816797,COST
201713149349301601,136171197,THE MOUNT SINAI HOSPITAL,P,1564600000,COST
201713149349301601,136171197,THE MOUNT SINAI HOSPITAL,Q,242693004,COST
201713149349301601,136171197,THE MOUNT SINAI MEDICAL CENTER INC,I,3067502,COST
201713149349301601,136171197,THE MOUNT SINAI HOSPITAL,S,670420,COST
201713149349301601,136171197,THE MOUNT SINAI HOSPITAL,I,3067502,COST
201713149349301601,136171197,MOUNT SINAI CHILDREN'S CENTER FOUNDATION INC,O,100621,COST
201713149349301601,136171197,MOUNT SINAI CHILDREN'S CENTER FOUNDATION INC,C,1007140,COST
201713149349301601,136171197,MITRAL FOUNDATION,O,322803,COST
201713149349301601,136171197,MITRAL FOUNDATION,C,120687,COST
201713149349301601,136171197,VALENTIN FUSTER MT SINAI FND SCI HLTH,C,468965,COST
201713149349301601,136171197,THE MOUNT SINAI MEDICAL CENTER INC,I,16841296,FMV
201713149349301601,136171197,Beth Israel Medical Center,Q,126605105,COST
201713149349301601,136171197,Beth Israel Medical Center,N,11235808,COST
201713149349301601,136171197,Beth Israel Medical Center,O,61350542,COST
201713149349301601,136171197,Beth Israel Medical Center,P,23722336,COST
201713149349301601,136171197,St Luke's-Roosevelt Hospital Center,Q,92850931,COST
201713149349301601,136171197,St Luke's-Roosevelt Hospital Center,N,9253488,COST
201713149349301601,136171197,St Luke's-Roosevelt Hospital Center,O,40979543,COST
201713149349301601,136171197,St Luke's-Roosevelt Hospital Center,P,34835735,COST
201713149349301601,136171197,NEW YORK EYE & EAR INFIRMARY,P,203069,COST
201723199349312827,611531458,UNAM FOUNDATION,l,CONTRIBUTED SERVICE
201723389349300437,540575812,Mennonite Education Agency,c,42256
201723389349300437,540575812,Mennonite Education Agency,p,80015
201733179349307033,471994752,FRIENDSHIP BIBLE CHURCH,c,155,ACTUAL
201733179349307033,471994752,FRIENDSHIP BIBLE CHURCH,k,7050,ACTUAL
201733179349307033,471994752,FRIENDSHIP BIBLE CHURCH,n,NONE
201743459349300439,840442429,CCU Endowment Foundation,C,178800,FMV-Cash
201743459349300439,840442429,CCU Endowment Foundation,D,29658,FMV-Book Value
201703179349303590,475138693,AILERON,S,309841,CASH
201713139349300211,200617900,THE FREEDOM FORUM INC,C,1631039,CASH
201713139349300211,200617900,NEWSEUM INC,C,4128275,CASH
201713139349300211,200617900,NEWSEUM INC,N,582347,CASH
201723259349300002,041843040,CRUT'S CRAT'S PIF'S PERPETUAL REMAINDER,A(i),673697,PV
201723259349300002,041843040,TRUST
201723179349302037,430471057,RANKEN COMMUNITY DEVELOPMENT CORP,R,42909,INTERCO A/R
201723179349306102,263031521,RED LAKE BAND OF CHIPPEWA INDIANS,C,150000,AMOUNT RECEIVED
201723179349306102,263031521,RED LAKE BAND OF CHIPPEWA INDIANS (RETIREMENT CONTRIBUTIONS),R,43625,AMOUNT PAID
201723179349306102,263031521,RED LAKE BAND OF CHIPPEWA INDIANS (INSURANCE CONTRIBUTIONS),R,111995,AMOUNT PAID
201723179349306102,263031521,RED LAKE BAND OF CHIPPEWA INDIANS (UNEMPLOYMENT CONTRIBUTIONS),R,5722,AMOUNT PAID
201723179349306102,263031521,RED LAKE BAND OF CHIPPEWA INDIANS (INDIRECT COSTS),R,108832,AMOUNT PAID
201703469349300115,620812782,ST CECILIA CONGREGATION,M,526474,ACTUAL SR STIPENDS PAID
201703469349300115,620812782,DOMINICAN CAMPUS,N,501614,ACTUAL ASSESSMENT
201703469349300115,620812782,ST CECILIA CONGREGATION,B,582081,ACTUAL SR SCHLR AWARDS
201703469349300115,620812782,ST CECILIA CONGREGATION,C,565527,DONATED SERVICES ESTIMATE
201703469349300115,620812782,ST CECILIA CONGREGATION,K,32867,FACILITY USE ITALY
201723249349300207,203287316,RAF INC,C,105000
201723249349300207,203287316,OAK SERVICE CORPORATION,C,584043
201723249349300207,203287316,RAF INC,P,8300
201723249349300207,203287316,OAK SERVICE CORPORATION,M,372430
201733329349300768,750851900,ACIMCO,c,100000
201733329349300768,750851900,Grace L Woodward Memorial Endowment,c,1521358
201703189349301430,541863192,CHRISTOPHER NEWPORT UNIVERSITY,B,1698341,CASH
201703189349301430,541863192,CHRISTOPHER NEWPORT UNIVERSITY,J,8480824,CASH
201703149349301450,541854399,VIRGINIA COMMONWEALTH UNIVERSITY,B,360352
201703149349301450,541854399,VIRGINIA COMMONWEALTH UNIVERSITY,C,1164280
201703149349301450,541854399,VIRGINIA COMMONWEALTH UNIVERSITY,N,46068
201723179349305542,541919810,PATRICK HENRY COLLEGE FOUNDATION,D,286344
201723179349305542,541919810,PATRICK HENRY COLLEGE FOUNDATION,C,1000
201723179349305542,541919810,PATRICK HENRY COLLEGE FOUNDATION,E,900000
201713329349300326,580619030,Georgia Baptist Convention,C,999996
201713329349300326,580619030,Georgia Baptist Foundation Inc,E,885397
201703079349300225,237275328,BIG BEND COMMUNITY COLLEGE,P,89650,CASH PAYMENTS
201703079349300225,237275328,BIG BEND COMMUNITY COLLEGE,J,45161,RENTAL INCOME
201703079349300225,237275328,BIG BEND COMMUNITY COLLEGE,P,183495,SALARY REIMBURSEMENT
201703079349300225,237275328,BIG BEND COMMUNITY COLLEGE,P,40703,SALARY GRANT REIMBURSEMENT
201743429349300034,710430687,MID-AMERICA STUDENT HOUSING INC,A,34712,IMPUTED INTEREST
201743429349300034,710430687,MID-AMERICA STUDENT HOUSING INC,D,500000,LOANS RECEIVABLE FROM PY
201743429349300034,710430687,MID-AMERICA STUDENT HOUSING INC,D,762675,NOTE RECEIVABLE
201743429349300034,710430687,MID-AMERICA STUDENT HOUSING INC,L,55000,ADMINISTRATIVE SERVICES
201800399349300300,610444763,Turner Foundation For Lindsey Wilson College Inc,K,229167,FMV
201800399349300300,610444763,Turner Foundation For Lindsey Wilson College Inc,I,18033494,Adjusted basis
201820089349300342,010211497,Colby College Charitable Trust,c,9380,Cash transaction
201810269349300246,134356799,FLORIDA STATE UNIVERSITY,"o, p",79620,ACTUAL
201810269349300246,134356799,FLORIDA STATE UNIVERSITY,n,IN KIND
201713499349300956,596046500,FIT MUSEUM OF ART INC,FIT MUSEUM OF ART INC,D,1512481,COST
201800269349301025,420680404,BVU FUND LP,S,3000000,CASH DISTRIBUTI
201810469349301506,930386908,Grayco Resources Inc,k,70000,Lease agreement
201810469349301506,930386908,Grayco Resources Inc,s,60000,Loan payments
201733499349301258,550357056,WV CONOF THE UNITED METHODIST CH,C,93958,CASH VALUE
201800169349300400,383589120,THE MILLER FOUNDATION,C,99000,CASH VALUE
201800169349300400,383589120,THE MILLER FOUNDATION,R,8724,CASH VALUE
201820329349300137,344430762,Project 701,r,1,"All amounts under $50,000"
201820329349300307,560657294,METHODIST UNIVERSITY DEVELOPMENT CORP,A,30163,FMV CASH
201820329349300307,560657294,KING'S GRANT GOLF MANAGEMENT LLC,D,93187,FMV CASH
201820329349300307,560657294,METHODIST UNIVERSITY DEVELOPMENT CORP,J,151691,FMV CASH
201820329349300307,560657294,METHODIST UNIVERSITY DEVELOPMENT CORP,K,186000,FMV CASH
201820329349300307,560657294,DE MINIMIS,O,0,FMV CASH
201820329349300307,560657294,DE MINIMIS,Q,0,FMV CASH
201830449349300723,530199507,gallaudet foundation,d,380294,cost
201713499349300541,231501197,Sisters of the Holy Family of Nazareth,k,60000,cost
201713499349300541,231501197,Sisters of the Holy Family of Nazareth,m,1055739,cost
201743529349300814,990255042,GAKKO HOJIN TOKAI DAIGAKU (TOKAI UNIVERSITY SYSTEM - JAPAN NONPROFIT),C,2244992,ACTUAL AMOUNT ON ACCRUAL BASIS
201743529349300814,990255042,GAKKO HOJIN TOKAI DAIGAKU (TOKAI UNIVERSITY SYSTEM - JAPAN NONPROFIT),S,268650,ACTUAL AMOUNT ON ACCRUAL BASIS
