object_id,ein,DsrgrddEnttyNm_BsnssNmLn1Txt,USAddrss_AddrssLn1Txt,USAddrss_CtyNm,USAddrss_SttAbbrvtnCd,USAddrss_ZIPCd,IdDsrgrddEntts_EIN,IdDsrgrddEntts_PrmryActvtsTxt,IdDsrgrddEntts_LglDmclSttCd,IdDsrgrddEntts_TtlIncmAmt,IdDsrgrddEntts_EndOfYrAsstsAmt,DrctCntrllngEnttyNm_BsnssNmLn1Txt
202001019349301400,340714818,GOOD VENTURE ENTERPRISES LLC,1235 UNIVERSITY BOULEVARD,STEUBENVILLE,OH,43952,340714818,PROVIDE DORMITORY & SOCIAL SPACE FOR STUDENTS & GUESTS,OH,-3678149,20275262,N/A
202001019349301400,340714818,GOOD VENTURE HIH LLC,1235 UNIVERSITY BOULEVARD,STEUBENVILLE,OH,43952,261329844,SHELL CONTAINING HOTEL FRANCHISE FLAG,OH,263,1,N/A
202001019349301400,340714818,GOOD VENTURE BELLEVIEW,1235 UNIVERSITY BOULEVARD,STEUBENVILLE,OH,43952,340714818,FUTURE DEVELOPMENT FOR CAMPUS EXPANSION,OH,0,2007865,N/A
202001019349301400,340714818,GOOD VENTURE PROPERTIES,1235 UNIVERSITY BOULEVARD,STEUBENVILLE,OH,43952,340714818,PROVIDE HOTEL SERVICES AND DEVELOPMENT FOR CAMPUS EXPANSION,OH,2637651,24570673,N/A
202001019349301400,340714818,GOOD VENTURE PARKVIEW CIRCLE LLC,1235 UNIVERSITY BOULEVARD,STEUBENVILLE,OH,43952,340714818,PROVIDE RESIDENTIAL AND ACADEMIC SPACE FOR STUDENTS,OH,13500,3070909,N/A
202001019349301400,340714818,GOOD VENTURE S8,1235 UNIVERSITY BOULEVARD,STEUBENVILLE,OH,43952,474901471,PROVIDE HOTEL SERVICES,OH,1179615,4221886,N/A
202031959349303053,620476822,Dore Capital LLC,2100 West End Ave Suite 1000,Nashville,TN,37203,264337602,Investment,DE,0,0,VU
202031959349303053,620476822,Dore Capital Real Estate LLC,2100 West End Ave Suite 1000,Nashville,TN,37203,264581498,Investment,DE,0,0,VU
202031959349303053,620476822,Star V Partners LLC,2100 West End Ave Suite 1000,Nashville,TN,37203,Investment,TN,57562743,918679859,VU
202031959349303053,620476822,West Trace LLC,2201 W End Ave,Ste 421,Nashville,TN,372400001,834051968,Hospitality Operations,TN,0,0,VU
202031959349303053,620476822,Vanderbilt Endowment Trust,400 Howard Street,San Francisco,CA,94105,306559362,Investment,CA,1311142,109218771,VU
202041969349300229,042104230,Forsyth Innovation LLC,245 First Street,Cambridge,MA,02142,Tech Dev,DE,0,0,Forsyth
202041969349301239,042103637,WELLESLEY COLLEGE FOUNDATION UK LIMITED,19 NORCOTT ROAD,LONDON,UK,N16 7EJ,981196154,EDUCATION,UK,492368,6940,WELLESLEY
202111349349303906,560530005,SALEM RECREATIONAL FIELDS LLC,601 SOUTH CHURCH STREET,WINSTON SALEM,NC,27101,562272294,RECREATION FIELD,NC,0,737006,SALEM ACADEMY AND COLLEGE
202021329349302117,540506306,BRIDGEWATER COLLEGE PROPERTIES LLC,402 EAST COLLEGE STREET,BRIDGEWATER,VA,22812,540506306,REAL ESTATE,VA,201780,84900,BRIDGEWATER COLLEGE
202023019349300422,541547408,WILLIAMSBURG MEDICAL MGT LLC,6015 POPLAR HALL DRIVE,NORFOLK,VA,23502,541760126,MOB RENTAL,VA,353023,2459168,SENTARA HOSPITALS
202023019349300422,541547408,HPVA LLC,6015 POPLAR HALL DRIVE,NORFOLK,VA,23502,208256631,HOLDING COMPANY,VA,0,804979,SENTARA HOSPITALS
202023019349300422,541547408,SENTARA ALBEMARLE REGIONAL MEDICAL CENTER LLC,6015 POPLAR HALL DRIVE,NORFOLK,VA,23502,463846081,HOSPITAL,VA,80172662,119297204,SENTARA HOSPITALS
202023019349300422,541547408,SARMC ANESTHESIA SPECIALISTS,6015 POPLAR HALL DRIVE,NORFOLK,VA,23502,371791448,ANESTHESIA BILLING,VA,11252554,SENTARA ALBEMARLE REGIONAL MEDICAL CENTER
202023019349300422,541547408,SENTARA BLUE RIDGE LLC,6015 POPLAR HALL DRIVE,NORFOLK,VA,23502,813834045,HOLDING COMPANY,VA,SENTARA HOSPITALS
202023019349300422,541547408,PROPRIUM LLC,6015 POPLAR HALL DRIVE,NORFOLK,VA,23502,822458568,SPECIALTY PHARMACY,VA,160576486,34491124,SENTARA HOSPITALS
202023019349300422,541547408,SENTARA WORKFORCE SOLUTIONS LLC,6015 POPLAR HALL DRIVE,NORFOLK,VA,23502,831997553,WORKFORCE SOLUTIONS,VA,SENTARA HOSPITALS
202023019349300422,541547408,SENTARA ADVANCED IMAGING SOLUTIONS LLC,6015 POPLAR HALL DRIVE,NORFOLK,VA,23502,842884329,ADVANCED IMAGING,VA,0,0,SENTARA HOSPITALS
202023019349300422,541547408,PORT WARWICK SURGERY CENTER LLC,6015 POPLAR HALL DRIVE,NORFOLK,VA,23502,832749030,INACTIVE,VA,0,0,SENTARA HOSPITALS
202041119349300514,430662529,OLD ORCHARD SHOPPING CENTER LLC,23 OLD ORCHARD AVENUE,WEBSTER GROVES,MO,63119,430662529,RENTAL,MO,86017,4152505,WEBSTER UNIV
202001339349303270,951667177,OTWAY PROPERTIES LLC,7435 NORTH FIGUEROA STREET,LOS ANGELES,CA,90041,813103529,REAL PROPERTIES,CA,63948,1458780,OCCIDENTAL COLLEGE
202023219349304897,262037695,GRADY EMS LLC,80 JESSE HILL JUNIOR DRIVE SE,ATLANTA,GA,30303,814571957,EMERGENCY TRANSPORTATION SERVICES,GA,0,0,GRADY MEMORIAL HOSPITAL CORP
202041969349302774,540505940,R-MC EQUESTRIAN LLC,310 N CENTER STREET,ASHLAND,VA,23005,"PROVIDE BOARDING OF HORSES, HORSE LESSONS, SHOWS, CAMPS AND EQUESTRIAN PROGR",VA,464438,1800000,RANDOLPH-MACON COLLEGE
202041969349302774,540505940,RANDOLPH-MACON PROPERTIES LLC,310 N CENTER STREET,ASHLAND,VA,23005,SUPPORTING THE CHARITABLE ACTIVITIES OF RANDOLPH-MACON COLLEGE,VA,1750,RANDOLPH-MACON COLLEGE
202031969349302758,381359081,BRITON INVESTMENTS LLC,611 EAST PORTER STREET,ALBION,MI,49224,271782807,REAL ESTATE HOLDING,MI,0,489168,ALBION COLLEGE
202111049349301026,060653264,CIA SAN ANTONIO BEVERAGES LLC,312 PEARL PKWY,SAN ANTONIO,TX,78215,BEVERAGE CONCESSION MANAGEMENT SERVICES,TX,132926,91560,N/A
202111049349301026,060653264,CIA SAN ANTONIO MANAGEMENT LLC,312 PEARL PKWY,SAN ANTONIO,TX,78215,BEVERAGE CONCESSION MANAGEMENT SERVICES,TX,0,0,N/A
202111049349301026,060653264,CIA SAN ANTONIO OPERATIONS LLC,312 PEARL PKWY,SAN ANTONIO,TX,78215,BEVERAGE CONCESSION MANAGEMENT SERVICES,TX,0,0,N/A
202101329349304880,010211497,Elm City LLC,4120 Mayflower Hill,Waterville,ME,04901,473103849,Real Estate Development,ME,0,0,The President & Trustees of Colby College
202101329349304880,010211497,Elm City 9 LLC,4120 Mayflower Hill,Waterville,ME,04901,474327488,Real Estate Development,ME,6000,17108000,The President & Trustees of Colby College
202101329349304880,010211497,Elm City 173 LLC,4120 Mayflower Hill,Waterville,ME,04901,474313598,Real Estate Development,ME,254000,5234000,The President & Trustees of Colby College
202101329349304880,010211497,Elm City 20 LLC,4120 Mayflower Hill,Waterville,ME,04901,474888049,Real Estate Development,ME,0,0,The President & Trustees of Colby College
202101329349304880,010211497,Elm City 13 LLC,4120 Mayflower Hill,Waterville,ME,04901,475277633,Real Estate Development,ME,0,680000,The President & Trustees of Colby College
202101329349304880,010211497,Elm City 14 LLC,4120 Mayflower Hill,Waterville,ME,04901,810865849,Real Estate Development,ME,0,0,The President & Trustees of Colby College
202101329349304880,010211497,Elm City 93 LLC,4120 Mayflower Hill,Waterville,ME,04901,843982685,Real Estate Development,ME,0,700000,The President & Trustees of Colby College
202003189349309340,581249683,HELMS LLC,5171 EISENHOWER PARKWAY,MACON,GA,31206,EDUCATIONAL AND HOSPITALITY SERVICES AS DESCRIBED IN PART III,GA,8203718,2624067,GOODWILL INDUSTRIES OF MIDDLE GEORGIA INC
202003189349309340,581249683,GOODWILL STAFFING SERVICES LLC,5171 EISENHOWER PARKWAY,MACON,GA,31206,452921076,"WORKFORCE SOLUTIONS TO RETAIL, HOSPITALITY AND HEALTH SERVICE INDUSTRIES",GA,2108496,144134,GOODWILL INDUSTRIES OF MIDDLE GEORGIA INC
202031069349301728,730555460,OC GmbH,Grunentorgasse 30 1090 Wien,Vienna,Vienna,AU,STUDENT HOUSI,AU,97612,NA
202141339349301724,591083502,NSU Grande Oaks LLC,3201 W Rolling Hills Circle,Fort Lauderdale,FL,33328,204811801,Golf Course,FL,5568466,38639220,Nova Southeastern University Inc
202141339349301724,591083502,NSU Park Plaza LLC,3301 College Ave,Fort Lauderdale,FL,33314,954893480,Commercial Real Estate,FL,695781,3014001,Nova Southeastern University Inc
202041969349303414,041679980,Renaissance Park Garage LLC,1209 Orange St,Wilmington,DE,19801,043480384,Parking svcs,DE,3255847,15298830,NORTHEASTERN
202041969349303414,041679980,NU Research LLC,360 Huntington Ave,Boston,MA,02115,170388661,Research Ctr,MA,0,NORTHEASTERN
202041969349303414,041679980,NU Innovation LLC,360 Huntington Ave,Boston,MA,02115,270388561,Research Ctr,MA,0,NORTHEASTERN
202041969349303414,041679980,KRI at Northeastern University LLC,Suite 250 CP 360 Huntington Avenue,Boston,MA,02115,465228806,Research Ctr,MA,0,NORTHEASTERN
202041969349303414,041679980,N-POWERED LLC,360 HUNTINGTON AVE,BOSTON,MA,02115,824581008,EDU. SOFTWARE,DE,426639,60615,NORTHEASTERN
202002949349301345,221487322,HNH FITNESS LLC,718 TEANECK ROAD,TEANECK,NJ,07666,593836367,WELLNESS,NJ,1139098,4557973,HNMC
202002949349301345,221487322,HOLY NAME MEDICAL CENTER ACO LLC,718 TEANECK ROAD,TEANECK,NJ,07666,810906043,HEALTHCARE,NJ,371980,928244,HNMC
202002949349301345,221487322,HARMONY HEALTH ALLIANCE LLC,718 TEANECK ROAD,TEANECK,NJ,07666,821374662,HEALTHCARE,NJ,14410,14620,HNMC
202111329349303741,860105586,THUNDERBIRD EUROPE EXEC EDUCATION LLC,400 E VAN BUREN STREET SUITE 900,PHOENIX,AZ,85004,HOLDING CO,AZ,TSGM
202111329349303741,860105586,THUNDERBIRD EUROPE ONE LLC,400 E VAN BUREN STREET SUITE 900,PHOENIX,AZ,85004,HOLDING CO,AZ,TSGM
