object_id,ein,BsnssNmLn1Txt,AddrssLn1Txt,CtyNm,SttAbbrvtnCd,ZIPCd,FcltyTxt
201433219349304933,263162145,IU HEALTH ARNETT - NORTH,2600 GREENBUSH STREET,LAFAYETTE,IN,47904,PHYSICIAN OFFICE / URGENT CARE CENTER
201433219349304933,263162145,IU HEALTH ARNETT IMAGING CENTER,2403 LOY DR,LAFAYETTE,IN,47909,DIAGNOSTIC CENTER
201433219349304933,263162145,IU HEALTH ARNETT CANCER CARE CENTER,420 N 26TH STREET,LAFAYETTE,IN,47904,PHYSICIAN OFFICE
201433219349304933,263162145,IU HEALTH ARNETT - FERRY,2600 FERRY STREET,LAFAYETTE,IN,47904,PHYSICIAN OFFICE
201433219349304933,263162145,IU HEALTH ARNETT - SALEM,1500 SALEM STREET,LAFAYETTE,IN,47904,PHYSICIAN OFFICE
201433219349304933,263162145,IU HEALTH ARNETT CARDIOLOGY,1116 N 16TH STREET,LAFAYETTE,IN,47904,PHYSICIAN OFFICE
201433219349304933,263162145,IU HEALTH ARNETT HORIZON ONCOLOGY,1345 UNITY PL STE 345,LAFAYETTE,IN,47905,PHYSICIAN OFFICE
201433219349304933,263162145,IU HEALTH ARNETT PHYSICIANS - WEST LAFAY,2995 SALISBURY STREET,WEST LAFAYETTE,IN,47906,PHYSICIAN OFFICE / URGENT CARE CENTER
201433219349304933,263162145,IU HEALTH ARNETT GYNECOLOGY,904 SOUTH ST,LAFAYETTE,IN,47901,PHYSICIAN OFFICE
201433219349304933,263162145,IU HEALTH ARNETT PHYSICIANS - FRANKFORT,550 S HOKE AVE,FRANKFORT,IN,46041,PHYSICIAN OFFICE
201433219349304933,263162145,IU HEALTH ARNETT OCCUPATIONAL HLTH SRVCS,810 S 6TH ST STE A,MONTICELLO,IN,47960,PHYSICIAN OFFICE
201433219349304933,263162145,IU HEALTH ARNETT PHYSICIANS,1 WALTER SCHOLER DR,LAFAYETTE,IN,47909,PHYSICIAN OFFICE / URGENT CARE CENTER
201433219349304933,263162145,IU HEALTH ARNETT PAIN MEDICINE,415 N 26TH STREET,LAFAYETTE,IN,47904,PHYSICIAN OFFICE
201433219349304933,263162145,IU HEALTH ARNETT NEPHROLOGY,915 MEZZANINE,LAFAYETTE,IN,47905,PHYSICIAN OFFICE
201433219349304933,263162145,IU HEALTH ARNETT OBSTETRICS & GYNECOLOGY,938 MEZZANINE,LAFAYETTE,IN,47905,PHYSICIAN OFFICE
201433219349304933,263162145,IU HEALTH ARNETT FAMILY MEDICINE - FERRY,2800 FERRY STREET,LAFAYETTE,IN,47904,PHYSICIAN OFFICE
201433219349304933,263162145,IU HEALTH ARNETT PHYSICIANS - CARROLL,104 S HOWARD DR,FLORA,IN,46929,PHYSICIAN OFFICE
201433219349304933,263162145,IU HEALTH ARNETT PHYSICIANS - MONTICELLO,720 S 6TH ST,MONTICELLO,IN,47960,PHYSICIAN OFFICE
201433219349304933,263162145,IU HEALTH ARNETT PHYSICIANS - DELPHI,651 ARMORY RD,DELPHI,IN,46923,PHYSICIAN OFFICE
201433219349304933,263162145,IU HEALTH ARNETT PHYSICIANS - OTTERBEIN,407 N MEADOW ST,OTTERBEIN,IN,47970,PHYSICIAN OFFICE
201433219349304933,263162145,IU HEALTH ARNETT PHYSICIANS - ROSSVILLE,14 S PLANK ST,ROSSVILLE,IN,46065,PHYSICIAN OFFICE
201433219349304933,263162145,IU HEALTH ARNETT REHABILITATION,2601 FERRY STREET,LAFAYETTE,IN,47904,REHABILITATION CLINIC
201433219349304933,263162145,IU HEALTH ARNETT PHYSICIANS - FLORA,203 DIVISION ST,FLORA,IN,46929,PHYSICIAN OFFICE
201433219349304933,263162145,IU HEALTH ARNETT OCCUPATIONAL HLTH SRVCS,3746 ROME DRIVE,LAFAYETTE,IN,46905,OCCUPATIONAL THERAPY
201433219349304933,263162145,IU HEALTH ARNETT SLEEP LAB CASCADE CTR,3900 MCCARTHY LN STE 101,LAFAYETTE,IN,47905,DIAGNOSTIC CENTER
