object_id,ein,FrmAndLnRfrncDsc,ExplntnTxt
201443179349303609,210634462,"Part V, Section B","The Community Health Needs Assessment (CHNA) was conducted from September 2012 to June 2013. The purpose of the assessment was to gather information about local health needs and health behaviors. The Cooper Board of Trustees met on December 19, 2013 to review the findings of the CHNA and the recommended implementation strategy. The board voted to adopt the final summary report and the implementation strategy and provide the necessary resources and support to carry out the initiatives therein. Question 3: The Camden, Burlington, and Gloucester County Health Departments participated in the design and completion of Cooper's Community Health Needs Assessment, including meetings to identify and prioritize health needs. In addition, Cooper conducted a survey among our ""key informants"". Key informants were defined as community stakeholders with expert knowledge including public health and health care professionals, social service providers, non-profit leaders, business leaders, faith-based organizations, and other area authorities. An on-line survey tool gathered qualitative feedback from 113 key informants regarding preceptions of community needs and strengths across 3 key domains: - key health issues - health care access - challenges and solutions Question 4: The Tri-County (Burlington, Camden, and Gloucester Counties) Health Assessment Collaborative included the following partners: Cooper University Health Care, Kennedy Health System, Lourdes Health System, Inspira Medical Center-Woodbury, Virtua Health, and the Health Departments of Burlington, Camden and Gloucester Counties. Question 7: Rationale for community health needs not specifically addressed: Cooper recognizes that partnerships with community agencies have the broadest reach to improve community health issues. Cooper will not have a specific focus on the following need: Overweight/Obesity. Cooper will work to address overweight and obesity through the strategies within access to care and chronic disease management by offering supportive programs promoting nutrition and an increase in physical activity through the hospital and primary care physicians. The need is also better addressed by primary care physicians, community organizations and schools and Cooper will support and collaborate with these groups in efforts to address this need."
201433219349303453,470385129,"FACILITY 1, REGIONAL WEST MEDICAL CENTER - PART V, LINE 3",REGIONAL WEST MEDICAL CENTER PARTICIPATED IN A COMMUNITY NEEDS ASSESSMENT CONDUCTED IN 2011 AND EARLY 2012 BY THE SCOTTS BLUFF COUNTY HEALTH DEPARTMENT (SBCHD) AND THE PANHANDLE PUBLIC HEALTH DEPARTMENT (PPHD). THE MOBILIZING FOR ACTION THROUGH PLANNING AND PARTNERSHIPS (MAPP) NEEDS ASSESSMENT AND THE COMMUNITY HEALTH IMPROVEMENT PLAN (CHIP) DEVELOPED FROM THIS COLLABORATION WAS THE PRIMARY TOOL USED BY THE HOSPITAL TO DETERMINE ITS COMMUNITY BENEFIT PLAN. THE PLAN OUTLINES HOW THE HOSPITAL WILL GIVE BACK TO THE COMMUNITY IN THE FORM OF HEALTH CARE AND OTHER COMMUNITY SERVICES TO ADDRESS UNMET COMMUNITY HEALTH NEEDS. REGIONAL WEST HEALTH SERVICES THEN BROUGHT A GROUP TOGETHER TO REVIEW THE MAPP AND CHIP REPORT AND COMPARED IT TO THE ALREADY ESTABLISHED COMMUNITY BENEFITS PROVIDED BY THE ORGANIZATION. THE REVIEW FOCUSED ON GAPS IN SERVICES AS WELL AS DUPLICATION OF SERVICES. AN IMPLEMENTATION PLAN WAS DEVELOPED AND APPROVED BY THE REGIONAL WEST HEALTH SERVICES BOARD.
201433219349303453,470385129,"FACILITY 1, REGIONAL WEST MEDICAL CENTER - PART V, LINE 20D","UNINSURED DISCOUNT POLICY THIS POLICY APPLIES TO ANY PATIENT WHO DOES NOT HAVE HEALTH INSURANCE OR THIRD PARTY PAYER COVERAGE TO ASSIST IN THE PAYMENT FOR HEALTHCARE SERVICES. THE UNINSURED DISCOUNT APPLIES ONLY TO MEDICALLY NECESSARY SERVICES. IT IS NOT AVAILABLE FOR COSMETIC SERVICES, SERVICES DEEMED NOT MEDICALLY NECESSARY, OR FOR PATIENT RESPONSIBILITY THAT REMAINS AFTER INSURANCE PROCESSING. IF IT IS DETERMINED THAT A PATIENT HAS INSURANCE COVERAGE AFTER THE UNINSURED DISCOUNT HAS BEEN PROVIDED, THE DISCOUNT WILL BE REVERSED AND INSURANCE WILL BE BILLED AT FULL CHARGES.THE UNINSURED DISCOUNT RATE APPLIED TO ALL ACCOUNTS UPON TIME OF FINAL BILL IS 45%. PATIENTS MAY QUALIFY FOR AN ADDITIONAL 5% REDUCTION IF THE ACCOUNT IS PAID IN FULL WITHIN 30 DAYS. PATIENTS WHO QUALIFY FOR THE UNINSURED DISCOUNT AND ARE ALSO ELIGIBLE FOR ADDITIONAL FINANCIAL ASSISTANCE DISCOUNTS WILL RECEIVE THE HIGHEST DISCOUNT FOR WHICH THEY ARE QUALIFIED, BUT NOT BOTH."
201443189349301864,420680452,"PART V, SECTION B",FACILITY REPORTING GROUP A
201443189349301864,420680452,FACILITY REPORTING GROUP A CONSISTS OF:,"- FACILITY 1: IOWA METHODIST MEDICAL CENTER, - FACILITY 2: IOWA LUTHERAN HOSPITAL, - FACILITY 3: METHODIST WEST HOSPITAL"
201443189349301864,420680452,"FACILITY REPORTING GROUP - A PART V, SECTION B, LINE 3:","CENTRAL IOWA'S LARGEST NONPROFIT HOSPITALS - IOWA HEALTH DES MOINES, MERCY MEDICAL CENTER, AND BROADLAWNS MEDICAL CENTER - COVER MULTI-COUNTY SERVICE AREAS, INCLUDING POLK, DALLAS, AND WARREN COUNTIES. THESE HOSPITALS HAVE CHOSEN TO WORK TOGETHER TO COMPILE A REGIONAL HEALTH NEEDS ASSESSMENT FOR CENTRAL IOWA WHICH COVERS COMMUNITIES IN POLK, DALLAS AND WARREN COUNTIES. IOWA HEALTH DES MOINES, MERCY MEDICAL CENTER, AND BROADLAWNS MEDICAL CENTER REQUESTED THAT UNITED WAY OF CENTRAL IOWA LEAD AND STAFF THIS PROCESS.IN CENTRAL IOWA THERE ARE A NUMBER OF BUSINESSES, NONPROFITS, GOVERNMENT AGENCIES AND CITIZENS THAT ARE COMMITTED TO OUR COMMUNITY WELL-BEING. AS SUCH, THE STEERING COMMITTEE WORKED TO ENSURE THE DEVELOPMENT OF THIS DOCUMENT LINKED IN WITH A NUMBER OF COMMUNITY PLANNING PROCESSES UNDERWAY INCLUDING CAPITOL CROSSROADS AND HEALTHY POLK 2020. THE RECOGNITION THAT MUCH WORK HAD ALREADY BEEN DONE IN THESE AREAS WAS CRITICAL IN THE DEVELOPMENT OF THE INFORMATION CONTAINED IN THIS DOCUMENT. IT IS ALSO IMPORTANT THAT AS THE IMPLEMENTATION PHASE GETS UNDERWAY, THESE PROCESSES WORK TOGETHER TO NOT DUPLICATE EFFORTS. THE PROCESS THROUGH WHICH EACH OF THE COUNTY HEALTH IMPROVEMENT PLANS WERE DEVELOPED, ENGAGED A CROSS SECTION OF COMMUNITY MEMBERS. THROUGH INITIAL GATHERING OF COMMUNITY DATA, TO DATA ANALYSIS AND WORKGROUP, RESIDENTS HAVE HAD OPPORTUNITIES TO ENGAGE IN THE PROCESS AND BE ACTIVE MEMBERS TO DRIVE COMMUNITY CHANGE."
201443189349301864,420680452,"FACILITY REPORTING GROUP - A PART V, SECTION B, LINE 4:","MERCY MEDICAL CENTER, BROADLAWNS MEDICAL CENTER"
201443189349301864,420680452,"FACILITY REPORTING GROUP - A PART V, SECTION B, LINE 22:"
201433219349311983,550526150,"Part V, Section B",Facility Reporting Group A
201433219349311983,550526150,Facility Reporting Group A consists of:,"- Facility 1: CAMC Memorial Hospital, - Facility 2: CAMC General Hospital, - Facility 3: CAMC Women and Children's Hospital"
201433219349311983,550526150,"Facility Reporting Group - A Part V, Section B, line 1j:",Kanawha Coaltition
