object_id,ein,GrntTxt,RcpntCnt,CshGrntAmt,NnCshAssstncAmt,VltnMthdUsdDsc
202033039349301753,221821292,FINANCIAL AID,4962,24474012
202033039349301753,221821292,SCHOLARSHIPS,211,360573
202121349349303522,042103552,UNDERGRADUATE FINANCIAL AID,2282,72923376
202121349349303522,042103552,MASTERS PROGRAM FINANCIAL AID,1018,21788250
202121349349303522,042103552,DOCTORAL PROGRAM FINANCIAL AID,499,12911765
202121349349303522,042103552,CONTINUING PROGRAM FINANCIAL AID,11,270163
202121349349303522,042103552,OTHER FINANCIAL AID,46,202565
202121349349303522,042103552,TRAINEE TUITION AND FEES,184,1056980
202121349349303522,042103552,TUITION DISCOUNT,153,205118
202001019349300300,430654876,LEAD AWARD,674,2531837
202001019349300300,430654876,A+ AWARDS,222,197497
202001019349300300,430654876,SEOG AWARD,141,133333
202001019349300300,430654876,GRANT IN AID,89,340298
202001019349300300,430654876,SCHOLARSHIPS,857,7138425
202001019349300300,430654876,GRADUATE ATHLETIC AWARDS,36,195250
202001019349300300,430654876,OTHER FINANCIAL AID,50,350508
202001019349301400,340714818,FEDERAL FINANCIAL AID,49,113482,0,N/A,N/A
202001019349301400,340714818,STATE FINANCIAL AID,134,262575,0,N/A,N/A
202001019349301400,340714818,INSTITUTIONAL AID,2114,18002985,0,N/A,N/A
202001019349301400,340714818,RESTRICTED SCHOLARSHIPS,998,2141742,0,N/A,N/A
202001079349300020,741196134,FUNDED AID,703,1049514
202001079349300020,741196134,UNFUNDED AID,1705,3165547
202030769349301243,530196583,UNIVERSITY-SPONSORED SCHOLARSHIPS,4814,75313817,0
202030769349301243,530196583,UNIVERSITY-SPONSORED NEED BASED GRANTS,1043,10657654,0
202030769349301243,530196583,DONOR-SPONSORED SCHOLARSHIPS,441,5308121,0
202030769349301243,530196583,FEDERAL AND STATE GRANTS,549,2369259,0
202031959349303053,620476822,Student Financial Assistance,10491,325986237,0,N/A,N/A
202031959349303373,042103578,"Fin aid&fellowships for US citizens for tuit,rm,bd",1342,46344112
202041059349300414,420680404,SEOG CONTRIBUTION,373,52427
202041059349300414,420680404,TUITION REMISSION,8,143698
202041059349300414,420680404,SITE GRANTS,88,102929
202041059349300414,420680404,ENDOWED/RESTRICTED SCHOLARSHIPS,66,83915
202041059349300414,420680404,FALL/SPRING SCHOLARSHIPS,732,13223118
202041059349300414,420680404,ACADEMIC ASSISTANTSHIPS,87,62382
202041059349300414,420680404,WORKSTUDY,281,277193
202041059349300924,363005527,Fellowships/Scholarships,277,1736860
202001279349300320,580566116,Student Scholarships,198,4210247,Book Value,Tuition Scholarships
202001279349300320,580566116,Regular Grants,929,18409138,Book Value,Tuition Grants
202001279349300320,580566116,RTC and SEOG Grants,459,3580859,Book Value,Study Abroad Grants
202001279349300320,580566116,Work Study,255,317929,Book Value,Work Study Grants
202003509349300130,470418641,SCHOLARSHIPS FOR STUDENTS,442,4216611
202131379349309148,450314233,STUDENT ASSISTANCE,1662252
202041059349301334,260152908,BRANDMAN UNIVERSITY UNDERGRADUATE SCHOLARSHIPS,3103,4687514,N/A,N/A
202041059349301334,260152908,BRANDMAN UNIVERSITY GRADUATE SCHOLARSHIPS,2899,2745804,N/A,N/A
202041059349301334,260152908,PRIVATE SCHOLARSHIPS,247,827304,N/A,N/A
202041059349301334,260152908,FEDERAL SEOG,1212,251600,N/A,N/A
202041969349300214,042103552,UNDERGRADUATE FINANCIAL AID,2237,70149440
202041969349300214,042103552,MASTERS PROGRAM FINANCIAL AID,1055,18818915
202041969349300214,042103552,DOCTORAL PROGRAM FINANCIAL AID,490,12933943
202041969349300214,042103552,CONTINUING PROGRAM FINANCIAL AID,22,374341
202041969349300214,042103552,OTHER FINANCIAL AID,43,452946
202041969349300214,042103552,TRAINEE TUITION AND FEES,208,781720
202041969349300214,042103552,TUITION DISCOUNT,163,232360
202041969349301239,042103637,FINANCIAL AID,1298,64211091
202121339349301872,480623882,SCHOLARSHIPS,216,866729
202121339349301922,133281910,SCHOLARSHIPS,73075,150
202121339349303292,941712371,Educational Support,2400,62844,Book
202121339349303292,941712371,Child Development Support,35,16096,Book
202111349349303906,560530005,SCHOLARSHIPS,603,10653899,0
202111349349303906,560530005,CARES ACT AID TO STUDENTS,235,222000,0
202111349349304581,340877803,SCHOLARSHIPS,81,120762
202021329349302097,250965601,SCHOLARSHIPS AND STUDENT AID,2352,33950436,0,N/A,N/A
202021329349302097,250965601,STUDENT ASSISTANCE FOR ACADEMIC SUPPORT,22,862743,0,N/A,N/A
202021329349302097,250965601,"STUDENT ASSISTANCE, STUDENT AWARDS",170,557307,0,N/A,N/A
202021329349302117,540506306,SCHOLARSHIPS AND DISCOUNTS,1908,279770,42849311
202021329349302117,540506306,SEOG,356,203100
202021329349302402,381673400,GRACE CHRISTIAN UNIVERSITY INSTITUTIONAL SCHOLARSHIPS,857,2067595,COST,SCHOLARSHIPS FOR TUITION AND FEES
202140699349301559,930461940,SCHOLARSHIPS,107,733263
202111479349300326,720408946,Scholarships and other types of financial assistance are monitored through internal transfer of the funds within the university.,3352,81422815,0,FMV
202121019349300307,231352674,SCHOLARSHIPS,5506,100065554
202121019349300307,231352674,GRADUATE ASSISTANT COURSES,71,838391
202121019349300307,231352674,RESIDENT ASSISTANT ROOMS,70,658774
202121019349300307,231352674,RESIDENT ASSISTANT BOARD,69,373704
202100849349300305,231352620,Student Work Programs (Federally Subsidized),1168,797000,0
202100849349300305,231352620,Student Work Programs (Institutional),139,466000,0
202100849349300305,231352620,Institutional Scholarships & Grants,2303,43455000,0
202100849349300905,591023117,ATHLETIC SCHOLARSHIP AWARDS,242,4619067,0
202100849349300905,591023117,ACADEMIC SCHOLARSHIP AWARDS,1498,16420133,0
202100849349300905,591023117,NEED BASED SCHOLARSHIP AWARDS,2235,11243060,0
202023309349300032,650216638,INSTITUTIONAL SCHOLARSHIP,20821,61020094,BOOK,CREDIT POSTED
202023309349300032,650216638,TO STUDENT
202023309349300032,650216638,LEDGER CARD
202021979349301962,550357072,SCHOLARSHIPS,216,12930152
202021979349302142,060761704,INSTITUTIONAL AID,5195,85663703
202021979349302142,060761704,FEDERAL GRANTS,211,715829
202021979349302142,060761704,STATE GRANTS,242,780869
202021979349302142,060761704,PRIVATE GRANTS,282,705612
202031779349301703,131632522,MERIT-BASED SCHOLARSHIPS,135,621372
202031779349301703,131632522,FINANCIAL AID,73,156502
202023019349300422,541547408,SCHOLARSHIPS,201,323068
202013189349303356,710236867,STUDENT FINANCIAL AID,804,13638988
202041119349300514,430662529,SCHOLARSHIPS/GRANTS/TUITION DISCOUNTS,6066,33904897
202001339349303270,951667177,SCHOLARSHIPS,1437,49350553
202001339349303270,951667177,STUDY GRANTS,580,1177072
202001339349303270,951667177,PRIZES AND AWARDS,76,77472
202140999349301114,520591661,COMPETITIVE SCHOLARSHIPS,1162,19075539,FMV,TUITION DISCOUNT
202140999349301114,520591661,UNDERGRADUATE MI GRANTS,857,3796268,FMV,TUITION DISCOUNT
202140999349301114,520591661,GRADUATE SCHOLARSHIPS,213,2789105,FMV,TUITION DISCOUNT
202140999349301114,520591661,RESTRICTED SCHOLARSHIPS & AWARDS,414,1760107,FMV,TUITION DISCOUNT
202140999349301114,520591661,SUPPLEMENTAL EDUCATIONAL OPPORTUNITY GRANT,231,217125,FMV,TUITION DISCOUNT
202140999349301114,520591661,CONTINUING STUDIES SCHOLARSHIP,84,88503,FMV,TUITION DISCOUNT
202140999349301114,520591661,DEPARTMENTAL SCHOLARSHIP,1236,358575,FMV,TUITION DISCOUNT
202140999349301114,520591661,LUCAS SCHOLARSHIP,26,112080,FMV,TUITION DISCOUNT
202140999349301114,520591661,FACULTY DEVELOPMENT GRANT,9,60473,FMV,TUITION DISCOUNT
202140999349301114,520591661,CONTINUING STUDIES DISCOUNTS,24,1983,FMV,TUITION DISCOUNT
202140999349301114,520591661,fellowships & awards,148,51834
202140999349301114,520591661,Entrepreneurship grants,23,117740
202140999349301114,520591661,OTHER TUITION,1,375,FMV,TUITION DISCOUNT
202140999349301114,520591661,QUALIFIED DISASTER RELIEF PAYMENTS,1061,544170
202131379349308773,060646936,SCHOLARSHIPS FOR STUDENTS ATTENDING SCHOOL BASED ON FINANCIAL NEED,1865,34721723,0,BOOK
202131379349308773,060646936,STUDENTS AWARDED SCHOLARSHIP BASED ON ATHLETIC ABILITY,145,2873193,0,BOOK
202121339349303267,381624684,Scholarships for students attending Northwood University,1662,16443289
202121339349306662,232215278,REMARQUE CIRCLE SCHOLARSHIP,8,20000
202121339349306662,232215278,SEOG AWARDS,57,29700
202121339349306662,232215278,EMPLOYEE DISCOUNT,30,9406
202121339349306662,232215278,UPS SCHOLARSHIP,1,3000
202121339349306662,232215278,FAMILY DISCOUNT,5,755
202121339349306662,232215278,YOUTH DISCOUNT,97,11285
202121339349306662,232215278,PCAD SCHOLARSHIP,170,330512
202121339349306662,232215278,BROSSMAN FOUNDATION - SCHOLARSHIPS,13,14250
202121339349306662,232215278,MISCELLANEOUS CE DISCOUNT,86,5761
202121339349306662,232215278,FF ENDOWED SCHOLARSHIPS,5,17000
202121339349306662,232215278,SWAIN MEMORIAL SCHOLARSHIP AWARDED,1,1000
202121339349306662,232215278,FREEMAN SCHOLARSHIP,1,1500
202121339349306662,232215278,PRESIDENTIAL SCHOLARSHIP,238,490126
202121339349306662,232215278,ANN B. BARSHINGER SCHOLARSHIP AWARDED,1,15000
202121339349306662,232215278,TEACHER DISCOUNT,3,120
202121339349306662,232215278,CYNTHIA PRICE MEMORIAL SCHOLARSHIP,1,5000
202121339349306662,232215278,CE SCHOLARSHIP - AWARDED,4,3896
202121339349306662,232215278,MOSAIC GRANT - GRANT FUNDED SCHOLARSHIP,4,800
202121339349306662,232215278,PFALTZGRAFF (YORK CO.) SCHOLARSHIP,1,1000
202121339349306662,232215278,PORTFOLIO PREP DISCOUNT,6,1099
