object_id,ein,Dsc,BkVlAmt,MthdVltnCd
202100639349300445,381627600,Equity fund Trusts,39363607,F
202100639349300445,381627600,Fixed Income Trust,14283769,F
202100639349300445,381627600,Real Estate and Other,4300895,F
202001019349301400,340714818,ALTERNATIVE INVESTMENT FUNDS & PARTNERSHIPS,37954679,F
202030769349301243,530196583,MONEY MARKET FUNDS AND TEMP INVESTMENTS,3039325,F
202030769349301243,530196583,OTHER LEVEL 2 & 3 INVESTMENTS,218291106,F
202030769349301243,530196583,REAL ESTATE,35269600,F
202030769349301243,530196583,LIMITED PARTNERSHIP & PRIVATE EQUITY,37012278,F
202030769349301243,530196583,VENTURE CAPITAL,2948295,F
202031959349303053,620476822,Limited Partnerships,2083634478,F
202031959349303053,620476822,Interests in trusts held by others,30692920,F
202031959349303053,620476822,Other Investments & Securities,25228847,F
202031959349303053,620476822,Minority Interest,38105714,F
202031959349303373,042103578,FIXED INC MUT/COMINGLED FUNDS,10586829,F
202031959349303373,042103578,EQUITY MUTUAL/COMINGLED FUNDS,324974888,F
202031959349303373,042103578,HEDGE FUNDS,183481680,F
202031959349303373,042103578,PRIVATE EQUITY-REAL ASSETS,54268167,F
202031959349303373,042103578,VENTURE CAPITAL,131110396,F
202031959349303373,042103578,PRIVATE EQUITY-OTHER,22535052,F
202031959349303373,042103578,OTHER,3323487,F
202041059349300414,420680404,OTHER INVESTMENTS,414404,F
202041059349300414,420680404,LIFE INSURANCE,359774,F
202041059349300414,420680404,REAL ESTATE INVESTMENTS,477643,F
202041059349300414,420680404,"INVESTMENT IN BVU FUND, LP",134379645,F
202001279349300320,580566116,Commingled Funds,27059021,F
202001279349300320,580566116,Real Estate Partnerships,2087039,F
202001279349300320,580566116,Hedge Funds,1224389,F
202001279349300320,580566116,Real Asset Funds,9028018,F
202001279349300320,580566116,Private Equity,11803034,F
202001279349300320,580566116,Split Interest Agreements,5359269,F
202003509349300130,470418641,COINS,9630,F
202003509349300130,470418641,MINERAL RIGHTS,188703,F
202003509349300130,470418641,ART WORK,5000,F
202003509349300130,470418641,BONDS,1236887,F
202003509349300130,470418641,CDS,765284,F
202003509349300130,470418641,MONEY MARKET ACCOUNTS,1388943,F
202003509349300130,470418641,MUTUAL FUNDS,3479636,F
202003509349300130,470418641,LIMITED PARTNERSHIPS,821706,F
202131379349309213,132635819,Financial derivatives and other financial products
202131379349309213,132635819,Closely-held equity interests
202041969349300229,042104230,PRIVATE EQUITY INVESTMENTS,4872980,F
202041969349301239,042103637,PRIVATE EQUITY,596981000,F
202041969349301239,042103637,REAL ASSETS,160706000,F
202041969349301239,042103637,ABSOLUTE RETURN,524456000,F
202041969349301239,042103637,MISCELLANEOUS OTHER,24126000,F
202021329349302097,250965601,INVESTMENT IN LIMITED P-SHIP,9290277,F
202021329349302097,250965601,INT'L GROWTH EQUITY FUND,3942779,F
202021329349302097,250965601,INVEST. IN OTHER HEDGE FUNDS,29859232,F
202021329349302097,250965601,INVESTMENTS - REAL ESTATE,883743,C
202021329349302097,250965601,CASH SURRENDER VALUE OF LIFE INSURANCE POLICIES,431129,F
202021329349302097,250965601,SECURITIES HELD IN TRUST BY OTHERS,6044609,F
202021329349302097,250965601,ANNUITIES,2567910,F
202121019349300307,231352674,HEDGED CAPITAL,42624462,F
202121019349300307,231352674,PRIVATE EQUITY,14364970,F
202121019349300307,231352674,REAL ESTATE,23013169,F
202100849349300905,591023117,Alternative investments,30904708,F
202021979349301962,550357072,RESTRICTED CASH,2452828,C
202021979349301962,550357072,POOLED INVESTMENTS,-2334336,F
202021979349301962,550357072,OTHER INVESTMENTS,43816,F
202021979349301962,550357072,BENEFICIAL INTEREST IN PERPETUAL TR,4541350,F
202031779349301703,131632522,INVESTMENT IN PODIA INSURANCE LIMITED,4168784,F
202013189349303356,710236867,PRIVATE EQUITIES,27568877,F
202001339349303270,951667177,PRIVATE EQUITY & VENTURE CAPITAL,103781150,F
202033219349315688,251065148,SECURITIES,56023414,F
202021979349302682,570314390,Cash Surrender Value of Life Insurance,27200,F
202021979349302682,570314390,US Government Securities,3154180,F
202021979349302682,570314390,Other Fixed Income Investments,3586446,F
202021979349302682,570314390,Alternative Investments,157990,C
202021979349302682,570314390,Pooled Income Funds,51099,F
202021979349302682,570314390,Master Limited Partnership,2174424,F
202041139349301229,630288878,Financial derivatives and other financial products
