object_id,ein,Dsc,BkVlAmt,MthdVltnCd
202031779349301703,131632522,STUDENT LOAN RECEIVABLES,3847175,F
202043379349300424,362310478,Student Loan Portfolio,5287257,F
202041969349304299,560532296,Art Collection,2741821,F
202041969349305454,381360586,Student Loan Receivable,15567701,C
202011979349302516,630302179,REAL ESTATE,18194098,F
202021979349308772,237122352,Stone Financial Investment,2350793,F
202001059349300210,560530240,2014440
202001979349304580,951246140,INVESTMENTS - PROGRAM RELATED,5647441,F
202001969349301335,813872529,FOUNDATION INTEREST,1582759,C
202131379349308248,630302179,REAL ESTATE,18224648,F
202120679349300137,730739626,Student loans receivable,20500633,C
202001069349301110,420680412,STUDENT LOANS,5021552,F
202001069349301110,420680412,CASH AND CASH EQUIVALENTS,779355,F
202110889349300856,620202000,INVESTMENTS IN ART COLLECTIONS,33829450,F
202110889349300856,620202000,INVESTMENT IN AFFILIATE,49424836,F
202110889349300856,620202000,REAL ESTATAE HELD FOR INVESTMENT,537950,F
202101309349302500,591197022,Investments,5459,F
202101309349302500,591197022,Endowments Southern Baptist Foundation,F
202101309349302500,591197022,Perpetual Trust held by others,27889,F
202101309349302500,591197022,Endowments,913418,F
202101339349302505,813872529,FOUNDATION INTEREST,3793942,C
202101109349300415,261999384,Equity in start-up,267800,F
202121379349307577,131632522,STUDENT LOAN RECEIVABLES,3326069,F
202033189349307503,810994377,INVESTMENT IN TRINITY HEALTH FOUNDATION,3974844,F
202100619349301570,486106237,AMOUNTS HELD FOR OTHERS,2188849,F
202121319349301752,541061178,Annuities,1649346,F
202121319349301752,541061178,Fixed Income Bonds,8595175,F
202120829349300127,942356338,INVESTMENTS IN COMMONS AT FAIR OAKS LLC,3769239,C
202041609349301359,660432514,FUVI Endowment,69812672,F
202121379349308637,381360586,Student Loan Receivable,14262193,C
202121379349310512,941196211,ARTWORK,9557500,C
202021059349301102,620475691,Private Equities,822964,F
202021059349301102,620475691,US Equities,36669075,F
202021059349301102,620475691,International Equities,16123517,F
202021059349301102,620475691,Fixed Income,30239795,F
202021059349301102,620475691,REITS,23560,F
202021059349301102,620475691,Cash and Cash Equivalents,3811235,F
202021059349301102,620475691,Other Investments,140768,F
202021059349301102,620475691,Beneficial Interest in Perpetual Trust,7477942,F
202011979349305996,941196211,ARTWORK,9557500,F
202120429349301207,231424055,STUDENT LOANS RECEIVABLE,2201767,F
202120709349300522,910236600,BOND DEPOSIT FUNDS,38248113,F
202120709349300522,910236600,INVESTMENTS - PROGRAM RELATED,13027296,F
202021069349301612,953075415,INVESTMENT IN DELOS CRUISE HOLDINGS LLC,8000000,C
202120629349301142,231413680,GOVERMENT LOANS TO STUDENTS,10104361,F
202140819349300424,431742297,Annuity,312006,F
202140819349300424,431742297,Money Market,1105933,F
202121179349300202,570314374,NMTC LEVERAGE LOAN,5548550,F
202023209349302457,566007078,Endowment Investments,2160022,F
202131349349303708,231352294,SHORT-TERM INVESTMENTS,6729493,F
202131349349303708,231352294,ASSETS WHOSE USE IS LIMITED,3474500,F
202131349349303708,231352294,LONG-TERM INVESTMENTS,33920172,F
202033529349300218,042104451,LAND HELD FOR INVESTMENT - BOARD DESIGNATED FOR ENDOWMENT,19100000,F
202013439349300421,370706154,REAL ESTATE,16633927,F
202131179349301313,410684657,STUDENT LOANS,3097405,F
202121389349300722,570324916,Wells Fargo,28156090,F
202121389349300722,570324916,Charitable trust,588319,F
202121389349300722,570324916,Annuity,110151,F
202121389349300722,570324916,Real estate,567162,C
202141339349305849,951246140,INVESTMENTS - PROGRAM RELATED,4856969,F
202121379349305047,741613878,INVESTMENTS - JOINT VENTURE,319997092,F
202121379349305047,741613878,NOTES RECEIVABLE,17728290,F
202121379349305047,741613878,OTHER MISCELLANEOUS INVESTMENT,13386085,F
202121049349301007,510198454,Endowed Funds: Invested @ ACEF,7558611,F
202110899349300711,953075415,INVESTMENT IN DELOS CRUISE HOLDINGS LLC,8000000,C
202043189349309339,472553196,Investment in Health Professionals of Wisconsin,3220460,C
202043189349309339,472553196,Investment in Unity Health Plans Insurance Corporation,89833763,C
202043189349309339,472553196,"Investment in e-Care of Wisconsin, LLC",-1164424,C
202130889349300418,620475691,Private Equities,582756,F
202130889349300418,620475691,US Equities,39802310,F
202130889349300418,620475691,International Equities,16583556,F
202130889349300418,620475691,Fixed Income,29902884,F
202130889349300418,620475691,REITS,23110,F
202130889349300418,620475691,Cash and Cash Equivalents,5902363,F
202130889349300418,620475691,Other Investments,140092,F
202130889349300418,620475691,Beneficial Interest in Perpetual Trust,7446781,F
202100709349300140,952668328,Student loans receivable,272804,F
202121059349302102,131628149,Deposits with Trustees,47032518,F
202130639349300808,237133739,Net student loan notes receivable,754328769,C
202141349349305764,450306841,STUDENT NOTES RECEIVABLE,770448,F
202111349349304886,475652592,INVESTMENT IN SUBSIDIARIES,3658200,F
202130119349301713,383001876,Cash,3215,F
202130119349301713,383001876,Fixed income securities,7793414,F
202130119349301713,383001876,Real estate,1050000,F
202130119349301713,383001876,Pooled funds,42149348,F
202130119349301713,383001876,Private equity funds,3433193,F
202141349349306479,810420650,INVESTMENTS - PROGRAM RELATED,4697701,F
202111249349301471,465138928,"RESERVES FOR ACCREDITATION AGENCY HELD IN EQUITY FUNDS, MUTUAL FUNDS",36243184,F
202130689349300738,560532296,Art Collection,2741821,F
202042489349300314,264028305,DOMESTIC AND INTERNATIONAL STOCKS,4108816,F
202042489349300314,264028305,MUTUAL FUNDS,189324,F
202141349349305504,231352651,ASSETS WHOSE USE IS LIMITED,16352800,F
202141349349305504,231352651,SHORT-TERM INVESTMENTS,278970887,F
202141349349305504,231352651,LONG-TERM INVESTMENTS,631097141,F
202110679349301306,560530240,2014440
202111049349301761,951684793,Student Loans,7069817,C
202111049349301761,951684793,Employee Housing Investment,4476612,C
202111049349301761,951684793,Assets whose use is limited,3101301,F
202110719349301221,741400699,REAL ESTATE,35463563,F
202110719349301221,741400699,MINERAL RIGHTS,893606,F
202141379349306934,900171867,PROGRAM RELATED INVESTMENTS,57761550,F
202043189349307059,421351526,BENEFICIARY INTEREST IN MEMORIAL FOUNDATION OF ALLEN HOSPITAL,12270509,F
202131379349304143,221508627,CASH & CASH EQUIVALENTS,1483890,F
202131379349304143,221508627,MONEY MARKET FUNDS,265346,F
202131379349304143,221508627,CORPORATE STOCKS,10526372,F
202131379349304143,221508627,CORPORATE BONDS,1877328,F
202131379349304143,221508627,MUTUAL FUNDS,16610673,F
202131379349304143,221508627,CLOSED END FUNDS,1547015,F
202131379349304143,221508627,US GOVERNMENT SECURITIES,2504582,F
202131379349304143,221508627,LIMITED PARTNERSHIPS,293590,F
202100849349300120,370711798,FARMLAND,4463168,F
