object_id,ein,Dsc,Amt
202033039349301753,221821292,NET PENSION LIABILITY,52501433
202033039349301753,221821292,PENSION DEFERRALS,24647894
202033039349301753,221821292,NET OTHER POSTEMPLOYMENT BENEFIT LIABILITY,14335022
202033039349301753,221821292,OTHER POSTEMPLOYMENT BENEFITS DEFERRALS,3467683
202033039349301753,221821292,OTHER LIABILITIES,274016
202033039349301753,221821292,DEPOSITS,272255
202033039349301753,221821292,CAPITAL LEASE PAYABLE,70692
202100639349300445,381627600,Deposits,2142635
202100639349300445,381627600,Funds Advanced for Student Loans,2179260
202100639349300445,381627600,Funds Held for Others,734415
202100639349300445,381627600,Liabilities Under Split-Interest Agreements,2119685
202121349349303522,042103552,ESTIMATED LIABILITY TO ANNUITANTS,10559437
202121349349303522,042103552,DEFERRED COMPENSATION AND SEVERANCE,195148
202121349349303522,042103552,ENVIRONMENTAL LIABILITY,5471968
202121349349303522,042103552,REFUNDABLE STUDENT LOAN ADVANCES,3577785
202121349349303522,042103552,CAPITAL LEASE LIABILITY,7727609
202000949349301135,943116985,ARO LIABILITY,163128
202001019349300300,430654876,REFUNDABLE GOVERNMENT ADVANCES,907578
202001019349300300,430654876,DEPOSITS HELD IN CUSTODY FOR OTHERS,302627
202001019349300300,430654876,CONDITIONAL ASSET RETIREMENT OBLIGATIONS,791519
202001019349300300,430654876,SHORT TERM NOTES PAYABLE,1400000
202001019349301400,340714818,STUDENT AND OTHER DEPOSITS,972879
202001079349300020,741196134,REFUNDABLE FEDERAL STUDENT LOANS,185576
202030769349301243,530196583,ASSET RETIREMENT OBLIGATIONS,9756928
202030769349301243,530196583,REFUNDABLE ADVANCES FROM THE US GOV,6543742
202030769349301243,530196583,SPLIT-INTEREST AGREEMENTS,1750358
202030769349301243,530196583,AGENCY LIABILITY,120829
202031959349303053,620476822,Actuarial Liability for Annuities Payable,26937613
202031959349303053,620476822,Actuarial Liability for Self Insurance,6606196
202031959349303053,620476822,Fair Value of Interest Rate Exchange Agreements Liability,22742040
202031959349303053,620476822,Government Advances for Student Loans,26994450
202031959349303053,620476822,Fair Value of Securities Sold Short,362309000
202031959349303053,620476822,State and Local Taxes Payable
202031959349303373,042103578,INTEREST RATE SWAP LIABILITY,10820306
202031959349303373,042103578,FAS 158 PENSION LIABILITY,4832185
202031959349303373,042103578,FIN 47 CONDITIONAL ASSET RETIREMENT OBLIGATION,12248518
202031959349303373,042103578,457(B) PENSION LIABILITY,310468
202031959349303373,042103578,REFUNDABLE GOVERNMENT ADVANCES,3986339
202031959349303373,042103578,SPLIT INTEREST OBLIGATION,18759606
202041059349300414,420680404,SPLIT INTEREST AGREEMENTS,3101162
202041059349300924,363005527,Due to Related Entities,11033613
202041059349300924,363005527,Deferred Rent,355458
202001279349300320,580566116,Accrued Post Retirement Benefit,13835320
202003509349300130,470418641,STUDENT DEPOSITS,73478
202003509349300130,470418641,PREPAID TUITION,446274
202003509349300130,470418641,FEDERAL ADVANCES FOR STUDENT LOANS,501186
202003509349300130,470418641,UNAMORTIZED DEBT ISSUANCE COSTS,-65666
202003509349300130,470418641,PPP LOAN,926200
202003509349300130,470418641,CHECKS OUTSTANDING IN EXCESS OF BANK BALANCE,121592
202033189349301553,160743126,PRESENT VALUE OF ANNUITIES PAY,1657591
202033189349301553,160743126,INTEREST - RATE SWAP LIABILITY,435990
202033189349301553,160743126,ASSET RETIREMENT OBLIGATION,711115
202033189349301553,160743126,FUNDS HELD FOR NORTHEASTERN SE,3931729
202033189349301553,160743126,REFUNDABLE GRANT,2402269
202033189349301553,160743126,CAPITAL LEASE OBLIGATION,315629
202131379349309148,450314233,MEDICAL CLAIMS LIABILITY,324127
202131379349309148,450314233,ACCRUED ABSENCES,280941
202041059349301334,260152908,AGENCY ASSETS HELD IN CUSTODY,58570
202041059349301334,260152908,PAYABLE TO CHAPMAN UNIVERSITY,231812
202041059349301334,260152908,DEFERRED RENT,333210
202041059349301334,260152908,BAD DEBT LIABILITY,1121063
202041969349300214,042103552,ESTIMATED LIABILITY TO ANNUITANTS,10068691
202041969349300214,042103552,DEFERRED COMPENSATION AND SEVERANCE,510120
202041969349300214,042103552,ENVIRONMENTAL LIABILITY,5551758
202041969349300214,042103552,REFUNDABLE STUDENT LOAN ADVANCES,5102306
202041969349300214,042103552,CAPITAL LEASE LIABILITY,536583
202041969349300229,042104230,DEFERRED RENT,4150199
202041969349301239,042103637,GOVERNMENT LOAN ADVANCES,2379284
202041969349301239,042103637,ANNUITIES & UNITRUSTS PAYABLE,29100922
202021359349303217,411968798,DEFERRED COMPENSATION LIABILITY,30000
202021359349303217,411968798,CAPITAL LEASE OBLIGATION,4452
202021359349303217,411968798,DEFERRED RENT LIABILITY,273293
202111349349303906,560530005,LIABILITIES UNDER SPLIT INTEREST AGREEMENTS,227174
202021329349302097,250965601,ACCRUED RETIREE HEALTHCARE BENEFITS,3476091
202021329349302097,250965601,FED.GOV ADVANCES FOR STUDENT LOANS,1313441
202021329349302097,250965601,LIABILITIES UNDER LIFE INTEREST AGREEMENT,3522645
202021329349302097,250965601,DEPOSITS HELD IN CUSTODY FOR OTHERS,1502297
202021329349302117,540506306,TRUST AND ANNUITY OBLIGATIONS,4588542
202021329349302117,540506306,U.S. GRANT GRANTS REFUNDABLE,1652316
202021329349302402,381673400,STUDENT DEPOSITS,1133
202021329349302402,381673400,ANNUITY CONTRACTS,83458
202111479349300326,720408946,Refundable Loan Program,5239640
202111479349300326,720408946,Funds Held for Others,294110
202111479349300326,720408946,Pension Benefits Payable,913997
202111479349300326,720408946,Annuities Payable,293481
202121019349300307,231352674,STUDENT AND OTHER DEPOSITS,793904
202121019349300307,231352674,REFUNDABLE GOVERNMENT LOAN FU,2793
202100849349300305,231352620,Capital Lease Obligation,125000
202100849349300305,231352620,Annuities Payable,262000
202100849349300305,231352620,Accrued Post-Retirement Obligation,3167000
202100849349300305,231352620,Asset Retirement Obligation,480000
202100849349300305,231352620,Refundable Loan Funds,574000
202100849349300905,591023117,Deferred compensation payable,775000
202100849349300905,591023117,Capital leases payable,1307176
202100849349300905,591023117,Due to Digital Media Arts College
202100849349300905,591023117,Financial derivatives,2906737
202021979349301962,550357072,REFUNDABLE ADVANCES,2207219
202021979349301962,550357072,CAPITAL LEASE PAYABLE - ABEC,27743203
202021979349302142,060761704,POST RETIREMENT OBLIGATION,4289717
202031779349301703,131632522,REFUNDABLE LOAN PROGRAMS,3988049
202023019349301807,840600653,SECURITY DEPOSITS,390776
202023019349301807,840600653,"DUE TO INTO-CSU, LLC",1227500
202023019349301807,840600653,PROPERTY HELD FOR CSU,12057437
202033189349308558,463683453,LONG TERM LIABILITIES,414460
202013189349303356,710236867,DEPOSITS HELD IN CUSTODY FOR OTHERS,129041
202041119349300514,430662529,OTHER LIABILITIES,1875939
202001339349303270,951667177,ANNUITIES PAYABLE,13283927
202001339349303270,951667177,"BONDS PREMIUM, NET",10120274
202001339349303270,951667177,ASSET RETIREMENT OBLIGATION,1814941
202140999349300814,461001797,CREDIT CARD PAYABLE,11405
202140999349300814,461001797,PAYROLL LIABILITIES,26421
202140999349301114,520591661,REFUNDABLE ADVANCES FROM US GOV'T,2199989
202140999349301114,520591661,LIABILITY TRUST AGREEMENTS,106495
202131379349308773,060646936,ACCRUED RETIREMENT BENEFITS,59883
202131379349308773,060646936,CAPITAL LEASES,758652
202131379349308773,060646936,LINE OF CREDIT,4000000
202121339349303267,381624684,Retirement Benefits,7156428
202011969349305526,590668483,Agency liabilities,319134
202011969349305526,590668483,Designated scholarships payable,700782
202011969349305526,590668483,Legal Reserve,50000
202011969349305526,590668483,Other miscellaneous liabilities,22775
202031969349303968,760690847,DEFERRED REVENUE,34469
202120919349301707,610444708,ANNUITIES PAYABLE,332996
202120919349301707,610444708,PAYROLL PROTECTION PROGRAM LOAN,1827000
202033219349315688,251065148,LINE OF CREDIT,3875506
202033219349315688,251065148,ACCRUED PENSION COSTS,4855160
202033219349315688,251065148,CAPITAL LEASE OBLIGATIONS,1350987
202002759349301235,020309681,PENSION ANNUITY OBLIGATION,120680
202002759349301235,020309681,CHARITABLE GIFT ANNUITY,42459
202033289349300533,822571598,PPP LOAN,28590
202021979349302682,570314390,US Government Loan Funds - Refundable,828658
202021979349302682,570314390,Annuities Payable,762760
202021979349302682,570314390,Interest Rate Swap Liability,607309
202021979349302682,570314390,Trust Liabilities,2732234
202021979349302682,570314390,Asset Retirement Obligations,309312
202021979349302682,570314390,Capital Lease,313593
202031819349301673,460224600,Deposits Held for Others,46454
202031819349301673,460224600,Annuity Payable,186179
202031819349301673,460224600,Asset Retirement Obligation,193593
202012879349300626,020344073,REFUNDABLE ADVANCES,216184
202012899349302711,800938606,Federal income taxes
202012899349302711,800938606,Payroll liabilities,8486
202012899349302711,800938606,Direct deposit liabilities
202110609349300911,272017442,PAYROLL WITHHOLDING,176
202130279349300503,030214106,CASH OVERDRAFT,233059
202130279349300503,030214106,Student deposits and deferred revenue,21078
202043189349304149,470724387,SELF INSURANCE RESERVES,12352
202041139349301229,630288878,Federal income taxes
202041139349301229,630288878,Other liablities
202041759349300209,221815636,"SICK PAY RESERVE, VACATION PAY",2764744
202041759349300209,221815636,Deferred Inflow of Resources,8069590
202041759349300209,221815636,Net Pension Liability,22558136
202041769349300729,560547498,STUDENT DEPOSITS,301605
202041769349300729,560547498,OBLIGATION UNDER SPLIT-INTEREST AGREEMENT,38922
202041769349300729,560547498,CAPITAL LEASE OBLIGATIONS,67538
202041769349300729,560547498,OTHER LIABILITIES,280482
202130639349300633,660362666,INTEREST PAYABLE,569270
202111279349302196,161532850,Liabilities to beneficiaries under split interest agreements,12619
202111279349301021,480543715,REFUNDABLE GOVT LOAN PROGRAM,2554318
202111279349301021,480543715,ANNUITIES PAYABLE,744149
202101309349302485,542116256,NET PENSION LIABILITY,1946293
202101309349302485,542116256,DEFERRED INFLOWS - PENSION,3016144
202013519349300106,237410494,SWAP,-22539
202041969349302614,942202421,BOND INTEREST PAYABLE,81875
202041969349302614,942202421,STUDENT FEES PAYABLE,147
202041969349302774,540505940,ANNUITIES PAYABLE,1264509
202041969349302774,540505940,POST RETIREMENT BENEFIT LIABILITY,10441848
202041969349302774,540505940,REFUNDABLE LOAN PROGRAMS,2237959
202031969349302758,381359081,REFUNDABLE PERKINS LOAN PROGRAM,2010206
202031969349302758,381359081,REFUNDABLE STUDENT DEPOSITS,520141
202001979349300040,166054295,CONDITIONAL ASSET RETIREMENT OBLIGATION,1424466
202001979349300040,166054295,DEFERRED COMPENSATION PLAN LIABILITIES,396825
202001979349300040,166054295,DEFERRED GIVING OBLIGATIONS,714793
202001979349300040,166054295,REFUNDABLE GOVERNMENT LOAN FUNDS,1550291
202111049349301136,231352654,OTHER LIABILITIES,8130177
202111049349301136,231352654,ADVANCES FROM FEDERAL GOVERNMENT AND STUDENT LOANS,4593802
202111049349300726,420680400,State Income Tax,47314
202111049349300726,420680400,Actuarial Liability for Annuities,327158
202111049349300726,420680400,Interest Rate Exchange Agreement,1083714
202111049349300726,420680400,US Government Loan Funds Refundable,1261245
202111049349300726,420680400,Line of Credit,1062534
202111049349300726,420680400,Other Liabilities,1461584
202111049349301026,060653264,LINE OF CREDIT BORROWINGS,12000000
202111049349301026,060653264,FINANCING OBLIGATION-CHF TOWNHOUSES,14030826
202111049349301026,060653264,OTHER ACCRUED LIABILITIES,4339655
202111049349301026,060653264,CURRENT VALUE OF DERIVIATIVE,495294
202003219349321590,200403281,SCHOLARSHIP LIABILITY,5000
202003219349321590,200403281,PAYROLL LIABILITIES,980
202032799349301303,954452381,PPP LOAN PAYABLE,55200
202032799349301303,954452381,SALARY & WAGE PAYABLE,5200
202011299349301501,420680335,"US GOVERNMENT LOANS, REFUNDABLE",483660
202011299349301501,420680335,STUDENT TUITION PAID IN ADVANCE,236801
202011299349301501,420680335,ANNUITIES PAYABLE,1411569
202011299349301501,420680335,LIFE-INCOME PAYABLE,638395
202011299349301501,420680335,CONTRACT ADVANCES,2656831
202011299349301501,420680335,ASSET RETIREMENT OBLIGATION,445966
202021349349301722,520643528,REFUNDABLE ADVANCE,1494650
202021349349301722,520643528,STUDENT DORMITORY DEPOSITS,450840
202021349349301722,520643528,CLASS AGENCY FUNDS,276891
202043379349300424,362310478,Advances from federal government for student loans,6351392
202023189349308802,452494161,PPP Loan,39425
202002879349300805,381443369,Federal income taxes
202002879349300805,381443369,Liabilities under split interest agreements,527610
202023219349324442,463745855,Bank of America CC,787
202023219349324442,463745855,Payroll Liabilities,2007
202111379349302866,640303093,Federal income taxes
202111379349302866,640303093,Capital lease obligation,3785
202101329349304880,010211497,Government advances for student loans,409000
202101329349304880,010211497,Annuity obligations,10076000
