object_id,ein,SpclRlMtOn3rdSprtTstInd,Orgnztn501cInd,Orgnztn501c3ExmptPFInd,TtCntrRcvdMr1000Ind,TtCntrRcvdUpT1000Ind,Orgnztn527Ind,Orgnztn49471NtPFInd,Orgnztn501c3TxblPFInd,Orgnztn49471TrtdPFInd,GnrlRlInd,TtlUndr1000CntrbtnsAmt
201532299349302483,581249683,-,-,-,-,-,-,-,-,-,-,-
201532299349302568,030219309,-,-,-,-,-,-,-,-,-,-,-
201530129349300863,410695509,-,-,-,-,-,-,-,-,-,-,-
201510159349301406,350867954,-,-,-,-,-,-,-,-,-,-,-
201510099349301501,592139553,-,-,-,-,-,-,-,-,-,-,-
201510129349300331,366069820,-,-,-,-,-,-,-,-,-,-,-
201500149349300810,560530240,-,-,-,-,-,-,-,-,-,-,-
201500129349300710,131916574,-,-,-,-,-,-,-,-,-,-,-
201530129349300133,620475751,-,-,-,-,-,-,-,-,-,-,-
201520139349301112,370661231,-,-,-,-,-,-,-,-,-,-,-
201540099349301174,750859801,-,-,-,-,-,-,-,-,-,-,-
201510099349301271,560547478,-,-,-,-,-,-,-,-,-,-,-
201500129349301310,390806297,-,-,-,-,-,-,-,-,-,-,-
201500129349301325,204093450,-,-,-,-,-,-,-,-,-,-,-
201510129349300546,660380485,-,-,-,-,-,-,-,-,-,-,-
201510159349300311,420707124,-,-,-,-,-,-,-,-,-,-,-
201520149349301257,560532303,-,-,-,-,-,-,-,-,-,-,-
201520149349301262,620518288,-,-,-,-,-,-,-,-,-,-,-
201510129349300731,620548913,-,-,-,-,-,-,-,-,-,-,-
201520129349301462,710239383,-,-,-,-,-,-,-,-,-,-,-
201530149349300748,370661217,-,-,-,-,-,-,-,-,-,-,-
201500089349300400,610444825,-,-,-,-,-,-,-,-,-,-,-
201500139349300035,560554199,-,-,-,-,-,-,-,-,-,-,-
201520129349301107,240795495,-,-,-,-,-,-,-,-,-,-,-
201540219349300119,610444671,-,-,-,-,-,-,-,-,-,-,-
201500219349300605,420698196,-,-,-,-,-,-,-,-,-,-,-
201500169349300030,042720310,-,-,-,-,-,-,-,-,-,-,-
201510139349301301,042596491,-,-,-,-,-,-,-,-,-,-,-
201520229349300902,131740285,-,-,-,-,-,-,-,-,-,-,-
201530229349300318,942416184,-,-,-,-,-,-,-,-,-,-,-
201510199349300201,020309681,-,-,-,-,-,-,-,-,-,-,-
201530219349300203,133800725,-,-,-,-,-,-,-,-,-,-,-
201530219349300213,391201561,-,-,-,-,-,-,-,-,-,-,-
201520169349300027,362216176,-,-,-,-,-,-,-,-,-,-,-
201530229349300913,381393841,-,-,-,-,-,-,-,-,-,-,-
201520169349300922,480623882,-,-,-,-,-,-,-,-,-,-,-
201520099349301152,310970262,-,-,-,-,-,-,-,-,-,-,-
201520099349301257,460224589,-,-,-,-,-,-,-,-,-,-,-
201520139349301607,850292817,-,-,-,-,-,-,-,-,-,-,-
201500219349300245,610444788,-,-,-,-,-,-,-,-,-,-,-
201520299349300737,510175975,-,-,-,-,-,-,-,-,-,-,-
201520299349300007,430653369,-,-,-,-,-,-,-,-,-,-,-
201520239349300007,951716809,-,-,-,-,-,-,-,-,-,-,-
201520239349300107,900394713,-,-,-,-,-,-,-,-,-,-,-
201530299349300113,541251090,-,-,-,-,-,-,-,-,-,-,-
201520239349300722,430655867,-,-,-,-,-,-,-,-,-,-,-
201500239349300505,800477644,-,-,-,-,-,-,-,-,-,-,-
201520279349300217,440545280,-,-,-,-,-,-,-,-,-,-,-
201500239349300040,020423502,-,-,-,-,-,-,-,-,-,-,-
201510279349300511,361263210,-,-,-,-,-,-,-,-,-,-,-
201530269349300908,912037146,-,-,-,-,-,-,-,-,-,-,-
201540239349300839,111733439,-,-,-,-,-,-,-,-,-,-,-
201520279349300737,610673886,-,-,-,-,-,-,-,-,-,-,-
201520289349300407,941021164,-,-,-,-,-,-,-,-,-,-,-
201510239349300106,363005527,-,-,-,-,-,-,-,-,-,-,-
201500359349300125,131632522,-,-,-,-,-,-,-,-,-,-,-
201500329349300250,223463218,-,-,-,-,-,-,-,-,-,-,-
201500309349301800,042111203,-,-,-,-,-,-,-,-,-,-,-
201500359349301115,131988190,-,-,-,-,-,-,-,-,-,-,-
201520369349300042,231608264,-,-,-,-,-,-,-,-,-,-,-
201510309349300446,383364284,-,-,-,-,-,-,-,-,-,-,-
201510309349300546,340868798,-,-,-,-,-,-,-,-,-,-,-
201500349349300965,910473310,-,-,-,-,-,-,-,-,-,-,-
201530369349300718,362181973,-,-,-,-,-,-,-,-,-,-,-
201500309349300205,350845258,-,-,-,-,-,-,-,-,-,-,-
201510369349301501,930309970,-,-,-,-,-,-,-,-,-,-,-
201530349349300408,410693977,-,-,-,-,-,-,-,-,-,-,-
201500339349300225,450350756,-,-,-,-,-,-,-,-,-,-,-
201500349349300345,742599785,-,-,-,-,-,-,-,-,-,-,-
201500349349300510,310544271,-,-,-,-,-,-,-,-,-,-,-
201500339349300905,233069199,-,-,-,-,-,-,-,-,-,-,-
201500339349300705,470377991,-,-,-,-,-,-,-,-,-,-,-
201500339349300735,250912618,-,-,-,-,-,-,-,-,-,-,-
201510359349300401,030213180,-,-,-,-,-,-,-,-,-,-,-
201530309349301008,231382408,-,-,-,-,-,-,-,-,-,-,-
201510329349300051,741874583,-,-,-,-,-,-,-,-,-,-,-
201530309349301108,420680351,-,-,-,-,-,-,-,-,-,-,-
201530309349301658,381369604,-,-,-,-,-,-,-,-,-,-,-
201520419349301407,150533545,-,-,-,-,-,-,-,-,-,-,-
201500409349300625,860294012,-,-,-,-,-,-,-,-,-,-,-
201520419349301982,540505922,-,-,-,-,-,-,-,-,-,-,-
201530409349300408,420772559,-,-,-,-,-,-,-,-,-,-,-
201520419349300217,340714629,-,-,-,-,-,-,-,-,-,-,-
201530439349302343,930845182,-,-,-,-,-,-,-,-,-,-,-
201500439349302555,364479457,-,-,-,-,-,-,-,-,-,-,-
201540429349301964,010271210,-,-,-,-,-,-,-,-,-,-,-
201540429349301289,231352652,-,-,-,-,-,-,-,-,-,-,-
201530429349300843,930461940,-,-,-,-,-,-,-,-,-,-,-
201530429349301023,440545271,-,-,-,-,-,-,-,-,-,-,-
201530429349301108,237373765,-,-,-,-,-,-,-,-,-,-,-
201510429349301656,721226741,-,-,-,-,-,-,-,-,-,-,-
201510429349301836,043349703,-,-,-,-,-,-,-,-,-,-,-
201530439349301208,440545286,-,-,-,-,-,-,-,-,-,-,-
201520389349300307,020222154,-,-,-,-,-,-,-,-,-,-,-
201510409349300516,850197752,-,-,-,-,-,-,-,-,-,-,-
201510409349300646,370864020,-,-,-,-,-,-,-,-,-,-,-
201530409349300913,310536647,-,-,-,-,-,-,-,-,-,-,-
201530379349301253,470378777,-,-,-,-,-,-,-,-,-,-,-
201530419349301803,042104778,-,-,-,-,-,-,-,-,-,-,-
201530439349301108,560657294,-,-,-,-,-,-,-,-,-,-,-
201510419349300416,440545914,-,-,-,-,-,-,-,-,-,-,-
201530429349301473,941585735,-,-,-,-,-,-,-,-,-,-,-
201500439349301035,042104258,-,-,-,-,-,-,-,-,-,-,-
201510409349300126,237032625,-,-,-,-,-,-,-,-,-,-,-
201540409349300919,911559533,-,-,-,-,-,-,-,-,-,-,-
201500409349301105,952882724,-,-,-,-,-,-,-,-,-,-,-
201510429349300816,042103701,-,-,-,-,-,-,-,-,-,-,-
201530439349301688,590949880,-,-,-,-,-,-,-,-,-,-,-
201530439349301828,150532239,-,-,-,-,-,-,-,-,-,-,-
201540419349301529,231352236,-,-,-,-,-,-,-,-,-,-,-
201520379349301037,941698615,-,-,-,-,-,-,-,-,-,-,-
201500409349301010,233102135,-,-,-,-,-,-,-,-,-,-,-
201540439349300214,251900793,-,-,-,-,-,-,-,-,-,-,-
201520429349300812,620484185,-,-,-,-,-,-,-,-,-,-,-
201540379349301234,620570060,-,-,-,-,-,-,-,-,-,-,-
201520439349301002,930634049,-,-,-,-,-,-,-,-,-,-,-
201510419349301561,341226547,-,-,-,-,-,-,-,-,-,-,-
201510439349300711,390806263,-,-,-,-,-,-,-,-,-,-,-
201500429349301255,440556862,-,-,-,-,-,-,-,-,-,-,-
201540439349301559,951644048,-,-,-,-,-,-,-,-,-,-,-
201530419349300023,470376525,-,-,-,-,-,-,-,-,-,-,-
201520409349300862,391024723,-,-,-,-,-,-,-,-,-,-,-
201510379349301001,237067667,-,-,-,-,-,-,-,-,-,-,-
201520429349300032,430652675,-,-,-,-,-,-,-,-,-,-,-
201520439349301877,860561847,-,-,-,-,-,-,-,-,-,-,-
201540399349300254,942830046,-,-,-,-,-,-,-,-,-,-,-
201500419349300505,591237047,-,-,-,-,-,-,-,-,-,-,-
201510439349301791,956001907,-,-,-,-,-,-,-,-,-,-,-
201520419349301562,540505892,-,-,-,-,-,-,-,-,-,-,-
201520439349300532,250965406,-,-,-,-,-,-,-,-,-,-,-
201510409349300951,362177133,-,-,-,-,-,-,-,-,-,-,-
201530429349300323,382410852,-,-,-,-,-,-,-,-,-,-,-
201500409349300435,540505945,-,-,-,-,-,-,-,-,-,-,-
201530439349302123,591146751,-,-,-,-,-,-,-,-,-,-,-
201500409349300005,030179299,-,-,-,-,-,-,-,-,-,-,-
