object_id,ein,FrmAndLnRfrncDsc,ExplntnTxt
201530129349300863,410695509,DATE REBATE COMPUTATION PERFORMED,ISSUER NAME: MINNESOTA HIGHER EDUCATION FACILITIES AUTHORITY DATE THE REBATE COMPUTATION WAS PERFORMED: 09/07/2011
201510159349301406,350867954,"SCHEDULE K, PART II, LINE 3, TOTAL PROCEEDS OF ISSUE",THE AMOUNT RECORDED AS TOTAL PROCEEDS OF ISSUE IS GREATER THAN THE ISSUE PRICE FOR THE BONDS DUE TO THE INCLUSION OF INVESTMENT EARNINGS.
201510159349301406,350867954,"Sch K, Part IV, Line 2c, ISSUER NAME: CITY OF ANDERSON INDIANA: No Rebate Due.",THE CALCULATION FOR COMPUTING NO REBATE DUE WAS PERFORMED ON 2/27/2014.
201500129349300710,131916574,"SCHEDULE K, PART IV, LINE 2C","05/31/2007, $20,134,306, SENECA COUNTY INDUSTRIAL DEVELOPMENT AGENCY - MOST RECENT REBATE COMPUTATION WAS PERFORMED IN MAY 2012 FOR THE FIFTH ANNIVERSARY OF THE ISSUE DATE WITH NO REBATE DUE."
201520129349301107,240795495,SCHEDULE K SUPPLENTAL INFORMATION,"PART I, LINE A, COLUMN (F) DESCRIPTION OF PURPOSE: FUNDING OF VARIOUS CAPITAL PROJECTS INCLUDING FINANCING THE DESIGN, CONSTRUCTION, EQUIPMENT, AND FURNISHINGS OF A NEW CAMPUS CENTER. ADVANCE REFUNDING OF SERIES 2000 UNIVERSITY BONDS AND A PARTIAL ADVANCE REFUNDING OF THE SERIES 1997 BONDS. PART I, LINE B, COLUMN (F) DESCRIPTION OF PURPOSE: FINANCING THE CONSTRUCTION OF A NEW SEVEN STORY RESIDENCE HALL. PART I, LINE C, COLUMN (F) DESCRIPTION OF PURPOSE: REFUNDING OF SERIES 2006 C AND SERIES 2006 D DEBT, FUNDING OF CERTAIN CAPITAL EXPENDITURES, AND THE PAYMENT OF A PORTION OF THE COSTS OF ISSUING THE SERIES 2008 BONDS. PART I, LINE D, COLUMN (F) DESCRIPTION OF PURPOSE: FINANCING THE CONSTRUCTION OF A NEW LOYOLA SCIENCE CENTER AND A MULTI-PURPOSE 400-BED RESIDENCE HALL."
201540219349300119,610444671,"SCHEDULE K, PART II, LINE 3, TOTAL PROCCEDS OF ISSUES - 2008 BOND","THE DIFFERENCE BETWEEN PART I(E)B ISSUE PRICE AND PART II, LINE 3B TOTAL PROCEEDS OF $1,290,876 IS THE RESULT OF INVESTMENTS EARNINGS."
201540219349300119,610444671,"SCHEDULE K, PART II, LINE 3, TOTAL PROCEEDS OF ISSUES - 2007 BOND","THE DIFFERENCE BETWEEN PART I(E)A ISSUE PRICE AND PART II, LINE 3A TOTAL PROCEEDS OF $343,036 IS THE RESULT OF INVESTMENTS EARNINGS."
201540219349300119,610444671,"SCHEDULE K, PART IV, LINE 2C, EXCEPTION TO REBATE",ALL BOND PROCEEDS HAVE BEEN SPENT. THEREFORE THE REBATE CALCULATION DOES NOT NEED TO BE PERFORMED.
201540219349300119,610444671,"SCHEDULE K, PART IV, LINE 4B, PROVIDERS IDENTIFIED WITH A HEDGE",UBS 29.7 YEARS PNC 25.3 YEARS
201530229349300623,271870108,DATE REBATE COMPUTATION PERFORMED,ISSUER NAME: CALIFORNIA STATEWIDE COMMUNITIES DEVELOPMENT AUTHORITY DATE THE REBATE COMPUTATION WAS PERFORMED: 04/22/2014
201520099349301257,460224589,SCHEDULE K - PURPOSE OF ISSUE DESCRIPTION,CITY OF MITCHELL WILLIAMS ELEMENTARY SCHOOL.
201520299349300007,430653369,"PART IV, LINE 7:","THE ORGANIZATION HAS AN ARBITRAGE CALCULATION DONE EVERY 5 YEARS AS REQUIRED BY THE BONDS. ADDITIONALLY, THERE IS A FIRM WHICH RECOMMENDS INVESTMENTS AND MONITORS INVESTMENTS & ARBITRAGE FOR THE DEBT SERVICE RESERVE FUNDS RELATED TO THE 2006 BONDS."
201520279349300217,440545280,"PART I, COLUMN A, LINE A",Health and Educational Facilities Authority of the State of Missouri
201520279349300217,440545280,"PART I, COLUMN F, LINE A",Finance educational facilities and refund Series 2001 Bonds (originally issued 8/30/2001)
201520279349300217,440545280,"PART II, LINE 3","Total proceeds do not equal issue price listed in Part I, column (e) due to investment earnings earned during the project period."
201520279349300217,440545280,"PART II, LINE 11",Amount of Bond proceeds used to refund Series 2001 Bonds.
201520279349300217,440545280,"PART II, LINE 12",Amount of Bond proceeds remaining in the project fund as of the fiscal year end. The project has not been completed.
201520279349300217,440545280,"PART II, LINE 13",The project has not been completed.
201520279349300217,440545280,"PART III, LINES 1-6","These questions have not been completed for the Institution's current fiscal year end because (1) the project financed by the new money portion of the Bonds has not been completed, and (2) the projects financed or refinanced by the Series 2001 Bonds were issued prior to January 1, 2003."
201500309349301800,042111203,"Schedule K, Part I, Column f-04/07/2008 50,255,000 Massachusetts Development Finance Agency",Refund MDFA02B (OID: 11/26/2002) Construct and Equip Library.
201500309349301800,042111203,"Schedule K, Part I, Column f-12/01/2011 20,098,799 Massachusetts Development Finance Agency","Finance the construction, renovation and/or equipping of certain facilities of the Institution and to pay the costs of issuing the Bonds."
201500309349301800,042111203,"Schedule K, Part IV, Line 2c-04/07/2008 50,255,000 Massachusetts Development Finance Agency","Clark has engaged AMTEC to perform the arbitrage rebate computations for the MDFA series 2008. Their computations covered the period from April 7,2008 through April 7,2014-the end of the fifth bond year and computation date. The report dated May 7,2014 provided that the issue qualified for the Eighteen Month Spending Exception from rebate."
201500309349301800,042111203,"Schedule K, Part IV, Line 2c-12/01/2011 20,098,799 Massachusetts Development Finance Agency","Clark has engaged AMTEC to perform the arbitrage rebate computations for the MDFA Series 2011. Their computations cover the period from December 1,2011 through December 31,2013, with activity future valued to December 1,2016 - the end of the fifth bond year and the computation date. The report, dated December 19, 2013, provided their calculation and conclusion that no rebate liability existed and reporting to the IRS was not required at this time."
201510309349300546,340868798,"SCHEDULE K, PART I, (F):","REFUNDED BONDS WERE ISSUED ON 01/10/1999, 04/13/2000, 05/09/2002, 06/05/2003, 07/22/2004, 09/20/2005, 06/29/2006, AND 10/11/2007."
201500349349300965,910473310,"SCHEDULE K, PART I, COLUMN F:","BONDS REFUNDED BY SERIES 2009: SERIES 2006 (ISSUED SEPTEMBER 28, 2006), SERIES 2001 (ISSUED OCTOBER 10, 2001), AND SERIES 1998 (ISSUED DECEMBER 22, 1998)."
201500349349300965,910473310,"SCHEDULE K, PART II, LINE 3:","AMOUNT LISTED DIFFERS FROM THE ISSUE PRICE LISTED IN PART I, (E) DUE TO INVESTMENT EARNINGS ACCRUED."
201500349349300965,910473310,"SCHEDULE K, PART III, LINE 4, COLUMN B:","THE PRIVATE BUSINESS USE PERCENTAGE FOR FY 6/30/14 EXCEEDS THE 5% LIMIT FOR FY 6/30/14 DUE TO A NEW CONTRACTOR OPERATING SOME OF THE NEW FACILITIES THIS YEAR; HOWEVER, IT IS ANTICIPATED THAT THIS CONTRACTUAL RELATIONSHIP WILL MEET SAFE HARBOR PROCEDURES AND THE PRIVATE USE WILL NOT REACH THE 5% LIMIT OVER THE LIFE OF THE BOND THAT FUNDED PARTIAL CONSTRUCTION OF THE FACILITY."
201500349349300965,910473310,"SCHEDULE K, PART III, LINE 7:","AS PROVIDED IN TREASURY REGULATION SECTION 1.141-4(C)(2)(I)(B), THE AMOUNT OF PRIVATE PAYMENTS TAKEN INTO ACCOUNT UNDER THE PRIVATE PAYMENT TEST MAY NOT EXCEED THE AMOUNT OF PRIVATE BUSINESS USE AND/OR UNRELATED TRADE OR BUSINESS USE. ACCORDINGLY, THE AMOUNT OF PRIVATE PAYMENTS FOR THE REPORTING PERIOD DOES NOT EXCEED THE AMOUNT STATED IN PART III, LINE 6. THE ORGANIZATION HAS NOT UNDERTAKEN AN ANALYSIS OF THE PRIVATE SECURITY TEST WITH RESPECT TO THE BONDS, AS THE LEVEL OF PRIVATE BUSINESS USE AND/OR UNRELATED TRADE OR BUSINESS REPORTED IN PART III, LINE 6, IS NOT IN EXCESS OF AMOUNTS PERMITTED UNDER SECTION 145 OF THE CODE."
