object_id,ein,FrmAndLnRfrncDsc,ExplntnTxt
201913519349300816,750827421,"Fundraiser agreements (Part I, line 2b(v))","Our fiscal year 2018/2019, the Seminary paid Todd Dexter & Associates $72,000 for consulation and analysis, Next After, LLC $90,000 for consulation, and Westfall Group, Inc. $154,192. The remaining costs were related to the printing, mailing, and other costs of our direct mail and new donor acquisition, website design, etc."
202000379349300105,131624158,"Form 990, Schedule G, Part II, Fundraising Events","The Women & Science program is an important outreach and fundraising initiative of The Rockefeller University. Comprised of a wide circle of friends and benefactors, Women & Science provides support for education and career advancement of scientists in biomedical research and related fields. One component of this initiative is the annual Women & Science Lecture and Luncheon."
202000379349300105,131624158,"Form 990, Schedule G, Part II, Fundraising Events","The Parents & Science program is an important outreach and fundraising initiative of The Rockefeller University. Parents & Science sponsors events that feature distinguished Rockefeller University scientists and eminent guest speakers from such fields as psychology, medicine, education, and the social sciences. A major focus is emerging discoveries and biomedical breakthroughs that are improving the health and well-being of children. Two components of this initiative are the annual Celebrating Science Benefit and Science Saturday, a community building event which enables parents to bring their children to the University. The ""Other Events"" listed in Column C in Part II is the Parents and Science Saturday program."
202011899349301786,050312747,"PART II, LINE 11:",THE INSTITUTE SPONSORED AN ALUMNI GOLF TOURNAMENT TO RAISE FUNDS FOR STUDENT SCHOLARSHIPS.
202021959349303612,050258810,GAMING,"PART III, LINE 2 & 3 MEN'S AND WOMEN'S SWIMMING CONDUCTED A RAFFLE TO MEET THEIR FUNDRAISING GOALS. FIRST PRIZE WAS $2,500 AND SECOND PRIZE WAS AN APPLE WATCH THAT WAS PURCHASED AT TARGET FOR $299.99. SOFTBALL HELD A RAFFLE TO SUPPORT THEIR FUNDRAISING GOALS. THE MAJORITY OF PRIZES WERE DONATED WITH THE EXCEPTION OF TICKETS TO A BASEBALL GAME. THE COST OF THE TICKETS WAS $107 AND THE DONATED PRIZES WERE OF NOMINAL VALUE. MEN'S SOCCER HELD A RAFFLE TO HELP SUPPORT FUNDRAISING GOALS. THE PRIZE WAS $1,000. PART III, LINE 14 SEAMUS PURCELL AND BRIANNA CHIUSANO PART III, LINE 16 SEAMUS PURCELL AND BRIANNA CHIUSANO"
202012039349300121,946135772,"SCHEDULE G, PART I, LINE 2B, COLUMN (V)",TELEFUNDING SERVICES
202021899349300727,042103558,PART I LINE 2,FUNDRAISING PAYEES ARE PAID FOR CONSULTING SERVICES NOT DIRECTLY RELATED TO FUNDRAISING REVENUES.
202031979349303368,570314404,"Schedule G, Part I, Line 2b, column (iv):","The professional fundraising services were consulting in nature. Therefore, no gross receipts were directly generated from the services provided."
202011149349300811,042108376,"PART I, LINE 2A",PROFESSIONAL FUNDRAISING SERVICES CONSULTANT BRUCE BERG WAS ENGAGED BY THE UNIVERSITY TO ASSIST WITH DONOR PROSPECT RESEARCH AND DEVELOPMENT EFFORTS.
202031119349301618,956151774,"PART II, LINE 11","TOTAL SPECIAL EVENT GROSS RECEIPTS: $528,517 TOTAL COST OF SPECIAL EVENTS: $502,044 NET INCOME FROM SPECIAL EVENTS: $26,473 GROSS PROCEEDS OF $417,511 ARE RECLASSIFIED AS CONTRIBUTION REVENUE. AS SUCH, SPECIAL EVENT NET INCOME IS REPORTED ON PART II, LINE 11 AS $-391,038."
