object_id,ein,LcnsdSttsCd
201913519349300816,750827421,CT
201913519349300816,750827421,IL
201913519349300816,750827421,KY
201913519349300816,750827421,AR
201913519349300816,750827421,MI
201913519349300816,750827421,MS
201913519349300816,750827421,TN
201913519349300816,750827421,UT
201913519349300816,750827421,VA
201913519349300816,750827421,WV
201913519349300816,750827421,PA
201913519349300816,750827421,WA
201913519349300816,750827421,LA
201913519349300816,750827421,NH
201913519349300816,750827421,CO
201913519349300816,750827421,MI
201913519349300816,750827421,AK
201913519349300816,750827421,MA
201913519349300816,750827421,SC
202020979349300507,221487354,AL
202020979349300507,221487354,AK
202020979349300507,221487354,AR
202020979349300507,221487354,CA
202020979349300507,221487354,CO
202020979349300507,221487354,CT
202020979349300507,221487354,DC
202020979349300507,221487354,FL
202020979349300507,221487354,GA
202020979349300507,221487354,HI
202020979349300507,221487354,IL
202020979349300507,221487354,KS
202020979349300507,221487354,KY
202020979349300507,221487354,ME
202020979349300507,221487354,MD
202020979349300507,221487354,MA
202020979349300507,221487354,MI
202020979349300507,221487354,MN
202020979349300507,221487354,MO
202020979349300507,221487354,NH
202020979349300507,221487354,NJ
202020979349300507,221487354,NM
202020979349300507,221487354,NY
202020979349300507,221487354,NC
202020979349300507,221487354,ND
202020979349300507,221487354,OH
202020979349300507,221487354,OK
202020979349300507,221487354,OR
202020979349300507,221487354,PA
202020979349300507,221487354,RI
202020979349300507,221487354,SC
202020979349300507,221487354,TN
202020979349300507,221487354,UT
202020979349300507,221487354,VA
202020979349300507,221487354,WA
202020979349300507,221487354,WV
202020979349300507,221487354,WI
201912849349300401,381443369,FL
201912849349300401,381443369,MI
201912849349300401,381443369,MN
201933269349301003,930386890,OR
201933269349301003,930386890,WA
202001149349301525,951641455,CA
202021399349300237,540573801,VA
202021399349300237,540573801,WV
202021399349300237,540573801,NJ
202021399349300237,540573801,PA
202021399349300237,540573801,NY
202021399349300237,540573801,CT
202021399349300237,540573801,FL
202021399349300237,540573801,DE
202021399349300237,540573801,AL
202021399349300237,540573801,CA
202021399349300237,540573801,IL
202021399349300237,540573801,TX
202021399349300237,540573801,AZ
202021399349300237,540573801,MA
202041419349301659,951699394,CA
202021489349300987,420703280,AL
202021489349300987,420703280,AK
202021489349300987,420703280,AZ
202021489349300987,420703280,AR
202021489349300987,420703280,CA
202021489349300987,420703280,CO
202021489349300987,420703280,CT
202021489349300987,420703280,DC
202021489349300987,420703280,FL
202021489349300987,420703280,GA
202021489349300987,420703280,HI
202021489349300987,420703280,IL
202021489349300987,420703280,KS
202021489349300987,420703280,KY
202021489349300987,420703280,LA
202021489349300987,420703280,ME
202021489349300987,420703280,MD
202021489349300987,420703280,MA
202021489349300987,420703280,MI
202021489349300987,420703280,MN
202021489349300987,420703280,MS
202021489349300987,420703280,MO
202021489349300987,420703280,NH
202021489349300987,420703280,NJ
202021489349300987,420703280,NM
202021489349300987,420703280,NY
202021489349300987,420703280,NC
202021489349300987,420703280,ND
202021489349300987,420703280,OH
202021489349300987,420703280,OK
202021489349300987,420703280,OR
202021489349300987,420703280,PA
202021489349300987,420703280,RI
202021489349300987,420703280,SC
202021489349300987,420703280,TN
202021489349300987,420703280,UT
202021489349300987,420703280,VA
202021489349300987,420703280,WA
202021489349300987,420703280,WV
202021489349300987,420703280,WI
201933129349301853,042104451,MA
201933129349301853,042104451,MI
201933129349301853,042104451,NH
201933129349301853,042104451,NY
201933129349301853,042104451,OR
201933129349301853,042104451,SC
201933129349301853,042104451,AK
201933129349301853,042104451,CO
201933129349301853,042104451,VT
201933129349301853,042104451,WA
201933129349301853,042104451,DC
201923199349305957,231352008,AL
201923199349305957,231352008,AK
201923199349305957,231352008,AR
201923199349305957,231352008,CO
201923199349305957,231352008,CT
201923199349305957,231352008,FL
201923199349305957,231352008,GA
201923199349305957,231352008,HI
201923199349305957,231352008,IL
201923199349305957,231352008,KS
201923199349305957,231352008,KY
201923199349305957,231352008,LA
201923199349305957,231352008,MN
201923199349305957,231352008,MD
201923199349305957,231352008,ME
201923199349305957,231352008,MA
201923199349305957,231352008,MI
201923199349305957,231352008,MO
201923199349305957,231352008,MS
201923199349305957,231352008,NH
201923199349305957,231352008,NM
201923199349305957,231352008,NJ
201923199349305957,231352008,NY
201923199349305957,231352008,NC
201923199349305957,231352008,ND
201923199349305957,231352008,OH
201923199349305957,231352008,OK
201923199349305957,231352008,OR
201923199349305957,231352008,PA
201923199349305957,231352008,RI
201923199349305957,231352008,DC
201923199349305957,231352008,TN
201923199349305957,231352008,UT
201923199349305957,231352008,VA
201923199349305957,231352008,WA
201923199349305957,231352008,WV
201923199349305957,231352008,WI
201923199349305957,231352008,CA
202021959349303612,050258810,AL
202021959349303612,050258810,AK
202021959349303612,050258810,AZ
202021959349303612,050258810,AR
202021959349303612,050258810,CA
202021959349303612,050258810,CO
202021959349303612,050258810,CT
202021959349303612,050258810,DE
202021959349303612,050258810,DC
202021959349303612,050258810,FL
202021959349303612,050258810,GA
202021959349303612,050258810,HI
202021959349303612,050258810,ID
202021959349303612,050258810,IL
202021959349303612,050258810,IN
202021959349303612,050258810,IA
202021959349303612,050258810,KS
202021959349303612,050258810,KY
202021959349303612,050258810,LA
202021959349303612,050258810,ME
202021959349303612,050258810,MD
202021959349303612,050258810,MA
202021959349303612,050258810,MI
202021959349303612,050258810,MN
202021959349303612,050258810,MS
202021959349303612,050258810,MO
202021959349303612,050258810,MT
202021959349303612,050258810,NE
202021959349303612,050258810,NV
202021959349303612,050258810,NH
202021959349303612,050258810,NJ
202021959349303612,050258810,NM
202021959349303612,050258810,NY
202021959349303612,050258810,NC
202021959349303612,050258810,ND
202021959349303612,050258810,OH
202021959349303612,050258810,OK
202021959349303612,050258810,OR
202021959349303612,050258810,PA
202021959349303612,050258810,RI
202021959349303612,050258810,SC
202021959349303612,050258810,SD
202021959349303612,050258810,TN
202021959349303612,050258810,TX
202021959349303612,050258810,UT
202021959349303612,050258810,VT
202021959349303612,050258810,VA
202021959349303612,050258810,WA
202021959349303612,050258810,WV
202021959349303612,050258810,WI
202021959349303612,050258810,WY
202020289349301607,596046500,FL
201933179349304883,420730347,AK
201933179349304883,420730347,AL
201933179349304883,420730347,AR
201933179349304883,420730347,CA
201933179349304883,420730347,CO
201933179349304883,420730347,CT
201933179349304883,420730347,DC
201933179349304883,420730347,FL
201933179349304883,420730347,GA
201933179349304883,420730347,HI
201933179349304883,420730347,IL
201933179349304883,420730347,KS
201933179349304883,420730347,KY
201933179349304883,420730347,LA
201933179349304883,420730347,MA
201933179349304883,420730347,MD
201933179349304883,420730347,ME
201933179349304883,420730347,MI
201933179349304883,420730347,MN
201933179349304883,420730347,MO
201933179349304883,420730347,MS
201933179349304883,420730347,NC
201933179349304883,420730347,ND
201933179349304883,420730347,NH
201933179349304883,420730347,NJ
201933179349304883,420730347,NM
201933179349304883,420730347,NV
201933179349304883,420730347,NY
201933179349304883,420730347,OH
201933179349304883,420730347,OK
