object_id,ein,Dsc,BsnssCd,TtlRvnClmnAmt,RltdOrExmptFncIncmAmt
201423169349303082,270641806,PROGRAM SERVICES,611710,153240,153240
201443179349303604,231352008,Solomon S. Huebner Sch,611310,22794068,22794068
201443179349303604,231352008,LUTC Program,611310,3333052,3333052
201443179349303604,231352008,Richard D. Irwin Schoo,611310,2509824,2509824
201443179349303604,231352008,Customized Consulting,611310,552329,552329
201443179349303604,231352008,Chartered Financial An,611310,15454,15454
201403189349301725,900893455,Direct Patient Care,621110,19454980,19454980
201403189349301725,900893455,Other Health Care,621110,10867212,10867212
201403189349301725,900893455,Expense Reimbursements,900099,54659,54659
201413189349305481,200551778,TUITION AND FEES,66934,66934
201413189349305481,200551778,EVENTS,1865,1865
201443159349302919,042104451,TUITION AND FEES,900099,50560495,50560495
201443159349302919,042104451,AUXILIARY ENTERPRISES,900099,9874215,9874215
201403249349300010,237034324,TUITION AND FEES,611310,7400948,7400948
201403249349300010,237034324,OTHER REVENUES,900099,22827,22827
201403249349300010,237034324,CHANGE IN LIFE INTEREST AGREEMENT,900088,7742,7742
201443189349301799,410693962,TUITION & FEES,611710,90305138,90305138
201443189349301799,410693962,SALES & SERVICE OF AUX,611710,14882109,14882109
201403499349301200,237410494,TUITION AND REGISTRATIONS,1285013,1285013
201403499349301200,237410494,SCHOOL BASED PROGRAM,30000,30000
201403529349300205,580566143,Tuition and fees,611710,43068525,43068525
201403529349300205,580566143,Sales of auxiliary enterprises,611710,5915199,5915199
201423529349300412,370661211,TUITION AND FEES,900099,26178329,26178329
201423529349300412,370661211,AUXILIARY REVENUE,900099,7010838,7010838
201423529349300507,611312812,TUITION,611710,81189,81189
201423529349300507,611312812,APPLICATION FEES,611710,315,315
201403469349300145,596046500,TUITION & FEES,127162635,127162635
201403469349300145,596046500,HOUSING & FOOD SERVICE,12108179,12108179
201403469349300145,596046500,"FIT AVIATION, LLC",611710,10948177,10948177
201403469349300145,596046500,OTHER,4971361,4971361
201403469349300145,596046500,RECOVER INDIRECT COSTS-CONTRA,2028395,2028395
201443399349300804,410970173,CLASS TUITION AND FEES,3837524,3837524
201443399349300804,410970173,WORKSHOP TUITION,11352,11352
201443189349302089,581418202,INCOME FROM SUBCONTRACT WITH GEOR,900099,84374,84374
201443509349300529,593086453,CONTRACT & GRANTS,541700,3133647,3133647
201443509349300529,593086453,RESEARCH INITIATIVES,541700,494599,494599
201443509349300529,593086453,CONFERENCE REVENUE,541700,242009,242009
201433469349300968,980042539,Research and Special Projects,541700,20974369,20974369,0,0
201433469349300968,980042539,Student Fees and Misc Fees,611310,79751570,79751570,0,0
201433469349300968,980042539,Ancillaries (non-inventory-holding),611710,10201486,10201486,0,0
201433469349300968,980042539,Fees and Contracts from Gov't Agencies,541690,2390742,2390742,0,0
201423429349300102,560547511,TUITION AND FEES,611310,9979721,9979721
