object_id,ein,DsrgrddEnttyNm_BsnssNmLn1Txt,USAddrss_AddrssLn1Txt,USAddrss_CtyNm,USAddrss_SttAbbrvtnCd,USAddrss_ZIPCd,IdDsrgrddEntts_PrmryActvtsTxt,IdDsrgrddEntts_LglDmclSttCd,IdDsrgrddEntts_TtlIncmAmt,IdDsrgrddEntts_EndOfYrAsstsAmt,DrctCntrllngEnttyNm_BsnssNmLn1Txt
201931019349300218,910236600,WOLDSON WESTERN 00 LLC,502 E BOONE AVE,SPOKANE,WA,99258,910236600,"ACCEPTING, HOLDING, DEVELOPING, LEASING, AND OPERATING REAL PROPERTY",WA,172228,14956764,CORPORATION OF GONZAGA UNIVERSITY
201931019349300218,910236600,WOLDSON WESTERN 01 LLC,502 E BOONE AVE,SPOKANE,WA,99258,910236600,"ACCEPTING, HOLDING, DEVELOPING, LEASING, AND OPERATING REAL PROPERTY",WA,461965,31174832,CORPORATION OF GONZAGA UNIVERSITY
201931019349300218,910236600,WOLDSON WESTERN 25 LLC,502 E BOONE AVE,SPOKANE,WA,99258,910236600,"ACCEPTING, HOLDING, DEVELOPING, LEASING, AND OPERATING REAL PROPERTY",WA,73826,9056482,CORPORATION OF GONZAGA UNIVERSITY
201940089349301129,596046500,FIT AVIATION LLC,FIT AVIATION LLC,801 HARRY GOODE WAY,MELBOURNE,FL,32901,593746142,FLIGHT INS,FL,6910110,3064899,NA
201940089349301129,596046500,FIT REALTY LLC,FIT REALTY LLC,150 W UNIVERSITY BLVD,MELBOURNE,FL,32901,REAL EST,FL,NA
201930509349300228,750851900,ARL MUTLI-FAMILY LLC,266 HUNTER WELCOME CENTER,ABILENE,TX,79699,REAL ESTATE VENTURE,TX
201930509349300228,750851900,ARL RETAIL LLC,266 HUNTER WELCOME CENTER,ABILENE,TX,79699,REAL ESTATE VENTURE,TX
201930659349300838,520591694,39054 MAYCROFT ROAD LLC,2 COLLEGE HILL,WESTMINSTER,MD,21157,471146278,REAL ESTATE HOLDING,MD,0,0,MCDANIEL COLLEGE INC
201930659349300838,520591694,23411 HURRY ROAD LLC,2 COLLEGE HILL,WESTMINSTER,MD,21157,465021012,REAL ESTATE HOLDING,MD,0,440000,MCDANIEL COLLEGE INC
201930659349300838,520591694,23656 COLTON POINT ROAD LLC,2 COLLEGE HILL,WESTMINSTER,MD,21157,471122967,REAL ESTATE HOLDING,MD,0,520000,MCDANIEL COLLEGE INC
201930659349300838,520591694,41450 KNIGHT ROAD LLC,2 COLLEGE HILL,WESTMINSTER,MD,21157,565039084,REAL ESTATE HOLDING,MD,0,1230000,MCDANIEL COLLEGE INC
201930659349300838,520591694,22670 BUDDS CREEK ROAD LLC,2 COLLEGE HILL,WESTMINSTER,MD,21157,465014523,REAL ESTATE HOLDING,MD,0,0,MCDANIEL COLLEGE INC
201910429349300411,135596846,JUMP START LLC,3 DAG HAMMARSKJOLD PLAZA 8 FL,NEW YORK,NY,100172303,135596846,THIS LLC OWNS A 1/3 INTEREST IN LIBANCERT SARL & HEALTHY BASKET SARL,DE,0,23561,AMERICAN UNIVERSITY OF BEIRUT
201910429349300411,135596846,START UP LLC,3 DAG HAMMARSKJOLD PLAZA 8 FL,NEW YORK,NY,100172303,135596846,THIS LLC OWNS A 1/3 INTEREST IN LIBANCERT SARL & HEALTHY BASKET SARL,DE,0,23561,AMERICAN UNIVERSITY OF BEIRUT
201910429349300411,135596846,NEW IDEAS LLC,3 DAG HAMMARSKJOLD PLAZA 8 FL,NEW YORK,NY,100172303,135596846,THIS LLC OWNS A 1/3 INTEREST IN LIBANCERT SARL & HEALTHY BASKET SARL,DE,0,23561,AMERICAN UNIVERSITY OF BEIRUT
201920319349300137,030179299,GMC CAMPUS HOLDINGS LLC,3 BRENNAN CIRCLE,POULTNEY,VT,05764,SPECIAL PURPOSE ENTITY FOR FINANCING,VT,-93775,21504990,GREEN MOUNTAIN COLLEGE
201920919349300307,340714687,RAIDERS CORNER LLC,1972 CLARK AVE,ALLIANCE,OH,44601,340714687,RENTAL,OH,105497,1907913,MOUNT UNION
201920919349300307,340714687,RAIDERS PENN LLC,1972 CLARK AVE,ALLIANCE,OH,44601,340714687,REAL ESTATE,OH,340125,MOUNT UNION
201930659349300333,350868096,OLD MILL LLC,495 COLLEGE AVENUE,HANOVER,IN,47243,351920556,CATERING,IN,6660,1000,HANOVER COLL
201930659349300333,350868096,HANOVER EDUCATIONAL PROPERTIES LLC,517 BALL DRIVE,HANOVER,IN,47243,822783360,CHARITABLE,IN,0,0,HANOVER COLL
201900079349300305,350868101,CLEAR DISTRIBUTION LLC,2303 COLLEGE AVE,HUNTINGTON,IN,46750,811435123,BUS DEVELOP.,IN,-14273,51571,HUVI
201930639349300998,956002998,VU HOLDINGS LLC,55 FAIR DRIVE,COSTA MESA,CA,92626,HOLDING OF ASSETS - OIL/GAS,CA,45207,3571,VANGUARD UNIVERSITY OF SO CAL
201930299349301258,650267991,HOOTINSIGHT MUSIC PUBLISHINGLLC,777 GLADES ROAD,BOCA RATON,FL,33431,201565200,THE EDUCATION OF STUDENTS AND FACULTY AT ATLANTIC UNIVERSITY,FL
201930299349301258,650267991,HOOTWISDOM MUSIC PUBLISHINGLLC,777 GLADES ROAD,BOCA RATON,FL,33431,201565359,THE EDUCATION OF STUDENTS AND FACULTY AT ATLANTIC UNIVERSITY,FL
201930299349301258,650267991,HOOTWISDOM RECORDINGLLC,777 GLADES ROAD,BOCA RATON,FL,33431,201565424,THE EDUCATION OF STUDENTS AND FACULTY AT ATLANTIC UNIVERSITY,FL
201940999349300529,560529999,1924 HOLDINGS LLC,ONE UNIVERSITY PARKWAY,HIGH POINT,NC,27268,900660924,RENTAL,NC,138677,6817153,HIGH POINT UNIVERSITY
201940999349300529,560529999,LONGLEAF PINE REALTY LLC,101 NORTH TRYON STREET,SUITE 1900,CHARLOTTE,NC,28246,REAL ESTATE PURCHASES,NC,0,0,HIGH POINT UNIVERSITY
201940999349300529,560529999,OLYMPUS REALTY LLC,101 NORTH TYRON STREET,SUITE 1900,CHARLOTTE,NC,28246,REAL ESTATE PURCHASES,NC,0,0,HIGH POINT UNIVERSITY
201940999349300529,560529999,LILY PAD INVESTORS LLC,P O BOX 1550,HIGH POINT,NC,27261,REAL ESTATE PURCHASES,NC,0,0,HIGH POINT UNIVERSITY
201900929349300835,250965430,HIDTA Grant LLC,501 East 38th Street,Erie,PA,165460002,821368498,Assist Enforcement in High Drug Trafficing Areas,PA,0,1182480,N/A
201900929349300835,250965430,Erie Innovation District LLC,501 East 38th Street,Erie,PA,165460002,821351558,Economic Development,PA,1000972,70902,N/A
201900929349300835,250965430,Mercyhurst Student Housing LLC,501 East 38th Street,Erie,PA,165460002,821588242,Student Housing,PA,0,34360339,N/A
201910889349300401,231352641,GETTYSBURG HOTEL MANAGEMENT LLC,300 NORTH WASHINGTON STREET,GETTYSBURG,PA,17325,412224678,REAL ESTATE,PA,675066,4294838,GETTYSBURG C
201910889349300401,231352641,GETTYSBURG GREAT PRODUCTIONS LLC,300 NORTH WASHINGTON STREET,GETTYSBURG,PA,17325,900845620,FILM PRDN,PA,5017,277112,GETTYSBURG C
201910929349300631,951643992,CHAPMAN UNIVERSITY CHARITABLE GIVING LLC,ONE UNIVERSITY DRIVE,ORANGE,CA,92866,330918653,FUNDRAISING,CA,1166123,15074078,CHAPMAN UNIV
201920859349300327,560556753,REESE HOLDINGS LLC,PO BOX 7164,HICKORY,NC,28603,560556753,HOLDING OF CONTRIBUTED REAL ESTATE,NC,0,663000,LENOIR RHYNE UNIVERSITY INC
201900389349300330,521010577,TAI FUNDING LLC,7750 MONTPELIER ROAD,LAUREL MD,MD,20723,204828055,REAL PROPERTY,MD,0,0,MARYLAND UNIVERSITY OF INTEGRATIVE HEALTH INC
201900389349300330,521010577,PRIVATE PRACTICES OF THE NATURAL CARE CENTER LLC,7750 MONTPELIER ROAD,LAUREL MD,MD,20723,823298564,INTEGRATIVE HEALTH SERVICES,MD,0,0,MARYLAND UNIVERSITY OF INTEGRATIVE HEALTH INC
201910729349300631,530196549,American Univ at Connecticut Ave LLC,4400 Massachusetts Ave NW,Washington,DC,20016,455294959,Real estate,DC,0,0,AU
201911019349300236,941156628,USF EDUCATIONAL CONSULTING (CHINA) CO,C/O USF 2130 FULTON STREET,SAN FRANCISCO,CA,941171080,981046669,RECRUITING; FUNDRAISING,CH,34562,589256,UNIVERSITY OF SAN FRANCISCO
201911019349300236,941156628,USF MANILA INC,C/O USF 2130 FULTON STREET,SAN FRANCISCO,CA,941171080,981046690,INSTRUCTION,RP,-186,3899,UNIVERSITY OF SAN FRANCISCO
201911019349300236,941156628,Star Route Farms LLC,95 Olema Bolinas Rd,Bolinas,CA,94924,821997210,Farming,CA,1079533,11300324,University of San Francisco
201911019349300236,941156628,Druid Hall LLC,95 Olema Bolinas Rd,Bolinas,CA,94924,822592223,Real Estate,CA,0,0,University of San Francisco
201911019349301001,480730814,Murlen Office Quarters LLC,c/o MNUF 2030 E College Way,Olathe,KS,66062,364652582,Real Estate,KS,44018,567023,MidAmerica Nazarene University
201900579349301350,540505892,E&H 1836 LLC,PO BOX 947,EMORY,VA,24327,811665557,REAL ESTATE LEASING,VA,1385907,60338133,EMORY & HENRY COLLEGE
201910919349300611,340714818,GOOD VENTURE ENTERPRISES LLC,1235 UNIVERSITY BOULEVARD,STEUBENVILLE,OH,43952,340714818,PROVIDE DORMITORY & SOCIAL SPACE FOR STUDENTS & GUESTS,OH,-1365584,22826018,N/A
201910919349300611,340714818,GOOD VENTURE HIH LLC,1235 UNIVERSITY BOULEVARD,STEUBENVILLE,OH,43952,261329844,PROVIDE HOTEL/REST SVC & LIMITED DORM SPACE FOR STUDENTS/GUESTS,OH,394783,2815414,N/A
201910919349300611,340714818,GOOD VENTURE BELLEVIEW,1235 UNIVERSITY BOULEVARD,STEUBENVILLE,OH,43952,340714818,FUTURE DEVELOPMENT FOR CAMPUS EXPANSION,OH,0,2007865,N/A
201910919349300611,340714818,GOOD VENTURE PROPERTIES,1235 UNIVERSITY BOULEVARD,STEUBENVILLE,OH,43952,340714818,DEVELOPMENT FOR CAMPUS EXPANSION,OH,2343116,25236511,N/A
201910919349300611,340714818,GOOD VENTURE PARKVIEW CIRCLE LLC,1235 UNIVERSITY BOULEVARD,STEUBENVILLE,OH,43952,340714818,PROVIDE RESIDENTIAL AND ACADEMIC SPACE FOR STUDENTS,OH,18000,3352884,N/A
201910919349300611,340714818,GOOD VENTURE S8,1235 UNIVERSITY BOULEVARD,STEUBENVILLE,OH,43952,474901471,PROVIDE HOTEL/REST SVC & LIMITED DORM SPACE FOR STUDENTS/GUESTS,OH,763685,4026669,N/A
201900649349300920,420680372,UPPER IOWA UNIVERSITY REAL ESTATE FOUNDATION LLC,605 WASHINGTON STREET,FAYETTE,IA,52142,EDUCATION,IA,0,0,UPPER IOWA UNIVERSITY
201940169349300519,560547511,KENAN HALL SARE LLC,501 NORTH MAIN ST,LOUISBURG,NC,27549,462059052,"OWN, ENCUMBER, AND SELL THE KENAN HALL DORMITORY",NC,665805,5778167
201940169349300519,560547511,LOUISBURG COLLEGE FOUNDATION LLC,501 NORTH MAIN ST,LOUISBURG,NC,27549,812734620,HOLD ASSETS TO BE USED AS COLLATERAL FOR USDA DEBT,NC,0,100
201940779349300324,231352668,4605 Chester Realty LLC,600 SOUTH 43RD STREET,PHILADELPHIA,PA,19104,Inactive,PA,0,0,Usciences
201940779349300324,231352668,4107 Chester Realty LLC,600 SOUTH 43RD STREET,PHILADELPHIA,PA,19104,Inactive,PA,0,0,Usciences
201940779349300324,231352668,4203 Chester Realty LLC,600 SOUTH 43RD STREET,PHILADELPHIA,PA,19104,Inactive,PA,0,0,Usciences
201940779349300324,231352668,4300 Chester Realty LLC,600 SOUTH 43RD STREET,PHILADELPHIA,PA,19104,Inactive,PA,0,0,Usciences
201940779349300324,231352668,KINGSESSING REALTY LLC,600 SOUTH 43RD STREET,PHILADELPHIA,PA,19104,233067213,Real Estate,PA,39056,2260337,Usciences
201921009349300427,240795506,WU REAL ESTATE LLC,170 S FRANKLIN STREET,WILKES BARRE,PA,18766,205799312,STUDENT RENTAL,PA,27720,11144507,WILKES UNIVERSITY
201921009349300427,240795506,SOUTH CITY PROPERTIES LLC,84 W SOUTH STREET,WILKES BARRE,PA,18766,352497851,REAL ESTATE,PA,0,180494,WILKES UNIVERSITY
201921009349300427,240795506,RASM ENTERPRISE LLC,84 W SOUTH STREET,WILKES BARRE,PA,18766,465148017,REAL ESTATE,PA,0,0,WILKES UNIVERSITY
201910239349300021,271870108,COLLEGE FOR CERTAIN LLC,1001 22ND AVENUE 100,OAKLAND,CA,94606,271870108,"HOLDS TITLE, MANAGES, OPERATES, LEASES PROPERTIES FOR ASPIRE PUBLIC SCHOOLS",CA,5359144,76356836,COLLEGE FOR CERTAIN INC
201910239349300021,271870108,COLLEGE FOR CERTAIN II LLC,1001 22ND AVENUE 100,OAKLAND,CA,94606,271870108,"HOLDS TITLE, MANAGES, OPERATES, LEASES PROPERTIES FOR ASPIRE PUBLIC SCHOOLS",CA,1354614,21072642,COLLEGE FOR CERTAIN INC
201940799349300539,560767736,WARREN WILSON COLLEGE FOUND LLC,PO BOX 9000,ASHEVILLE,NC,28805,RENTAL,NC,722868,14731992,N/A
201940619349300704,150533545,GREEN & WHITE HOSPITALITY LLC,PO BOX 265,PAUL SMITHS,NY,12970,452110175,HOSPITALIT,DE,157,2965,PAUL SMITH,COLLEGE
201931059349300828,042103545,BOSTON COLLEGE ALUMNI ASSOCIATION LLC,140 COMMONWEALTH AVENUE,CHESTNUT HILL,MA,02467,042103545,ALUM. REL,MA,0,BC
201940929349300439,350867954,Anderson University Properties LLC,1100 E 5th St,Anderson,IN,46012,472075850,Hold property for new dorm,IN,0,8225447,Anderson University
201900959349300810,630288811,Birmingham-Southern Real Estate Holding,900 Arkadelphia Road,Birmingham,AL,35254,205391329,Real Estate,AL,2390201,19361014,BSC
201920609349300512,310840764,CHATFIELD FM PROPERTY LLC,20918 STATE ROUTE 251,ST MARTIN,OH,45118,471061694,"TO INVEST IN 1544 CENTRAL PARKWAY, LLC, WHICH WILL DEVELOP AND OWN PROPERTY",OH,0,1711597,CHATFIELD COLLEGE
201940949349300609,741159753,MARY ANN KOKERNOT LAWRENCE LACY TRUST,COMM BANK AND TRUST PO BOX 2303,WACO,TX,76703,GRANTOR TRUST IN SUPPORT OF BAYLOR,TX,0,499339,BAYLOR UNIVERSITY
201900949349301200,640428676,Reformed Properties LLC,1231 Reformation Drive,Oviedo,FL,32765,270679756,Real estate rental,FL,39125,948648,RTS
201940569349300114,042104778,DUDLEY FAIRWAYS LLC,123 CENTER ROAD,DUDLEY,MA,01571,821874136,REAL ESTATE,MA
201940569349300114,042104778,DUDLEY LINKS OPERATIONS LLC,123 CENTER ROAD,DUDLEY,MA,01571,320535323,"OPERATION OR MANAGEMENT OF RESTURANT, CAFE, SPORT BUSINESS",MA
201920899349300207,340714681,THE 1886 COMPANY LTD LLC,1 JOHN CARROLL BLVD,UNIVERSITY HEIGHTS,OH,44118,340714681,LESSOR,OH,1275491,11057454,Y
201920899349300207,340714681,CURA PERSONALIS LLC,1 JOHN CARROLL BLVD,UNIVERSITY HEIGHTS,OH,44118,340714681,LESSOR,OH,734946,3494081,Y
201920899349300207,340714681,IGNATIUS LLC,1 JOHN CARROLL BLVD,UNIVERSITY HEIGHTS,OH,44118,340714681,LESSOR,OH,519332,2002552,Y
201920899349300207,340714681,INIGO LLC,1 JOHN CARROLL BLVD,UNIVERSITY HEIGHTS,OH,44118,340714681,LESSOR,OH,274240,1093131,Y
201920899349300207,340714681,LOYOLA LLC,1 JOHN CARROLL BLVD,UNIVERSITY HEIGHTS,OH,44118,340714681,LESSOR,OH,649558,2408693,Y
201920899349300207,340714681,MANRESA LLC,1 JOHN CARROLL BLVD,UNIVERSITY HEIGHTS,OH,44118,340714681,LESSOR,OH,175791,944990,Y
201940929349300744,410695524,Tennis and Life Camps LLC,800 West College Avenue,Saint Peter,MN,56082,Summer Camp,MN,952616,747197,N/A
201940609349301024,390477970,HISTORIC HOLDINGS LLC,1025 N BROADWAY,MILWAUKEE,WI,53202,"ACQUIRE, OWN, OPERATE MSOE PROPERTY",WI,292017,3010801,MILWAUKEE SCHOOL OF ENGINEERING
201940609349301024,390477970,MSOE PROPERTIES LLC,1025 N BROADWAY,MILWAUKEE,WI,53202,"ACQUIRE, OWN, OPERATE MSOE PROPERTY",WI,0,409600,MILWAUKEE SCHOOL OF ENGINEERING
201912279349301576,136192275,Bar Ilan Research and Development Co,Bar Ilan University,Ramat Gan,IS,52900,RESEARCH,IS,0,Bar Ilan
201833389349300933,840442429,Jeffco Property Investors LLC,3801 E Florida Ave Ste 600,Denver,CO,80210,450851533,Real estate,CO,0,0,CCU
201942249349300934,951643307,CIT MICROPROBE HOLDINGS LLC,1200 E CALIFORNIA BLVD,PASADENA,CA,91125,205217981,HOLDING CO.,NV,19175,1657000,CIT
201942249349300934,951643307,WILSON AVENUE INVESTMENTS LLC,1200 E CALIFORNIA BLVD,PASADENA,CA,91125,461712999,HOLDING CO.,DE,0,0,CIT
201942249349300934,951643307,WILSON HEC LLC,551 S WILSON AVE MAILCODE 2-42,PASADENA,CA,91125,364849057,HOLDING CO,CA,0,14369000,CIT
201912269349300301,237285905,YISSUM RESEARCH DEVELOPMENT COMPANY,GIVAT RAM,JERUSALEM,IS,IS,2708023,37031068
201912269349300301,237285905,UNIVERSITY ASSET MANAGEMENT CO,JABOTINSKLY STREET,JERUSALEM,IS,IS,-63194
201912269349300301,237285905,ACADEMON LTD MOUNT SCOPUS,MOUNT SCOPUS,JERUSALEM,IS,IS,303281,-30627
201912269349300301,237285905,THE HEBREW UNIVETSITY MAGNES PRESSLTD,JERUSALEM,JERUSALEM,IS,IS,-21451
201912269349300301,237285905,THE MAGID INSTITUTE FOR CONTINUING EDUCA,JERUSALEM,JERUSALEM,IS,IS,151409,-616242
201912269349300301,237285905,THE NATIONAL LIBRARY OF ISRAEL LTD,JERUSALEM,JERUSALEM,IS,IS,354297
201903119349301020,136171197,MOUNT SINAI CARE LLC,1 GUSTAVE LEVY PLACE BOX 1061,NEW YORK,NY,10029,454492275,ACCT CARE ORG,NY,0,0,ISMMS
201903119349301020,136171197,HEARTS OF OUR CHILDREN LLC,1 GUSTAVE LEVY PLACE BOX 4500,NEW YORK,NY,10029,384012112,DOCUMENTARY,NY,0,0,ISMMS
201903119349301020,136171197,Mount Sinai Solutions LLC,1 GUSTAVE LEVY PLACE BOX 4500,NEW YORK,NY,10029,854856792,MGMT SERVICES,NY,0,0,ISMMS
201911359349311616,042103547,BU Funding LLC,108 Bay State Road,Boston,MA,02215,870773653,Investments,MA,0,36212000,BU Trustees
201911359349311616,042103547,Pleasant Ventures Realty Trust,125 Bay State Road,Boston,MA,02215,043006700,Real Estate,MA,5584695,22744921,BU Trustees
201911359349311616,042103547,Scarlet Castle Brr-L LLC,One Silber Way,Boston,MA,02215,821985611,Investments,MA,0,1035786,BU Trustees
201911359349311381,540505990,HAMPTON ROADS PROTON THERAPY INSTITUTE AT HAMPTON UNIVERSITY LLC,40 ENTERPRISE PKWY,HAMPTON,VA,23666,TO PROVIDE PROTON THERAPY IN THE FIGHT AGAINST CANCER,VA,17183607,136154811,HAMPTON UNIVERSITY
