object_id,ein,Dsc,BkVlAmt,MthdVltnCd
201930099349300203,231424055,STUDENT LOANS RECEIVABLE,2124618,F
201940799349300809,383001876,Cash and cash equivalents,94702,F
201940799349300809,383001876,Marketable fixed income securities,1893749,F
201940799349300809,383001876,Equity securities,6680715,F
201940799349300809,383001876,Proprietary funds,226008,F
201940799349300809,383001876,Pooled funds,33391323,F
201940799349300809,383001876,Private capital holdings,5599394,F
201940799349300809,383001876,Land and real estate,1050000,F
201900519349300615,237133739,Net student loan notes receivable,985963175,C
201910819349301026,510198454,Endowed Funds: Invested @ ACEF,7894260,F
201921009349300802,951684793,Student Loans,7904657,C
201921009349300802,951684793,Employee Housing Investment,4555607,C
201921009349300802,951684793,Assets whose use is limited,4288213,F
201920959349300347,370711798,FARMLAND,6384811,F
201900849349301455,942356338,INVESTMENTS IN COMMONS AT FAIR OAKS LLC,3822636,C
201910929349300631,951643992,KATELLA GRAND REIT,148000000,C
201930369349300113,131628149,Deposits with Trustees,14256817,F
201911019349301001,480730814,Student Loan Receivables,2900378,C
201940469349300739,131632522,STUDENT LOAN RECEIVABLES,4283534,F
201910509349301201,341695897,Federal agency mortgage backed securites,470674,F
201910509349301201,341695897,certificate of deposit,309387,F
201803189349302700,370706154,REAL ESTATE,23038020,F
201930109349301813,660540331,Net Inv Dir Finan Lease,52164360,C
201932219349300908,475148345,INT IN NA OF TAX EXEMPT SUBS,4946152,C
201833589349300408,370706154,REAL ESTATE,23009901,F
201911989349301166,850365964,MUSEUM COLLECTIONS,6010188,C
201911989349301166,850365964,MUSEUM ART PARK,229578,C
201930399349300443,620544854,INVESTMENTS,3860660,F
201900449349301320,264028305,DOMESTIC AND INTERNATIONAL STOCKS,3597690,F
201900449349301320,264028305,MUTUAL FUNDS,172547,F
201940729349300444,570314374,NMTC LEVERAGE LOAN,5548550,F
201920779349300837,620475691,Private Equities,1125116,F
201920779349300837,620475691,US Equities,35377092,F
201920779349300837,620475691,International Equities,14404199,F
201920779349300837,620475691,Fixed Income,24945482,F
201920779349300837,620475691,REITS,24306,F
201920779349300837,620475691,Cash and Cash Equivalents,2844978,F
201920779349300837,620475691,Other Investments,141676,F
201920779349300837,620475691,Beneficial Interest in Perpetual Trust,7744129,F
201813199349316516,472553196,Investment in Health Professionals of Wisconsin,3532983,C
201813199349316516,472553196,Investment in Unity Health Plans Insurance Corporation,61519291,C
201813199349316516,472553196,"Investment in e-Care of Wisconsin, LLC",-329436,C
201833189349310308,810994377,INVESTMENT IN TRINITY HEALTH FOUNDATION,2596058,F
201803189349311545,221508627,CASH & CASH EQUIVALENTS,1477846,F
201803189349311545,221508627,MONEY MARKET FUNDS,71014,F
201803189349311545,221508627,CORPORATE STOCKS,9812017,F
201803189349311545,221508627,CORPORATE BONDS,2152389,F
201803189349311545,221508627,MUTUAL FUNDS,14694208,F
201803189349311545,221508627,CLOSED END FUNDS,1028715,F
201803189349311545,221508627,US GOVERNMENT SECURITIES,2996961,F
201803189349311545,221508627,LIMITED PARTNERSHIPS,815784,F
201931059349301403,420707124,"STUDENT NOTES RECEIVABLE, NET",2434767,F
201940499349300504,231413680,GOVERMENT LOANS TO STUDENTS,13147965,F
201901339349306460,541061178,Annuities,1484114,F
201901339349306460,541061178,Fixed Income Bonds,8477499,F
201901339349307085,941196211,ARTWORK,9557500,F
201921309349304637,951246140,STUDENT LOANS,6728156,C
201911409349300641,620202000,INVESTMENTS IN ART COLLECTIONS,15227950,F
201911409349300641,620202000,INVESTMENT IN AFFILIATE,49408933,F
201911409349300641,620202000,REAL ESTATE HELD FOR INVESTMENT,515950,F
201920719349300952,730739626,Student loans receivable,24918278,C
201911059349301266,953075415,INVESTMENT IN DELOS CRUISE HOLDINGS LLC,8000000,C
201910169349300541,261999384,Equity in start-up,267800,C
201931059349300018,420680412,STUDENT LOANS,5461458,F
201931059349300018,420680412,CASH AND CASH EQUIVALENTS,313799,F
201911059349300246,450306841,STUDENT NOTES RECEIVABLE,1125964,F
201910609349300211,741400699,REAL ESTATE,24400085,F
201910609349300211,741400699,MINERAL RIGHTS,953186,F
201901209349301955,431742297,Annuity,301000,C
201901209349301955,431742297,Money Market,52371,F
201931849349300203,560530240,VARIOUS SECURITIES,2105265
201931309349304713,560543261,INTERCOMPANY INVESTMENT,1499626,F
201941409349300309,480577656,STUDENT LOANS RECEIVABLE,1795685,C
201941359349307674,630302179,REAL ESTATE,16648098,F
201921349349304952,560532296,Art Collection,2712821,F
201941359349308979,480543734,STUDENT LOANS RECEIVABLE,1681123,C
201911919349300736,410684657,STUDENT LOANS,4703378,F
201911349349305046,231352294,NON-CURRENT,33418317,F
201911349349305046,231352294,LONG-TERM INVESTMENTS,47145245,F
201901359349313760,741613878,INVESTMENTS - JOINT VENTURE,385014304,F
201901359349313760,741613878,NOTES RECEIVABLE,17120326,F
201901359349313760,741613878,PRIVATE RESEARCH INVESTMENT,11126089,F
201901359349313760,741613878,OTHER MISC INVESTMENTS,7584436,F
201911359349310751,381360586,Student Loan Receivable,16982518,C
201931349349302593,231352651,ASSETS WHOSE USE IS LIMITED,265740290,F
201931349349302593,231352651,SHORT-TERM INVESTMENTS,124530033,F
201931349349302593,231352651,LONG-TERM INVESTMENTS,593437970,F
201833189349308948,421351526,BENEFICIARY INTEREST IN MEMORIAL FOUNDATION OF ALLEN HOSPITAL,11388383,F
201902059349300825,660432514,"Endowment, Insurance Proceeds, Medical School",60749758,F
