object_id,ein,Dsc,BkVlAmt,MthdVltnCd
201931019349300333,141338498,CASH EQUIVALENTS,839055,F
201931019349300333,141338498,GLOBAL EQUITIES,27052017,F
201931019349300333,141338498,EMERGING MARKETS,44339841,F
201931019349300333,141338498,VENTURE CAPITAL,14913151,F
201931019349300333,141338498,OTHER,4470109,F
201931019349300333,141338498,MULTI-STRATERGY,11037575,F
201931019349300218,910236600,ALTERNATIVE INVESTMENTS,80468000,F
201940089349301129,596046500,COMMON STOCKS,29954963,F
201940089349301129,596046500,EQUITY MUTUAL FUNDS,26567910,F
201940089349301129,596046500,MORTGAGE/ASSET BACKED SECURITIES,7726087,F
201940089349301129,596046500,CORPORATE BONDS,7566711,F
201940089349301129,596046500,DEBT MUTUAL FUNDS,3685079,F
201940089349301129,596046500,ALTERNATIVE INVESTMENTS,2471761,F
201940089349301129,596046500,US GOVERNMENT NOTES AND BONDS,1744373,F
201940089349301129,596046500,SHORT TERM INVESTMENTS,1690306,F
201940089349301129,596046500,MUNICIPAL BONDS,1200873,F
201940089349301129,596046500,SURPLUS NOTES,640000,F
201900999349300535,370661494,MORTGAGES AND NOTES,409759,C
201900999349300535,370661494,OTHER,7088342,C
201900999349300535,370661494,REAL ESTATE & FARMS,11162437,F
201900999349300535,370661494,LIFE INSURANCE POLICIES,1030793,F
201940569349300119,470376524,HEDGE FUND,5627538,F
201940569349300119,470376524,CHARITABLE LIFE INSURANCE POLICIES,1302241,F
201930509349300228,750851900,INTERNATIONAL EMERGING,32432124,F
201930509349300228,750851900,HEDGE FUNDS,54273296,F
201930509349300228,750851900,PRIVATE EQUITY VENTURE CAPITAL,51311504,F
201930509349300228,750851900,ENERGY AND NATURAL RESOURCES,66831245,F
201930509349300228,750851900,CASH EQUIVALENTS,3825425,F
201930509349300228,750851900,OTHER SECURITIES,589541,F
201930749349300603,840402707,ALTERNATIVE INVESTMENTS,11478175,F
201930749349300603,840402707,CASH SURRENDER VALUE LIFE INS.,277135,F
201930609349301043,930386890,LEE BUILDINGS,3993041,F
201930609349301043,930386890,KIM ANNUITY COLLATERAL (HOUSE),1100000,F
201930609349301043,930386890,50% INTEREST IN HOUSE,250000,F
201930609349301043,930386890,TIAA DEFERRED COMPENSATION,84408,F
201930609349301043,930386890,MINERAL RIGHTS,30000,F
201900159349300855,362167773,TRUST STOCK FUNDS,9946711,F
201900159349300855,362167773,OTHER INVESTMENTS,1009908,F
201900159349300855,362167773,LAND,16445000,F
201900159349300855,362167773,MAKENA INVESTMENT FUND,3143903,F
201900159349300855,362167773,US BANK STOCK FUNDS,47060025,F
201920089349300847,381627600,Equity Fund Trusts,45732858,F
201920089349300847,381627600,Fixed Income Trust,8370764,F
201920089349300847,381627600,Real Estate and Other,5342496,F
201930659349300838,520591694,INVESTMENT IN VENTURE LEADING & LEASING IV,102040,F
201930659349300838,520591694,COMMON FUND,594174,F
201930659349300838,520591694,CASH SURRENDER VALUE - LIFE INSURANCE,137980,F
201930659349300838,520591694,GOVERNMENT SECURITIES,3728741,F
201930659349300838,520591694,MILLENIUM INTERNATIONAL FUND,8638286,F
201930659349300838,520591694,AG SUPER FUND,3070230,F
201930659349300838,520591694,DORSEY TRUST LLC'S,2190000,F
201930659349300838,520591694,EMERALD CREEK,2999030,F
201930659349300838,520591694,NZC GUGGENHEIM,5400453,F
201900599349301365,640303093,Financial derivatives and other financial products
201900599349301365,640303093,Closely-held equity interests
201900599349301365,640303093,Land Held for Investments,16700000,F
201900599349301365,640303093,Artifacts and Artwork,4200050,F
201900799349300340,540505922,Hedge Funds,5225408,F
201900799349300340,540505922,Private Capital,8741362,F
201900799349300340,540505922,Distressed Debt,151938,F
201900799349300340,540505922,Real Estate,3993711,F
201900799349300340,540505922,Natural Resources,3138708,F
201900809349300230,020222154,AEW REAL ESTATE INVESTMENT,823291,F
201900809349300230,020222154,NYES LEDGE CAPITAL OFFSHORE FUND,2213009,F
201900809349300230,020222154,FORESTER DIVERSIFIED,1600635,F
201900809349300230,020222154,VANGUARD TTL WORLD STOCK,6766651,F
201930869349300133,930386858,ALTERNATIVE INVESTMENTS,60080475,F
201930869349300133,930386858,ADAGE CAPITAL PARTNERS LP,27179621,F
201910919349300316,231352621,Domestic equities,88402263,F
201910919349300316,231352621,International equities,227900881,F
201910919349300316,231352621,Domestic fixed income,72876331,F
201910919349300316,231352621,Real assets,106896171,F
201910919349300316,231352621,Private equity,189245527,F
201910919349300316,231352621,Hedge funds,179336435,F
201910919349300316,231352621,Trusts,24533716,F
201910889349300616,042111203,Other,356821,F
201910889349300616,042111203,Partnerships/alternative investments,364302727,F
201920119349300102,131916574,FOREIGN EQUITY SECURITIES,9950394,F
201920119349300102,131916574,HEDGE FUNDS,19280036,F
201920119349300102,131916574,REAL ASSETS,8246852,F
201920119349300102,131916574,FOREIGN FIXED INCOME,2187207,F
201900889349300810,370673484,BENEFICIAL INTEREST IN PERPETUAL TRUSTS,5136601,F
201930659349300333,350868096,ALTERNATIVE INVESTMENTS,134112015,F
201930949349301228,580633971,HEDGE FUNDS,90427507,F
201930949349301228,580633971,PRIVATE EQUITY FUNDS,5869776,F
201930949349301228,580633971,DISTRESSED OPPORTUNITY FUNDS,392647,F
201930949349301228,580633971,EMERGING MARKETS,744846,F
201930949349301228,580633971,SENIOR DIRECT LOAN FUNDS,713191,F
201930949349301228,580633971,REAL ESTATE FUNDS,6927679,F
201900509349300600,750827421,Real Estate,194563,F
201900509349300600,750827421,Hedge Funds,3102295,F
201920159349300102,620535755,MUTUAL FUNDS,32913500,F
201920159349300102,620535755,EXCHANGE-TRADED AND CLOSED-END FUNDS,7907869,F
201920159349300102,620535755,UNIT INVESTMENT TRUSTS,49920,F
201920159349300102,620535755,BONDS,387333,F
201920159349300102,620535755,CASH AND CASH EQUIVALENTS HELD FOR LONG-TERM INVESTMENT,716974,F
201920159349300102,620535755,COMMON STOCKS,4210,F
201940459349300519,340868798,BENEFICIAL INTEREST IN PERPETUAL TRUST,382326,F
201940459349300519,340868798,ASSETS DESIGNATED FOR LONG-TERM INVESTMENT,9036875,F
201940459349300519,340868798,CHARITABLE REMAINDER UNITRUST,467828,F
201930979349300603,620485733,INVESTMENTS - SHORT TERM/MUTUAL FUNDS,42996730,F
201930979349300603,620485733,INVESTMENTS - LIMITED PARTNERSHIP INTERESTS,20815875,F
201930979349300603,620485733,INVESTMENTS - COMMON TRUST FUNDS,27358924,F
201910919349300006,540505977,LIMITED PARTNERSHIP INTERESTS,909429993,F
201910919349300006,540505977,FUNDS HELD IN TRUST BY OTHERS,474098553,F
201930639349300998,956002998,MPIC - CLASS 1,4884732,F
201930639349300998,956002998,LOAN FUND CERTIFICATES,380000,F
201930639349300998,956002998,OTHER,318658,F
201900919349300850,160755807,SECURITIES,64151,F
201900919349300850,160755807,ALTERNATIVE INVESTMENTS,30715918,F
201803179349304965,042702102,COMMON FUND,1062226,F
201900849349300635,344431169,HEDGE FUNDS OF FUNDS,10890070,F
201900849349300635,344431169,PRIVATE EQUITY FUNDS,3050844,F
201900849349300635,344431169,LIMITED PARTNERSHIP INTERESTS,267500,F
201900849349300635,344431169,REAL ESTATE FUNDS,1425365,F
201921009349300802,951684793,Hedge Funds,11661786,F
201920929349300012,541743079,MUTUAL FUNDS,10539014,F
201900929349300865,240795495,SILCHESTER INTERNATIONAL INVESTORS,14516189,F
201900929349300865,240795495,ABS OFFSHORE SPC CLASS B,10010959,F
201900929349300865,240795495,GROSVENOR CAPITAL MANAGEMENT,15778239,F
201900929349300865,240795495,"MFS INTERNATIONAL GROWTH, LLC",12259306,F
201900929349300865,240795495,"IR&M CORE BOND FUND, LLC",16907150,F
201900929349300865,240795495,MERCER PIP IV LP,1510452,F
201900929349300865,240795495,"ABBOTT CAPITAL PRIVATE EQUITY FUND VII, L.P.",2383260,F
201900929349300865,240795495,"PARK STREET CAPITAL PRIVATE EQUITY FUND XI, L.P",1327682,F
201900929349300865,240795495,MERCER HEDGE FUND INVESTORS SP-I,11252852,F
201900929349300865,240795495,COPPER ROCK INT'L SMALL CAP,4817697,F
201900929349300865,240795495,APOLLO TOTAL RETURN FUND,7746853,F
201900929349300865,240795495,"HARBOURVEST 2017 GLOBAL FUND, L.P.",1546661,F
201900929349300865,240795495,MERCER PIP V LP,226068,F
201900929349300910,390808497,ALTERNATIVE INVESTMENTS,18504430,F
201900919349300420,410693979,HEDGE FUNDS,135772970,F
201900919349300420,410693979,PRIVATE EQUITY FUNDS,63835550,F
201900919349300420,410693979,GLOBAL EQUITY FUNDS,130081743,F
201900919349300420,410693979,REAL ESTATE FUNDS,20701257,F
201900919349300420,410693979,COMMODITY FUNDS,40462175,F
201900919349300420,410693979,OTHER INVESTMENTS,298253,F
201930859349300928,131740445,ALTERNATIVE INVESTMENTS,10827053,F
201930859349300928,131740445,FIXED INCOME,2106195,F
201930859349300928,131740445,TRUSTS,152629,F
201910889349300401,231352641,HEDGE FUNDS,46268377,F
201910889349300401,231352641,REAL ASSETS,19759537,F
201910889349300401,231352641,PRIVATE EQUITY,15980601,F
201910959349301001,560530242,FUND OF FUNDS,23561469,F
201910959349301001,560530242,PRIVATE EQUITY,3230828,F
201910959349301001,560530242,PRIVATE REAL ESTATE FUNDS,436311,F
201910959349301001,560530242,TIMBER,773183,F
201910959349301001,560530242,REITS,3221412,F
201920949349300927,520591661,HEDGE FUNDS,16347817
201920999349300147,314379515,HEDGE FUND - FUND OF FUNDS,6460419,F
201920999349300147,314379515,PRIVATE EQUITY FUNDS,11466084,F
201920999349300147,314379515,EQUITIES,2858657,F
201910309349300731,731303821,OTHER SECURITIES,33841160,F
201900109349301920,420681046,PRIVATE EQUITY FUND,4053961,F
201900109349301920,420681046,COLLATERALIZED DEBT OBLIGATION,1212808,F
201900109349301920,420681046,REAL ESTATE,449965,F
201900109349301920,420681046,ABSOLUTE RETURN FUND,13201,F
201910869349300216,756001300,MARKETABLE COMMODITIES,9069,F
201910869349300216,756001300,INVESTMENTS HELD IN TRUST,49439942,F
201910869349300216,756001300,OTHER,769790,F
201910529349300116,231352692,LIFE INSURANCE POLICIES CASH SURRENDER VALUE,29848,F
201910529349300116,231352692,ALTERNATIVE INVESTMENTS,14236005,F
201910929349300631,951643992,INTERNATIONAL EQUITY FUNDS,55290277,F
201910929349300631,951643992,REAL ESTATE,52982000,F
201910929349300631,951643992,HEDGE FUNDS,131737472,F
201910929349300631,951643992,EMERGING MARKET EQUITIES,12424359,F
201910929349300631,951643992,VENTURE CAPITAL,15098377,F
201910929349300631,951643992,PRIVATE EQUITY,23943663,F
201910929349300631,951643992,MEZZANINE DEBT FUNDS,819732,F
201910929349300631,951643992,FIXED INCOME MUTUAL FUND,157203,F
201910929349300631,951643992,REAL ASSETS AND COMMODITITES,116852,F
201910929349300631,951643992,ALTERNATIVE MUTUAL FUND,244871,F
201920859349300327,560556753,EQUITY FUNDS,6142899,F
201920859349300327,560556753,HEDGE FUNDS,14502579,F
201920859349300327,560556753,LIMITED PARTNERSHIPS,14333426,F
201920859349300327,560556753,ANNUITY CONTRACTS,2157307,F
201920859349300327,560556753,BOND FUNDS,2136299,F
