object_id,ein,FrmAndLnRfrncDsc,ExplntnTxt
201932959349300728,208434503,"PART I, LINE 2E:",PERSON(S) INVOLVED: DAVID CONRAD AND TODD HEADLEY
201932959349300728,208434503,"PART I, LINE 2E:","EXPLANATION OF INVOLVEMENT: DAVID CONRAD, BOARD MEMBER, WILL BECOME A BOARD MEMBER OF CSU RESEARCH FOUNDATION.TODD HEADLEY WILL REMAIN VICE PRESIDENT OF CSU RESEARCH FOUNDATION.ALL FORMER CSUV EMPLOYEES, WHO WERE ACTUALLY PAID BY CSURF, WILL BECOME CSURF EMPLOYEES."
201913159349202366,910654200,"PART I, LINE 2E:",PERSON(S) INVOLVED: ERNIE FOSSE
201913159349202366,910654200,"PART I, LINE 2E:",EXPLANATION OF INVOLVEMENT: ERNIE FOSSE WILL CONTINUE AS A BOARD MEMBER OF TRINITY EDUCATION FOUNDATION.
201913159349202366,910654200,"PART I, LINE 3:","ALL ASSETS WERE DISTRIBUTED TO TRINITY EDUCATION FOUNDATION, A 501C3 ORGANIZATION."
202020649349300537,311048513,"Schedule N, Part I, Line 2","James M Schrader became an employee of the College of Biblical Studies, which absorbed Crossroads effective July 1, 2019 Michael Gentry, Interim President, was elected to the Board of Trustees of the College of Biblical Studies."
202021579349200212,352382445,"SCHEDULE N, PAGE 1, PART I, LINE 2E","STEPHANIE SHAW, EXECUTIVE DIRECTOR -- COMPENSATION PAID TO HANDLE ALL ASPECTS OF THE SHUTTING DOWN THE ENTITY."
202000499349200910,320237828,"PART I, LINE 2E:","PERSON(S) INVOLVED: EMILY FROIMSON, PRESIDENT. NICK MATHERN, VP PROGRAMS."
202000499349200910,320237828,"PART I, LINE 2E:","EXPLANATION OF INVOLVEMENT: EMILY FROIMSON, PRESIDENT AND NICK MATHERN, VP PROGRAMS BECAME EMPLOYEES OF ACHIEVING THE DREAM INC."
202000499349200910,320237828,"SCHEDULE N, PART I","DURING THE YEAR ENDED MARCH 31, 2019 GATEWAY TO COLLEGE NATIONAL NETWORK COMMENCED THE INITIATION OF THE PLAN TO DISSOLVE. AS A RESULT, GATEWAY TO COLLEGE NATIONAL NETWORK CHANGED ITS BASIS OF ACCOUNTING TO THE LIQUIDATION BASIS. ON MARCH 31, 2019, GATEWAY TO COLLEGE NATIONAL NETWORK FILED ARTICLES OF DISSOLUTION WITH THE CORPORATION DIVISION OF THE PORTLAND DEPARTMENT OF CONSUMER AND REGULATORY AFFAIRS AND TRANSFERRED OUT ALL OF THEIR REMAINING ASSETS AND LIABILITIES TO ACHIEVING THE DREAM INC. THE ASSETS WERE VALUED AT $1,420,569 AND THE DEBT HAD A REMAINING BALANCE OF $78,024 AT THE TIME OF THE TRANSFER."
202011059349200726,952556403,"Part I, Line 2e:","Person(s) Involved: Michele Nealon, Institutional President/TrusteeMichael Falotico, COO/ChairpersonMichael Horowitz, Corporate PresidentMehul Patel, Corporate TreasurerShari Mikos, Asst. Corp. SecretaryLouvenia Hardaway, Asst. Corp. SecretaryDeborah Solmor, Corporate Secretary"
202011059349200726,952556403,"Part I, Line 2e:","Explanation of Involvement: The trustees and officers of TCSPP Counseling Centers listed above are either trustees or employees of The Chicago School - California, Inc."
202011059349200726,952556403,Part I:,"On October 23, 2019, the organization received approval from the California Secretary of State to merge into The Chicago School - California, Inc. A copy of the Agreement of Merger is attached to the return."
202031789349300728,381358399,"PART II, QUESTION 2A",MARYGROVE COLLEGE HAS THE POWER TO APPOINT ONE MEMBER OF THE MARYGROVE CONSERVANCY BOARD.
202040509349300304,620544854,PART II,"IN OCTOBER 2017, THE BOARD OF TRUSTEES OF THE COLLEGE APPROVED A PLAN TO STOP ADMITTING NEW STUDENTS AND PROCEED WITH THE TEACH-OUT OF EXISTING STUDENTS. A FORMAL TEACH-OUT PLAN OF THE EXISTING STUDENTS WAS SUBMITTED AND APPROVED BY THE SOUTHERN ASSOCIATION OF COLLEGES AND SCHOOLS (""SACS"") AND STATES THE COLLEGE PLANS TO CONTINUE THROUGH MAY 2020. AS A RESULT OF THE COLLEGE'S BOARD OF TRUSTEES APPROVING THE TEACH-OUT PLAN, THE COLLEGE ADOPTED THE LIQUIDATION BASIS OF ACCOUNTING EFFECTIVE OCTOBER 1, 2017. THE LIQUIDATION BASIS OF ACCOUNTING IS CONSIDERED APPROPRIATE WHEN LIQUIDATION OF AN ORGANIZATION IS IMMINENT. UNDER THE LIQUIDATION BASIS OF ACCOUNTING, ASSETS ARE VALUED AT THEIR NET REALIZABLE VALUES AND LIABILITIES ARE STATED AT THEIR ESTIMATED SETTLEMENT AMOUNTS. ESTIMATES FOR FUTURE OPERATING COSTS EXPECTED TO BE INCURRED DURING THE LIQUIDATION PERIOD HAVE BEEN ACCRUED AND ANTICIPATED REVENUES EXPECTED TO BE COLLECTED HAVE BEEN INCLUDED ON THE STATEMENT OF NET ASSETS IN LIQUIDATION AS OF JUNE 30, 2019."
202021189349300922,841123408,"SCHEDULE N, PART II, LINE 1, COLUMN D:","COLORADO HEIGHTS UNIVERSITY ENGAGED CUSHMAN AND WAKEFIELD, AN UNRELATED GLOBAL REAL ESTATE SERVICES FIRM, TO PROVIDE A BROKER'S OPINION OF VALUE ON THE PROPERTY TO BE SOLD. IN ADDITION, CUSHMAN AND WAKEFIELD COMPILED INFORMATION ON OTHER BROKER OPINION OF VALUES AND ACTUAL BIDS ON THE PROPERTY FOR CHU'S MANAGEMENT TEAM TO ANALYZE. MULTIPLE BID OFFERS AND BROKER'S OPINION OF VALUE WERE ANALYZED BY MANAGEMENT TO DETERMINE THE REASONABLE FAIR MARKET VALUE OF THE PROPERTY SOLD."
202021189349300922,841123408,"SCHEDULE N, PART II, LINE 1, COLUMN E:","COLORADO HEIGHTS UNIVERSITY'S PROPERTY WAS PURCHASED BY WESTSIDE INVESTMENT PARTNERS, INC., AN UNRELATED ORGANIZATION. WESTIDE INVESTMENT PARTNERS PLANS TO USE ITS DEVELOPER, ACM LORETTO VI, TO DEVELOP THE PROPERTY. CHU ATTEMPTED MULTIPLE TIMES TO REQUEST THE EMPLOYER IDENTIFICATION NUMBER OF THE PURCHASER, BUT WAS NOT ABLE TO OBTAIN THE EIN NUMBER."
