object_id,ein,BsnssNmLn1Txt,TrnsctnTxt,InvlvdAmt,MthdOfAmntDtrmntnTxt
201443189349301799,410693962,CHARITABLE REMAINDER TRUSTS,R,128934,CASH VALUE
201403469349300145,596046500,FIT MUSEUM OF ART INC,FIT MUSEUM OF ART INC,D,249953,COST
201443189349302089,581418202,GEORGIA REGENTS UNIVERSITY,B,55945361,AUDITED FINANCIAL STATEMENT
201443509349300529,593086453,UNIVERSITY OF CENTRAL FLORIDA,C,299679,CASH VALUE
201443509349300529,593086453,UNIVERSITY OF CENTRAL FLORIDA,P,2216011,CASH VALUE
201423219349311822,274967732,CHARLES KOCH FOUNDATION,O,104000,FMV
201413379349300531,620812782,ST CECILIA CONGREGATION,M,228985,ACTUAL SR STIPENDS PAID
201413379349300531,620812782,DOMINICAN CAMPUS,N,566530,ACTUAL ASSESSMENT
201413379349300531,620812782,ST CECILIA CONGREGATION,B,1863036,ACTUAL SR SCHLR AWARDS
201413379349300531,620812782,ST CECILIA CONGREGATION,C,837449,DONATED SERVICES ESTIMATE
201423219349308422,237275328,BIG BEND COMMUNITY COLLEGE,P,110237,CASH PAYMENTS
201413399349300426,541919810,PATRICK HENRY COLLEGE FOUNDATION,C,50000
201433189349302568,610461768,UC REAL PROPERTIES LLC NMTC,N
201433219349300213,262664906,Maine 4-H Foundation,j,99800,FMV
201433189349304123,390821861,LAKELAND COLLEGE FOUNDATION INC,C,567000,CASH
201433219349301053,470489031,Nebraska Christian College Foundation,C,430097,Cash
201433219349304933,263162145,IU HEALTH WHITE MEMORIAL HOSPITAL INC,O,143255,FMV
201433219349304933,263162145,IU HEALTH WHITE MEMORIAL HOSPITAL INC,L,257976,FMV
201433219349304933,263162145,INDIANA RADIOLOGY PARTNERS INC,M,122100,FMV
201433219349304933,263162145,INDIANA UNIVERSITY HEALTH CARE ASSOC INC,M,1279772,FMV
201433219349304933,263162145,METHODIST OCCUPATIONAL HEALTH CENTER INC,M,340663,FMV
201433219349304933,263162145,IU HEALTH RISK RETENTION GROUP INC,R,2528820,FMV
201433219349304933,263162145,IUH ASSURANCE LTD,R,644141,FMV
201430929349300603,640902475,UNIVERSITY OF SOUTHERN MISSISSIPPI,B,139078
201430929349300603,640902475,UNIVERSITY OF SOUTHERN MISSISSIPPI,J,545785
201430929349300603,640902475,UNIVERSITY OF SOUTHERN MISSISSIPPI,O,131006
201402279349303295,571102885,WINTHROP UNIVERSITY,L,PAYMENTS
201411359349305136,264078735,UOP EDUCATION LTD,P,727005,COST PLUS 5%
201442669349300809,311695478,THOMAS JEFFERSON UNIVERSITY HOSPITAL,B,ACTUAL AMOUNT GRANTED
201422669349300042,850164940,University of the Southwest Foundation,c,147794,Annual distribution from earnings of endowments based upon an established spending policy as approved and enacted by the Board of Directors of the University of the Southwest Foundation. The current spending policy is 4% of a four-year average market value.
