object_id,ein,RltdOrgnztnNm_BsnssNmLn1Txt,USAddrss_AddrssLn1Txt,USAddrss_CtyNm,USAddrss_SttAbbrvtnCd,USAddrss_ZIPCd,IdRltdOrgTxblPrtnrshp_EIN,IdRltdOrgTxblPrtnrshp_PrmryActvtsTxt,IdRltdOrgTxblPrtnrshp_LglDmclSttCd,DrctCntrllngEnttyNm_BsnssNmLn1Txt,IdRltdOrgTxblPrtnrshp_PrdmnntIncmTxt,IdRltdOrgTxblPrtnrshp_ShrOfTtlIncmAmt,IdRltdOrgTxblPrtnrshp_ShrOfEOYAsstsAmt,IdRltdOrgTxblPrtnrshp_DsprprtntAllctnsInd,IdRltdOrgTxblPrtnrshp_GnrlOrMngngPrtnrInd,IdRltdOrgTxblPrtnrshp_OwnrshpPct
201423179349301927,226019101,MSO - SEE PART VII,98 JAMES STREET,EDISON,NJ,08820,INACTIVE,NJ,JFKHS,RELATED,false,false
201423179349301927,226019101,MEDIPLEX - SEE PART VII,98 JAMES STREET,EDISON,NJ,08820,RENTALS,NJ,JFK HEALTHSHARE,EXCLUDED,false,false
201443189349301864,420680452,ALLEN MEMORIAL HOSPITAL ORTHOPEDIC CO-MANAGEMENT CO LLC,1825 LOGAN AVE,WATERLOO,IA,50703,453237125,ORTHOPEDIC MANAGEMENT & ADMINISTRATIVE SERVICES,IA,N/A
201443189349301864,420680452,CENTRAL IOWA CARDIOVASCULAR CO-MANAGEMENT CO LLC,1200 PLEASANT ST,DES MOINES,IA,50309,273625869,CARDIOVASCULAR MANAGEMENT & ADMINISTRATIVE SERVICES,IA,CENTRAL IOWA HOSPITAL CORPORATION,RELATED,353790,71603,0,1,0.20000
201443189349301864,420680452,CENTRAL IOWA ONCOLOGY CO-MANAGEMENT COMPANY,1200 PLEASANT STREET,DES MOINES,IA,50309,453017991,ONCOLOGY MANAGEMENT & ADMINISTRATIVE SERVICES,IA,CENTRAL IOWA HOSPITAL CORPORATION,RELATED,240253,115034,0,1,0.20000
201443189349301864,420680452,DUBUQUE ENDOSCOPY CENTER LC,1515 DELHI STREET SUITE 500,DUBUQUE,IA,52001,201597161,AMBULATORY SURGERY CENTER,IA,N/A
201443189349301864,420680452,ENSEVA - HIAWATHA LLC,755 METZGER DRIVE,HIAWATHA,IA,52233,453437363,COLLOCATION FACILITY,IA,N/A
201443189349301864,420680452,FINLEY DEPT OF SURGERY CO-MGMT CO LLC,350 N GRANDVIEW AVE,DUBUQUE,IA,52001,422808785,SURGERY DEPARTMENT MANAGEMENT SERVICES,IA,N/A
201443189349301864,420680452,HEALTH CARE AFFILIATES OF THE TRI-STATES LLC,350 N GRANDVIEW AVE,DUBUQUE,IA,52001,421428503,PROVIDE ACCESS TO LICENSED SOFTWARE,IA,N/A
201443189349301864,420680452,HEALTH ENTERPRISES VENTURES LC,4250 GLASS ROAD NE,CEDAR RAPIDS,IA,52402,391894290,INVESTMENT VEHICLE OWNING CLINICAL JVS,IA,N/A,UNRELATED,-62413,777447,0,30937,0,0.55670
201443189349301864,420680452,HY-VEEIOWA HEALTH LC,5820 WESTOWN PARKWAY,WEST DES MOINES,IA,50266,263293530,PRIMARY CARE CLINIC,IA,CENTRAL IOWA HOSPITAL CORPORATION,RELATED,-1274,0,1,0.50000
201443189349301864,420680452,IOWA HEALTH SYSTEM CONTRACTING SERVICES LC,1776 WEST LAKES PKWY 400,WEST DES MOINES,IA,50266,421511142,GROUP PURCHASING,IA,N/A
201443189349301864,420680452,MEDICAL LABORATORIES OF EASTERN IOWA LC,1026 A AVE NE,CEDAR RAPIDS,IA,52402,421359640,MEDICAL LABORATORY SERVICES,IA,N/A
201443189349301864,420680452,MMCI ORTHOPEDIC CO-MANAGEMENT COMPANY LLC,221 NE GLEN OAK AVE,PEORIA,IL,61636,461219459,ORTHOPEDIC MANAGEMENT & ADMINISTRATIVE SERVICES,IL,N/A
201443189349301864,420680452,MR ASSOCIATES LLP,1455 SHERMAN ROAD,HIAWATHA,IA,52233,421260463,OWN AND OPERATE MR UNIT,IA,N/A
201443189349301864,420680452,REHABILITATION THERAPY SERVICES LLC,416 ST MARKS CT 110,PEORIA,IL,61603,810584193,REHABILATION THERAPY,IL,N/A
201443189349301864,420680452,SLRMC CARDIOVASCULAR CO-MANAGEMENT COMPANY LLC,2720 STONE PARK BLVD,SIOUX CITY,IA,51104,455322324,CARDIOVASCULAR MANAGEMENT & ADMINISTRATIVE SERVICES,IA,N/A
201443189349301864,420680452,THE OUTPATIENT SURGERY CENTER OF CEDAR RAPIDS LLC,1075 FIRST AVENUE SE,CEDAR RAPIDS,IA,52403,721550812,AMBULATORY SURGERY CENTER.,IA,N/A
201443189349301864,420680452,TRINITY BETTENDORF ORTHOPEDIC CO-MANAGEMENT COMPANY LLC,4500 UTICA RIDGE RD,BETTENDORF,IA,52722,272562753,ORTHOPEDIC SERVICE LINES ADMINISTRATIVE SERVICES,IA,N/A
201443189349301864,420680452,WEST HOSPITAL ORTHOPEDIC CO-MANAGEMENT COMPANY LLC,1660 60TH STREET,WEST DES MOINES,IA,50266,271414600,ORTHOPEDIC SERVICE LINES MANAGEMENT,IA,CENTRAL IOWA HOSPITAL CORPORATION,RELATED,275871,8759,0,1,0.20000
201433219349311983,550526150,Women & Children's Medical Office Building Partnership,PO Box 1547,Charleston,WV,253261547,550669065,Medical office Building,WV,CAMC,Related,0,1,0.90100
201433219349311983,550526150,General Division Medical Office Building Partnership,PO Box 1547,Charleston,WV,253261547,550623949,Medical office Building,WV,CAMC,Related,0,1,0.79300
201423239349300212,221487258,MSO - SEE PART VII,INACTIVE,NJ,JFKHS,RELATED,false,false
201423239349300212,221487258,MEDIPLEX - SEE PART VII,RENTALS,NJ,JFK HEALTHSHARE,EXCLUDED,false,false
201433189349300133,560554230,SOUTHPARK SURGERY CENTER LLC,2085 FRONTIS PLAZA BLVD,WINSTON SALEM,NC,27103,870714098,HEALTHCARE,NC,THE PRESBYTERIAN HOSPITAL,RELATED,1498445,4438829,0,0,0.60000
201433189349308163,141338413,Imaging Services of NENY,100 Park Street,Glens Falls,NY,12801,141820955,Diag.radiolog,NY,NA,Related,426187,188408,false,0,false,0.50000
201433189349308163,141338413,North Country Eye Ctr,465B Maple Ave,Saratoga,NY,128665531,453715451,Eye Center,NY,NA,Related,-137673,-115173,false,0,false,0.50000
201443189349300944,222325405,CAYUGA MEDICAL OFFICE BUILDING,101 DATES DRIVE,ITHACA,NY,14850,161261492,BUILDING MANAGEMENT,NY,N/A,RELATED,242811,995969,0,918,1,0.58000
201433219349302893,710236856,ORTHOARK SURGERY,10301 KANIS ROAD,LITTLE ROCK,AR,72205,710818555,ORTHOPEDIC,AR,BAPTIST HEALTH,RELATED,405508,74633,false,0,false,0.51000
201433219349302893,710236856,AUTUMN ROAD LLC,PO BOX 3730,LITTLE ROCK,AR,72203,710786625,REAL ESTATE,AR,NA,N/A,false,false
201433219349302893,710236856,MAUMELLE FAMILY,11001 EXECUTIVE CENTER DRIVE SUITE,LITTLE ROCK,AR,72211,710824329,MEDICAL CARE,AR,NA,N/A,false,false
201433219349302893,710236856,SPRINGHILL SURGERY,3401 SPRINGHILL DRIVE SUITE 155,NORTH LITTLE ROCK,AR,72117,621712554,SURGICAL,AR,BAPTIST HEALTH,RELATED,835298,2615497,false,0,false,0.51746
201433219349302893,710236856,BAPTIST IMAGING,9601 I-630 EXIT 7,LITTLE ROCK,AR,722059601,203962574,DIAGNOSTIC CENTER,AR,NA,N/A,false,false
201443219349307559,310621866,Alternate Solutions Homecare of Dayton LLC,1251 E Dorothy Lane,Kettering,OH,45419,311745332,Health Services,OH,N/A,Unrelated,1694708,2452622,0,0,0.40000
201443219349307559,310621866,Nephroceuticals LLC,2991 Newmark Drive,Miamisburg,OH,45342,800276038,Health Services,OH,N/A,Related,3094,106551,0,0,0.01110
201443219349307559,310621866,Premier Purchasing Partners LP,13034 Ballantyne Corporate Place,Charlotte,NC,28277,330387407,Purchasing Contracts,NC,N/A,Related,2833572,2486975,0,82194,0,0.00800
201423219349310827,741180155,MEDVEST 1 LIMITED PARTNERSHIP,6565 FANNIN,HOUSTON,TX,77030,760534067,HEALTH CARE INVESTMENT,TX,N/A
201433449349300008,620202000,STIEGLITZ ART COLLECTION LLC,600 MUSEUM WAY,BENTONVILLE,AR,72712,TN,RELATED,19302663,49302663,0,1,0.50000
201433189349302568,610461768,UC REAL PROPERTIES LLC,310 COLLEGE STREET,BARBOURVILLE,KY,40906,453682688,REAL ESTAT,KY,N/A,RELATED,-326544,16842655,false,true,0.90000
201433189349304708,160743310,Advent Rehabilitation LLC,607 Dewey Avenue Suite 300,Grand Rapids,MI,49504,383306673,Rehabilitation Therapy Services,MI,N/A
201433189349304708,160743310,Big Run Medical Office Building Limited Partnership,793 W State Street,Columbus,OH,43222,311608125,Medical Office Building Rental,OH,N/A
201433189349304708,160743310,Catherine Horan Building Limited Partnership,1221 Main Street Room 108,Holyoke,MA,01040,042723429,Property Management,MA,N/A
201433189349304708,160743310,Centennial Surgical Center,502 Centennial Blvd Suite 1,Voorhees,NJ,08043,223580847,Healthcare Services,NJ,N/A
201433189349304708,160743310,Center for Digestive Care LLC,5300 Elliott Drive,Ypsilanti,MI,48197,030447062,Provide Gastrointestinal Services,MI,N/A
201433189349304708,160743310,Central New Jersey Heart Services LLC,29 E 29th Street 2nd Floor,Bayonne,NJ,07002,208525458,Cardiac Program,NJ,N/A
201433189349304708,160743310,Central Ohio Sleep Medicine Ltd,6150 East Broad Street,Columbus,OH,43213,311701029,Sleep Medicine Services,OH,N/A
201433189349304708,160743310,Clinton Imaging Services LLC,615 Valley View Dr Ste 202,Moline,IL,61265,412044739,MRI Diagnostic Services,IA,N/A
201433189349304708,160743310,East Norriton Medical Associates,One West Elm Street,Conshohocken,PA,19428,232319531,Medical Office Building,PA,N/A
201433189349304708,160743310,Forest Park Imaging LLC,1000 4th Street SW,Mason City,IA,50401,134365966,X-ray and Mammography Services,IA,N/A
201433189349304708,160743310,Frances Warde Medical Laboratory,300 West Textile Road,Ann Arbor,MI,48104,382648446,Laboratory,MI,N/A
201433189349304708,160743310,Fresno Imaging Center,1303 E Herndon Ave,Fresno,CA,93720,770363563,Diagnostic Imaging,CA,N/A
201433189349304708,160743310,Gateway Health Plan,300 Grant Street,Pittsburgh,PA,15219,251691945,Medicaid & Medicare/Special Needs Managed Care Organization,PA,N/A
201433189349304708,160743310,Hawarden Regional Health Clinics LLC,1122 Avenue L,Hawarden,IA,51023,201444339,Medical Clinic,IA,N/A
201433189349304708,160743310,Idaho GynOncology Services LLC,1055 N Curtis Rd,Boise,ID,83706,202975807,Provide Gyn Oncology Services,ID,N/A
201433189349304708,160743310,Intermountain Medical Imaging LLC,877 West Main St Ste 603,Boise,ID,83702,820514422,Provide Imaging Services,ID,N/A
201433189349304708,160743310,Loyola Ambulatory Surgery Center,3000 Riverchase Galleria Ste 500,Birmingham,AL,35244,364119522,Surgical Services,IL,N/A
201433189349304708,160743310,Magnetic Resonance Services Partnership,1416 Sixth Street SW,Mason City,IA,50401,421328388,MRI Services,IA,N/A
201433189349304708,160743310,Mason City Ambulatory Surgery Center LLC,990 4th Street SW,Mason City,IA,50401,201960348,Surgery-Same Day,IA,N/A
201433189349304708,160743310,MCE MOB IV Limited Partnership,793 W State Street,Columbus,OH,43222,421544707,Medical Office Building Rental,OH,N/A
201433189349304708,160743310,Medilucent MOB I,793 W State Street,Columbus,OH,43222,204911370,Medical Office Building Rental,OH,N/A
201433189349304708,160743310,Mercy Advanced MRI LLC,2525 South Michigan Ave,Chicago,IL,60616,262116721,Sublease MRI Equipment,IL,N/A
201433189349304708,160743310,Mercy Heart Ctr OP Services LLC,1000 4th Street SW,Mason City,IA,50401,134237594,Cardiovascular Services,IA,N/A
201433189349304708,160743310,MercyManor Partnership,PO Box 10086,Toledo,OH,43699,521931012,Nursing Home,PA,N/A
201433189349304708,160743310,Michiana Health Information Network LLC,215 West Madison Street,South Bend,IN,46601,352050128,Community Based Clinical Info Sys & Data Depository,IN,N/A
201433189349304708,160743310,Mount Carmel East POB III Limited Partnership,793 W State Street,Columbus,OH,43222,311369473,Medical Office Building Rental,OH,N/A
201433189349304708,160743310,Nazareth Medical Office Building Associates LP,c/o Nazareth Hosp 2601 Holme Ave,Philadelphia,PA,19152,232388040,Medical Office Building,PA,N/A
201433189349304708,160743310,Newco Ambulatory Surgery Ctr LLP,4190 24th Avenue,Fort Gratiot,MI,48059,300136708,Outpatient Surgery Center,MI,N/A
201433189349304708,160743310,Physicians Outpatient Surgery Center LLC,1000 NE 56th Street,Oakland Park,FL,33334,352325646,Ambulatory Surgery Center,FL,N/A
201433189349304708,160743310,SARMED Outpatient Pharmacy LLC,999 N Curtis Rd Ste 102,Boise,ID,83706,510483218,Pharmacy,ID,N/A
