object_id,ein,FrmAndLnRfrncDsc,ExplntnTxt
201703429349300225,750800653,"Part I, line 3:","The organization uses expense reports and other appropriate documentation to account for foreign expenditures, consistent with the accrual method of accounting."
201743189349305244,208091013,"PART I, LINE 2:",THE BOARD MONITORS USE OF ALL GRANTS.
201743179349306289,230973290,"PART I, LINE 2:","AFTER AN APPLICATION IS SUBMITTED BY THE STUDENT, FINANCIAL AID EVALUATES IT FOR NEED AND BASED ON THEIR ENROLLED COURSES, AND THIS IS RE-EVALUATED EACH YEAR AS NEED AND ENROLLMENT INDICATE. THE UNIVERSITY DOES MONITOR THE USE OF THE STUDENT AID AND IT IS APPLIED TO THEIR STUDENT BILLING ACCOUNT IN THE UNIVERSITY'S SIS (STUDENT INFORMATION SYSTEM)."
201733149349303183,131624135,"Schedule F, Part I, Line 3 - Health Education","The Hospital reimburses its executives, physicians and scientists for attending conferences, some of which may be outside of the United States."
201733149349303183,131624135,"Schedule F, Part I, Line 3, Column F",The accrual method of accounting is used to report expenditures reported on column F.
201733149349303183,131624135,"Schedule F, Part I, Line 2","The Hospital for Special Surgery raises funds to support the charitable, educational, and scientific purpose of its tax exemption. The funds awarded to individuals were Antiphospholipid Syndrome (APS) ACTION Honorary Abstract Recognition Awards to attend the 15th International Congress on Antiphospholipid Antibodies Abstract Presentation. The awards included monetary travel support and free registration. Awardees were selected among those who applied for young scholar awards based on their past contributions to APS, and their potential for important future contributions to APS & APS ACTION. The APS Action committee monitors the use of funds by verifying funds were received and awardee attended the event."
201733179349302768,362169147,"Form 990, Schedule F, Part I, Line 3","Total Expenditures The Expenditures reported in Part I, Line 3 are based on the cash paid for these activities."
201733149349303603,410698301,"PART I, LINE 3:",ACCRUAL
201713199349319176,566049935,"PART I, LINE 2:",ELIGIBILITY FOR STUDY ABROAD SCHOLARSHIPS AND GRANTS IS DETERMINED EACH SEMESTER BASED UPON THE RESULTS OF THE FREE APPLICATION FOR FEDERAL STUDENT AID (FAFSA) AND ACADEMIC STANDING. THE FINANCIAL PLANNING DEPARTMENT AND TRAVEL COMMITTEE VERIFY SATISFACTORY ACADEMIC PROGRESS AND DETERMINE NEED BEFORE SCHOLARSHIPS AND GRANTS ARE DISTRIBUTED.
201713199349319176,566049935,"PART I, LINE 3:",ORGANIZATION USES GAAP TO RECORD EXPENDITURES
201713199349319176,566049935,"SCH F, LINE 3","WINGATE UNIVERSITY'S ACTIVITY ABROAD IS COMPRISED OF FACULTY TEACHING STUDENT GROUPS ABROAD. THE UNIVERSITY DOES NOT MAINTAIN PERMANENT FACULTY, FACILITIES, OR STAFF IN THESE FOREIGN AREAS."
201743189349311234,472578950,"SCH F, PART I, LINE 3:",THE ORGANIZATION PROVIDED PROGRAM SERVICES FOR CONTINUING MEDICAL EDUCATION AND CONTINUING NURSING EDUCATION IN CANADA. THE ORGANIZATION DID NOT INCURR ANY EXPENSES RELATED TO SUCH SERVICES IN CANADA.
201723469349300327,237032625,"SCHEDULE F, PAGE 1, PART I, LINE 3","EUROPE 5,384 0 CENTRAL AMERICA 56,339 0 ASIA 25,871 0"
201723389349300157,590624459,"Schedule F, Part I, Line 2 Procedures for monitoring use of grant funds",Scholarships and tuition assistance are applied directly to students' tuition accounts. No cash is given to students. Assistance may be granted on the basis of need or on the basis of academic or talent qualifications.
201723389349300157,590624459,"Schedule F, Part I, Line 2 PROCEDURES FOR MONITORING USE OF GRANT FUNDS",Scholarships and tuition assistance are applied directly to students' tuition accounts. No cash is given to students. Assistance may be granted on the basis of need or on the basis of academic or talent qualifications.
201723259349300002,041843040,"PART I, LINE 2","THE COLLEGE MONITORS ALL GRANTS TO ENSURE THAT THE FUNDS ARE UTILIZED APPROPRIATELY. FOR GRANTS APPLIED TO COVER TUITION AND OTHER FEES, ACADEMIC PROGRESS IS REQUIRED TO ENSURE CONTINUED FUNDING. INTERNSHIPS REQUIRE PROOF OF PARTICIPATION AND SATISFACTORY ACADEMIC CONTENT. OTHER FINANCIAL ASSISTANCE REQUIRES DEMONSTRATED NEED. PART I, LINE 3 THE COLLEGE ENCOURAGES STUDY ABROAD FOR ALL OF ITS UNDERGRADUATE STUDENTS. THE COLLEGE OPERATES FOUR PROGRAMS IN EUROPE. IN ADDITION, STUDENTS MAY STUDY ELSEWHERE OUTSIDE THE UNITED STATES AT PREAPPROVED LOCATIONS. THE COLLEGE AND ITS EMPLOYEES MAY ENGAGE IN OTHER ACTIVITIES SUCH AS RESEARCH AND FUNDRAISING. FOR STUDY ABROAD, STUDENTS PAY THE COLLEGE ITS COMPREHENSIVE FEE WITH OFFSETTING GRANTS PROVIDED IN ACCORDANCE WITH STANDARD COLLEGE FINANCIAL AID POLICIES AND PROCEDURES. THE COLLEGE PAYS FOREIGN SCHOOLS TO PROVIDE TEACHING AND ACCOMMODATIONS. FOREIGN TRAVEL AND OTHER EXPENSES REQUIRED FULL REPORTING UNDER THE COLLEGE'S ACCOUNTABLE PLAN FOR REIMBURSEMENT OF BUSINESS EXPENSES. THE COLLEGE'S INVESTMENT STRATEGY ENCOMPASSES A GLOBAL APPROACH TO INVESTMENT ACTIVITIES. THE ACTUAL LOCATION OF THESE INVESTMENTS MAY VARY SIGNIFICANTLY FROM THE LEGAL DOMICILE OF THE INVESTMENT VEHICLE (FUND-OF-FUNDS)."
201713189349305446,416011702,"PART I, LINE 2:","FEDERAL AWARDS THAT ARE SUBCONTRACTED TO OTHER ORGANIZATIONS ARE REGULARLY MONITORED BY THE FILING ORGANIZATION FOR COMPLIANCE WITH EITHER THE FEDERAL REGULATIONS AND/OR THE CONTRACT PROVISIONS. SEE ALSO SCHEDULE I, PART IV FOR ADDITIONAL INFORMATION ON MAYO CLINIC'S PROCEDURES FOR MONITORING THE USE OF GRANT FUNDS AS THE SAME PROCEDURES APPLY TO DOMESTIC AND FOREIGN GRANTS. GENERAL INFORMATION ON ACTIVITIES OUTSIDE THE UNITED STATES IS REPORTED BASED ON WHERE PAYMENTS WERE REMITTED. OUR CURRENT REPORTING SYSTEM DOES NOT TRACK ACTIVITIES OUTSIDE THE UNITED STATES BY LOCATION OF SERVICE."
201713189349305446,416011702,"PART I, LINE 3:",ACCRUAL METHOD
201713199349309401,930433696,"Form 990, Schedule F, Part I, Line 2 & 3(e)","Over the past five years, more than 160 students and staff have served alongside churches, missionaries and non-profit organizations in San Francisco, Mexico, Nicaragua and Cambodia. The lives of young people have been deeply transformed. From their understanding of global poverty to the conviction that they are blessed with ample resources even as a college student. From the shock of corruption, oppression and systemic injustice to the hope of restoration, healing and help that comes in participating in God's global good work. The Good News of the Gospel and the love of God has been modeled and extended in these students and our teams. In Mexico we partner with Puente De Amistad and in San Francisco, City Crossroads. Both of these amazing ministries serve as outposts to support so many who lack basic resources and are at risk in their community. In Cambodia we worked alongside church planting missions and organizations fighting sex-trafficking of young girls. Over the past few years students own lives were so touched that they decided to get baptized while serving on these teams."
201733329349300203,542052107,Part I Line 3 (1F),AMOUNT REPORTED INCLUDES PAYMENTS TO FOREIGN VENDORS FOR MISSION TRIP EXPENSES AND A DOMESTIC ENTITY THAT SUPPORTS ONE OF THE MISSION SITES.
201733329349300203,542052107,Part I Line 3 (2F),AMOUNT REPORTED REPRESENTS NET BOOK VALUE OF THE CONDO OWNED IN PUNTA CANA. THE CONDO IS USED TO HOUSE STUDENTS DURING MISSION TRIPS AND SHORT TERM ROTATIONS.
201723179349302037,430471057,"SCHEDULE F, PART I, LINE 3, COLUMN (f)","EXPENDITURES & INVESTMENTS IN CENTRAL AMERICA/CARIBBEAN: INVESTMENT BALANCE 8,312,308 EXPENDITURES 85,438 ----------- TOTAL 8,397,746"
201703469349300115,620812782,"SCHEDULE F, PAGE 1, PART I, LINE 3","EUROPE 162,527 0"
201713199349307426,581581103,PART 1 - ADDITIONAL SUPPLEMENTAL INFORMATION,PLEASE SEE FORM 5471 FILING FOR DETAILS RELATED TO OFFSHORE CAPTIVE INSURANCE
201713199349317036,111631796,PART I - ADDITIONAL SUPPLEMENTAL INFORMATION,"PART I, LINE 3 (1), COLUMN F (ACCOUNTING METHOD) - THE HOSPITAL IS A PARTIAL OWNER OF CAPTIVE FOREIGN INSURANCE COMPANIES. THE HOSPITAL'S INVESTMENTS IN THE FOREIGN INSURANCE COMPANIES ARE REPORTED AT FAIR MARKET VALUE. PART I, LINE 3 (2),(3) and (4), COLUMN F (ACCOUNTING METHOD) - THE HOSPITAL INVESTS ITS PENSION FUND AND ENDOWMENT FUND IN FOREIGN BANK AND FINANCIAL INSTITUTES. THE HOSPITAL'S INVESTMENTS IN THE FOREIGN ACCOUNTS ARE REPORTED AT FAIR MARKET VALUE."
201713329349300326,580619030,"Part I, Line 2:","The grants reported in Part III are scholarships to students. The use of scholarships is controlled by applying such amounts directly against balances owed by the students for tuition, fees, and other qualifying educational expenses."
