object_id,ein,FrmAndLnRfrncDsc,ExplntnTxt
201743179349306214,470378779,"PART II-B, LINE 1:","A PORTION OF DUES PAID TO AHA, NHA AND NABHO ARE FOR LOBBYING PURPOSES."
201703179349307400,111635088,"PART II-B, LINE 1 - LOBBYING ACTIVITIES",AMOUNT REFLECTS PORTION OF TRADE ASSOCIATION DUES WHICH WERE USED FOR LEGISLATIVE LOBBYING ON BEHALF OF THE HEALTHCARE INDUSTRY THOSE TRADE ASSOCIATIONS REPRESENT.
201733179349306133,226019101,"Part II-B, Line 1(I)","OTHER LOBBYING ACTIVITIES RETAINER WITH WASHINGTON STRATEGIC CONSULTING, TRAVEL & CONVENTIONS, MEALS & SPECIAL FUNCTIONS AND PAID STAFF OR MANAGEMENT. Also the hospital is a member of the New Jersey Hospital Association, the American Hospital Association, the AMERICAN MEDICAL REHAB PROVIDERS ASSOCIATION, AND THE FAIR SHARE HOSPITAL COLLABORATIVE. ALL FOUR engage in lobbying efforts on behalf of their member hospitals AND A portion of the dues paid to these organizations has been allocated to lobbying activities performed on behalf of the organization. This allocation amounted to $51,666"
201723199349305457,210634462,Lobbying Activity Explanation,"During 2016, the Organization incurred the following lobbying expenditures: The organization paid independent firms $270,446 to provide lobbying consulting services and to engage in lobbying efforts on behalf of the organization. The organization incurred internal expenses for salaries and benefits of $57,500 where its professionals participated in lobbying efforts. The organization was a member of certain industry organizations; all of which engage in lobbying efforts on behalf of their member hospitals. The portion of these dues allocated to lobbying expenditures for 2016 is detailed below and in total is $29,998. New Jersey Hospital Association $22,498 Hospital Alliance of New Jersey $7,500"
201703189349300745,390830664,"Part II-B, Line 1:","WHA DUES of $6,785."
201713469349300626,166031585,"Schedule C, Part II-B, Line 1","Hilbert College does occasionally make contact with legislators and their staff via telephone, email, and in person. The purpose of this contact is most often to seek support for various initiatives."
201713179349305346,570828733,"Part II-B, Line 1:","The organization is a member of the American Medical Rehab Providers Association (ARPA). This organization engages in lobbying efforts on behalf of their membership bodies, and each year a portion of membership dues is allocated to these lobbying expenditures. For 2016, membership dues attributable to lobbying were approximately $3,650."
201743199349303834,111661359,"PART II-B, LINE 1:",THE PORTION OF MEMBERSHIP DUES TO TRADE ASSOCIATIONS THAT ARE ASSOCIATED WITH LOBBYING ACTIVITIES.
201723199349309022,560554230,"PART II-B, LINE 1:",LINE 1A THERE IS LIMITED ENGAGEMENT OF THE BOARD. LINE 1B THERE IS MINIMAL TIME OF SENIOR LEADERS. LINE 1G THERE IS LIMITED CONTACT MADE BY SENIOR LEADERS DURING ADVOCACY DAY.
201723199349309022,560554230,LINE 1I,DUES PAID TO CERTAIN ORGANIZATIONS WHICH INCLUDE A PORTION RELATED TO LOBBYING ACTIVITIES.
201713199349303801,160743900,"Schedule C, Part II-B, Line 1","Alfred University contracts a lobbying firm to lobby the New York State Legislature, executive and various NYS agencies to facilitate the goals of Alfred University. These goals include economic development, funding for Alfred University and general legislative issues that affect higher education."
201733179349302768,362169147,"Form 990, Schedule C, Part II-B, Lines 1A, B, D, G","SUPPLEMENTAL LOBBYING INFORMATION ADVOCATE HEALTH AND HOSPITALS CORPORATION SPONSORS A NURSE ADVOCACY COUNCIL, COMPRISED OF NURSES EMPLOYED BY THE SYSTEM. THIS GROUP PROVIDES LEGISLATIVE FORUMS AND EDUCATION SUMMITS TO APPRISE AND EDUCATE LEGISLATORS OF THE ISSUES FACING THE NURSING PROFESSION AND HOW CHANGES IN LEGISLATION AFFECT PATIENT CARE. FORM 990, SCHEDULE C, PART II-B, LINE 1I ADVOCATE HEALTH AND HOSPITALS CORPORATION IS A MEMBER OF THE AMERICAN HOSPITAL ASSOCIATION AND THE ILLINOIS HOSPITAL ASSOCIATION. THESE ORGANIZATIONS, AS PART OF THEIR MISSIONS, ADVOCATE IN THE GENERAL ASSEMBLY AND CONGRESS ON LEGAL AND POLICY ISSUES THAT AFFECT HEALTHCARE INCLUDING QUALITY, AFFORDABILITY, PATIENT ACCESS AND ACCREDITATION. A PORTION OF THE ANNUAL MEMBERSHIP DUES PAID TO THESE ORGANIZATIONS IS ATTRIBUTABLE TO THESE LOBBYING ACTIVITIES. ADVOCATE ALSO ENGAGES CERTAIN FIRMS TO LOBBY ON ITS BEHALF REGARDING ISSUES AND POLICIES THAT AFFECT HEALTHCARE SUCH AS QUALITY, AFFORDABILITY AND PATIENT ACCESS. ADVOCATE ALSO REIMBURSES VARIOUS ASSOCIATES FOR DUES PAID TO VARIOUS PROFESSIONAL ORGANIZATIONS AND ALSO FOR EDUCATIONAL EXPENSES PROVIDED BY PROFESSIONAL AND MEMBERSHIP ORGANIZATIONS. ADVOCATE ENDEAVORS TO IDENTIFY THE PORTION OF DUES OR FEES PAID TO THESE ORGANIZATIONS WHICH ARE ATTRIBUTABLE TO LOBBYING ACTIVITIES."
201733189349309863,111633486,"schedule C, Part II-B, Line 1I","THE HOSPITAL IS A MEMBER OF THE FOLLOWING ORGANIZATIONS: GREATER NY HOSPITAL ASSOC, AMERICAN HOSPITAL ASSOC, NASSAU SUFFOLK COUNCIL, HANYS, LIHN, NY PRESBYTERIAN AND NATIONAL ASSOC OF CHILDREN HOSPITAL. THE HOSPITAL PAYS DUES TO THESE ORGANIZATIONS, A PORTION OF WHICH RELATES TO LOBBYING."
201703189349308985,160743134,"PART II-B, LINE 1:","THE AMOUNT REFLECTED ON PART II-B, LINE 1I REPRESENTS THE PORTION OF MEMBERSHIP DUES PAID TO HEALTH CARE ASSOCIATION OF NYS (HANYS) AND AMERICAN HOSPITAL ASSOCIATION (AHA) ATTRIBUTABLE TO LOBBYING ACTIVITIES."
201733149349303603,410698301,"PART II-B, LINE 1:","LOBBYING ACTIVITIES PERFORMED BY THE COLLEGE PRESIDENT, DEAN OF THE SCHOOL OF NURSING AND COLLEGE ADVANCEMENT ARE LIMITED TO PROCURING FUNDING RELATING TO OUR STUDENT FINANCIAL AID AND SUPPORT FOR FEDERAL AND STATE GRANTS AND INITIATIVES RELATING TO OUR ACADEMIC PURPOSE AND MISSION. LOBBYING ACTIVITIES INCLUDE WRITING LETTERS TO AND HOLDING MEETINGS WITH GOVERNMENT OFFICIALS. THE COLLEGE OF ST. SCHOLASTICA, INC. IS A MEMBER OF THE MINNESOTA PRIVATE COLLEGE COUNCIL (MPCC), A 501(C)(4) ORGANIZATION. MPCC PROVIDES NONPARTISAN AND NON-ELECTORAL ADVOCACY FOR PUBLIC POLICY THAT MEETS STUDENTS' NEEDS AND ADVANCES THE INTERESTS OF PRIVATE HIGHER EDUCATION. MPCC DIVIDED ITS EXPENSES, 72.9% MAY HAVE RELATED TO LOBBYING ACTIVITIES. DUES PAID BY THE COLLEGE TO MPCC WERE ALLOCATED USING THEIR ALLOCATION. SIMILARLY 7% OF NATIONAL ASSOCIATION OF INDEPENDENT COLLEGES AND UNIVERSITIES (NAICU) DUES WERE ALLOCATED TO LOBBYING."
