object_id,ein,DsrgrddEnttyNm_BsnssNmLn1Txt,USAddrss_AddrssLn1Txt,USAddrss_CtyNm,USAddrss_SttAbbrvtnCd,USAddrss_ZIPCd,IdDsrgrddEntts_PrmryActvtsTxt,IdDsrgrddEntts_LglDmclSttCd,IdDsrgrddEntts_TtlIncmAmt,IdDsrgrddEntts_EndOfYrAsstsAmt,DrctCntrllngEnttyNm_BsnssNmLn1Txt
201532299349302483,581249683,Helms LLC,5171 Eisenhower Parkway,Macon,GA,31206,Educational and hospitality services as described in Part III,GA,4796961,485606,Goodwill Industries of Middle Georgia Inc
201532299349302483,581249683,Goodwill Staffing Services LLC,5171 Eisenhower Parkway,Macon,GA,31206,452921076,"Workforce solutions to retail, hospitality and food service industries",GA,6512137,406544,Goodwill Industries of Middle Georgia Inc
201532299349302568,030219309,THE UNIV OF VT MED CTR SKILLED NURSING,111 COLCHESTER AVENUE,BURLINGTON,VT,05401,030219309,HOLDING CO,VT,561000,4918000,UVMMC
201532299349302568,030219309,THE UNIV OF VT HEALTH NTWK SPEC CARE TRA,111 COLCHESTER AVENUE,BURLINGTON,VT,05401,030219309,AMBULANCE SVC,VT,669000,3702000,UVMMC
201532299349302568,030219309,THE UNIV OF VT MED CTR EXEC SERVICES,111 COLCHESTER AVENUE,BURLINGTON,VT,05401,030219309,EXEC STAFFING,VT,224000,0,UVMMC
201532299349302568,030219309,116 REALTY LLC,111 COLCHESTER AVENUE,BURLINGTON,VT,05401,461594847,REALTY,VT,105000,15000,UVMMC
201520149349301257,560532303,TRI-STATE REAL PROPERTIES LLC,615 S DUPONT HIGHWAY,DOVER,DE,19901,260353244,REAL ESTATE,DE,33251,459000,ELON UNIVERSITY
201520129349301462,710239383,DR JACK'S COFFEE LLC,410 QUACHITA ST,ARKADELPHIA,AR,71998,463543773,COFFEE SALES,AR,42463,29737,OUACHITA BAPT
201520129349301462,710239383,QUACHITA RESOURCE INVESTMENT CO LLC,410 QUACHITA ST,ARKADELPHIA,AR,71998,223916245,OIL & GAS INVESTMENT,AR,OUACHITA BAPT
201520129349301462,710239383,OUACHITA PROPERTIES DEVELOPMENT LLC,410 QUACHITA ST,ARKADELPHIA,AR,71998,223916243,REAL ESTATE INVEST.,AR,OUACHITA BAPT
201520299349300737,510175975,BCSPE LLC,3755 Broadway,New York,NY,10032,SPE,NY,0,0,Boricua
201500359349301115,131988190,230 WEST 41ST STREET LLC,230 WEST 41ST STREET,NEW YORK,NY,10036,201105113,RENTAL REAL ESTATE,DE,14014851,74778164,RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF NEW YORK
201520419349301407,150533545,GREEN & WHITE HOSPITALITY LLC,PO BOX 265,PAUL SMITHS,NY,12970,452110175,HOSPITALIT,DE,2599,PAUL SMITH,COLLEGE
201540429349301964,010271210,HUSSON UNIVERSITY CONDOMINIUMS LLC,ONE COLLEGE CIRCLE,BANGOR,ME,04401,REAL ESTATE HOLDING,ME,210683,5151024,HUSSON UNIVERSITY
201530439349301108,560657294,KING'S GRANT GOLF MANAGEMENT LLC,5400 RAMSEY STREET,FAYETTEVILLE,NC,28311,208176567,GOLF COURSE,NC,-240916,1354741,SINGLE MEMBER LLC WITH UNIVERSITY AS MEMBER
201530439349301828,150532239,Laurentian Properties LLC,23 Romoda Dr,Canton,NY,13617,200803478,hotel and restaurant,NY,3798131,3387626,St Lawrence University
201510419349301561,341226547,Lourdes Properties,6832 Convent Blvd,Sylvania,OH,43560,341968998,Public Apt Rentals,OH,501545,11057124,N/A
201510419349301561,341226547,Center Enterprises,6832 Convent Blvd,Sylvania,OH,43560,341809820,Catering services,OH,73248,114810,N/A
201510419349301561,341226547,Lourdes Main St Properties,6832 Convent Blvd,Sylvania,OH,43560,341226547,Hold property,OH,428,189207,N/A
201500419349301715,390477970,HISTORIC HOLDINGS LLC,1025 N BROADWAY,MILWAUKEE,WI,53202,"ACQUIRE, OWN, OPERATE MSOE PROPERTY",WI,174251,3261909,MILWAUKEE SCHOOL OF ENGINEERING
201500419349301715,390477970,MSOE PROPERTIES LLC,1025 N BROADWAY,MILWAUKEE,WI,53202,"ACQUIRE, OWN, OPERATE MSOE PROPERTY",WI,0,409600,MILWAUKEE SCHOOL OF ENGINEERING
201500419349301715,390477970,3D MOLECULAR DESIGNS LLC,1050 MARKET ST CC130A,MILWAUKEE,WI,53202,391981690,PRODUCES CUSTOM MOLECULAR MODELS,WI,939440,401800,NONE
201500439349300100,951744369,Azusa Pacific Holdings LLC,2575 E Camelback Road,Phoenix,AZ,85016,Real estate,AZ,N/A
201500439349300100,951744369,Engstrom Institute,635 Camino de los Mares Ste 216,San Clemente,CA,92673,Center for Youth & Family,CA
201500489349301365,610444763,FUGITTE SCIENCE CENTER LLC,210 LINDSEY WILSON STREET,COLUMBIA,KY,42728,LANDLORD OF FUGITTE SCIENCE CENTER BUILDING,KY,0,0,LINDSEY WILSON COLLEGE INC
201500449349301470,951958142,RAND CORPORATION ENDOWMENT TRUST,400 HOWARD STREET,SAN FRANCISCO,CA,94105,336357131,INVESTMENTS,CA,938291,46799501,RAND CORP
201500449349301470,951958142,ROEA 1112 LLC,1776 MAIN STREET PO BOX 2138,SANTA MONICA,CA,904072138,951958142,REAL EST HOLD,CA,0,0,RAND CORP
201500559349300515,420680466,LUTHER COLLEGE WIND ENERGY PROJECT LLC,700 COLLEGE DRIVE,DECORAH,IA,52101,352366881,PRODUCTION OF ELECTRICITY,IA,285027,3159350,LUTHER COLLEGE VENTURES INC
201510489349301166,730579298,THE OAK COMPANY,800 S TUCKER DRIVE,TULSA,OK,74104,202311693,REAL ESTATE,OK,47310,UNIVERSITY OF TULSA
201500619349300720,716056774,UNIVERSITY OF ARKANSAS FOUNDATION REALTY LLC,535 RESEARCH CENTER BLVD SUITE 120,FAYETTEVILLE,AR,72701,716056774,REAL ESTATE MANAGEMENT,AR,759000,UNIVERSITY OF ARKANSAS FOUNDATION INC
201500699349300310,240795506,WU REAL ESTATE LLC,170 S FRANKLIN STREET,WILKES BARRE,PA,18766,205799312,STUDENT RENTAL,PA,58137,11980551,WILKES UNIVERSITY
201500699349300310,240795506,SOUTH CITY PROPERTIES LLC,84 W SOUTH STREET,WILKES BARRE,PA,18766,352497851,REAL ESTATE,PA,0,200000,WILKES UNIVERSITY
201500699349300310,240795506,RASM ENTERPRISE LLC,84 W SOUTH STREET,WILKES BARRE,PA,18766,465148017,REAL ESTATE,PA,0,0,WILKES UNIVERSITY
201520769349300527,640428676,Reformed Properties LLC,1231 Reformation Drive,Oviedo,FL,32765,270679756,Rental Real,FL,41121,920570,RTS
201510729349300421,530196549,American Univ at Connecticut Ave LLC,4400 Massachusetts Ave NW,Washington,DC,20016,455294959,Real Estate,DC,0,AU
201540909349300434,860931108,TOHONO O'ODHAM COMMUNITY COLLEGE DEVELOPMENT LLC,POST OFFICE BOX 3129,SELLS,AZ,856343129,383855650,CONSTRUCTION SERVICES AND OPERATION OF APPRENTICESHIP PROGRAMS,AZ,60746,292594,TOHONO O'ODHAM COMMUNITY COLLEGE
201500999349300615,340714681,THE 1886 COMPANY LTD (LLC),1 JOHN CARROLL BOULEVARD,UNIVERSITY HEIGHTS,OH,44118,340714681,LESSOR,OH,1404827,11212389,JCU,JOHN CARROLL UNIVERSITY
201500999349300615,340714681,IGNATIUS LLC,1 JOHN CARROLL BOULEVARD,UNIVERSITY HEIGHTS,OH,44118,340714681,LESSOR,OH,454272,2914342,JCU,JOHN CARROLL UNIVERSITY
201500999349300615,340714681,LOYOLA LLC,1 JOHN CARROLL BOULEVARD,UNIVERSITY HEIGHTS,OH,44118,340714681,LESSOR,OH,627641,3077425,JCU,JOHN CARROLL UNIVERSITY
201500999349300615,340714681,MANRESA LLC,1 JOHN CARROLL BOULEVARD,UNIVERSITY HEIGHTS,OH,44118,340714681,LESSOR,OH,194661,1180585,JCU,JOHN CARROLL UNIVERSITY
201500999349300615,340714681,INIGO LLC,1 JOHN CARROLL BOULEVARD,UNIVERSITY HEIGHTS,OH,44118,340714681,LESSOR,OH,241810,1094490,JCU,JOHN CARROLL UNIVERSITY
201500999349300615,340714681,CURA PERSONALIS LLC,1 JOHN CARROLL BOULEVARD,UNIVERSITY HEIGHTS,OH,44118,340714681,LESSOR,OH,681698,3991455,JCU,JOHN CARROLL UNIVERSITY
201540989349300024,410695524,Tennis and Life Camps LLC,800 West College Avenue,Saint Peter,MN,56082,Summer Camp,MN,819560,696375,N/A
201520919349300232,340714818,GOOD VENTURE ENTERPRISES LLC,1235 UNIVERSITY BOULEVARD,STEUBENVILLE,OH,43952,340714818,PROVIDE DORMITORY & SOCIAL SPACE FOR STUDENTS & GUESTS,OH,450370,7539167,N/A
201520919349300232,340714818,GOOD VENTURE HIH LLC,1235 UNIVERSITY BOULEVARD,STEUBENVILLE,OH,43952,261329844,PROVIDE HOTEL/REST SVC & LIMITED DORM SPACE FOR STUDENTS/GUESTS,OH,3570512,4263926,N/A
201520919349300232,340714818,GOOD VENTURE BELLEVIEW,1235 UNIVERSITY BOULEVARD,STEUBENVILLE,OH,43952,340714818,FUTURE DEVELOPMENT FOR CAMPUS EXPANSION,OH,0,2008973,N/A
201520919349300232,340714818,GOOD VENTURE PROPERTIES,1235 UNIVERSITY BOULEVARD,STEUBENVILLE,OH,43952,340714818,FUTURE DEVELOPMENT FOR CAMPUS EXPANSION,OH,0,2271714,N/A
201520919349300232,340714818,GOOD VENTURE PARKVIEW CIRCLE LLC,1235 UNIVERSITY BOULEVARD,STEUBENVILLE,OH,43952,340714818,PROVIDE RESIDENTIAL AND ACADEMIC SPACE FOR STUDENTS,OH,0,3822589,N/A
201501059349300825,480543772,OTTAWA INVESTMENT MANAGEMENT SERVICES,1001 S CEDAR 20,OTTAWA,KS,66067,480543772,INVESTMENT,KS,0,0,OTTAWA UNIV
201511039349300316,741143128,ST MARY'S HOLDINGS INC,ONE CAMINO SANTA MARIA,SAN ANTONIO,TX,78228,455275423,SUPPORT,TX,1125368,23407150,ST MARY'S U
201541109349300314,560532144,GREENSBORO COLLEGE PROPERTY FOUNDATION LLC,815 W MARKET STREET,GREENSBORO,NC,27401,PROPERTY HOLDING COMPANY,NC,0,1451718,GREENSBORO COLLEGE INC
201511079349300616,133643485,NYAA HOLDINGS LLO,111 FRANKLIN ST,NEW YORK,NY,10013,LEASE OF PROPERTY,NY,NEW YORK ACADEMY OF ART
201541059349301134,590624440,Holt Properties LLC,1000 Holt Avenue - CB 2715,Winter Park,FL,327894499,461788412,Acquire Real Property; Commercial Property Rental,FL,-61853,5208947,Rollins College
201541059349301134,590624440,Langford RCI LLC,1000 Holt Avenue - CB 2715,Winter Park,FL,327894499,461775419,Hotel and Conference Center,FL,111247,22229351,Rollins College
201541059349301134,590624440,140 Fairbanks LLC,1000 Holt Avenue - CB 2715,Winter Park,FL,327894499,462057006,Commercial Property Rental,FL,35582,1047199,Rollins College
201541059349301134,590624440,200 Fairbanks LLC,1000 Holt Avenue - CB 2715,Winter Park,FL,327894499,462064681,Commercial Property Rental,FL,-41935,2816277,Rollins College
