object_id,ein,BsnssNmLn1Txt,TrnsctnTxt,InvlvdAmt,MthdOfAmntDtrmntnTxt
201532299349302568,030219309,CENTRAL VERMONT MEDICAL CENTER,A,375492,FMV
201532299349302568,030219309,CENTRAL VERMONT MEDICAL CENTER,"I,K,L",1387748,FMV
201532299349302568,030219309,THE UNIV OF VT MEDICAL - NEW YORK,L,95473,COST
201532299349302568,030219309,THE UNIV OF VT MEDICAL - NEW YORK,P,102196,COST
201532299349302568,030219309,UNIVERSITY OF VERMONT MEDICAL GROUP,P,132594932,FMV
201532299349302568,030219309,VMC INDEMNITY COMPANY,"R,Q",10795034,FMV
201532299349302568,030219309,UNIVERSITY HEALTH CENTER,C,1261560,COST
201532299349302568,030219309,VERMONT MANAGED CAREINC,"M,P",158942,COST
201532299349302568,030219309,VERMONT MANAGED CAREINC,Q,13329411,COST
201532299349302568,030219309,VERMONT MANAGED CAREINC,S,4630661,COST
201532299349302568,030219309,UMEA,Q,10117086,COST
201510159349301406,350867954,ORANGEHAUS RECORDS INC,M,819
201510159349301406,350867954,ORANGEHAUS RECORDS INC,N,6028
201510099349301501,592139553,ST ANDREWS UNIVERSITY,ST ANDREWS UNIVERSITY,O,121505,50% SPLIT FOR SHARED EMPL
201510099349301501,592139553,ST ANDREWS UNIVERSITY,ST ANDREWS UNIVERSITY,P,35776,GROSS REIMB-PAYROLL
201510099349301501,592139553,ST ANDREWS UNIVERSITY,ST ANDREWS UNIVERSITY,Q,2501,GROSS REIMB-OTHER
201510099349301501,592139553,ST ANDREWS UNIVERSITY,ST ANDREWS UNIVERSITY,S,300000,LOAN REPAYMENT
201530139349300813,132553815,CHILDRENS CENTER OF JOHN JAY COLLEGE,B,135522
201530139349300813,132553815,JOHN JAY COLLEGE OF CRIMINAL JUSTICE,N
201530139349300813,132553815,JOHN JAY COLLEGE OF CRIMINAL JUSTICE AUXILIARY SVCS CORP,Q
201530139349300813,132553815,JOHN JAY COLLEGE OF CRIMINAL JUSTICE,P,10000
201530139349300813,132553815,JOHN JAY COLLEGE OF CRIMINAL JUSTICE,O,43599
201510129349300546,660380485,PRBC FOUNDATION,A,143647,CASH
201510129349300731,620548913,CUMBERLAND PRESBYTERIAN CHURCH,C,215408,FMV
201500089349300400,610444825,Bingham Fund for Excellence in Teaching at Transylvania University,b,1177692,Actual expenses
201500089349300400,610444825,Bingham Fund for Excellence in Teaching at Transylvania University,l,0
201520229349300902,131740285,Christian & Missionary Alliance,c,828973,Actual cash received
201520229349300902,131740285,Christian & Missionary Alliance,o
201500219349300245,610444788,PCSOM REAL ESTATE LLC,K,1699500,FMV
201520239349300107,900394713,TCS Education System,O,8346834,Actual
201520239349300107,900394713,TCS Education System,P,1099765,Actual
201520239349300107,900394713,TCS Education System,Q,6799731,Actual
201520239349300107,900394713,The Chicago School - Washington DC Inc,P,311931,Actual
201520239349300107,900394713,The Chicago School - Washington DC Inc,Q,2294578,Actual
201520239349300107,900394713,The Chicago School - Washington DC Inc,R,697633,Actual
201520239349300107,900394713,The Chicago School of Professional Psychology,O,5438923,Actual
201520239349300107,900394713,The Chicago School of Professional Psychology,P,7086209,Actual
201520239349300107,900394713,The Chicago School of Professional Psychology,Q,8211872,Actual
201520239349300107,900394713,The Chicago School of Professional Psychology,R,8654802,Actual
201500239349300040,020423502,UPPER VALLEY GRADUATE SCHOOL OF EDUCATIO,q,117310,REIMBURSED EXP
201520279349300737,610673886,Brighton Properties Inc,L,98714,Cash Value
201520279349300737,610673886,Brighton Properties Inc,K,684030,Cash Value
201520279349300737,610673886,Brighton Properties Inc,Q,42579,Cash Value
201520289349300407,941021164,FRESNO PACIFIC UNIVERSITY FOUNDATION,O,105521,ACTUAL
201520289349300407,941021164,MBBS-US INC,C,186776,ACTUAL
201520369349300042,231608264,The College paid the Sisters of Saint Basil the Great for services rendered,m,177300,cost
201500349349300965,910473310,THE WHITWORTH FOUNDATION,C,2032604,CASH CONTRIBUTION
201500349349300965,910473310,WHITWORTH COSTA RICA LIMITADA,B,756776,CASH
201530369349300718,362181973,ROSALIND FRANKLIN UNIVERSITY HEALTH SYSTEM,D,11169585,ACTUAL COST
201530369349300718,362181973,ROSALIND FRANKLIN UNIVERSITY HEALTH SYSTEM,P,937808,ACTUAL COST
201530369349300718,362181973,ROSALIND FRANKLIN UNIVERSITY HEALTH SYSTEM,R,800000,ACTUAL CASH
201500339349300225,450350756,SPIRIT LAKE TRIBE,C,100000,AMOUNT RECEIVED
201500339349300905,233069199,COMMUNITY SERVICE FOUNDATION,L,405600
201500339349300905,233069199,BUXMONT ACADEMY,K,80400
201500339349300905,233069199,BUXMONT ACADEMY,L,429600
201500339349300905,233069199,BUXMONT ACADEMY,E,58608
201500339349300905,233069199,BUXMONT ACADEMY,D,2178
201500339349300905,233069199,COMMUNITY SERVICE FOUNDATION,E,24788
201510329349300051,741874583,CENTER FOR PSYCHOANALYTIC STUDIES TRUST,c,96241,FMV
201520419349301982,540505922,Lynchburg College (St Lucia) Limited,r,168457,FMV
201520419349300217,340714629,KCM I LLC,J,1202046,cash
201530439349302343,930845182,GLOBE HOTEL LLC,K,566376,LEASE AGREEMENT
201540429349301964,010271210,NEW ENGLAND SCHOOL OF COMMUNICATIONS,D,961036,OBLIGATION
201540429349301964,010271210,NEW ENGLAND SCHOOL OF COMMUNICATIONS,N,1769392,ROOM & BOARD
201540429349301964,010271210,NEW ENGLAND SCHOOL OF COMMUNICATIONS,J,107333,LEASE VALUE
201540429349301964,010271210,NEW ENGLAND SCHOOL OF COMMUNICATIONS,M,623676,TUITION AND FEES
