object_id,ein,FrmAndLnRfrncDsc,ExplntnTxt
201632249349302773,204781979,"PART II, SECTION C, LINE17A FACTS AND CICRUMSTANCES TEST:","THE ORGANIZATION MEETS THE FOLLOWING REQUIREMENTS FOR SATISFYING THE FACTS AND CIRCUMSTANCES PUBLIC SUPPORT TEST UNDER TREASURY REGULATIONS SECTION 1.170A-9T(F)(3): FIRST, CONNECTED MAINTAINS A CONTINUOUS AND BONA FIDE PROGRAM FOR SOLICITATION OF FUNDS FROM THE GENERAL PUBLIC, COMMUNITY, AND OTHER PUBLIC CHARITIES. DURING FISCAL YEARS BEGINNING IN 2006-2015, CONNECTED RECEIVED CONTRIBUTIONS FROM OVER 35 DISTINCT INDIVIDUAL, CORPORATE, FOUNDATION, GOVERNMENTAL AND PUBLIC CHARITY DONORS, EXCLUDING TWO LARGE DONORS, ANNUAL DONATIONS HAVE RANGED IN SIZE FROM $1,000 TO $950,000. THE DONATIONS HAVE COME PRIMARILY AS A RESULT OF EXTENSIVE ONE-ON-ONE DEVELOPMENT EFFORTS LED BY THE CONNECTED STAFF. SECOND, CONNECTED'S BOARD OF DIRECTORS IS COMPRISED OF BUSINESS, FOUNDATIONS AND EDUCATION INDUSTRY LEADERS REPRESENTING THE BROAD INTERESTS OF THE PUBLIC. EACH DIRECTOR HAS SPECIAL KNOWLEDGE OR EXPERTISE RELEVANT TO CONNECTED'S CHARITABLE MISSION. FINALLY, CONNECTED'S PUBLIC SUPPORT TEST FOR THE FIVE YEAR PERIOD THROUGH SEPTEMBER 30, 2015 OF OVER 23 PERCENT IS WELL IN EXCESS OF TEN PERCENT AND INCLUDES SUPPORT FROM GOVERNMENTAL UNITS OF OVER 6 PERCENT."
201612439349300626,237008276,"Part IV, Section D, Line 2:",Four of the 14 member board are appointed by the University. The Chancellor appoints one and the remaining three are appointed by the Vice Chancellors.
201612439349300626,237008276,"Part IV, Section E, Line 2a:","The Faculty Club at the University of California San Diego (UCSD) is physically located on the UCSD campus with long term lease from the University. The club was founded in 1988 to provide a place in a central location for colleagues and community to socialize and intellectualize over food in a casual atmosphere of UCSD. Membership in the club is required for participation and is limited to faculty, staff and graduate students as well and retired employees, community members with an interest in the educational and intellectual life of the campus, persons at other select non-profit research institutions, Chancellors Associates and select businesses adding to the educational and intellectual life of the campus (must be approved by 2/3 vote of the board), and campus departments. Luncheon meals are served weekdays and periodic special events scheduled."
201612439349300626,237008276,"Part IV, Section E, Line 2b:",Without the Faculty Club no single space of sufficient size would be available regularly nor meals served. The casual atmosphere and central location of the club serves as a focal point for university employees and supporters. It allows formal and informal gatherings of university colleagues and a meeting place for activities. Some of these activities would continue on an ad hoc basis in the absence of the club but the club was established to facilitate these interactions.
201623029349300717,840600653,"SCHEDULE A, PART II, LINE 10, EXPLANATION OF OTHER INCOME:","MISCELLANEOUS INCOME - 2011 AMOUNT: $ 98,497. 2012 AMOUNT: $ 91,167. 2013 AMOUNT: $ 5,775. 2014 AMOUNT: $ 1,397."
201633029349300128,208434503,"SCHEDULE A, PART II, LINE 10, EXPLANATION OF OTHER INCOME:","OTHER INCOME - 2012 AMOUNT: $ 16,875. 2013 AMOUNT: $ 2."
201602859349300910,270932196,Pt III Ln 12,"Other Income Part III, Line 12 Description: Miscellaneous 2011: 106718."
201642749349301024,980150041,PART IV LINE 1,"THIS ORGANIZATION SUPPORTS THE METROPOLITAN ANDREY SHEPTYTSKY INSTITUTE OF EASTERN CHRISTIAN STUDIES (""MASI"") WHICH IS LOCATED AT SAINT PAUL UNIVERSITY IN OTTAWA, ONTARIO, CANADA. THE SUPPORTED ORGANIZATION, MASI, IS AN INSTITUTE AT THE UNIVERSITY OF SAINT PAUL. THE RELATIONSHIP BETWEEN THE ORGANIZATIONS IS HISTORICAL AND CONTINUING AS THE FOUNDATION HAS BEEN SUPPORTING THE INSTITUTE SINCE 1989. THE FOUNDATION'S PRIMARY FUNCTION IS TO DETERMINE ANNUALLY OR AS NEEDED THE AMOUNTS TO BE CONTRIBUTED TO THE SUPPORTED ORGANIZATION."
201642749349301024,980150041,"PART IV SECTION D, LINE 3","THE SUPPORTED ORGANIZATION (""MASI"") HAS A CLOSE CONTINUOUS WORKING RELATIONSHIP WITH THE FOUNDATION. IT MAINTAINS A SIGNIFICANT VOICE BY WAY OF TWO KEY ORGANIZATIONAL MEMBERS, THE ACTING DIRECTOR OF MASI AND A FORMER PRESIDENT AND BOARD MEMBER. THESE INDIVIDUALS ARE INVOLVED IN BOTH ORGANIZATIONS' OPERATIONS AND DISCUSSIONS. IN ADDITION, THESE INDIVIDUALS PREPARE THE INSTUTUTE'S BUDGET WHICH IS REVIEWED, MODIFIED AND THEN APPROVED BY THE FOUNDATION'S BOARD. THE BUDGET IS THE BASIS FOR THE CONTRIBUTIONS GRANTED BY THE FOUNDATION TO MASI."
201622599349300892,611124267,"Schedule A, Part II, Line 10 Other Income","DESCRIPTION - OTHER INCOME, COLUMN A - , COLUMN B - , COLUMN C - , COLUMN D - 34876.0, COLUMN E - 33772.0, COLUMN F - 68648.0;"
201622729349300122,561065978,"SCHEDULE A, PART I, LINES 2 AND 7","MID-ATLANTIC CHRISTIAN UNIVERSITY RECEIVED AN IRS DETERMINATION LETTER STATING THAT THE ORGANIZATION WAS RECOGNIZED AS AN ORGANIZATION EXEMPT FROM FEDERAL INCOME TAX UNDER SECTION 501(C)(3) OF THE INTERNAL REVENUE CODE. ADDITIONALLY, THE ORGANIZATION WAS ALSO DETERMINED NOT TO BE A PRIVATE FOUNDATION AS DEFINED IN SECTION 509(A) OF THE CODE BECAUSE IT WAS AN ORGANIZATION DESCRIBED IN SECTION 509(A)(1) AND SECTION 170(B)(1)(A)(II), WHICH IS IDENTIFIED IN SCHEDULE A, PART I, LINE 2 AS A SCHOOL. IT IS AN EDUCATIONAL ORGANIZATION WHICH NORMALLY MAINTAINS A REGULAR FACULTY AND CURRICULUM AND NORMALLY HAS A REGULARLY ENROLLED BODY OF PUPILS OR STUDENTS IN ATTENDANCE AT THE PLACE WHERE ITS EDUCATIONAL ACTIVITIES ARE REGULARLY CARRIED ON. PER THE 2013 INSTRUCTIONS FOR SCHEDULE B, SCHEDULE OF CONTRIBUTORS, THE INTERNAL REVENUE SERVICE HAS CLARIFIED THAT IN ORDER FOR THE UNIVERSITY TO REPORT ITS CONTRIBUTIONS UNDER THE SPECIAL RULE, THE ORGANIZATION MUST NOW CHECK BOX 7 OF SCHEDULE A, PART I, AND COMPLETE SCHEDULE A, PART II, SUPPORT SCHEDULE FOR ORGANIZATIONS DESCRIBED IN SECTIONS 170(B)(1)(A)(IV) AND 170(B)(1)(A)(VI)."
201602779349300900,760765625,"PART IV, SECTION C, LINE 1",THE MANAGEMENT AND CONTROL OF THE ORGANIZATION IS IN THE HANDS OF THOSE INDIVIDUALS THAT RUN AND OPERATE THE UNIVERSITY. THERE IS NO BOARD OF DIRECTORS PER SE THAT RUNS THE UNIVERSITY.
