object_id,ein,BsnssNmLn1Txt,BsnssNmLn2Txt,EIN,OrgnztnCd,GvrnngDcmntLstdInd,SpprtAmt,OthrSpprtAmt
201923169349305267,942514843,UNIVERSITY OF SOUTH DAKOTA,UNIVERSITY OF SOUTH DAKOTA,466000364,2,true,15000,0
201923179349308327,742358522,NCMC Board of Trustees,846000813,6,1,6080000,35162359
202002529349300650,340714460,CASE WESTERN RESERVE UNIVERSITY,341018992,2,1,23825936,0
202002529349300650,340714460,UNIVERSITY HOSPITALS CLEVELAND MEDICAL CENTER,341567805,3,1,17582239,0
202002529349300650,340714460,THE MUSICAL ARTS ASSOCIATION,340714468,7,1,248677,0
202002529349300650,340714460,THE CLEVELAND MUSEUM OF ART,340714336,7,1,1249836,0
202002529349300650,340714460,THE CHURCH OF THE COVENANT,340714641,1,1,66215,0
202002529349300650,340714460,CLEVELAND MEDICAL LIBRARY ASSOCIATION,340151200,7,1,78873,0
202002529349300650,340714460,CLEVELAND HEARING AND SPEECH CENTER,340714648,7,1,43166,0
202002529349300650,340714460,THE CLEVELAND INSTITUTE OF ART,340714334,2,1,271834,0
202002529349300650,340714460,CLEVELAND BOTANICAL GARDEN,340239538,7,1,357519,0
201912969349301346,340714460,CASE WESTERN RESERVE UNIVERSITY,341018992,2,1,24495992,0
201912969349301346,340714460,UNIVERSITY HOSPITALS CLEVELAND MEDICAL CENTER,341567805,3,1,18257123,0
201912969349301346,340714460,THE MUSICAL ARTS ASSOCIATION,340714468,7,1,241568,0
201912969349301346,340714460,THE CLEVELAND MUSEUM OF ART,340714336,7,1,1235024,0
201912969349301346,340714460,THE CHURCH OF THE COVENANT,340714641,1,1,73090,0
201912969349301346,340714460,CLEVELAND MEDICAL LIBRARY ASSOCIATION,340151200,7,1,82574,0
201912969349301346,340714460,CLEVELAND HEARING AND SPEECH CENTER,340714648,7,1,44065,0
201912969349301346,340714460,THE CLEVELAND INSTITUTE OF ART,340714334,2,1,251372,0
201912969349301346,340714460,CLEVELAND BOTANICAL GARDEN,340239538,7,1,368576,0
202011279349301306,042103852,CAMBRIDGE PUBLIC HEALTH COMMISSION,043320571,6,true,0,228190202
202041339349303079,231365351,Temple University Hospital Inc,232825878,3,1,0,0
202040909349301109,364682140,Azusa Pacific University,951744369,2,1,0,0
201923169349300302,550753754,Charleston Area Medical Center Inc,550526150,3,1,0,0
202032279349301638,640306253,BAPTIST MEDICAL CENTER - LEAKE INC,452896080,3,0,0,161200
202032279349301638,640306253,MISSISSIPPI HOSPITAL FOR RESTORATIVE CARE INC,640833383,3,0,0,0
202032279349301638,640306253,MEDICAL FOUNDATION OF CENTRAL MISSISSIPPI INC,753068151,3,0,0,545162
202032279349301638,640306253,BAPTIST MEDICAL CENTER - YAZOO INC,640844470,3,0,0,115600
202032279349301638,640306253,BAPTIST HEALTH FOUNDATION INC,473403762,3,0,0,0
202041979349307874,942514843,UNIVERSITY OF CALIFORNIA BERKELEY,UNIVERSITY OF CALIFORNIA BERKELEY,943067788,2,false,18000,0
