object_id,ein,FrmAndLnRfrncDsc,ExplntnTxt
201713469349300626,166031585,"Schedule J, Part I, Line 1a","$1,000 per month housing allowance as per contract. Annual membership dues to the Buffalo Club paid by the College. The President is expected to host benefactors at the Club."
201703479349300920,910615846,"PART I, LINE 1A","MINISTER'S PARSONAGE ALLOWANCE WAS PAID IN CASH TO OUR PRESIDENT AND OTHER MINISTER EMPLOYEES. THESE AMOUNTS ARE CONSIDERED NON-TAXABLE COMPENSATION SINCE THE PAYMENTS MEET THE CRITERIA UNDER IRC SECTION 107. OCCASIONAL PAYMENTS FOR SPOUSE TRAVEL AND MEALS WERE MADE FOR THE PRESIDENT'S SPOUSE BUT ONLY WHEN THERE WAS A VALID BUSINESS PURPOSE FOR HER TRAVEL. SINCE THERE IS A BONA FIDE BUSINESS PURPOSE, THE AMOUNTS ARE NOT TAXABLE TO THE PRESIDENT. THE PRESIDENT AND VP OF CHURCH RELATIONS RECEIVE A CAR ALLOWANCE THAT IS GROSSED UP AS A TAXABLE BENEFIT. HOUSE CLEANING SERVICES WERE PAID FOR THE PRESIDENT'S HOME WHEN RELATED TO BUSINESS EVENTS. SINCE THERE IS A BONA FIDE BUSINESS PURPOSE, THE AMOUNTS ARE NOT TAXABLE TO THE PRESIDENT."
201703429349300225,750800653,"Part I, Line 1a",The president is required to reside in on campus housing owned by the university. This is treated as a nontaxable benefit to the president. Membership to a social club is provided to the president to cultivate and build donor relationships. This is treated as a nontaxable benefit to the president.
201713469349300631,943204136,"Part I, Line 1a","As campus housing is a condition of employment, the housing allowance is not included in the taxable income of the School's President. Approximate market value of the housing provided is $9,000/month, and is included in the nontaxable benefits listed in Schedule J, Part II, Column (D)."
201713489349300116,390806263,"Schedule J, Part I, Line 1a","The College provides college-owned housing for Andrea Lee, the President of the College."
201713489349300116,390806263,"Schedule J, Part I, Line 1b",Property was purchased 5/31/17 and policy is still in process.
201713189349309806,161359213,"PART I, LINE 5",CERTAIN PHYSICIANS PAY IS CALCULATED BASED ON A PRODUCTIVITY MODEL.
201713189349309806,161359213,"PART I, LINE 6",CERTAIN PHYSICIANS PAY IS CALCULATED BASED ON A PRODUCTIVITY MODEL.
201703189349308560,581418202,"Part I, Line 4b","THE COMPENSATION REPORTED IN SCHEDULE J, PART II, COLUMN C INCLUDES DEFERRED COMPENSATION PAID BY AUGUSTA UNIVERSITY AS PART OF A 457(F) DEFERRED COMPENSATION PLAN."
201703189349308560,581418202,"Schedule J, part III:","Augusta University Research Institute (AURI) has no employees. Officers of AURI are employed by Augusta University, or are outside unpaid community members, and are compensated for the role performed for Augusta University if they are employees. Officers of AURI are also Officers of Augusta University which is subcontractor on all sponsored program funding received by AURI."
201713189349306656,980148939,Non-fixed Compensation,"Schedule J, Part I, Line 7 Bonuses are awarded based on individual performance and determined by the achievements of objectives or Key Performance Indicators. These payments are not contingent on revenues of the organization."
201713199349303801,160743900,"Schedule J, Part I, Line 1a","The University requires the president to live in on-campus housing and provides a custodian to clean the facility. The University maintains a country club membership in the president's name for entertainment of donors. It is acceptable that the president's spouse or significant other may accompany him on University business trips/events. During these trips/events, the expense of the spouse or significant other will be paid by the University."
201743189349312639,231352008,"Part I, Line 1a","The Executive Committee of the Board has authorized the President to travel first class air on trips over four hours. The President & CEO's spouse accompanies him on trips to Board meetings and other events where she entertains trustee spouses, holding breakfasts, lunches, and leading tours and other outings. The President & CEO must obtain approval from the Board chairman each time his spouse accompanies him."
201743189349312639,231352008,"Part I, Line 3","The College's Compensation Committee, composed of Board members, determines the base compensation and annual incentive award of the President & CEO. They also review and approve the President & CEO's recommendations for other members of the College's senior leadership team. The award amounts are tied to individual performance and based on a qualitative evaluation of the accomplishment of goals that are determined at the beginning of the year."
