object_id,ein,BsnssNmLn1Txt,EIN,OrgnztnCd,GvrnngDcmntLstdInd,SpprtAmt,OthrSpprtAmt
201523009349300737,237050293,KIRKWOOD COMMUNITY COLLEGE,420924685,2,1,0,0
201503179349300525,201612906,LONGWOOD UNIVERSITY,546001788,6,true,45000,0
201513179349302526,311813143,UNIVERSITY OF MISSISSIPPI,646001159,02,true,274076,0
201503179349202235,522247526,SALISBURY UNIVERSITY FOUNDATION INC,521127396,7,1,0,0
201523159349303112,800957275,COE COLLEGE,420686467,2,1,146683,0
201523169349300122,204273074,Regent University,541061178,A school,1,0,0
201503149349302350,486106237,KANSAS STATE UNIVERSITY,480771751,509(A)(3),1,981034,0
201533169349301933,541854399,VIRGINIA COMMONWEALTH UNIVERSITY,546001758,LINE 6,1,1843349,0
201523209349304532,208096718,LUTHERAN THEOLOGICAL,231365169,1,1,1290968,0
201503209349303390,550788917,EAST TENNESSEE STATE UNIVERSITY,EAST TENNESSEE STATE UNIVERSITY,626021046,5,true,118844,0
201503209349303780,264468758,UNIVERSITY PLAZA REHABILITATION AND NURSING CENTER INC,300541840,501(C)(3),1,0,0
201523199349300622,550753754,Charleston Area Medical Center Inc,550526150,3,1,0,0
201503029349200810,391896366,UNI FOUNDATION,426058591,5,1,0,0
201610299349301211,271870108,ASPIRE PUBLIC SCHOOLS,943311088,2,1,0,0
201630299349300018,200118161,Francis Marion University,570522624,6,true,593711,0
201543149349302634,541863192,CHRISTOPHER NEWPORT UNIVERSITY,540701501,2,1,1530729,0
201600409349301610,570705675,UNIVERSITY OF SOUTH CAROLINA,576001153,6,1,705272,0
201533179349305018,550777066,ALDERSON BROADDUS COLLEGE,550357072,2,1,172742,0
201533179349305018,550777066,BETHANY COLLEGE,550356985,2,1,203295,0
201533179349305018,550777066,DAVIS & ELKINS COLLEGE,550357021,2,1,203227,0
201533179349305018,550777066,EMORY & HENRY COLLEGE,540505892,2,1,212551,0
201533179349305018,550777066,UNIVERSITY CHARLESTON,550357039,2,1,316557,0
201533179349305018,550777066,WV WESLEYAN COLLEGE,550357056,2,1,271406,0
201533179349305018,550777066,TUSCULUM COLLEGE,620484185,2,1,405557,0
201533179349305018,550777066,WILLIAM PEACE UNIVERSITY,560529988,2,1,260265,0
201630199349301033,593086453,UNIVERSITY OF CENTRAL FLORIDA,592924021,5,1,3381300,0
201620369349300532,760796633,KALAMAZOO VALLEY COMMUNITY COLLEGE,381850178,5,1,0,0
201601339349306070,270869586,GREEN DOT PUBLIC SCHOOLS,954679811,2,1,821522,0
201601339349306070,270869586,ASPIRE PUBLIC SCHOOLS,943311088,2,1,270923,0
201601339349306070,270869586,ALLIANCE FOR COLLEGE-READY PUBLIC SCHOOLS,954779029,2,1,804431,0
201601339349306070,270869586,PARTNERSHIPS TO UPLIFT COMMUNITIES,743102820,2,1,776173,0
201640479349200869,202928582,SANTA FE COMMUNITY COLLEGE,850311615,2,true,0,0
201631309349302153,541666531,VIRGINIA COMMONWEALTH UNIVERSITY,546001758,6,1,30000,0
201641279349300784,237126805,ROBERT O ANDERSON SCHOOL OF MANAGEMENT - UNIVERSITY OF NEW MEXICO,856000642,6,1,78116,0
201621349349305202,636053517,TUSKEGEE UNIVERSITY,630288878,2,1,0,0
201611279349301616,261999384,PURDUE RESEARCH FOUNDATION,351052049,7,true,49244,0
201611279349301616,261999384,PURDUE UNIVERSITY,356002041,6,true,0,0
201610839349300781,331127376,UNCC,560791228,5,1,6300,0
201620439349200882,571021641,PRESBYTERIAN COLLEGE,570314408,2,1,1185,0
201631349349303978,264360361,UNIVERSITY CIRCLE INCORPORATED,340823464,9,1,75000,0
201630449349300543,061256949,UNIVERSITY OF HARTFORD,060731360,2,true,246644,0
201611379349310456,330291523,Loma Linda University,951816009,1,false,0,0
201620429349300742,134356799,FLORIDA STATE UNIVERSITY,591961248,2,true,778676,0
201600499349300715,562244952,CENTRAL PIEDMONT COMMUNITY COLLEGE,560797174,6,1,520483,0
201601279349301360,760765625,KANSAS STATE UNIVERSITY,480771751,6,0,139863,0
201630459349200608,952492344,University of California SB,956006145,5,false,0,0
201611229349300411,570967350,UNIVERSITY OF SOUTH CAROLINA,576001153,2,true,6563291,0
201620479349301972,570933257,CLEMSON UNIVERSITY,576000254,6,1,0,0
201620479349301972,570933257,CLEMSON UNIV FOUNDATION,570426335,5,1,243833,0
201631349349307828,550665758,WEST VIRGINIA UNIVERSITY,556000842,5,1,114629135,0
201631339349301688,201415351,NEW MEXICO INSTITUTE OF MINING & TECHNOLOGY,856000411,2,1,0,0
201601379349308640,262258318,UNIVERSITY OF LOUISVILLE FOUNDATION INC,237078461,5,true,0,0
201611379349307511,800151379,FLORIDA INTERNATIONAL UNIVERSITY,650177616,2,1,3157928,0
201601379349307135,381870664,COVENANT HEALTHCARE,COVENANT HEALTHCARE,383369443,3,true,0,0
201601379349307135,381870664,ST MARY'S MEDICAL CENTER,ST MARY'S MEDICAL CENTER,380997730,3,true,0,0
201601379349307135,381870664,CENTRAL HEALTH ADVANCEMENT SOLUTIONS,CENTRAL HEALTH ADVANCEMENT SOLUTIONS,453862232,5,true,0,0
201611379349306871,550713410,GLENNVILLE STATE COLLEGE,556000779,2,1,0,0
201601379349309880,742918552,SOUTHWESTERN BAPTIST THEOLOGICAL,SEMINARY,750891462,1,true,163336,0
201601379349306695,201304472,UNIVERSITY OF TOLEDO,346401483,5,1,0,0
