object_id,ein,SttsWhrCpyOfRtrnIsFldCd
201932959349301018,850474926,CA
201903579349300855,141463151,NY
201913189349302876,541854399,VA
201932959349300728,208434503,CO
201933579349300468,201730126,NM
201933129349303308,752760831,IL
201933129349303308,752760831,KY
201933129349303308,752760831,MA
201933129349303308,752760831,MI
201933129349303308,752760831,NH
201933129349303308,752760831,NY
201933129349303308,752760831,OH
201933129349303308,752760831,OR
201933129349303308,752760831,SC
201923179349302332,954529650,CA
201912889349300246,344429091,OH
201912849349301106,750891464,TX
201943199349314699,205896451,CA
201943529349300639,620481463,TN
201913439349300841,620548913,TN
201913519349300816,750827421,MD
201913519349300816,750827421,MI
201913519349300816,750827421,NH
201913519349300816,750827421,PA
201913519349300816,750827421,SC
201923169349305522,562454734,CA
202020979349300507,221487354,AK
202020979349300507,221487354,CO
202020979349300507,221487354,DC
202020979349300507,221487354,MD
202020979349300507,221487354,MI
202020979349300507,221487354,NH
202020979349300507,221487354,NC
202020979349300507,221487354,OR
202020979349300507,221487354,PA
202020979349300507,221487354,SC
201943189349314139,473609601,HI
202041979349305184,042103542,MA
202041979349307414,951664112,CA
202041979349307414,951664112,FL
202041979349307414,951664112,MA
202041979349307414,951664112,NH
202041979349307414,951664112,OR
202041979349307414,951664112,TN
202031969349302723,580603153,GA
202021929349302767,820200907,OR
202021929349302767,820200907,UT
202021929349302767,820200907,WA
202031019349301603,231937954,PA
202041069349300824,160743040,CA
202041069349300824,160743040,NY
201943169349302124,352194526,IN
202041979349307769,824134296,IL
202020699349301007,042111203,MA
202020319349300222,620485733,TN
202020849349300317,237428512,NY
201933269349301003,930386890,OR
201933269349301003,930386890,WA
201942949349301614,640579585,MS
202001149349301525,951641455,CA
202000799349300935,520705392,MD
202011969349301031,936002614,OR
201943579349300209,562476876,PA
202010079349300536,362216176,CA
202041369349305314,951664123,CA
201902949349301660,237456795,MN
202040949349300014,560556753,NC
202040949349300014,560556753,SC
201923199349304272,581494136,TN
