object_id,ein,RcptOfIntAnntsRntsRyltsInd,GftGrntOrCpCntrTOthOrgInd,GftGrntCpCntrFrmOthOrgInd,LnsOrGrntsTOthrOrgInd,LnsOrGrntsFrmOthOrgInd,DvRltdOrgnztnInd,AsstSlTOthrOrgInd,AsstPrchsFrmOthrOrgInd,AsstExchngInd,RntlOfFcltsTOthOrgInd,RntlOfFcltsFrmOthOrgInd,PrfrmOfSrvcsFrOthOrgInd,PrfrmOfSrvcsByOthrOrgInd,ShrngOfFcltsInd,PdEmplysShrngInd,RmbrsmntPdTOthrOrgInd,RmbrsmntPdByOthrOrgInd,TrnsfrTOthrOrgInd,TrnsfrFrmOthrOrgInd
202100639349300445,381627600,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
202121349349303522,042103552,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true
202001019349301400,340714818,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
202001079349300020,741196134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202030769349301243,530196583,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0
202031959349303053,620476822,true,true,true,true,false,true,false,false,false,false,true,true,false,false,true,true,true,true,true
202031959349303373,042103578,false,true,false,false,false,false,false,false,false,false,false,true,true,true,false,false,true,true,true
202041059349300414,420680404,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true
202041059349300924,363005527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
202001279349300320,580566116,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
202131379349308268,510192025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202041059349301334,260152908,true,false,false,true,true,false,false,false,false,false,false,true,true,true,true,true,false,true,false
202041969349300214,042103552,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true
202041969349300229,042104230,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true
202041969349301239,042103637,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true
202121339349301872,480623882,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false
202111349349303906,560530005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
202021329349302097,250965601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202021329349302117,540506306,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
202121019349300307,231352674,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202023219349322552,941186175,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
202021979349301962,550357072,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
202021979349302142,060761704,false,false,false,false,false,-,false,false,false,false,false,false,false,true,true,false,false,true,true
202031779349301703,131632522,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
202023019349300422,541547408,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1
202013189349303356,710236867,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
202041119349300514,430662529,false,true,false,true,false,false,false,false,false,true,false,true,false,false,true,true,true,true,true
202001339349303270,951667177,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
202140999349301114,520591661,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true
202031969349303968,760690847,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
202032759349301513,521547103,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0
202120919349301707,610444708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202111379349303531,231352118,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
202023219349304897,262037695,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
202101339349305120,010211494,false,false,true,false,false,false,false,false,false,true,false,false,true,false,true,true,true,false,false
202021979349302682,570314390,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202031819349301673,460224600,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202032899349302553,942830046,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,true
202043189349304149,470724387,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
202041139349301229,630288878,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
