object_id,ein,BsnssNm_BsnssNmLn1Txt,USAddrss_AddrssLn1Txt,USAddrss_CtyNm,USAddrss_SttAbbrvtnCd,USAddrss_ZIPCd,CntrctrCmpnstn_SrvcsDsc,CntrctrCmpnstn_CmpnstnAmt
201501079349300200,043348440,SUNEEL UDPA,37 LAS CASCADAS,ORINDA,CA,94563,TEACHING,155000
201501079349300200,043348440,SOLUTIONS INSIGHTS INC,6 CHICKADEE LANE,WESTWOOD,MA,02090,TEACHING,128099
201501079349300200,043348440,INDIGO PARTNERS INC,190 GABARDA WAY SUITE 300,PORTOLA VALLEY,CA,94028,TEACHING,116002
201501079349300200,043348440,JEFFREY SCHIEBE,24 CLIFFORD ROAD,SOUTHBORO,MA,01772,TEACHING,113912
201521139349300132,231476335,WYNNEFIELD MAINTENANCE,6020 EAST OVERBROOK AVE,PHILADELPHIA,PA,19131,MAINTENANCE SERVICE,275000
201531129349300433,210634981,ELLUCIAN COMPANY LP,4 COUNTRY VIEW ROAD,MALVERN,PA,19355,MGMT FEE-IT SRVCS,1122535
201531129349300433,210634981,COGNITIVE MARKETING INC,46 PRINCE STREET,ROCHESTER,NY,14607,ADM CONS/REBRANDING,607669
201531129349300433,210634981,MP CONSULTING SERVICES LLC,366 DERRINGER DRIVE,HOWELL,NJ,07731,Consulting,407715
201531129349300433,210634981,RUFFALO CODY,46 PRINCE STREET,ROCHESTER,NY,14607,ADMISSIONS CONSULT,236410
201531129349300433,210634981,FHEG,3146 SOLUTIONS CENTER,CHICAGO,IL,606773001,Bookstore,207711
201511079349300616,133643485,MASTER CONTRACTING,1541 WILLIAMS BRIDGE RD,BRONX,NY,10461,CONSTRUCTION RENOVATION,540575
201541059349301114,750800653,Sodexo Inc & Affiliates,PO Box 538922,Atlanta,GA,30353,Food Service,1447937
201541059349301114,750800653,Baptist Foundation of Texas,1601 Elm St 1700,Dallas,TX,75201,Investments,1023761
201541059349301114,750800653,Conedison Solutions,PO Box 223246,Pittsburgh,PA,15251,Utilities,597708
201541059349301114,750800653,1-2-1 Philanthropic Services,2520 St Rose Parkway,Henderson,NV,89704,Consulting,200605
201541059349301114,750800653,RuffaloCODY,PO Box 718,Des Moines,IA,503030718,Consulting,187392
201541059349301134,590624440,Brasfield & Gorrie LLC,200 Colonial Ctr Pkwy Ste 200,Lake Mary,FL,32751,Construction,10776061
201541059349301134,590624440,Company PartnersLLC,968 Lake Baldwin Ln,Orlando,FL,32814,Construction,1600510
201541059349301134,590624440,Sodexo Construction Inc,86 Hopmeadow Street,Simsbury,CT,06089,Construction,1038087
201541059349301134,590624440,LMG Inc,P O Box 770429,Orlando,FL,328770429,Construction,602622
201541059349301134,590624440,Einhorn Yaffee Prescott Architecture & Engine,NanoFab East 257 Fuller Rd,Albany,NY,12203,Architect & Engineer,525098
201501049349300005,160755807,SODEXO INC,10 EARHARD DR,WILLIAMSVILLE,NY,14221,FOOD SERVICE PROVIDER,4162638
201501049349300005,160755807,SCRUFARI CONSTRUCTION CO INC,3925 HYDE PARK BLVD,NIAGARA FALLS,NY,14302,CONSTRUCTION CONTRACTOR,3566236
201501049349300005,160755807,DTZ INC,4002 SOLUTIONS CENTER,CHICAGO,IL,606774000,CUSTODIAL SERVICES,1587129
201501049349300005,160755807,COMDOC LEASING,10 JOHN JAMES AUDUBON PARKWAY,AMHERST,NY,142281149,PRINTING/COPYING SERVICES,749617
201501049349300005,160755807,RAYMOND KELLEY INC,33 MAIN ST,BOWMANSVILLE,NY,14026,CONSTRUCTION CONTRACTOR,600093
201521049349300802,251120678,ROSS BIANCO,612 CALIFORNIA AVE,PITTSBURGH,PA,15202,ARCHITECTURAL ENGINEERING & CONSTRUCTION,302332
201521049349300802,251120678,STEEL CITY HOCKEY REFEREES LLC,9 EHLE AVENUE,CORAOPOLIS,PA,15108,ATHLETIC REFEREES,228490
201521049349300802,251120678,DELOITTE & TOUCHE LLP,13943 COLLECTIONS CENTER DRIVE,CHICAGO,IL,60693,ACCOUNTING & AUDITING,196342
201521049349300802,251120678,PREMIER TECHNOLOGY SYSTEMS,2800 NORTH MAIN STREET EXTENSION,WASHINGTON,PA,15301,VOICE & DATA CABLING,162082
201521049349300802,251120678,DQE COMMUNICATIONS LLC,411 SEVENTH AVE,PITTSBURGH,PA,15219,INTERNET FIBER CONNECTION LEASE,130900
201541009349300909,160743989,Uniland Construction,Suite 500,100 Corporate parkway,Amherst,NY,142261295,construction services,1357676
201541009349300909,160743989,Personal Touch Food Service Inc,120 W Tupper St,Buffalo,NY,14201,Food services,1186742
201541009349300909,160743989,Savarino Companies LLC,Suite 104,95 Perry St,Buffalo,NY,14203,Construction Services,1016370
201541009349300909,160743989,US Security Associates,PO BOX 931703,ATLANTA,GA,31193,SECURITY SERVICES,929189
201541009349300909,160743989,ABM JANITORIAL SERVICES NEAST INC,PO BOX 1534,NEW YORK,NY,100081534,JANITORIAL SERVICES,661683
201521109349300332,340714687,GREEN BROTHERS PAINTING,74 E GRANT ST,ALLIANCE,OH,44601,PAINTING,140414
201521109349300332,340714687,WESTLAKE REED LESKOSKY,925 EUCLID AVE 1900,CLEVELAND,OH,44115,ARCHITECT,934668
201521109349300332,340714687,THORMAN HARIN-LEVIN CO LPA,3100 TERMINAL TOWER,CLEVELAND,OH,44113,LEGAL SERVICES,120175
201521109349300332,340714687,MELISSA ALFORD-SNYDER,1032 TALLMADGE ROAD,KENT,OH,44240,SETTLEMENT,120000
201531109349300123,716056774,CAMBRIDGE ASSOCIATES LLC,110 SUMMER,BOSTON,MA,021102112,INVESTMENT MANAGEMENT SERVICES,2705633
201531109349300123,716056774,ADAGE CAPITAL MANAGEMENT LP,200 CLARENDON STREET,BOSTON,MA,02116,INVESTMENT MANAGEMENT SERVICES,486567
201531109349300123,716056774,WALTER SCOTT & PARTNERS LIMITED,ONE CHARLOTTE SQUARE,EDINBURGH,UK,EH2 4DR,INVESTMENT MANAGEMENT SERVICES,379544
201531109349300123,716056774,STATE STREET GLOBAL ADVISORS,ONE LINCOLN STREET,BOSTON,MA,02110,INVESTMENT MANAGEMENT SERVICES,349557
201531109349300123,716056774,LONE PINE CAPITAL,TWO GREENWICH PLAZA 2ND FL,GREENWICH,CT,06830,INVESTMENT MANAGEMENT SERVICES,326152
201531039349300733,111630830,Total Maintenance Solution LLC,184 Ardmore Ave,Staten Island,NY,10314,Maintenance Contractor,15590005
201531039349300733,111630830,Chartwells,91337 Collections Drive,Chicago,IL,606931337,Food Service,12908859
201531039349300733,111630830,Constructomics LLC,45 West 21 Street,New York,NY,10010,Building Contruction,2929778
201531039349300733,111630830,Grymes Hill Apartments LLC,2611 West 2nd Street,Brooklyn,NY,11223,Lease rental,1255689
201531039349300733,111630830,EvensonBest LLC,641 Avenue of the Americas,New York,NY,10011,Furniture replacement,1160115
201531059349300523,750800691,GUARDSMARK LLC,22 South Second Street,MEMPHIS,TN,38103,SECURITY SERVICES,498758
201531059349300523,750800691,Parker Associates LP RC,604 E 4th Street Suite 101,FORT WORTH,TX,76102,accounting services,150170
201531059349300523,750800691,Future Com LTD,807 Forest Ridge Drive suite 105,BEDFORD,TX,76022,it services/network,231963
201531059349300523,750800691,embanet-compass,105 GORDON BAKER ROAD SUITE 300,TORONTO,ONTARIO,CA,M2H3,online courses,251580
201531059349300523,750800691,mclemore building maintenance inc,110 fargo,HOUSTON,TX,77006,housekeeping service,458145
201511049349300316,042199867,ROYALL AND COMPANY,1920 EAST PARHAM ROAD,RICHMOND,VA,23228,STUDENT RECRUITMENT,436796
201511049349300316,042199867,LOOMIS SAYLES COMPANY LP,ONE FINANCIAL CENTER,BOSTON,MA,02111,INVESTMENT MGMT,343475
201511049349300316,042199867,GRANT THORNTON LLP,75 STATE STREET,BOSTON,MA,02109,AUDIT & TAX,160944
201511049349300316,042199867,HOLLAND KNIGHT LLP,PO BOX 864084 11050 LAKE UNDERHI,ORLANDO,FL,32825,LEGAL,156760
201511049349300316,042199867,LOCKE LORD LLP,111 HUNTINGTON AVENUE,BOSTON,MA,02199,LEGAL,146430
201521009349300537,750800689,HC BECK,1807 ROSS AVENUE STE 500,DALLAS,TX,75201,CONSTRUCTION,49403470
201521009349300537,750800689,ROGERS O'BRIEN CONSTRUCTION COMPANY,1901 REGAL ROW,DALLAS,TX,75235,CONSTRUCTION,40174305
201521009349300537,750800689,ARAMARK CORPORATION,24818 NETWORK PLACE,CHICAGO,IL,60673,FACILITY&DINING,38229945
201521009349300537,750800689,HOLDER CONSTRUCTION GROUP LLC,4600 FULLER DRIVE SUITE 375,IRVING,TX,75038,CONSTRUCTION,10738838
201521009349300537,750800689,THE RICHARDS GROUP,8750 N CENTRAL EXPRESSWAY STE 1200,DALLAS,TX,75231,ADVERTISING,4308265
201501039349300415,141338498,SODEXO,515 LOUDON RD,LOUDONVILLE,NY,12211,FOOD SERVICES,8245072
201501039349300415,141338498,ST PETERS HOSPITAL,315 S MANNING BLVD,ALBANY,NY,12208,HEALTH SERVICES,358396
201501039349300415,141338498,KPMG,515 Broadway,ALBANY,NY,12207,Auditing Tax,200635
201501039349300415,141338498,Creative Communications Assoc,16 Sage Estate,ALBANY,NY,12208,Web Site Consulting,222616
201501039349300415,141338498,Joseph Kujawski,314 Trinacria Ct,SCHENECTADY,NY,12303,Scientific Consultin,219129
201501059349300245,362167770,GARDNER RUSSO GARDNER,223 East Chestnut Street,Lancaster,PA,17602,Investment Services,208225
201501059349300245,362167770,NORTHSHORE UNIV HEALTH,HP Hospital,777 Park Ave West,Highland Park,IL,60035,Healthcare Clinic Services,188102
201501059349300245,362167770,TOTAL PAVING AND BRICK SERV,11765 W Illinois Ave,Beach Park,IL,60099,Foundational Services,180980
201501059349300245,362167770,TRUE COLORS DECORATING,1701 S FAIRVIEW,PARK RIDGE,IL,60068,DECOR SERVICES,178355
201501059349300245,362167770,POWERS PYLES SUTTER AND VERVILLEPC,1501 M STREET NW,7TH FLOOR,WASHINGTON,DC,20005,Attorney Services,169971
201501049349301045,942356338,SHILO'S CATERING,6240 BINET DRIVE,CITRUS HEIGHTS,CA,95621,CATERING,116424
201501049349301110,231352674,ARAMARK,1101 MARKET STREET,PHILADELPHIA,PA,19107,CONTRACTOR-FOOD SERVICE,6212169
201501049349301110,231352674,THE ARTHUR JACKSON COMPANY,7025 WEST CHESTER PIKE,UPPER DARBY,PA,19082,HOUSEKEEPING,3249739
201501049349301110,231352674,HOWELL PARTNERS LLC,100 CHETWYND DRIVE STE 105,BRYN MAWR,PA,19010,ADVERTISING AND MEDIA SERVICES,1847253
201501049349301110,231352674,INTECH CONSTRUCTION INC,3001 MARKET STREET STE 120,PHILADELPHIA,PA,19104,CONTRACTOR-CONSTRUCTION,1753556
201501049349301110,231352674,IRWIN & LEIGHTON INC,1030 CONTINENTAL DRIVE,KING OF PRUSSIA,PA,19406,CONTRACTOR-CONSTRUCTION,1646009
201511059349301106,420680412,ARAMARK,1450 ALTA VISTA,DUBUQUE,IA,52004,FOOD SERVICE,3044831
201511059349301106,420680412,HORSFIELD CONSTRUCTION INC,505 EAST MAIN,EPWORTH,IA,52045,CONSTRUCTION,206947
201521039349300437,370711798,EASTERN LLC,8965 EASTERN,LAS VEGAS,NV,89123,PROPERTY LEASE,142862
201521049349301262,382395931,GARDIN CONSULTING GROUP,25441 KAREN STREET,OAK PARK,MI,48237,135395
201521049349301262,382395931,RITZERT & LEYTON PC,11350 RANDOM HILLS ROAD SUITE 400,FAIRFAX,VA,22030,425283
201521049349301262,382395931,TRISH LEONARD CONSULTING,7000 NORTH 16TH ST SUITE 120-207,PHOENIX,AZ,850205547,116930
201521049349300007,560529999,ARAMARK SERVICES,1101 MARKET STREET,PHILADELPHIA,PA,19107,FOOD SERVICES,11694339
201521049349300007,560529999,BUDD GROUP,2325 S STRATFORD ROAD,WINSTON SALEM,NC,27103,MAINTENANCE SERVICES,4686352
201521049349300007,560529999,APPLEGATE RESTAURANTS LLC,ATTN TIMOTHY B APPLEGATE,2605 OLD GREENSBORO ROAD,HIGH POINT,NC,27265,FOOD SERVICES,1212306
201521049349300007,560529999,MERCER ARCHITECTURE,1015 HUTTON LANE,SUITE 106,HIGH POINT,NC,27262,ARCHITECTS,1029318
201521049349300007,560529999,CREATIVE SERVICES INC,806 WESTCHESTER DRIVE,HIGH POINT,NC,27262,MARKETING SERVICES,979900
201541059349301404,741109661,SODEXOINC AFFILIATES,4301 BROADWAY ST,SAN ANTONIO,TX,782096318,FOOD SERVICE,4865968
201541059349301404,741109661,Guido Construction Company,8526 Vidor Ave,SAN ANTONIO,TX,782166045,Construction Service,4322974
201541059349301404,741109661,Joeris GC LTD,PO Box 790086,SAN ANTONIO,TX,782790086,Construction Service,3441805
201541059349301404,741109661,Aramark Facility Services,USAA BLDG C-S-W,SAN ANTONIO,TX,782880001,Custodial Service,1898327
201541059349301404,741109661,Cantera Custom Builders,10825 Basal Edge Rd,HELOTES,TX,780235109,Construction Service,1812939
201541049349300039,237121060,Russell Investments,1301 2nd Avenue 18th Floor,Seattle,WA,98101,Investments,338896
201541069349300219,410693856,LEVEL TOTAL,724 NORTH FIRST STREET,MINNEAPOLIS,MN,55401,MARKETING/ADVERTISING,555113
201541069349300219,410693856,HEWLETT PACKARD FINANCIAL SERVICES,PO BOX 402582,ATLANTA,GA,30384,LAPTOP LEASES,376112
201541069349300219,410693856,ASPEN CAPITAL COMPANY,4489 ROARING FORK COURT,LOVELAND,CO,80538,LAPTOP LEASES,347705
201541069349300219,410693856,CITY WIDE MAINTENANCE,11979 COUNTY ROAD 11,BURNSVILLE,MN,55337,JANITOR SERVICES,166492
201541069349300219,410693856,ROBERT HALF,PO BOX 743295,LOS ANGELES,CA,90074,CAREER PLACEMENT/TEMP SERVICES,154087
201531039349301203,610448560,ARAMARK SERVICES,333 THOMAS MORE PKWY,CRESTVIEW HILLS,KY,41017,FOOD & MAINTENANCE SERVICES,2476155
201531039349301203,610448560,JENZABAR,PO BOS 55018,BOSTON,MA,02205,IT SERVICE/SOFTWARE,982576
201531039349301203,610448560,BLUE ASH II LLC,425 WALNUT STREET SUITE 1200,CINCINNATI,OH,45202,RENT & MAINTENANCE,148200
201531039349301203,610448560,CENTURY CONSTRUCTION,PO BOX 18670,ERLANGER,KY,41018,CONSTRUCTION,113958
201541039349301014,260152908,ID MEDIA,100 W 33RD STRET,NEW YORK,NY,10001,MARKETING CONSULTANT,2953984
201541039349301014,260152908,EDUCATIONAL SALES MARKETING LLC,8740 LUCENT BLVD SUITE 300,HIGHLANDS RANCH,CO,80129,ENROLL CONSULTANT,2401753
201541039349301014,260152908,US INTERACTIVE MEDIA,1201 ALTMA LOMA ROAD,LOS ANGELES,CA,90069,MARKETING CONSULTANT,2051979
201541039349301014,260152908,SILTANEN PARTNERS ADVERTISING,353 CORAL ROAD,EL SEGUNDO,CA,90245,ADVERT CONSULTANT,1415303
201541039349301014,260152908,MILNER BUTCHER MEDIA GROUP LLC,11150 W OLYMPIC BLVD,LOS ANGELES,CA,90064,ADVERT CONSULTANT,1335433
201541009349300504,590624401,GUEST SERVICES INC,PO BOX 931841,ATLANTA,GA,31193,CAFETERIA MANAGEMENT,4193965
201541009349300504,590624401,RODDA CONSTRUCTION INC,250 EAST HIGHLAND DR,LAKELAND,FL,33813,CONSTRUCTION,3730822
201541009349300504,590624401,ROBERT A M STERN ARCHITECTS,460 W 34TH ST,NEW YORK,NY,10001,CONTRACTOR,1141905
201541009349300504,590624401,BW COMMUNICATIONS,8900 EDGEWORTH DR STE G,CAPITOL HEIGHTS,MD,20743,COMMUNICATIONS SERVICES,647810
201541009349300504,590624401,JENZABAR INC,PO BOX 55018,BOSTON,MA,02205,SOFTWARE,260159
201511039349300006,756001300,STARLING RICHARDSON CONSTRUCTION,1201 KAS DRIVE STE D,RICHARDSON,TX,75081,CONSTRUCTION SERVICES,1831539
201511039349300006,756001300,RONCO EXCAVATION INC,5600 LEDGESTONE DR,FORT WORTH,TX,76132,CONSTRUCTION SERVICES,830050
201511039349300006,756001300,BOOHERMCGEE & ASSOCIATES INC,1318 SOUTH MAIN STREET,DUNCANVILLE,TX,75137,ARCHITECTURAL SERVICES,812429
201511039349300006,756001300,EBS SOLUTIONS INC,2631 COMMERCE ST STE A,DALLAS,TX,75226,CLEANING SERVICES,789379
201511039349300006,756001300,EXCEL COMMERCIAL,PO BOX 211946,BEDFORD,TX,76021,PAINTING SERVICES,440767
201511039349300821,741109633,JT VAUGHN CONSTRUCTION LLC,10355 WESTPARK DR,HOUSTON,TX,77042,CONSTRUCTION,25983993
201511039349300821,741109633,COX SMITH MATTHEWS INC,112 E PECAN ST,SAN ANTONIO,TX,78205,LEGAL,426889
201511039349300821,741109633,NAAMAN H VILLANUEVA,2716 MINNETONKA,SAN ANTONIO,TX,78210,PAINTING AND DRYWALL,372404
201511039349300821,741109633,MARMON MOK LLP,700 N ST MARYS STE 1600,SAN ANTONIO,TX,78205,ARCHITECTURE,356979
201511039349300821,741109633,SILCHESTER INTERNATIONAL,780 THIRD AVE 42 FLR,NEW YORK,NY,10017,INVESTMENT FEES,349343
201511039349300826,910916534,NORTHWEST SECURITY SERVICES INC,14824 WESTMINSTER WAY N,SEATTLE,WA,981336437,SECURITY SERVICE,425639
201511039349300826,910916534,WEINSTEIN AU LLC,121 STEWART STREET SUITE 200,SEATTLE,WA,98101,CONSULTING SERVICE,388686
201511039349300826,910916534,WILSON MARKETING GROUP,5502 141SST STREET SW,EDMONDS,WA,98026,PRINTING SERVICE,363646
201511039349300826,910916534,HORIZON COACH LINES,4500 W MARGINAL WAY SW,SEATTLE,WA,981061511,SHUTTLE SERVICE,304048
201511039349300826,910916534,PULCON INC,12045 LAKESIDE PLACE NE,SEATTLE,MA,98125,CONSTRUCTION SERVICE,204917
201531059349300223,340714626,METZGERS INC,207 ARCO DR,TOLEDO,OH,43607,PRINTING,129375
201531059349300223,340714626,S&S COACH CO,PO BOX 73579,CHICAGO,IL,60673,GROUND TRANSPORTATION,108958
201531059349300223,340714626,OTIS ELEVATOR CO,PO BOX 73579,CHICAGO,IL,60673,ELEVATOR MAINTENANCE,102433
201531059349300223,340714626,HOBSONS INC,10300 ALLIANCE RD SUITE 301,CINCINNATI,OH,45242,SOFTWARE AND CONSULTING,100333
201541039349300024,383148566,DELL USA LP,PO BOX 643561,PITTSBURGH,PA,152643561,"EQUIPMENT, SERVICE, MAINTENANCE",130765
201511049349301106,750827465,HC BECK LTD,1807 ROSS AVENUE SUITE 500,DALLAS,TX,75201,CONSTRUCTION SRVS,24793129
201511049349301106,750827465,LINBECK GROUP LLC,201 MAIN STREET SUITE 1801,FORT WORTH,TX,76102,CONSTRUCTION SRVS,19957408
201511049349301106,750827465,SODEXO INC & AFFILIATES,PO BOX 536922,ATLANTA,GA,30353,DINING SERVICES,16984754
201511049349301106,750827465,BRANDT,LOCKBOX PROCESSING CTR,DALLAS,TX,75222,CONSTRUCTION SRVS,5538955
201511049349301106,750827465,HAHNFELD HOFFER STANFORD,200 BAILEY AVENUE SUITE 200,FORT WORTH,TX,76107,ARCHITECTURE,5389566
201511049349301251,060646623,Sodexho Inc & Affiliates,PO Box 352,Buffalo,NY,14240,Dining Service,9197747
201511049349301251,060646623,ABM Janitorial Sevives,551 Fifth Ave,New York,NY,10176,Custodial Service,2489154
201511049349301251,060646623,Ellucian Company LP,4 Country View Rd,Malvern,PA,19355,IT Support Service,2177029
201511049349301251,060646623,The Fairfield Jesuit Community,Fairfield University,Fairfield,CT,06824,Admin & Teaching Services,1977225
201511049349301251,060646623,Hess Corporation,1 Hess Plaza,Woodbridge,NJ,07095,Natural Gas Provider,1519235
201501049349300220,951643334,BLACKDOG ELECTRICAL SYSTEMS,39321 NICOLE DRIVE,PALMDALE,CA,93551,ELECTRICAL SERVICES,904254
201501049349300220,951643334,MUSICK PEELER GARRETT LLP,1 WILSHIRE BLVD 2000,LOS ANGELES,CA,90017,ATTORNEY,415160
201501049349300220,951643334,BRIDGES BRIDGES,318 AVE I 606,REDONDO BEACH,CA,90277,ATTORNEY,384999
201501049349300220,951643334,BAKHTIAR EBBY S,3435 WILSHIRE BLVD STE 770,LOS ANGELES,CA,90010,ATTORNEY,380485
201501049349300220,951643334,ELLUCIAN COMPANY LP,62578 COLLECTIONS CENTER DR,CHICAGO,IL,60693,ITS CONSULTING,273840
201501049349300235,362167048,WE O'NEAL CONSTRUCTION COMPANY,2751 N CLYBOURN,CHICAGO,IL,60614,CONSTRUCTION,23305247
201501049349300235,362167048,JC ANDERSON INC,834 N CURCH RD,ELMHURST,IL,60126,CONSTRUCTION,13580624
201501049349300235,362167048,MILLARD GROUP INC,7301 N CICERO,LINCOLNWOOD,IL,60712,JANITORIAL,8457412
201501049349300235,362167048,OEC BUSINESS INTERNIORS INC,900 N CHURCH RD,ELMHURST,IL,60126,Furniture & Equip,4471536
201501049349300235,362167048,HILL MECHANICAL OPERATIONS,11045 GAGE AVE,FRANKLIN PARK,IL,60131,Operating Engineer,4245673
201501049349300400,930386972,COMPASS GROUP USA (BONAPPETIT),2400 YORKMONT RD,CHARLOTTE,NC,28217,FOOD SERVICE,3724546
201501049349300400,930386972,FORTIS CONSTRUCTION,1705 SW TAYLOR ST,PORTLAND,OR,97205,CONSTRUCTION,2759892
201501049349300400,930386972,FXG CONSTRUCTION,1235 19TH ST NE,SALEM,OR,97301,CONSTRUCTION,792015
201501049349300400,930386972,ROYALL & COMPANY,1920 EAST PARHAM RD,RICHMOND,VA,23228,ENROLLMENT MANAGEMENT,582682
201501049349300400,930386972,HENNEBERY EDDY ARCHITECTS,921 SW WASHINGTON ST STE 250,PORTLAND,OR,97205,ARCHITECTURE,457032
201541039349300134,382901703,GREAT LAKES WEST LLC,24475 RED ARROW HWY,MATTAWAN,MI,490719762,CULINARY KITCHEN EQUIPMENT/INSTALLATION,1793309
201541039349300134,382901703,SWANSON MECHANICAL SERVICE LLC,3101 BAKER ROAD,OLIVET,MI,490769655,CULINARY HOOD SYSTEMS/INSTALLATION,207975
201541039349300134,382901703,SYSCO GRAND RAPID LLC,3700 SYSCO COURT SE,GRAND RAPIDS,MI,49512,CULINARY EQUIPMENT/INSTALLATION AND FOOD,134897
201541039349300134,382901703,DELL MARKETING LP,PO BOX 643561,PITTSBURGH,PA,152643561,COMPUTER EQUIPMENT & SUPPLIES,107049
201511049349300521,042300472,LEE KENNEDY COMPANY INC,122 QUINCY SHORE DRIVE,QUINCY,MA,02171,CONSTRUCTION MGMT.,21757646
201511049349300521,042300472,ARAMARK SERVICES INC,1057 SOLUTIONS CENTER,CHICAGO,IL,60677,FOOD SERVICES,3782082
201511049349300521,042300472,ACME BUILDING SERVICES INC,LAKESIDE OFFICE PARK DOOR 6,WAKEFIELD,MA,01880,CUSTODIAL SERVICES,2915985
201511049349300521,042300472,LONGWOOD SECURITY SERVICES,2 BROOKLINE PLACE SUITE 203,BROOKLINE,MA,02445,SECURITY SERVICES,1643217
201511049349300521,042300472,WILLIAM RAWN ASSOCIATES,10 POST OFFICE SQUARE,BOSTON,MA,02109,ARCHITECT,861845
201501019349300605,440567385,BYRNE JONES ENTERPRISES,GENERAL CONTRACTING,1669210
201501019349300605,440567385,FRESH IDEAS MGMT LLC,FOOD SERVICE,1367385
201501019349300605,440567385,NOEL-LEVITZ INC,CONSULTING,286602
201501019349300605,440567385,ELLUCIAN INC,SOFTWARE SERVICES,231200
201501019349300605,440567385,GOLD MECHANICAL INC,HVAC EQUIP/SERVICES,223093
201501019349300800,841123408,RAND CONSTRUCTION CORPORATION,515 M ST SE 102,WASHINGTON,DC,20003,CONSTRUCTION,675400
201521049349301037,141338562,MLB CONSTRUCTION SERVICES LLC,1 STONEBROOK RD,BALLSTON SPA,NY,12020,CONSTRUCTION SERVICES,9451753
201521049349301037,141338562,WJ MORRIS EXCAVATING INC,210 OLD GICK RD,SARATOGA SPRINGS,NY,12866,EXCAVATING SERVICES,3001468
201521049349301037,141338562,SODEXHO OPERATIONS LLC,PO BOX 360170,PITTSBURGH,PA,15251,PROJECT MANAGEMENT,1655322
201521049349301037,141338562,INSTITUTE FOR THE INT'L EDUCATION OF STU,33 N LASALLE ST,CHICAGO,IL,60602,EDUCATION SERVICES,1277961
201521049349301037,141338562,PAYETTE ASSOCIATES INC,290 CONGRESS ST,BOSTON,MA,02110,ARTHCITECTURAL SERVICES,958683
201531039349300023,383333920,DK DESIGN GROUP,1104 S MITCHELL ST,CADILLAC,MI,496012520,GENERAL CONTRACTOR FOR HOUSING UNIT,2030767
201531039349300023,383333920,DELL MARKETING LP,PO BOX 643561,PITTSBURGH,PA,152643561,"EQUIPMENT,SERVICE & MAINTENANCE",117698
201531039349300133,382805044,DELL MARKETING LP,PO BOX 643561,PITTSBURGH,PA,152643561,COMPUTERS & EQUIPMENT,142904
201531059349300003,560529953,SHELCO LLC,2320 CASCADE POINTE BLVD,CHARLOTTE,NC,28208,CONTRACTOR-CONSTRUCTION,2635376
201531059349300003,560529953,ARAMARK,PO BOX 116,BANNER ELK,NC,28604,FOOD SERVICE,1801270
201531059349300003,560529953,BB&T,PO BOX 580340,CHARLOTTE,NC,28258,FINANCIAL INSTITUTION,584242
201531059349300003,560529953,M&T CONSTRUCTION,PO BOX 656,SPRUCE PINE,NC,28777,CONTRACTOR-CONSTRUCTION,512823
201531059349300108,042104149,CREATIVE COMMUNICATION ASSOC,16 SAGE ESTATE,ALBANY,NY,12204,MARKETING,539695
201531059349300108,042104149,FUSEIDEAS LLC,8 WINCHESTER PLACE,WINCHESTER,MA,01890,WEB SERVICES,170750
201531059349300108,042104149,EDWARDS WILDMAN PALMER LLP,111 HUNTINGTON AVE,BOSTON,MA,02199,LEGAL SERVICES,125999
201501039349300135,383177823,HOUGHTON AND HOUGHTON,1281 ROCK VALLEY DR,ROCHESTER,MI,483076030,BOOKS & PRINTING,143220
201501039349300140,231352615,ARAMARK CORPORATION,1101 MARKET STREET,PHILADELPHIA,PA,19107,FOOD SERVICE PROVIDER,3708173
201501039349300140,231352615,ROYALL & COMPANY,1920 EAST PARHAM ROAD,RICHMOND,VA,232282206,RECRUITING SERVICE,546589
201501039349300140,231352615,ALLIANCE MEDIA GROUP,1874 CATASAUQUA ROAD 390,ALLENTOWN,PA,18109,ADVERTISING,325058
201501039349300140,231352615,WEIDENHAMMER SYSTEMS,935 BERKSHIRE BLVD,WYOMISSING,PA,196101229,INFO TECH SERVICES,273036
201501039349300140,231352615,SPILLMAN FARMER ARCHITECTS,1720 SPILLMAN DRIVE SUITE 200,BETHLEHEM,PA,18015,ARCHITECTURAL DESIGN,268174
201501039349300210,150545841,SODEXO INC AFFILIATES,LE MOYNE COLLEGE,SYRACUSE,NY,13214,CAMPUS DINING SERV,1739386
201501039349300210,150545841,WOODCOOK ASSOCIATES INC,6500 NEW VENTURE GEAR DRIVE,EAST SYR,NY,13057,CONSTRUCTION CONTRAC,1118882
201501039349300210,150545841,DEMCO NEW YORK,6701 MANILIUS CENTER RD,EAST SYR,NY,13057,ELECTRIC CONTRACTOR,771184
201501039349300210,150545841,JMG GLASS GLAZING INC,7162 N CENTRAL AVE,EAST SYR,NY,13057,GLASS INSTALLATION,745843
201501039349300210,150545841,EDWARD SCHALK SON,6801 MYERS RD,EAST SYR,NY,13057,CONSTRUCTION CONTRAC,679684
201501039349300225,730555460,UNITED CAMPUS DINING,2501 E MEMORIAL RD,EDMOND,OK,73013,FOOD SERVICE,3001081
201501039349300225,730555460,R GROUP,2920 N CHOCTAW ROAD,CHOCTAW,OK,73020,CONSTRUCTION,1670606
201501039349300225,730555460,SOUTHWEST ROOFING,PO BOX 54858,OKLAHOMA CITY,OK,73154,ROOFING CONTRACTOR,1258003
201501039349300225,730555460,OG&E,PO BOX 24990,OKLAHOMA CITY,OK,73124,UTILITY PROVIDER,1753161
