object_id,ein,BsnssNmLn1Txt,AddrssLn1Txt,CtyNm,SttAbbrvtnCd,ZIPCd,FcltyTxt
202023019349300422,541547408,1 - ADVANCED IMAGING CENTER-1ST COLONIAL,1080 FIRST COLONIAL ROAD,VIRGINIA BEACH,VA,23454,IMAGING CENTER
202023019349300422,541547408,2 - ADVANCED IMAGING CENTER-LEIGH,890 KEMPSVILLE ROAD,NORFOLK,VA,23502,IMAGING CENTER
202023019349300422,541547408,3 - ADVANCED IMAGING CENTER-GREENBRIER,713 VOLVO PARKWAY STE 105,CHESAPEAKE,VA,23320,OTHER OUTPATIENT SITE
202023019349300422,541547408,4 - SENTARA BELLEHARBOUR,3920A BRIDGE ROAD STE 100,SUFFOLK,VA,23435,DIAGNOSTIC CENTER
202023019349300422,541547408,5 - SENTARA INDEPENDENCE,800 INDEPENDENCE BLVD,VIRGINIA BEACH,VA,23455,OTHER OUTPATIENT SITE
202023019349300422,541547408,6 - SENTARA LEIGH COMP BREAST CT,880 KEMPSVILLE ROAD STE 1200,NORFOLK,VA,23502,BREAST DIAGNOSTIC CENTER
202023019349300422,541547408,7 - PORT WARWICK MEDICAL ARTS,11803 JEFFERSON AVE,NEWPORT NEWS,VA,23606,OTHER OUTPATIENT SITE
202023019349300422,541547408,8 - PORT WARWICK COMPREHENSIVE BREAST CTR,1051 LOFTIS BLVD STE 200,NEWPORT NEWS,VA,23606,DIAGNOSTIC CENTER
202023019349300422,541547408,9 - SVBGH PAIN MANAGEMENT UNIT,1080 FIRST COLONIAL ROAD STE 201,VIRGINIA BEACH,VA,23454,PAIN MGT. CENTER
202023019349300422,541547408,10 - SENTARA THERAPY CENTER-OBICI YMCA,ROUTE 10 GODWIN BLVD,SUFFOLK,VA,23434,REHABILITATION CENTER
202023019349300422,541547408,11 - SENTARA THERAPY CENTER-LEIGH,6315 N CENTER DR BLDG 20 STE 101,NORFOLK,VA,23502,REHABILITATION CENTER
202023019349300422,541547408,12 - SENTARA THERAPY CENTER-GREENBRIER,713 VOLVO PARKWAY STE 101,CHESAPEAKE,VA,23320,REHABILITATION CENTER
