object_id,ein,NnCshChckbxInd,Dsc,CntrbtnCnt,NncshCntrbtnsRptF990Amt,MthdOfDtrmnngRvnsTxt
201743189349308204,362166946,X,EQUIPMENT,5,68472,INVOICE
201713179349305346,570828733,X,DURABLE MEDICAL EQUIPMENT AND TOPS,4,51312,Fair Market Value
201743179349306639,132635819,X,DONATED SERVICES,397,231750,FMV
201703429349300225,750800653,X,Spectrometer,1,82633,Appraisal
201703179349301545,810231774,X,DONATED AUCTION ITEMS,221,89443,MARKET VALUE-GIFT DA
201703179349301545,810231774,X,CONSTRUCTION SUPPLIES AND LANDSCAPING,3,27788,MARKET VALUE-GIFT DA
201703179349301545,810231774,X,AUTO LEASE,1,22350,MARKET VALUE-GIFT DA
201703179349301545,810231774,X,MISC SUPPLIES AND GIFTS,118,10490,MARKET VALUE-GIFT DA
201713199349303801,160743900,X,Horse Equestrian Center,2,0,Appraisal
201743189349307114,370661491,X,OTHER ITEMS,120,10381
201743259349300239,222547262,X,AIRLINE TICKETS,1,6535,FAIR MARKET VALUE
201743149349301614,135564934,X,VACATIONS/GETAWAYS,6,11465,fmv
201743149349301614,135564934,X,GIFT BASKETS,7,3915,FMV
201743149349301614,135564934,X,GIFT CERTIFICATES,16,5848,FMV
201743149349301614,135564934,X,MUSICAL INSTRUMENTS,2,350,FMV
201713179349305811,250965603,X,bookstore gift cards,1,5000,cost
201733149349301638,470394397,X,Building materials,1,34318,Fair value
201713199349319176,566049935,X,SOFTWARE & EQUIP,7,112528,INVOICE COST
201713199349319176,566049935,X,GOLF CART,1,4394,INVOICE COST
201713199349319176,566049935,X,GAME TICKETS,3,1060,DONOR STATED
201713199349319176,566049935,X,TROPHIES,1,430,INVOICE COST
201723199349317017,271503981,X,FORGIVENESS OF DEBT,1,38830370,FMV
201723429349300512,560530240,X,Equestrian Horses,5,333000,Appraisal
201713149349301601,136171197,X,JEWELRY,1,12500,RESALE VALUE
201713149349301601,136171197,X,DINING & ENTERTAINMENT,3,11500,RESALE VALUE
201713149349301601,136171197,X,GIFT BASKET,2,25809,RESALE VALUE
201713149349301601,136171197,X,EVENTS & PROGRAMS,2,5399,RESALE VALUE
201713149349301601,136171197,X,WINE,1,626,RESALE VALUE
201713149349301516,240795439,X,CONCEPT CLASSROOM,1,8949,FMV
201713149349301516,240795439,X,AMX-4 PORTABLE MACHINE,1,8500,FMV
201713149349301516,240795439,X,CONVERTER DOLLY,1,4500,FMV
201713149349301516,240795439,X,CORDLESS COMBINATION KIT & HAND TOOLS,1,999,FMV
201713149349301516,240795439,X,TRUCK TIRE CHANGING MACHINE,1,467,FMV
201713149349301516,240795439,X,GOLF COURSE SIGNS,1,375,FMV
